Orthogroup	E_salsugineum	S_parvula
OG0009449	Thhalv10001571m.g	Sp4g26040
OG0009450	Thhalv10001539m.g	Sp4g26050
OG0009451	Thhalv10001537m.g	Sp4g26140
OG0009452	Thhalv10001757m.g	Sp4g26150
OG0009453	Thhalv10001780m.g	Sp4g26160
OG0009454	Thhalv10001361m.g	Sp4g26170
OG0009455	Thhalv10001415m.g	Sp4g26190
OG0009456	Thhalv10001785m.g	Sp4g26250
OG0009457	Thhalv10001464m.g	Sp4g26290
OG0009458	Thhalv10001674m.g	Sp4g26380
OG0009459	Thhalv10001730m.g	Sp4g26480
OG0009460	Thhalv10001527m.g	Sp4g26490
OG0009461	Thhalv10001744m.g, Thhalv10018387m.g	Sp4g26560
OG0009462	Thhalv10001372m.g	Sp4g26590
OG0009463	Thhalv10001456m.g	Sp4g26610
OG0009464	Thhalv10001479m.g	Sp4g26630
OG0009465	Thhalv10001723m.g	Sp4g26670
OG0009466	Thhalv10001677m.g	Sp4g26730
OG0009468	Thhalv10001488m.g	Sp4g26780
OG0009469	Thhalv10001642m.g	Sp4g26870, Sp4g26880
OG0009470	Thhalv10001758m.g, Thhalv10027189m.g	Sp4g26940
OG0009471	Thhalv10001543m.g	Sp4g26950
OG0009472	Thhalv10001625m.g	Sp4g26990
OG0009473	Thhalv10001306m.g	Sp4g27030
OG0009474	Thhalv10001733m.g	Sp4g27060
OG0009475	Thhalv10001602m.g	Sp4g27080
OG0009477	Thhalv10015865m.g, Thhalv10001538m.g	Sp4g27180
OG0009478	Thhalv10001694m.g	Sp4g27480
OG0009479	Thhalv10001460m.g	Sp4g27510
OG0009480	Thhalv10001574m.g	Sp4g27520
OG0009481	Thhalv10001419m.g	Sp4g27530
OG0009482	Thhalv10001557m.g	Sp4g27650
OG0009483	Thhalv10001671m.g	Sp4g27680
OG0009484	Thhalv10001597m.g	Sp4g27690
OG0009485	Thhalv10001528m.g	Sp4g27720
OG0009486	Thhalv10001508m.g	Sp4g27850
OG0009487	Thhalv10001618m.g	Sp4g27870
OG0009488	Thhalv10001646m.g	Sp4g27890
OG0009489	Thhalv10001517m.g	Sp4g27920
OG0009490	Thhalv10001467m.g	Sp4g27940
OG0009491	Thhalv10001433m.g	Sp4g27960
OG0009492	Thhalv10001310m.g	Sp4g27980
OG0009493	Thhalv10001775m.g	Sp4g28020
OG0009494	Thhalv10001586m.g	Sp4g28060
OG0009495	Thhalv10001650m.g	Sp4g28090
OG0009496	Thhalv10001502m.g	Sp4g28130
OG0009497	Thhalv10001607m.g	Sp4g28160
OG0009498	Thhalv10001664m.g	Sp4g28200
OG0009499	Thhalv10001804m.g	Sp4g28220
OG0009500	Thhalv10001699m.g	Sp4g28390
OG0009501	Thhalv10001333m.g	Sp4g28410
OG0009502	Thhalv10001374m.g	Sp4g28550
OG0009503	Thhalv10001658m.g	Sp4g28580
OG0009504	Thhalv10001742m.g	Sp4g28590
OG0009505	Thhalv10001639m.g	Sp4g28630
OG0009506	Thhalv10001576m.g	Sp4g28690
OG0009507	Thhalv10001679m.g	Sp4g28700
OG0009508	Thhalv10001684m.g	Sp4g28730
OG0009509	Thhalv10001663m.g	Sp4g28850
OG0009510	Thhalv10001355m.g	Sp4g28870
OG0009511	Thhalv10001331m.g	Sp4g28940
OG0009512	Thhalv10001420m.g	Sp4g29010
OG0009513	Thhalv10001330m.g	Sp4g29080
OG0009514	Thhalv10001452m.g	Sp4g29200
OG0009516	Thhalv10001736m.g	Sp4g29240
OG0009517	Thhalv10001400m.g	Sp4g29290
OG0009518	Thhalv10001294m.g	Sp4g29330
OG0009519	Thhalv10001673m.g	Sp4g29420
OG0009520	Thhalv10001547m.g	Sp4g29430
OG0009521	Thhalv10001362m.g	Sp4g29460
OG0009522	Thhalv10001603m.g	Sp4g29510
OG0009523	Thhalv10001442m.g	Sp4g29520
OG0009524	Thhalv10001451m.g	Sp4g29590
OG0009525	Thhalv10001505m.g	Sp4g29640
OG0009526	Thhalv10001585m.g	Sp4g29660
OG0009527	Thhalv10001368m.g	Sp4g29680
OG0009528	Thhalv10001458m.g	Sp4g29690
OG0009529	Thhalv10001647m.g	Sp4g29700
OG0009530	Thhalv10001614m.g	Sp4g29710
OG0009531	Thhalv10001494m.g	Sp4g29720
OG0009532	Thhalv10001431m.g	Sp4g29760
OG0009533	Thhalv10001715m.g	Sp4g29850
OG0009534	Thhalv10001363m.g	Sp4g29860
OG0009535	Thhalv10018568m.g	Sp4g29880
OG0009536	Thhalv10001288m.g	Sp4g29900
OG0009537	Thhalv10001392m.g	Sp4g29910
OG0009538	Thhalv10001278m.g	Sp4g29950
OG0009539	Thhalv10001455m.g	Sp4g29980
OG0009540	Thhalv10001284m.g	Sp4g30030
OG0009541	Thhalv10001800m.g	Sp4g30070
OG0009542	Thhalv10001654m.g	Sp4g30080
OG0009543	Thhalv10008998m.g	Sp1g19090
OG0009544	Thhalv10007934m.g	Sp1g19100
OG0009545	Thhalv10006523m.g	Sp1g19110
OG0009546	Thhalv10006893m.g	Sp1g19120
OG0009547	Thhalv10007813m.g	Sp1g19130
OG0009548	Thhalv10006690m.g	Sp1g19160
OG0009549	Thhalv10006535m.g	Sp1g19510, Sp1g19170
OG0009550	Thhalv10008129m.g	Sp1g19230
OG0009551	Thhalv10008051m.g	Sp1g19270
OG0009552	Thhalv10008190m.g	Sp1g19340
OG0009553	Thhalv10008385m.g	Sp1g19350
OG0009554	Thhalv10009593m.g	Sp1g19490
OG0009555	Thhalv10009382m.g	Sp1g19520
OG0009556	Thhalv10007536m.g	Sp1g19550
OG0009557	Thhalv10009379m.g	Sp1g19570
OG0009558	Thhalv10008087m.g	Sp1g19670
OG0009559	Thhalv10008258m.g	Sp1g19680
OG0009560	Thhalv10008326m.g	Sp1g19690
OG0009562	Thhalv10009554m.g	Sp1g19910
OG0009563	Thhalv10008804m.g	Sp1g19930
OG0009564	Thhalv10009689m.g	Sp1g19960
OG0009565	Thhalv10007015m.g	Sp1g20040
OG0009567	Thhalv10008247m.g	Sp1g20090
OG0009568	Thhalv10006740m.g	Sp1g20130
OG0009569	Thhalv10009125m.g	Sp1g20140
OG0009570	Thhalv10009167m.g	Sp1g20200
OG0009571	Thhalv10008318m.g	Sp1g20210
OG0009572	Thhalv10000448m.g	Sp1g20230
OG0009573	Thhalv10006903m.g	Sp1g20240
OG0009574	Thhalv10008541m.g	Sp1g20260
OG0009576	Thhalv10007396m.g	Sp1g20290
OG0009577	Thhalv10008173m.g	Sp1g20330
OG0009578	Thhalv10006692m.g	Sp1g20340
OG0009579	Thhalv10006998m.g	Sp1g20360
OG0009580	Thhalv10007358m.g	Sp1g20400
OG0009581	Thhalv10009651m.g	Sp1g20460
OG0009582	Thhalv10007104m.g	Sp1g20480
OG0009584	Thhalv10007872m.g	Sp1g20510
OG0009585	Thhalv10008947m.g	Sp1g20600
OG0009586	Thhalv10007115m.g	Sp1g20630
OG0009587	Thhalv10007462m.g	Sp1g20680
OG0009588	Thhalv10008654m.g	Sp1g20710
OG0009589	Thhalv10008293m.g	Sp1g20810
OG0009590	Thhalv10008669m.g	Sp1g20860
OG0009591	Thhalv10008744m.g	Sp1g20870
OG0009592	Thhalv10007266m.g	Sp1g20900
OG0009593	Thhalv10008158m.g	Sp1g21020
OG0009595	Thhalv10007901m.g	Sp1g21140
OG0009597	Thhalv10007303m.g	Sp1g21180
OG0009598	Thhalv10007822m.g	Sp1g21190
OG0009599	Thhalv10008869m.g	Sp1g21210
OG0009600	Thhalv10007420m.g	Sp1g21230
OG0009601	Thhalv10007961m.g	Sp1g21260
OG0009602	Thhalv10008007m.g	Sp1g21360
OG0009603	Thhalv10009785m.g	Sp1g21380
OG0009604	Thhalv10008082m.g	Sp1g21400, Sp1g21405
OG0009605	Thhalv10008745m.g	Sp1g21410
OG0009606	Thhalv10007574m.g	Sp1g21430
OG0009607	Thhalv10007684m.g	Sp1g21450
OG0009608	Thhalv10007867m.g	Sp1g21520
OG0009609	Thhalv10007045m.g	Sp1g21560
OG0009610	Thhalv10006986m.g	Sp1g21650
OG0009611	Thhalv10007368m.g	Sp1g21680
OG0009612	Thhalv10007235m.g	Sp1g21700
OG0009613	Thhalv10008803m.g	Sp1g21730
OG0009614	Thhalv10008298m.g	Sp1g21790
OG0009615	Thhalv10008330m.g	Sp1g21800
OG0009616	Thhalv10008487m.g	Sp1g21820
OG0009617	Thhalv10008900m.g	Sp1g21860
OG0009618	Thhalv10009468m.g	Sp1g21880
OG0009619	Thhalv10008235m.g	Sp1g22000
OG0009620	Thhalv10007591m.g	Sp1g22040
OG0009621	Thhalv10008848m.g	Sp1g22150
OG0009622	Thhalv10008997m.g	Sp6g00050
OG0009623	Thhalv10008165m.g	Sp1g22160
OG0009624	Thhalv10007404m.g	Sp1g22220
OG0009625	Thhalv10009046m.g	Sp1g22230
OG0009626	Thhalv10009723m.g	Sp1g22250
OG0009627	Thhalv10008445m.g	Sp1g22260
OG0009628	Thhalv10009087m.g	Sp1g22270
OG0009630	Thhalv10007943m.g	Sp1g22290
OG0009631	Thhalv10009081m.g	Sp1g22350
OG0009632	Thhalv10008576m.g	Sp1g22380
OG0009633	Thhalv10007061m.g	Sp1g22400
OG0009634	Thhalv10007696m.g	Sp1g22410
OG0009636	Thhalv10008844m.g	Sp1g22440
OG0009638	Thhalv10008634m.g	Sp1g22460
OG0009639	Thhalv10008392m.g	Sp1g22480
OG0009640	Thhalv10006742m.g	Sp1g22490
OG0009641	Thhalv10006899m.g	Sp1g22510
OG0009642	Thhalv10009687m.g	Sp1g22520
OG0009643	Thhalv10007585m.g	Sp1g22600
OG0009644	Thhalv10008252m.g	Sp1g22610
OG0009645	Thhalv10007065m.g	Sp1g22640
OG0009646	Thhalv10007653m.g	Sp1g22680
OG0009647	Thhalv10007220m.g	Sp1g22730
OG0009649	Thhalv10008407m.g	Sp1g22850
OG0009650	Thhalv10008699m.g	Sp1g22900
OG0009651	Thhalv10008135m.g	Sp1g22950
OG0009652	Thhalv10009240m.g	Sp1g22970, Sp1g22980
OG0009653	Thhalv10009312m.g	Sp1g22990
OG0009654	Thhalv10007963m.g	Sp1g23080
OG0009655	Thhalv10007068m.g	Sp1g23090
OG0009657	Thhalv10009220m.g	Sp1g23190
OG0009658	Thhalv10009392m.g	Sp1g23220
OG0009659	Thhalv10017116m.g	Sp4g11760
OG0009660	Thhalv10006539m.g	Sp1g23340
OG0009661	Thhalv10007650m.g, Thhalv10007649m.g	Sp1g23370
OG0009662	Thhalv10008222m.g	Sp1g23410
OG0009663	Thhalv10006951m.g	Sp1g23430
OG0009664	Thhalv10009976m.g	Sp1g23490
OG0009666	Thhalv10007553m.g	Sp1g23570
OG0009667	Thhalv10008785m.g	Sp1g23620
OG0009668	Thhalv10006817m.g	Sp1g23720
OG0009669	Thhalv10007633m.g	Sp1g23840
OG0009670	Thhalv10007379m.g	Sp1g23890
OG0009671	Thhalv10007666m.g	Sp1g23910
OG0009672	Thhalv10008228m.g	Sp1g23930
OG0009673	Thhalv10009915m.g	Sp1g23950
OG0009674	Thhalv10006638m.g	Sp1g23980
OG0009675	Thhalv10006764m.g	Sp1g23990
OG0009676	Thhalv10007615m.g	Sp1g24040
OG0009677	Thhalv10006874m.g	Sp1g24090
OG0009678	Thhalv10007231m.g	Sp1g24100
OG0009679	Thhalv10007434m.g	Sp1g24150
OG0009680	Thhalv10009378m.g	Sp1g24170
OG0009681	Thhalv10009696m.g	Sp1g24180
OG0009682	Thhalv10007307m.g	Sp1g24270
OG0009683	Thhalv10008411m.g	Sp1g24290
OG0009684	Thhalv10007688m.g	Sp1g24410
OG0009685	Thhalv10009673m.g	Sp1g24420
OG0009686	Thhalv10007204m.g	Sp1g24450
OG0009688	Thhalv10008551m.g	Sp1g24480
OG0009689	Thhalv10009849m.g	Sp1g24520
OG0009690	Thhalv10008213m.g	Sp1g24530
OG0009691	Thhalv10007074m.g	Sp1g24580
OG0009693	Thhalv10009195m.g	Sp1g24670
OG0009694	Thhalv10008366m.g	Sp2g03920, Sp1g24680
OG0009695	Thhalv10008438m.g	Sp1g24690
OG0009696	Thhalv10007091m.g	Sp1g24780
OG0009697	Thhalv10007612m.g	Sp1g24880
OG0009698	Thhalv10009467m.g	Sp1g24930
OG0009699	Thhalv10009067m.g	Sp1g24970
OG0009700	Thhalv10009065m.g	Sp1g25000
OG0009701	Thhalv10007940m.g	Sp1g25060
OG0009702	Thhalv10007736m.g	Sp1g25080
OG0009703	Thhalv10008836m.g	Sp1g25110
OG0009704	Thhalv10008237m.g	Sp1g25120
OG0009705	Thhalv10009779m.g	Sp1g25200
OG0009706	Thhalv10008510m.g	Sp1g25210
OG0009707	Thhalv10006853m.g	Sp1g25290
OG0009708	Thhalv10008700m.g	Sp1g25330
OG0009709	Thhalv10006838m.g	Sp1g25340
OG0009710	Thhalv10006673m.g	Sp1g25380
OG0009711	Thhalv10007234m.g	Sp1g25570
OG0009712	Thhalv10009499m.g	Sp1g25580
OG0009714	Thhalv10009162m.g	Sp1g25680
OG0009715	Thhalv10010017m.g	Sp1g25690
OG0009716	Thhalv10008867m.g	Sp1g25710
OG0009717	Thhalv10009098m.g	Sp1g25740
OG0009718	Thhalv10009672m.g	Sp1g25750
OG0009719	Thhalv10009888m.g	Sp1g25810
OG0009720	Thhalv10007084m.g	Sp1g25880
OG0009721	Thhalv10007824m.g	Sp1g25920
OG0009722	Thhalv10008271m.g	Sp1g25990
OG0009723	Thhalv10009598m.g	Sp1g26000
OG0009724	Thhalv10007915m.g	Sp1g26020
OG0009725	Thhalv10008175m.g	Sp1g26030
OG0009726	Thhalv10007189m.g	Sp1g26040
OG0009727	Thhalv10009968m.g	Sp1g26090
OG0009728	Thhalv10007605m.g	Sp1g26120
OG0009729	Thhalv10006807m.g	Sp1g26130
OG0009730	Thhalv10006836m.g	Sp1g26290
OG0009731	Thhalv10008915m.g	Sp1g26310
OG0009732	Thhalv10007264m.g	Sp1g26370
OG0009733	Thhalv10022832m.g	Sp1g26440
OG0009734	Thhalv10007733m.g	Sp1g26490
OG0009735	Thhalv10006799m.g	Sp1g26500
OG0009736	Thhalv10007242m.g	Sp1g26540
OG0009737	Thhalv10006950m.g	Sp1g26580
OG0009738	Thhalv10007341m.g	Sp1g26600
OG0009739	Thhalv10008211m.g	Sp1g26720
OG0009740	Thhalv10007839m.g	Sp1g26730
OG0009741	Thhalv10009135m.g	Sp1g26740
OG0009742	Thhalv10008022m.g	Sp1g26830
OG0009743	Thhalv10009859m.g	Sp1g27000
OG0009744	Thhalv10006741m.g	Sp1g27040
OG0009745	Thhalv10008917m.g	Sp1g27150
OG0009746	Thhalv10009264m.g	Sp1g27170
OG0009747	Thhalv10007690m.g	Sp1g27240
OG0009748	Thhalv10009724m.g, Thhalv10008233m.g	Sp1g27260
OG0009749	Thhalv10007183m.g	Sp1g27270
OG0009750	Thhalv10006982m.g, Thhalv10007005m.g	Sp1g27360
OG0009752	Thhalv10006871m.g	Sp1g27420
OG0009753	Thhalv10009206m.g	Sp1g27510
OG0009754	Thhalv10008095m.g	Sp1g27600
OG0009755	Thhalv10007477m.g	Sp1g27630
OG0009756	Thhalv10009222m.g	Sp1g27660
OG0009757	Thhalv10008400m.g	Sp1g27730
OG0009758	Thhalv10008495m.g	Sp1g27790
OG0009759	Thhalv10007423m.g	Sp1g27800
OG0009760	Thhalv10006703m.g	Sp1g27850
OG0009761	Thhalv10007540m.g	Sp1g27880
OG0009763	Thhalv10008473m.g	Sp1g27970
OG0009764	Thhalv10007022m.g	Sp1g28560
OG0009765	Thhalv10009342m.g	Sp1g28550
OG0009766	Thhalv10007908m.g	Sp1g28530
OG0009767	Thhalv10006886m.g	Sp1g28470
OG0009768	Thhalv10007088m.g	Sp1g28450
OG0009769	Thhalv10009466m.g	Sp1g28390
OG0009770	Thhalv10009848m.g	Sp1g28340
OG0009771	Thhalv10009407m.g	Sp1g28330
OG0009772	Thhalv10009063m.g	Sp1g28300
OG0009773	Thhalv10008231m.g	Sp1g28230
OG0009774	Thhalv10009787m.g	Sp1g28200
OG0009775	Thhalv10007671m.g	Sp1g28140
OG0009776	Thhalv10008040m.g	Sp1g28000, Sp1g28590
OG0009778	Thhalv10007003m.g	Sp1g28770
OG0009779	Thhalv10009865m.g	Sp1g28790
OG0009780	Thhalv10007834m.g	Sp1g28810
OG0009781	Thhalv10008542m.g	Sp1g28820
OG0009782	Thhalv10007836m.g	Sp1g28890
OG0009783	Thhalv10008295m.g	Sp1g28980
OG0009784	Thhalv10009075m.g	Sp1g29140
OG0009785	Thhalv10008214m.g	Sp1g29190, Sp1g29220
OG0009786	Thhalv10007891m.g	SpUn0291_0010
OG0009787	Thhalv10007233m.g	Sp1g29370
OG0009788	Thhalv10010025m.g	Sp1g29400
OG0009789	Thhalv10007196m.g	Sp1g29410
OG0009790	Thhalv10009525m.g	Sp1g29480
OG0009791	Thhalv10006568m.g	Sp1g29580
OG0009792	Thhalv10008072m.g	Sp1g29600
OG0009793	Thhalv10006981m.g	Sp1g29670
OG0009794	Thhalv10001817m.g	Sp1g29750
OG0009795	Thhalv10001820m.g	Sp1g29770
OG0009796	Thhalv10001858m.g	Sp1g29820
OG0009797	Thhalv10001837m.g	Sp1g29900
OG0009798	Thhalv10001819m.g	Sp1g30100
OG0009800	Thhalv10001866m.g	SpUn0020_0020, Sp1g30170
OG0009802	Thhalv10004887m.g	Sp1g30630
OG0009803	Thhalv10004889m.g	Sp2g29570
OG0009804	Thhalv10004985m.g	Sp2g29480
OG0009805	Thhalv10003942m.g	Sp2g29430
OG0009806	Thhalv10004586m.g	Sp2g29390
OG0009807	Thhalv10003700m.g	Sp2g29380
OG0009808	Thhalv10004317m.g	Sp2g29370
OG0009809	Thhalv10004676m.g	Sp2g29360
OG0009810	Thhalv10003834m.g	Sp2g29340
OG0009811	Thhalv10004033m.g	Sp2g29330
OG0009812	Thhalv10004607m.g	Sp2g29290
OG0009813	Thhalv10004637m.g	Sp2g29250
OG0009814	Thhalv10004811m.g	Sp2g29230
OG0009815	Thhalv10003889m.g	Sp2g29210
OG0009816	Thhalv10004839m.g	Sp2g29200
OG0009817	Thhalv10004376m.g	Sp2g29190
OG0009818	Thhalv10004392m.g	Sp2g29170
OG0009819	Thhalv10005175m.g	Sp2g29160
OG0009820	Thhalv10004148m.g	Sp2g29110
OG0009821	Thhalv10005509m.g	Sp2g29100
OG0009822	Thhalv10003664m.g	Sp2g29080
OG0009823	Thhalv10005067m.g	Sp2g29060
OG0009824	Thhalv10004994m.g	Sp2g29030
OG0009825	Thhalv10005224m.g	Sp2g28960
OG0009826	Thhalv10003578m.g	Sp2g28870
OG0009827	Thhalv10004176m.g	Sp2g28820
OG0009828	Thhalv10004075m.g	Sp2g28780
OG0009829	Thhalv10003723m.g	Sp2g28760
OG0009830	Thhalv10005095m.g	Sp2g28740
OG0009831	Thhalv10005166m.g	Sp2g28700
OG0009832	Thhalv10003865m.g	Sp2g28640
OG0009833	Thhalv10004183m.g	Sp2g28630
OG0009835	Thhalv10003671m.g	Sp2g28590
OG0009836	Thhalv10005325m.g	Sp2g28580
OG0009837	Thhalv10004041m.g	Sp2g28550
OG0009838	Thhalv10003706m.g	Sp2g28530
OG0009839	Thhalv10005471m.g	Sp2g28480
OG0009840	Thhalv10005051m.g	Sp2g28410
OG0009841	Thhalv10004256m.g	Sp2g28390
OG0009842	Thhalv10005116m.g	Sp2g28380
OG0009843	Thhalv10004756m.g	Sp2g28350
OG0009844	Thhalv10005022m.g	Sp2g28320
OG0009845	Thhalv10004438m.g	Sp2g28310
OG0009846	Thhalv10005362m.g	Sp2g28230
OG0009847	Thhalv10003747m.g	Sp2g28190
OG0009848	Thhalv10004589m.g	Sp2g28080
OG0009849	Thhalv10005261m.g	Sp2g28070
OG0009850	Thhalv10004111m.g, Thhalv10023578m.g	Sp2g27950
OG0009852	Thhalv10005124m.g	Sp2g27890
OG0009853	Thhalv10004519m.g	Sp2g27880
OG0009854	Thhalv10004930m.g	Sp2g27870
OG0009855	Thhalv10005018m.g	Sp2g27850
OG0009856	Thhalv10004333m.g	Sp2g27820
OG0009857	Thhalv10005395m.g	Sp2g27790
OG0009858	Thhalv10005625m.g	Sp2g27780
OG0009859	Thhalv10005693m.g	Sp2g27760
OG0009860	Thhalv10004934m.g	Sp2g27740
OG0009861	Thhalv10003853m.g	Sp2g27700
OG0009862	Thhalv10004101m.g	Sp2g27690
OG0009863	Thhalv10003640m.g	Sp2g27650
OG0009864	Thhalv10003819m.g	Sp2g27620
OG0009865	Thhalv10004805m.g	Sp2g27610
OG0009866	Thhalv10005594m.g	Sp2g27600
OG0009867	Thhalv10004332m.g	Sp2g27550
OG0009868	Thhalv10004739m.g	Sp2g27540
OG0009869	Thhalv10004324m.g	Sp2g27460
OG0009870	Thhalv10004095m.g	Sp2g27450
OG0009871	Thhalv10005167m.g	Sp2g27420
OG0009872	Thhalv10005307m.g	Sp2g27380
OG0009873	Thhalv10003958m.g	Sp2g27360
OG0009874	Thhalv10003922m.g	Sp2g27350
OG0009875	Thhalv10004470m.g	Sp2g27300
OG0009876	Thhalv10005697m.g	Sp2g27270
OG0009877	Thhalv10004872m.g	Sp2g27220
OG0009878	Thhalv10004403m.g	Sp2g27210
OG0009879	Thhalv10005143m.g	Sp2g27190
OG0009880	Thhalv10004337m.g	Sp2g27090
OG0009881	Thhalv10004850m.g	Sp2g27080
OG0009882	Thhalv10013884m.g, Thhalv10004505m.g	Sp2g27070
OG0009883	Thhalv10004448m.g	Sp2g27040
OG0009884	Thhalv10003565m.g	Sp2g27020
OG0009885	Thhalv10003618m.g	Sp2g26990
OG0009886	Thhalv10004310m.g	Sp2g26930
OG0009887	Thhalv10003705m.g	Sp2g26880
OG0009888	Thhalv10005464m.g	Sp2g26870
OG0009889	Thhalv10004212m.g	Sp2g26730
OG0009890	Thhalv10005729m.g	Sp2g26710
OG0009891	Thhalv10004142m.g	Sp2g26700
OG0009893	Thhalv10003815m.g	Sp2g26630
OG0009894	Thhalv10003757m.g	Sp2g26500
OG0009895	Thhalv10003590m.g	Sp2g26440
OG0009896	Thhalv10004851m.g	Sp2g26430
OG0009897	Thhalv10005223m.g	Sp2g26390
OG0009898	Thhalv10004204m.g	Sp2g26380
OG0009899	Thhalv10004594m.g	Sp2g26340
OG0009900	Thhalv10023776m.g	Sp2g26260
OG0009902	Thhalv10004444m.g	Sp2g26170
OG0009903	Thhalv10004522m.g	Sp2g26140
OG0009904	Thhalv10004836m.g	Sp2g26070
OG0009905	Thhalv10004962m.g	Sp2g26060
OG0009906	Thhalv10005054m.g	Sp2g26040
OG0009907	Thhalv10004842m.g	Sp2g26000
OG0009908	Thhalv10004703m.g	Sp2g25990
OG0009909	Thhalv10004696m.g	Sp2g25970
OG0009910	Thhalv10004017m.g	Sp2g25960
OG0009911	Thhalv10004798m.g	Sp2g25890
OG0009912	Thhalv10003855m.g	Sp2g25880
OG0009913	Thhalv10004734m.g	Sp2g25790
OG0009914	Thhalv10003602m.g	Sp2g25780
OG0009915	Thhalv10003887m.g	Sp2g25770
OG0009916	Thhalv10003944m.g	Sp2g25750
OG0009917	Thhalv10004313m.g	Sp2g25720
OG0009918	Thhalv10003935m.g	Sp2g25700
OG0009919	Thhalv10004754m.g	Sp2g25680
OG0009920	Thhalv10005590m.g	Sp2g25670
OG0009921	Thhalv10004621m.g	Sp2g25600
OG0009922	Thhalv10004933m.g	Sp2g25520
OG0009923	Thhalv10003543m.g	Sp2g25500
OG0009924	Thhalv10004834m.g	Sp2g25480
OG0009925	Thhalv10004345m.g	Sp2g25460
OG0009926	Thhalv10003940m.g	Sp2g25450
OG0009927	Thhalv10004390m.g	Sp2g25440
OG0009928	Thhalv10005374m.g	Sp2g25320
OG0009929	Thhalv10004514m.g	Sp2g25300
OG0009930	Thhalv10005676m.g	Sp2g25290
OG0009931	Thhalv10004365m.g	Sp2g25240
OG0009932	Thhalv10004275m.g	Sp2g25220
OG0009933	Thhalv10004160m.g	Sp2g25200
OG0009934	Thhalv10003592m.g	Sp2g25170
OG0009935	Thhalv10003854m.g	Sp2g25150
OG0009936	Thhalv10005642m.g	Sp2g25060
OG0009937	Thhalv10004629m.g	Sp2g25030
OG0009938	Thhalv10004369m.g	Sp2g25000
OG0009940	Thhalv10005478m.g	Sp2g24840
OG0009941	Thhalv10005566m.g	Sp2g24810
OG0009942	Thhalv10003971m.g	Sp2g24790
OG0009943	Thhalv10004479m.g	Sp2g24770
OG0009944	Thhalv10003692m.g	Sp2g24760
OG0009945	Thhalv10005349m.g	Sp2g24750
OG0009946	Thhalv10005440m.g	Sp2g24730
OG0009947	Thhalv10004733m.g	Sp2g24690
OG0009948	Thhalv10004229m.g	Sp2g24650
OG0009949	Thhalv10004100m.g	Sp2g24600
OG0009950	Thhalv10004785m.g	Sp2g24510
OG0009951	Thhalv10005353m.g	Sp2g24490
OG0009952	Thhalv10005013m.g	Sp2g24460
OG0009953	Thhalv10005205m.g	Sp2g24450
OG0009954	Thhalv10004672m.g	Sp2g24440
OG0009955	Thhalv10004206m.g	Sp2g24300
OG0009956	Thhalv10004006m.g	Sp2g24260
OG0009957	Thhalv10003526m.g	Sp2g24240
OG0009958	Thhalv10004769m.g	Sp2g24220
OG0009959	Thhalv10004579m.g	Sp2g22930
OG0009960	Thhalv10003978m.g	Sp2g22940
OG0009961	Thhalv10003683m.g	Sp2g22960
OG0009962	Thhalv10003502m.g	Sp2g22970
OG0009963	Thhalv10004182m.g	Sp2g23010
OG0009964	Thhalv10005048m.g	Sp2g23030
OG0009965	Thhalv10004602m.g	Sp2g23040
OG0009966	Thhalv10003782m.g	Sp2g23050
OG0009967	Thhalv10004891m.g	Sp2g23100
OG0009968	Thhalv10003701m.g	Sp2g23110
OG0009969	Thhalv10003896m.g	Sp2g23120
OG0009970	Thhalv10004425m.g	Sp2g23130
OG0009971	Thhalv10004166m.g	Sp2g23190
OG0009972	Thhalv10004616m.g	Sp2g23200
OG0009973	Thhalv10003837m.g	Sp2g23210
OG0009974	Thhalv10004068m.g	Sp2g23260
OG0009975	Thhalv10003801m.g	Sp2g23280
OG0009976	Thhalv10004127m.g	Sp2g23330
OG0009977	Thhalv10003612m.g	Sp2g23390
OG0009978	Thhalv10003707m.g	Sp2g23400
OG0009979	Thhalv10005519m.g	Sp2g23490
OG0009980	Thhalv10003991m.g	Sp2g23590
OG0009981	Thhalv10004083m.g	Sp2g23610
OG0009982	Thhalv10005052m.g	Sp2g23660
OG0009983	Thhalv10004341m.g	Sp2g23680
OG0009984	Thhalv10003713m.g	Sp2g23690
OG0009985	Thhalv10003885m.g	Sp2g23760
OG0009986	Thhalv10004781m.g	Sp2g23840
OG0009987	Thhalv10005074m.g	Sp2g23860
OG0009988	Thhalv10005272m.g	Sp2g23910
OG0009989	Thhalv10004540m.g	Sp2g23960
OG0009990	Thhalv10004348m.g	Sp2g23990
OG0009991	Thhalv10004338m.g	Sp2g24000
OG0009992	Thhalv10004373m.g	Sp2g24060
OG0009993	Thhalv10003719m.g	Sp2g24070
OG0009994	Thhalv10004795m.g	Sp6g34760, Sp2g24080
OG0009996	Thhalv10004213m.g	Sp2g24180
OG0009997	Thhalv10004495m.g	Sp2g22850
OG0009998	Thhalv10004515m.g	Sp2g22830
OG0009999	Thhalv10004527m.g	Sp2g22820
OG0010000	Thhalv10004269m.g	Sp2g22760
OG0010001	Thhalv10004343m.g	Sp2g22720
OG0010002	Thhalv10003520m.g	Sp2g22700
OG0010003	Thhalv10004847m.g	Sp2g22660
OG0010004	Thhalv10003880m.g	Sp2g22620
OG0010005	Thhalv10004821m.g	Sp2g22610
OG0010006	Thhalv10003995m.g	Sp2g22600
OG0010007	Thhalv10003974m.g	Sp2g22550
OG0010008	Thhalv10004184m.g	Sp2g22510
