Orthogroup	C_amplexicaulis	S_parvula
OG0006980	Caamp.0190s0191, Caamp.0064s0872	Sp1g37630
OG0006981	Caamp.0190s0192, Caamp.0064s0873	Sp1g37640
OG0006982	Caamp.0190s0193, Caamp.0064s0874	Sp1g37650
OG0006983	Caamp.0064s0889, Caamp.0190s0208	Sp1g37890
OG0006984	Caamp.0190s0247, Caamp.0005s0052, Caamp.0094s1059	Sp7g25770
OG0006985	Caamp.0094s1064, Caamp.0190s0252	Sp7g25720
OG0006986	Caamp.0094s1069, Caamp.0190s0257	Sp7g25680
OG0006987	Caamp.0094s1078	Sp7g11900
OG0006987	Caamp.0190s0268	Sp7g25620
OG0006988	Caamp.0094s1080, Caamp.0190s0272	Sp7g25560
OG0006989	Caamp.0094s1081, Caamp.0190s0273	Sp7g25550
OG0006990	Caamp.0094s1082, Caamp.0190s0274	Sp7g25540
OG0006991	Caamp.0190s0275	Sp7g25520
OG0006992	Caamp.0190s0278	Sp7g25480
OG0006993	Caamp.0094s1091, Caamp.0190s0280	Sp7g25440
OG0006994	Caamp.0190s0281, Caamp.0094s1092	Sp7g25430
OG0006995	Caamp.0190s0282, Caamp.0094s1093	Sp7g25420
OG0006996	Caamp.0094s1099, Caamp.0190s0286	Sp7g25380
OG0006997	Caamp.0190s0287, Caamp.0094s1100	Sp7g25370
OG0006998	Caamp.0094s1102, Caamp.0190s0289	Sp7g25360
OG0006999	Caamp.0190s0290, Caamp.0094s1103	Sp7g25350
OG0007000	Caamp.0190s0292, Caamp.0094s1107	Sp7g25310
OG0007001	Caamp.0190s0299, Caamp.0094s1110	Sp7g25250
OG0007002	Caamp.0190s0304, Caamp.0094s1115	Sp7g25180
OG0007003	Caamp.0190s0309, Caamp.0094s1118	Sp7g25130
OG0007004	Caamp.0094s1134, Caamp.0190s0326	Sp7g24940
OG0007005	Caamp.0190s0331, Caamp.0094s1140	Sp7g24890
OG0007006	Caamp.0094s1143, Caamp.0190s0336	Sp7g24810
OG0007007	Caamp.0190s0341, Caamp.0094s1148	Sp7g24770
OG0007008	Caamp.0094s1149, Caamp.0190s0342	Sp7g24760
OG0007009	Caamp.0094s1152, Caamp.0190s0345	Sp7g24730
OG0007010	Caamp.0190s0358, Caamp.0094s1164	Sp7g24620
OG0007011	Caamp.0094s1165, Caamp.0190s0359	Sp7g24610
OG0007012	Caamp.0094s1166, Caamp.0190s0360	Sp7g24590
OG0007013	Caamp.0190s0361, Caamp.0094s1167	Sp7g24580
OG0007014	Caamp.0190s0373, Caamp.0003s0010	Sp7g24450
OG0007015	Caamp.0003s0014, Caamp.0190s0376	Sp7g24410
OG0007016	Caamp.0190s0379, Caamp.0003s0017	Sp7g24370
OG0007017	Caamp.0190s0396, Caamp.0003s0037	Sp7g24200
OG0007018	Caamp.0190s0401, Caamp.0003s0039	Sp7g24170
OG0007019	Caamp.0190s0403, Caamp.0003s0041	Sp7g24150
OG0007020	Caamp.0190s0404, Caamp.0003s0042	Sp7g24140
OG0007021	Caamp.0003s0050, Caamp.0190s0414	SpUn0235_0010
OG0007022	Caamp.0190s0419, Caamp.0003s0056	Sp7g24020, Sp4g09620
OG0007023	Caamp.0190s0420, Caamp.0003s0057	Sp7g24010
OG0007024	Caamp.0190s0432, Caamp.0003s0069	Sp7g23900
OG0007025	Caamp.0003s0076, Caamp.0190s0438	Sp7g23840
OG0007026	Caamp.0003s0081, Caamp.0190s0443	Sp7g23800
OG0007027	Caamp.0190s0460, Caamp.0003s0094	Sp7g23670
OG0007028	Caamp.0190s0467, Caamp.0003s0102	Sp7g23610
OG0007029	Caamp.0190s0468, Caamp.0003s0103	Sp7g23600
OG0007030	Caamp.0190s0469, Caamp.0003s0104	Sp7g23590
OG0007031	Caamp.0190s0470, Caamp.0003s0105	Sp7g23580
OG0007032	Caamp.0190s0484, Caamp.0003s0113	Sp7g23440
OG0007033	Caamp.0190s0489, Caamp.0003s0116	Sp7g23390
OG0007034	Caamp.0190s0494, Caamp.0003s0120	Sp7g23340
OG0007035	Caamp.0003s0121, Caamp.0190s0495	Sp7g23330
OG0007036	Caamp.0003s0124, Caamp.0190s0498	Sp7g23300
OG0007037	Caamp.0190s0506, Caamp.0003s0131	Sp7g23230
OG0007038	Caamp.0190s0510, Caamp.0003s0159	Sp7g23170
OG0007039	Caamp.0003s0156, Caamp.0190s0512	Sp7g23140
OG0007040	Caamp.0003s0150, Caamp.0190s0518	Sp7g23070
OG0007041	Caamp.0003s0149, Caamp.0190s0519, Caamp.0002s0120	Sp7g23060
OG0007042	Caamp.0190s0522, Caamp.0003s0146	Sp7g23030
OG0007043	Caamp.0190s0523	SpUn1647_0010
OG0007044	Caamp.0003s0143, Caamp.0190s0524	Sp7g23010
OG0007045	Caamp.0003s0142, Caamp.0190s0526	Sp7g22980
OG0007046	Caamp.0003s0133	Sp7g22970
OG0007047	Caamp.0003s0134	Sp5g18180
OG0007047	Caamp.0190s0528	Sp7g22960
OG0007048	Caamp.0190s0545, Caamp.0003s0171	Sp7g22790
OG0007049	Caamp.0003s0170, Caamp.0190s0546	Sp7g22780
OG0007050	Caamp.0190s0549, Caamp.0003s0168	Sp7g22750
OG0007051	Caamp.0190s0554, Caamp.0003s0176	Sp7g22690
OG0007052	Caamp.0003s0177, Caamp.0190s0556	Sp7g22680
OG0007053	Caamp.0190s0559, Caamp.0003s0180	Sp7g22650
OG0007054	Caamp.0190s0561	Sp7g22620
OG0007055	Caamp.0003s0185, Caamp.0190s0562	Sp7g22610
OG0007056	Caamp.0190s0563, Caamp.0003s0186	Sp7g22600
OG0007057	Caamp.0190s0564, Caamp.0003s0187	Sp7g22590
OG0007058	Caamp.0190s0565, Caamp.0003s0188	Sp7g22580
OG0007059	Caamp.0190s0567, Caamp.0003s0190	Sp7g22560
OG0007060	Caamp.0190s0574, Caamp.0003s0196	Sp7g22490
OG0007061	Caamp.0003s0197, Caamp.0190s0575	Sp7g22480
OG0007062	Caamp.0190s0577, Caamp.0003s0199	Sp7g22460
OG0007063	Caamp.0190s0578, Caamp.0003s0200	Sp7g22450
OG0007064	Caamp.0003s0204, Caamp.0190s0583	Sp7g22380
OG0007065	Caamp.0190s0596	Sp7g22270
OG0007066	Caamp.0190s0597, Caamp.0003s0212	Sp7g22260
OG0007067	Caamp.0190s0601	Sp7g22220
OG0007068	Caamp.0190s0602, Caamp.0003s0217	Sp7g22210
OG0007069	Caamp.0190s0603, Caamp.0003s0218	Sp7g22200
OG0007070	Caamp.0003s0223, Caamp.0190s0608	Sp7g22160
OG0007071	Caamp.0003s0228, Caamp.0190s0613	Sp7g22110
OG0007072	Caamp.0003s0231, Caamp.0190s0616	Sp7g22080
OG0007073	Caamp.0003s0236, Caamp.0190s0620	Sp7g22030
OG0007074	Caamp.0003s0237, Caamp.0190s0621	Sp7g22020
OG0007075	Caamp.0190s0625, Caamp.0003s0240	Sp7g21990
OG0007076	Caamp.0190s0626, Caamp.0003s0243	Sp7g21970
OG0007077	Caamp.0190s0637, Caamp.0003s0253	Sp7g21850
OG0007078	Caamp.0003s0254, Caamp.0190s0638	Sp7g21840
OG0007079	Caamp.0003s0257, Caamp.0190s0641	Sp7g21810
OG0007080	Caamp.0190s0646, Caamp.0003s0261	Sp7g21770
OG0007081	Caamp.0003s0262, Caamp.0190s0647	Sp7g21760
OG0007082	Caamp.0190s0652, Caamp.0003s0268	Sp7g21670
OG0007083	Caamp.0190s0658, Caamp.0097s0664, Caamp.0003s0275	Sp7g21590
OG0007084	Caamp.0003s0279, Caamp.0190s0662	Sp7g21540
OG0007085	Caamp.0003s0284, Caamp.0190s0667	Sp7g21470
OG0007086	Caamp.0003s0285, Caamp.0190s0668	Sp7g21460
OG0007087	Caamp.0003s0293, Caamp.0190s0674	Sp7g21380
OG0007088	Caamp.0003s0296, Caamp.0190s0677	Sp7g21350
OG0007089	Caamp.0003s0300, Caamp.0190s0680	Sp7g21320
OG0007090	Caamp.0190s0690, Caamp.0003s0319	Sp7g21180
OG0007091	Caamp.0003s0322, Caamp.0190s0692, Caamp.0003s0321	Sp7g21160
OG0007092	Caamp.0190s0694, Caamp.0003s0324	Sp7g21140
OG0007093	Caamp.0190s0697, Caamp.0003s0329	Sp7g21100
OG0007094	Caamp.0190s0705, Caamp.0003s0339	Sp7g20990
OG0007095	Caamp.0190s0707, Caamp.0003s0342	Sp7g20960
OG0007096	Caamp.0003s0343, Caamp.0190s0708	Sp7g20950
OG0007097	Caamp.0190s0709, Caamp.0003s0344	Sp7g20940
OG0007098	Caamp.0003s0345, Caamp.0190s0710	Sp7g20930
OG0007099	Caamp.0190s0713, Caamp.0003s0351	Sp7g20870
OG0007100	Caamp.0190s0716, Caamp.0003s0354	Sp7g20840
OG0007101	Caamp.0190s0719	Sp7g29610
OG0007102	Caamp.0042s0020, Caamp.0190s0727, Caamp.0190s0725, Caamp.0003s0361	Sp7g20760
OG0007103	Caamp.0190s0728, Caamp.0003s0362	Sp7g20740
OG0007104	Caamp.0190s0729	SpUn1040_0020
OG0007105	Caamp.0028s0270	Sp6g05260
OG0007105	Caamp.0190s0736, Caamp.0003s0365	Sp7g20700
OG0007106	Caamp.0190s0741, Caamp.0190s0740	Sp7g20680
OG0007106	Caamp.0003s0370	Sp7g20670
OG0007107	Caamp.0003s0373, Caamp.0190s0745	Sp7g20640
OG0007108	Caamp.0190s0746, Caamp.0003s0374	Sp7g20620
OG0007109	Caamp.0003s0377, Caamp.0190s0749	Sp7g20590
OG0007110	Caamp.0003s0381, Caamp.0190s0754	Sp7g20550
OG0007111	Caamp.0190s0757, Caamp.0003s0387	Sp7g20500
OG0007112	Caamp.0190s0762, Caamp.0003s0393	Sp7g20440
OG0007113	Caamp.0190s0767, Caamp.0003s0396	Sp7g20410
OG0007114	Caamp.0003s0400, Caamp.0190s0770	Sp7g20380
OG0007115	Caamp.0190s0771, Caamp.0003s0401	Sp7g20370
OG0007116	Caamp.0003s0405, Caamp.0190s0777	Sp7g20330
OG0007117	Caamp.0003s0407, Caamp.0190s0779	Sp7g20310
OG0007118	Caamp.0190s0781, Caamp.0003s0409	Sp7g20280
OG0007119	Caamp.0003s0414, Caamp.0190s0789	Sp7g20220
OG0007120	Caamp.0190s0792, Caamp.0003s0416	Sp7g20200
OG0007121	Caamp.0003s0417	Sp7g20190
OG0007122	Caamp.0003s0418, Caamp.0190s0794	Sp7g20180
OG0007123	Caamp.0003s0421, Caamp.0190s0797	Sp7g20150
OG0007124	Caamp.0003s0429, Caamp.0190s0810	Sp7g20010
OG0007125	Caamp.0003s0432, Caamp.0190s0813	Sp7g19990
OG0007126	Caamp.0190s0821, Caamp.0003s0441	Sp7g19900
OG0007127	Caamp.0190s0822, Caamp.0003s0442	Sp7g19880
OG0007128	Caamp.0003s0448, Caamp.0190s0828	Sp7g19780
OG0007129	Caamp.0003s0449, Caamp.0097s0661, Caamp.0190s0829	Sp7g19760
OG0007130	Caamp.0003s0458, Caamp.0190s0838	Sp7g19680
OG0007131	Caamp.0190s0840	Sp7g19650
OG0007131	Caamp.0190s0839	Sp7g19660
OG0007132	Caamp.0003s0462, Caamp.0190s0848	Sp7g19590
OG0007133	Caamp.0190s0850, Caamp.0003s0464	Sp7g19570
OG0007134	Caamp.0190s0851, Caamp.0003s0465	Sp7g19560
OG0007135	Caamp.0190s0854, Caamp.0003s0468	Sp7g19520
OG0007136	Caamp.0190s0856, Caamp.0003s0469	Sp7g19440
OG0007137	Caamp.0190s0858, Caamp.0003s0470	Sp7g19420
OG0007138	Caamp.0190s0863, Caamp.0003s0473	Sp7g19370
OG0007139	Caamp.0190s0869, Caamp.0003s0480	Sp7g19300
OG0007140	Caamp.0190s0870	Sp7g19290
OG0007141	Caamp.0004s0049, Caamp.0003s0491, Caamp.0190s0880	Sp7g19190
OG0007142	Caamp.0003s0499, Caamp.0190s0890	Sp7g19070
OG0007143	Caamp.0003s0502	Sp7g19040
OG0007144	Caamp.0190s0895, Caamp.0003s0506	Sp7g19000
OG0007145	Caamp.0190s0896, Caamp.0003s0507	Sp7g18990
OG0007146	Caamp.0003s0510, Caamp.0190s0899	Sp7g18960
OG0007147	Caamp.0190s0916, Caamp.0003s0524	Sp7g18770
OG0007148	Caamp.0003s0525, Caamp.0190s0917	Sp7g18765
OG0007149	Caamp.0003s0538, Caamp.0190s0929	Sp7g18630
OG0007150	Caamp.0190s0933, Caamp.0003s0543	Sp7g18600
OG0007151	Caamp.0190s0934, Caamp.0003s0544	Sp7g18590
OG0007152	Caamp.0003s0546, Caamp.0190s0936	Sp7g18570
OG0007153	Caamp.0003s0550, Caamp.0190s0940	Sp7g18530
OG0007154	Caamp.0190s0942, Caamp.0003s0551	Sp7g18510
OG0007155	Caamp.0190s0943, Caamp.0003s0552	Sp7g18500
OG0007156	Caamp.0003s0555, Caamp.0190s0945	Sp7g18480
OG0007157	Caamp.0003s0556	Sp7g18470
OG0007158	Caamp.0003s0559, Caamp.0190s0950	Sp7g18440
OG0007159	Caamp.0003s0566, Caamp.0190s0959	Sp7g18360
OG0007160	Caamp.0003s0567	Sp7g18340
OG0007161	Caamp.0190s0962	Sp7g18320
OG0007162	Caamp.0190s0964, Caamp.0003s0571	Sp7g18300
OG0007163	Caamp.0003s0575, Caamp.0190s0967	Sp7g18240
OG0007164	Caamp.0190s0968, Caamp.0003s0576	Sp7g18230
OG0007165	Caamp.0190s0974, Caamp.0003s0582	Sp7g18140, Sp7g18170
OG0007166	Caamp.0190s0980, Caamp.0003s0586	Sp7g18130
OG0007167	Caamp.0003s0587, Caamp.0190s0981	Sp7g18120
OG0007168	Caamp.0003s0589, Caamp.0190s0985	Sp7g18100
OG0007169	Caamp.0190s0990, Caamp.0003s0591	Sp7g18070
OG0007170	Caamp.0003s0594, Caamp.0190s0993	Sp7g18040
OG0007171	Caamp.0003s0597, Caamp.0190s0996	Sp7g18010
OG0007172	Caamp.0190s0997, Caamp.0003s0598	Sp7g17990
OG0007173	Caamp.0190s0998, Caamp.0003s0601	Sp7g17960
OG0007174	Caamp.0190s0999, Caamp.0003s0602	Sp7g17950
OG0007175	Caamp.0003s0605, Caamp.0190s1004	Sp7g17920
OG0007176	Caamp.0190s1006, Caamp.0003s0607	Sp7g17900
OG0007177	Caamp.0190s1010, Caamp.0003s0611	Sp7g17860
OG0007178	Caamp.0003s0613, Caamp.0190s1012	Sp7g17840
OG0007179	Caamp.0190s1013	Sp7g17830, Sp2g10350
OG0007180	Caamp.0003s0615, Caamp.0190s1015	Sp7g17820
OG0007181	Caamp.0190s1017, Caamp.0003s0617	Sp7g17810
OG0007182	Caamp.0190s1029, Caamp.0003s0628	Sp7g17690
OG0007183	Caamp.0003s0630	Sp7g17670
OG0007184	Caamp.0003s0631, Caamp.0190s1032	Sp7g17660
OG0007185	Caamp.0003s0633, Caamp.0190s1034	Sp7g17640
OG0007186	Caamp.0190s1037, Caamp.0190s1038, Caamp.0003s0636	Sp7g17610
OG0007187	Caamp.0190s1039, Caamp.0003s0637	Sp7g17600
OG0007188	Caamp.0190s1042, Caamp.0003s0641	Sp7g17560
OG0007189	Caamp.0003s0650, Caamp.0190s1049	Sp7g17480
OG0007190	Caamp.0003s0651, Caamp.0190s1050	Sp7g17470
OG0007191	Caamp.0190s1064, Caamp.0003s0663	Sp7g15390
OG0007192	Caamp.0003s0667, Caamp.0190s1067	Sp7g15420
OG0007193	Caamp.0003s0669	Sp7g15440
OG0007194	Caamp.0190s1072, Caamp.0003s0672	Sp7g15470
OG0007195	Caamp.0003s0676, Caamp.0190s1079	Sp7g15500
OG0007196	Caamp.0003s0680, Caamp.0190s1083	Sp7g15530
OG0007197	Caamp.0003s0681, Caamp.0190s1084	Sp7g15540
OG0007198	Caamp.0190s1085, Caamp.0003s0682	Sp7g15550
OG0007199	Caamp.0190s1089, Caamp.0003s0686	Sp7g15590
OG0007200	Caamp.0003s0693, Caamp.0190s1094	Sp7g15630
OG0007201	Caamp.0003s0694, Caamp.0190s1095	Sp7g15640
OG0007202	Caamp.0190s1102, Caamp.0003s0701	Sp7g15750
OG0007203	Caamp.0003s0705	Sp7g15800
OG0007204	Caamp.0003s0718, Caamp.0190s1116	Sp7g15940
OG0007205	Caamp.0003s0719	Sp7g15950
OG0007206	Caamp.0003s0720, Caamp.0190s1118	Sp7g15960
OG0007207	Caamp.0190s1126, Caamp.0003s0728	Sp7g16060
OG0007208	Caamp.0003s0733, Caamp.0190s1131	Sp7g16100
OG0007209	Caamp.0190s1132, Caamp.0003s0734	Sp7g16110
OG0007210	Caamp.0026s0810, Caamp.0190s1139	Sp3g27540
OG0007211	Caamp.0190s1142, Caamp.0026s0806	Sp3g27650
OG0007212	Caamp.0190s1189, Caamp.0026s0770	Sp3g28360
OG0007213	Caamp.0026s0753, Caamp.0190s1214	Sp3g28510
OG0007214	Caamp.0190s1217	Sp3g28580
OG0007215	Caamp.0190s1223, Caamp.0026s0744	SpUn0368_0010
OG0007216	Caamp.0026s0740, Caamp.0190s1226	Sp3g28700
OG0007217	Caamp.0190s1227, Caamp.0026s0738	Sp3g28730
OG0007218	Caamp.0190s1234, Caamp.0026s0721	Sp3g28850
OG0007219	Caamp.0190s1237, Caamp.0026s0722	Sp3g28870
OG0007220	Caamp.0190s1258, Caamp.0026s0716	Sp3g29110, Sp3g29120
OG0007221	Caamp.0190s1271, Caamp.0026s0706	Sp3g29300
OG0007222	Caamp.0190s1274	Sp3g19130, Sp4g16570
OG0007223	Caamp.0190s1276, Caamp.0026s0702	Sp3g29340
OG0007224	Caamp.0190s1297, Caamp.0026s0677	Sp3g29720
OG0007225	Caamp.0190s1299, Caamp.0026s0672	Sp3g29760
OG0007226	Caamp.0190s1313, Caamp.0026s0660	Sp3g30110
OG0007227	Caamp.0190s1335, Caamp.0026s0633	Sp3g29920
OG0007228	Caamp.0190s1340, Caamp.0026s0623	Sp3g30190
OG0007229	Caamp.0190s1345, Caamp.0026s0616	Sp3g30240
OG0007230	Caamp.0026s0602, Caamp.0190s1362	Sp3g30480
OG0007231	Caamp.0190s1366, Caamp.0026s0599	Sp3g30510
OG0007232	Caamp.0190s1370, Caamp.0026s0595	Sp3g30580
OG0007233	Caamp.0190s1373, Caamp.0026s0592	Sp3g30610
OG0007234	Caamp.0006s0604, Caamp.0002s0117	SpUn0338_0010
OG0007235	Caamp.0006s0595	Sp5g21530
OG0007236	Caamp.0002s0149, Caamp.0006s0582	Sp5g21710
OG0007237	Caamp.0002s0153, Caamp.0303s0710	SpUn1100_0010
OG0007238	Caamp.0303s0707, Caamp.0002s0155	Sp5g21800
OG0007239	Caamp.0097s0445	Sp7g03820
OG0007239	Caamp.0002s0167, Caamp.0303s0702	Sp5g21880
OG0007240	Caamp.0303s0694, Caamp.0002s0175	Sp5g21980
OG0007241	Caamp.0002s0188, Caamp.0303s0683	Sp5g22100
OG0007242	Caamp.0002s0196, Caamp.0303s0678	Sp5g22170
OG0007243	Caamp.0002s0200, Caamp.0303s0674	Sp5g22200
OG0007244	Caamp.0002s0209, Caamp.0303s0669	Sp5g22250
OG0007245	Caamp.0002s0210, Caamp.0303s0668	Sp5g22260
OG0007246	Caamp.0002s0213, Caamp.0303s0665	Sp5g22290
OG0007247	Caamp.0002s0214, Caamp.0303s0663	Sp5g22300
OG0007248	Caamp.0303s0654, Caamp.0002s0226	Sp5g22440
OG0007249	Caamp.0303s0646, Caamp.0002s0233	Sp5g22540
OG0007250	Caamp.0303s0645, Caamp.0002s0236	Sp5g22580
OG0007251	Caamp.0303s0643, Caamp.0002s0239	Sp5g22600
OG0007252	Caamp.0303s0642, Caamp.0002s0240	Sp5g22610
OG0007253	Caamp.0002s0247, Caamp.0303s0635	Sp5g22660
OG0007254	Caamp.0303s0633, Caamp.0002s0249	Sp5g22670
OG0007255	Caamp.0002s0266, Caamp.0303s0622	Sp5g22780
OG0007256	Caamp.0002s0276, Caamp.0303s0618	Sp5g22820
OG0007257	Caamp.0002s0279, Caamp.0303s0615	Sp5g22850
OG0007258	Caamp.0002s0280, Caamp.0303s0614	Sp5g22860
OG0007259	Caamp.0002s0289	Sp5g22930
OG0007260	Caamp.0303s0604, Caamp.0002s0294	Sp5g22980
OG0007261	Caamp.0002s0295, Caamp.0303s0603	Sp5g22990
OG0007262	Caamp.0002s0299, Caamp.0303s0598	Sp5g23030
OG0007263	Caamp.0303s0595, Caamp.0002s0303	Sp5g23060
OG0007264	Caamp.0002s0304, Caamp.0303s0594	Sp5g23070
OG0007265	Caamp.0303s0592, Caamp.0002s0306	Sp5g23090
OG0007266	Caamp.0303s0588, Caamp.0002s0310	Sp5g23140
OG0007267	Caamp.0002s0312, Caamp.0303s0586	Sp5g23160
OG0007268	Caamp.0303s0585	Sp3g31010
OG0007268	Caamp.0002s0314	Sp5g23170
OG0007269	Caamp.0002s0319	Sp5g23230
OG0007270	Caamp.0002s0335, Caamp.0064s0523	Sp5g23460
OG0007271	Caamp.0064s0527, Caamp.0002s0338	Sp5g23500
OG0007272	Caamp.0002s0344, Caamp.0064s0533	Sp5g23560
OG0007273	Caamp.0002s0347, Caamp.0064s0535	Sp5g23580
OG0007274	Caamp.0064s0541, Caamp.0002s0354	Sp5g23650
OG0007275	Caamp.0002s0355, Caamp.0064s0542	Sp5g23660
OG0007276	Caamp.0064s0544, Caamp.0002s0357	Sp5g23680
OG0007277	Caamp.0064s0546, Caamp.0002s0359	Sp5g23700
OG0007278	Caamp.0064s0550, Caamp.0002s0363	Sp5g23740
OG0007279	Caamp.0064s0552, Caamp.0002s0365	Sp5g23760
OG0007280	Caamp.0002s0366, Caamp.0064s0553	Sp5g23770
OG0007281	Caamp.0002s0374, Caamp.0064s0558	Sp5g23850
OG0007283	Caamp.0021s0005, Caamp.0008s0060	Sp1g30710
OG0007284	Caamp.0021s0024, Caamp.0009s0087	Sp1g30960
OG0007285	Caamp.0009s0063	Sp1g31990
OG0007286	Caamp.0009s0065	Sp1g31900
OG0007287	Caamp.0078s0979, Caamp.0214s0003	Sp3g09760
OG0007288	Caamp.0214s0005, Caamp.0078s0981	Sp3g09780
OG0007289	Caamp.0214s0018, Caamp.0078s0962	Sp3g09590
OG0007290	Caamp.0214s0020, Caamp.0078s0960	Sp3g09570
OG0007291	Caamp.0078s0951, Caamp.0214s0027	Sp3g09490
OG0007292	Caamp.0214s0028, Caamp.0078s0950	Sp3g09480
OG0007293	Caamp.0214s0030, Caamp.0078s0949	Sp3g09460
OG0007294	Caamp.0214s0034, Caamp.0078s0946	Sp3g09420
OG0007295	Caamp.0214s0039, Caamp.0078s0942	Sp3g09360
OG0007296	Caamp.0078s0938	Sp3g09320
OG0007297	Caamp.0078s0935, Caamp.0214s0044	Sp3g09300
OG0007298	Caamp.0078s0933, Caamp.0214s0048	Sp3g09260
OG0007299	Caamp.0214s0051, Caamp.0078s0931	Sp3g09240
OG0007300	Caamp.0078s0920, Caamp.0214s0057	Sp3g09130
OG0007301	Caamp.0078s0919, Caamp.0214s0058	Sp3g09120
OG0007302	Caamp.0078s0912, Caamp.0214s0067	Sp3g09020
OG0007303	Caamp.0078s0911, Caamp.0214s0068	Sp3g09010
OG0007304	Caamp.0214s0069, Caamp.0078s0910	Sp3g09000
OG0007305	Caamp.0214s0073, Caamp.0078s0906	Sp3g08960
OG0007306	Caamp.0078s0892, Caamp.0214s0083	Sp3g08830
OG0007307	Caamp.0214s0088, Caamp.0078s0886	Sp3g08780
OG0007308	Caamp.0078s0878, Caamp.0214s0096	Sp3g08700
OG0007309	Caamp.0078s0873, Caamp.0214s0101	Sp3g08650
OG0007310	Caamp.0078s0872, Caamp.0214s0102	Sp3g08640
OG0007311	Caamp.0078s0871, Caamp.0214s0103	Sp3g08630
OG0007312	Caamp.0214s0104, Caamp.0078s0870	Sp3g08620
OG0007313	Caamp.0214s0105, Caamp.0078s0869	Sp3g08610
OG0007314	Caamp.0078s0867, Caamp.0214s0107	Sp3g08590
OG0007315	Caamp.0078s0866, Caamp.0214s0108	Sp3g08570
OG0007316	Caamp.0078s0863, Caamp.0214s0111	Sp3g08530
OG0007317	Caamp.0214s0113, Caamp.0078s0861	Sp3g08510
OG0007318	Caamp.0078s0848, Caamp.0214s0126	Sp3g08360
OG0007319	Caamp.0078s0841, Caamp.0214s0135	Sp3g08270
OG0007320	Caamp.0214s0139, Caamp.0078s0837	Sp3g08230
OG0007321	Caamp.0214s0144	Sp6g39420
OG0007321	Caamp.0078s0831	Sp3g08160
OG0007322	Caamp.0078s0825, Caamp.0214s0150	Sp3g08110
OG0007323	Caamp.0078s0823, Caamp.0214s0153	Sp3g08090
OG0007324	Caamp.0214s0155, Caamp.0078s0821	Sp3g08070
OG0007325	Caamp.0078s0815, Caamp.0214s0162	Sp3g08010
OG0007326	Caamp.0214s0169, Caamp.0078s0804	Sp3g07910
OG0007327	Caamp.0078s0803, Caamp.0214s0170	Sp3g07900
OG0007328	Caamp.0078s0802, Caamp.0214s0171	Sp3g07890
OG0007329	Caamp.0078s0795, Caamp.0214s0177	Sp3g07830
OG0007330	Caamp.0214s0180, Caamp.0078s0789	Sp3g07750
OG0007331	Caamp.0214s0195, Caamp.0078s0778	Sp3g07610
OG0007332	Caamp.0078s0772, Caamp.0214s0204	Sp3g07510
OG0007333	Caamp.0214s0208, Caamp.0078s0764	Sp3g07470
OG0007334	Caamp.0214s0211, Caamp.0078s0760	Sp3g07430
OG0007335	Caamp.0214s0212	Sp3g07420
OG0007336	Caamp.0078s0742, Caamp.0078s1194, Caamp.0214s0231	Sp3g07220
OG0007337	Caamp.0078s0740, Caamp.0214s0233	Sp3g07200
OG0007339	Caamp.0078s0738, Caamp.0214s0235	Sp3g07180
OG0007340	Caamp.0214s0239, Caamp.0078s0734	Sp3g07140
OG0007341	Caamp.0214s0241, Caamp.0078s0732	Sp3g07120
OG0007342	Caamp.0214s0242, Caamp.0078s0731	Sp3g07110
OG0007343	Caamp.0078s0730, Caamp.0214s0243	Sp3g07100
OG0007344	Caamp.0078s0729, Caamp.0214s0244	Sp3g07090
OG0007345	Caamp.0078s0723, Caamp.0214s0248	Sp3g07060
OG0007346	Caamp.0078s0722	Sp3g07050
OG0007347	Caamp.0078s0720, Caamp.0214s0250	Sp3g07020
OG0007348	Caamp.0078s0716, Caamp.0214s0254	Sp3g06970
OG0007349	Caamp.0214s0262, Caamp.0078s0706	Sp3g06870
OG0007350	Caamp.0214s0264, Caamp.0078s0704	Sp3g06850
OG0007351	Caamp.0214s0267, Caamp.0078s0702	Sp3g06820
OG0007352	Caamp.0214s0269, Caamp.0078s0700	Sp3g06800
OG0007353	Caamp.0214s0273, Caamp.0078s0695	Sp3g06740
OG0007354	Caamp.0078s0694, Caamp.0214s0274	Sp3g06730
OG0007355	Caamp.0078s0689, Caamp.0214s0280	Sp3g06680
OG0007356	Caamp.0214s0284, Caamp.0078s0685	Sp3g06640
OG0007357	Caamp.0078s0684, Caamp.0214s0285	Sp3g06630
OG0007358	Caamp.0078s0682, Caamp.0214s0287	Sp3g06610
OG0007359	Caamp.0214s0288, Caamp.0078s0681	Sp3g06600
OG0007360	Caamp.0214s0289, Caamp.0078s0680	Sp3g06590
OG0007361	Caamp.0078s0674, Caamp.0214s0295	Sp3g06520
OG0007362	Caamp.0078s0672, Caamp.0214s0296	Sp3g06510
OG0007363	Caamp.0214s0312, Caamp.0078s0655	Sp3g06340
OG0007364	Caamp.0214s0317, Caamp.0078s0650	Sp3g06300
OG0007365	Caamp.0214s0321, Caamp.0078s0645	Sp3g06270
OG0007366	Caamp.0078s0644, Caamp.0214s0322	Sp3g06260
OG0007367	Caamp.0078s0639, Caamp.0214s0327	Sp3g06200
OG0007368	Caamp.0214s0331, Caamp.0078s0635	Sp3g06160
OG0007369	Caamp.0078s0633, Caamp.0214s0333	Sp3g06140
