Orthogroup	S_diversifolius	S_parvula
OG0006178	Sdiv_ptg000003l_1605-R, Sdiv_ptg000014l_1590-R	Sp1g36450
OG0006179	Sdiv_ptg000003l_1596-R, Sdiv_ptg000014l_1595-R	Sp1g36280
OG0006180	Sdiv_ptg000003l_1589-R, Sdiv_ptg000014l_1599-R	SpUn0227_0020
OG0006181	Sdiv_ptg000003l_1588-R, Sdiv_ptg000014l_1600-R	Sp1g36190
OG0006182	Sdiv_ptg000014l_1606-R, Sdiv_ptg000003l_1578-R	Sp1g36060
OG0006183	Sdiv_ptg000003l_1576-R	Sp1g36020
OG0006184	Sdiv_ptg000003l_1574-R	Sp1g35950
OG0006185	Sdiv_ptg000014l_1611-R, Sdiv_ptg000003l_1573-R	Sp1g35940
OG0006186	Sdiv_ptg000014l_1613-R, Sdiv_ptg000003l_1570-R	Sp1g35910
OG0006187	Sdiv_ptg000014l_1614-R, Sdiv_ptg000003l_1568-R	Sp1g35900
OG0006188	Sdiv_ptg000003l_1567-R, Sdiv_ptg000014l_1616-R	Sp1g35880
OG0006189	Sdiv_ptg000003l_1563-R, Sdiv_ptg000014l_1619-R	Sp1g35840
OG0006190	Sdiv_ptg000014l_1622-R, Sdiv_ptg000003l_1559-R	Sp1g35800
OG0006191	Sdiv_ptg000014l_1624-R, Sdiv_ptg000003l_1557-R	Sp1g35780
OG0006192	Sdiv_ptg000003l_1556-R, Sdiv_ptg000014l_1625-R	Sp1g35740
OG0006193	Sdiv_ptg000014l_1628-R, Sdiv_ptg000003l_1552-R	Sp1g35710
OG0006194	Sdiv_ptg000014l_1637-R, Sdiv_ptg000003l_1543-R	Sp1g35590
OG0006195	Sdiv_ptg000014l_1641-R	Sp1g35510
OG0006196	Sdiv_ptg000014l_1647-R, Sdiv_ptg000003l_1533-R	Sp1g35430
OG0006198	Sdiv_ptg000027l_0114-R, Sdiv_ptg000004l_0211-R	Sp7g03500
OG0006199	Sdiv_ptg000027l_0118-R, Sdiv_ptg000004l_0206-R	Sp7g03340
OG0006200	Sdiv_ptg000027l_0120-R, Sdiv_ptg000004l_0205-R	Sp7g03290
OG0006201	Sdiv_ptg000027l_0121-R, Sdiv_ptg000004l_0203-R	Sp7g03280
OG0006202	Sdiv_ptg000004l_0199-R, Sdiv_ptg000027l_0125-R	Sp7g03210
OG0006203	Sdiv_ptg000027l_0126-R, Sdiv_ptg000004l_0198-R	Sp7g03200
OG0006204	Sdiv_ptg000004l_0196-R	SpUn0124_0020, SpUn0185_0030
OG0006205	Sdiv_ptg000004l_0194-R	SpUn0124_0010, SpUn0185_0010
OG0006206	Sdiv_ptg000004l_0179-R	Sp7g02620, Sp7g02630
OG0006207	Sdiv_ptg000004l_0177-R, Sdiv_ptg000027l_0146-R	Sp7g02590
OG0006208	Sdiv_ptg000027l_0149-R, Sdiv_ptg000004l_0174-R	Sp7g02560
OG0006209	Sdiv_ptg000004l_0173-R, Sdiv_ptg000027l_0153-R	Sp7g02540
OG0006211	Sdiv_ptg000009l_0962-R, Sdiv_ptg000010l_1970-R	Sp6g29100
OG0006212	Sdiv_ptg000009l_0964-R, Sdiv_ptg000010l_1968-R	Sp6g29070
OG0006213	Sdiv_ptg000009l_0967-R, Sdiv_ptg000010l_1964-R	Sp6g29010
OG0006214	Sdiv_ptg000009l_0969-R, Sdiv_ptg000010l_1960-R	Sp6g28980
OG0006215	Sdiv_ptg000010l_1956-R	Sp6g28920
OG0006216	Sdiv_ptg000010l_1954-R, Sdiv_ptg000009l_0977-R	Sp6g28890
OG0006217	Sdiv_ptg000009l_0978-R, Sdiv_ptg000010l_1953-R	Sp6g28880
OG0006218	Sdiv_ptg000009l_0981-R, Sdiv_ptg000010l_1949-R	Sp6g28840
OG0006219	Sdiv_ptg000009l_0986-R, Sdiv_ptg000010l_1946-R	Sp6g28800
OG0006220	Sdiv_ptg000010l_1939-R, Sdiv_ptg000009l_0992-R	Sp6g28690
OG0006221	Sdiv_ptg000009l_0993-R, Sdiv_ptg000010l_1938-R	Sp6g28680
OG0006222	Sdiv_ptg000009l_0995-R, Sdiv_ptg000010l_1935-R	Sp6g28660
OG0006223	Sdiv_ptg000003l_0193-R, Sdiv_ptg000010l_1815-R	Sp1g15330
OG0006224	Sdiv_ptg000009l_1430-R, Sdiv_ptg000010l_1812-R	Sp6g02810
OG0006225	Sdiv_ptg000009l_1432-R, Sdiv_ptg000010l_1810-R	Sp6g02830
OG0006226	Sdiv_ptg000010l_1804-R, Sdiv_ptg000009l_1439-R	Sp6g02920
OG0006227	Sdiv_ptg000009l_1442-R, Sdiv_ptg000010l_1800-R	Sp6g02980
OG0006228	Sdiv_ptg000010l_1799-R, Sdiv_ptg000009l_1447-R	Sp6g03040
OG0006229	Sdiv_ptg000009l_1448-R, Sdiv_ptg000010l_1798-R	Sp6g03050
OG0006230	Sdiv_ptg000010l_1784-R, Sdiv_ptg000009l_1462-R	Sp6g03190
OG0006231	Sdiv_ptg000010l_1779-R, Sdiv_ptg000009l_1464-R	Sp6g03220
OG0006232	Sdiv_ptg000010l_0079-R, Sdiv_ptg000010l_1778-R	Sp6g03230
OG0006234	Sdiv_ptg000009l_1468-R, Sdiv_ptg000010l_1776-R	Sp6g03280
OG0006235	Sdiv_ptg000009l_1470-R, Sdiv_ptg000010l_1773-R	Sp6g03310
OG0006236	Sdiv_ptg000009l_1471-R, Sdiv_ptg000010l_1772-R	Sp6g03320
OG0006237	Sdiv_ptg000009l_1472-R	Sp6g03350
OG0006238	Sdiv_ptg000009l_1473-R, Sdiv_ptg000010l_1770-R	Sp6g03360
OG0006239	Sdiv_ptg000010l_1768-R, Sdiv_ptg000009l_1477-R	Sp6g03440
OG0006240	Sdiv_ptg000010l_1767-R	Sp6g03450
OG0006241	Sdiv_ptg000010l_1765-R	Sp6g03460
OG0006242	Sdiv_ptg000010l_1764-R, Sdiv_ptg000009l_1479-R	Sp6g03470
OG0006243	Sdiv_ptg000010l_1762-R, Sdiv_ptg000009l_1480-R	Sp6g03480
OG0006244	Sdiv_ptg000009l_1483-R, Sdiv_ptg000010l_1759-R	Sp6g03530
OG0006245	Sdiv_ptg000009l_1489-R, Sdiv_ptg000010l_1755-R	Sp6g03610
OG0006246	Sdiv_ptg000009l_1495-R, Sdiv_ptg000010l_1750-R	Sp6g03680
OG0006247	Sdiv_ptg000009l_1496-R	Sp7g19220, Sp6g03690
OG0006248	Sdiv_ptg000009l_1498-R, Sdiv_ptg000010l_1747-R	Sp6g03720
OG0006251	Sdiv_ptg000009l_1499-R	Sp6g03800
OG0006252	Sdiv_ptg000009l_1500-R	Sp6g03810
OG0006253	Sdiv_ptg000010l_1739-R	Sp6g03850
OG0006254	Sdiv_ptg000009l_1505-R, Sdiv_ptg000010l_1737-R	Sp6g03890
OG0006255	Sdiv_ptg000010l_1733-R, Sdiv_ptg000009l_1510-R	Sp6g03930
OG0006256	Sdiv_ptg000010l_1730-R	Sp6g03950
OG0006257	Sdiv_ptg000010l_1726-R, Sdiv_ptg000009l_1516-R	Sp6g03990
OG0006258	Sdiv_ptg000009l_1520-R, Sdiv_ptg000010l_1721-R	SpUn0051_0010, Sp6g04030
OG0006259	Sdiv_ptg000009l_1523-R	Sp6g04060, SpUn0051_0040
OG0006260	Sdiv_ptg000009l_1526-R, Sdiv_ptg000010l_1716-R	Sp6g04080
OG0006261	Sdiv_ptg000009l_1531-R, Sdiv_ptg000010l_1713-R	Sp6g04130
OG0006262	Sdiv_ptg000010l_1708-R	Sp6g04195
OG0006263	Sdiv_ptg000009l_1540-R, Sdiv_ptg000010l_1706-R	Sp6g04230
OG0006264	Sdiv_ptg000010l_1705-R	Sp6g04240
OG0006265	Sdiv_ptg000010l_1702-R, Sdiv_ptg000009l_1546-R	Sp6g04320
OG0006266	Sdiv_ptg000010l_1699-R	Sp6g04430
OG0006267	Sdiv_ptg000010l_1698-R, Sdiv_ptg000009l_1552-R	Sp6g04440
OG0006268	Sdiv_ptg000010l_1697-R	Sp6g04460, Sp6g04450
OG0006269	Sdiv_ptg000009l_1554-R, Sdiv_ptg000010l_1695-R	Sp6g04490
OG0006270	Sdiv_ptg000009l_1560-R	SpUn0110_0010, Sp6g04570
OG0006271	Sdiv_ptg000010l_1691-R, Sdiv_ptg000009l_1561-R	Sp6g04620
OG0006272	Sdiv_ptg000009l_1566-R, Sdiv_ptg000010l_1689-R	Sp6g04790
OG0006273	Sdiv_ptg000009l_1575-R, Sdiv_ptg000010l_1678-R	Sp6g04930
OG0006274	Sdiv_ptg000009l_1577-R	Sp6g04970, SpUn0055_0010
OG0006276	Sdiv_ptg000009l_1581-R, Sdiv_ptg000010l_1669-R	Sp6g05130
OG0006277	Sdiv_ptg000014l_1486-R, Sdiv_ptg000003l_1699-R	Sp1g38010
OG0006278	Sdiv_ptg000014l_1480-R, Sdiv_ptg000003l_1704-R	Sp1g38080
OG0006279	Sdiv_ptg000014l_1479-R	Sp1g38090
OG0006280	Sdiv_ptg000003l_1707-R, Sdiv_ptg000014l_1478-R	Sp1g38120
OG0006281	Sdiv_ptg000014l_1476-R, Sdiv_ptg000003l_1708-R	Sp1g38130
OG0006282	Sdiv_ptg000014l_1466-R, Sdiv_ptg000003l_1717-R	Sp1g38250
OG0006283	Sdiv_ptg000014l_1465-R, Sdiv_ptg000003l_1718-R	Sp1g38270
OG0006284	Sdiv_ptg000003l_1719-R	Sp1g38280
OG0006285	Sdiv_ptg000003l_1721-R, Sdiv_ptg000014l_1463-R	Sp1g38320
OG0006286	Sdiv_ptg000003l_1725-R, Sdiv_ptg000014l_1459-R	Sp1g38370
OG0006287	Sdiv_ptg000014l_1457-R, Sdiv_ptg000003l_1726-R	Sp1g38400
OG0006288	Sdiv_ptg000003l_1732-R, Sdiv_ptg000014l_2697-R	Sp1g38590
OG0006289	Sdiv_ptg000014l_2702-R	Sp1g38650
OG0006290	Sdiv_ptg000003l_1744-R, Sdiv_ptg000014l_2704-R	Sp1g38700
OG0006291	Sdiv_ptg000003l_1747-R, Sdiv_ptg000014l_2706-R	Sp1g38720
OG0006292	Sdiv_ptg000003l_1748-R, Sdiv_ptg000014l_2708-R	Sp1g38740
OG0006293	Sdiv_ptg000003l_1753-R, Sdiv_ptg000014l_2711-R	Sp1g38780
OG0006294	Sdiv_ptg000003l_1760-R, Sdiv_ptg000014l_2717-R	Sp1g38840
OG0006295	Sdiv_ptg000014l_2724-R, Sdiv_ptg000003l_1765-R	Sp1g38920
OG0006296	Sdiv_ptg000014l_2729-R, Sdiv_ptg000003l_1766-R	Sp1g38990
OG0006297	Sdiv_ptg000003l_1769-R	Sp1g39020
OG0006298	Sdiv_ptg000014l_2731-R, Sdiv_ptg000003l_1770-R	Sp1g39030
OG0006299	Sdiv_ptg000007l_2073-R	Sp2g29640
OG0006300	Sdiv_ptg000012l_0069-R, Sdiv_ptg000007l_2074-R	Sp2g29700
OG0006301	Sdiv_ptg000007l_2077-R, Sdiv_ptg000012l_0068-R	Sp2g29730
OG0006302	Sdiv_ptg000007l_2078-R, Sdiv_ptg000012l_0067-R	Sp2g29740
OG0006303	Sdiv_ptg000012l_0066-R	Sp2g29750
OG0006304	Sdiv_ptg000007l_2081-R, Sdiv_ptg000012l_0063-R	Sp2g29800
OG0006305	Sdiv_ptg000012l_0060-R, Sdiv_ptg000007l_2084-R	Sp2g29870
OG0006306	Sdiv_ptg000012l_0056-R, Sdiv_ptg000007l_2087-R	Sp2g29930
OG0006307	Sdiv_ptg000007l_2088-R, Sdiv_ptg000012l_0054-R	Sp2g29960
OG0006308	Sdiv_ptg000007l_2089-R, Sdiv_ptg000012l_0053-R	Sp2g29970
OG0006309	Sdiv_ptg000012l_0050-R, Sdiv_ptg000007l_2091-R	Sp2g30000
OG0006310	Sdiv_ptg000012l_0045-R, Sdiv_ptg000007l_2095-R	Sp2g30110
OG0006311	Sdiv_ptg000007l_2100-R	Sp2g30160
OG0006312	Sdiv_ptg000007l_2101-R, Sdiv_ptg000012l_0041-R	Sp2g30180
OG0006313	Sdiv_ptg000012l_0039-R	Sp2g30220
OG0006314	Sdiv_ptg000022l_0731-R, Sdiv_ptg000008l_0686-R	Sp4g12930
OG0006315	Sdiv_ptg000008l_0687-R, Sdiv_ptg000022l_0730-R	Sp4g12910
OG0006316	Sdiv_ptg000008l_0688-R	Sp4g12900
OG0006317	Sdiv_ptg000022l_0726-R, Sdiv_ptg000008l_0694-R	Sp4g12870
OG0006318	Sdiv_ptg000008l_0695-R	Sp6g37300, Sp4g12860
OG0006319	Sdiv_ptg000008l_0697-R, Sdiv_ptg000022l_0724-R	Sp4g12830
OG0006320	Sdiv_ptg000008l_0699-R, Sdiv_ptg000022l_0722-R	Sp4g12800
OG0006321	Sdiv_ptg000022l_0721-R, Sdiv_ptg000008l_0700-R	Sp4g12790
OG0006322	Sdiv_ptg000022l_0736-R, Sdiv_ptg000008l_0701-R	Sp4g13000
OG0006323	Sdiv_ptg000008l_0703-R, Sdiv_ptg000022l_0737-R	Sp4g13010
OG0006324	Sdiv_ptg000008l_0705-R, Sdiv_ptg000022l_0739-R	Sp4g13050
OG0006325	Sdiv_ptg000022l_0740-R, Sdiv_ptg000008l_0706-R	Sp4g13070
OG0006326	Sdiv_ptg000022l_0741-R, Sdiv_ptg000008l_0707-R	Sp4g13080
OG0006327	Sdiv_ptg000022l_0744-R, Sdiv_ptg000008l_0710-R	Sp4g13120
OG0006328	Sdiv_ptg000022l_0745-R, Sdiv_ptg000008l_0711-R	Sp4g13130
OG0006329	Sdiv_ptg000008l_0712-R, Sdiv_ptg000022l_0746-R	Sp4g13140
OG0006330	Sdiv_ptg000022l_0939-R, Sdiv_ptg000008l_0714-R	Sp4g13160
OG0006331	Sdiv_ptg000008l_0715-R, Sdiv_ptg000022l_0937-R	Sp4g13200
OG0006332	Sdiv_ptg000008l_0716-R, Sdiv_ptg000022l_0936-R	Sp4g13220
OG0006333	Sdiv_ptg000022l_0934-R	Sp4g13240
OG0006334	Sdiv_ptg000008l_0718-R, Sdiv_ptg000022l_0933-R	Sp4g13250
OG0006335	Sdiv_ptg000008l_0726-R, Sdiv_ptg000022l_0919-R	Sp4g13390
OG0006336	Sdiv_ptg000022l_0918-R, Sdiv_ptg000008l_0727-R	Sp4g13400
OG0006338	Sdiv_ptg000008l_0731-R, Sdiv_ptg000022l_0914-R	Sp4g13450
OG0006339	Sdiv_ptg000008l_0735-R, Sdiv_ptg000022l_0911-R	Sp4g13480
OG0006340	Sdiv_ptg000022l_0909-R	Sp4g13510
OG0006341	Sdiv_ptg000022l_0905-R, Sdiv_ptg000008l_0742-R	Sp4g13590
OG0006342	Sdiv_ptg000022l_0903-R, Sdiv_ptg000008l_0743-R	Sp4g13600
OG0006343	Sdiv_ptg000008l_0745-R, Sdiv_ptg000022l_0899-R	Sp4g13630
OG0006344	Sdiv_ptg000022l_0898-R, Sdiv_ptg000008l_0746-R	Sp4g13640
OG0006345	Sdiv_ptg000008l_0747-R, Sdiv_ptg000022l_0897-R	Sp4g13650
OG0006346	Sdiv_ptg000008l_0749-R, Sdiv_ptg000022l_0895-R	Sp4g13670
OG0006347	Sdiv_ptg000022l_0890-R, Sdiv_ptg000008l_0753-R	Sp4g13710
OG0006348	Sdiv_ptg000022l_0888-R, Sdiv_ptg000008l_0755-R	Sp4g13750
OG0006349	Sdiv_ptg000022l_0887-R, Sdiv_ptg000008l_0756-R	Sp4g13760
OG0006350	Sdiv_ptg000022l_0884-R, Sdiv_ptg000008l_0759-R	Sp4g13810
OG0006351	Sdiv_ptg000022l_0881-R, Sdiv_ptg000008l_0761-R	Sp4g13840
OG0006352	Sdiv_ptg000022l_0880-R, Sdiv_ptg000008l_0762-R	Sp4g13850
OG0006353	Sdiv_ptg000022l_0879-R, Sdiv_ptg000008l_0763-R	Sp4g13860
OG0006354	Sdiv_ptg000022l_0870-R, Sdiv_ptg000008l_0770-R	Sp4g13960
OG0006355	Sdiv_ptg000022l_0866-R	Sp4g14020
OG0006356	Sdiv_ptg000022l_0863-R	Sp4g14000
OG0006357	Sdiv_ptg000022l_0861-R, Sdiv_ptg000008l_0780-R	Sp4g14050
OG0006358	Sdiv_ptg000022l_0860-R, Sdiv_ptg000008l_0781-R	Sp4g14060
OG0006359	Sdiv_ptg000022l_0858-R, Sdiv_ptg000008l_0783-R	Sp1g13000
OG0006360	Sdiv_ptg000022l_0854-R, Sdiv_ptg000008l_0789-R	Sp4g14140
OG0006361	Sdiv_ptg000022l_0852-R, Sdiv_ptg000008l_0791-R	Sp4g14120
OG0006362	Sdiv_ptg000022l_0851-R, Sdiv_ptg000008l_0792-R	Sp4g14110
OG0006363	Sdiv_ptg000008l_0800-R, Sdiv_ptg000022l_0791-R	Sp4g14360
OG0006364	Sdiv_ptg000022l_0792-R, Sdiv_ptg000008l_0802-R	Sp4g14380
OG0006365	Sdiv_ptg000022l_0796-R	Sp4g14430, Sp4g14440
OG0006366	Sdiv_ptg000022l_0836-R, Sdiv_ptg000008l_0811-R	Sp4g14590
OG0006367	Sdiv_ptg000022l_0834-R, Sdiv_ptg000008l_0814-R	Sp4g14640
OG0006368	Sdiv_ptg000022l_0832-R	Sp4g14660, Sp4g11980
OG0006369	Sdiv_ptg000022l_0831-R	Sp4g14670
OG0006370	Sdiv_ptg000022l_0830-R	Sp4g14680, Sp3g25340
OG0006371	Sdiv_ptg000008l_0835-R, Sdiv_ptg000022l_0809-R	Sp4g14920
OG0006372	Sdiv_ptg000022l_0805-R, Sdiv_ptg000022l_0838-R	Sp4g14960
OG0006373	Sdiv_ptg000022l_0841-R, Sdiv_ptg000008l_0838-R	Sp4g14970
OG0006374	Sdiv_ptg000022l_0779-R, Sdiv_ptg000008l_0849-R	Sp4g15230
OG0006375	Sdiv_ptg000008l_0851-R, Sdiv_ptg000022l_0778-R	Sp4g15270
OG0006376	Sdiv_ptg000022l_0776-R, Sdiv_ptg000008l_0853-R	Sp4g15290
OG0006378	Sdiv_ptg000008l_0861-R	Sp4g15430
OG0006379	Sdiv_ptg000022l_0758-R, Sdiv_ptg000008l_0864-R	Sp4g15470
OG0006380	Sdiv_ptg000008l_0867-R, Sdiv_ptg000022l_0756-R	Sp4g15500
OG0006381	Sdiv_ptg000008l_0869-R	Sp4g15510
OG0006382	Sdiv_ptg000008l_0872-R	Sp4g15550
OG0006383	Sdiv_ptg000022l_0941-R, Sdiv_ptg000008l_0876-R	Sp4g15620
OG0006384	Sdiv_ptg000008l_1005-R	Sp4g17310, SpUn0157_0020, SpUn0026_0010
OG0006385	Sdiv_ptg000005l_1858-R, Sdiv_ptg000004l_2172-R	Sp7g34510
OG0006386	Sdiv_ptg000005l_1856-R, Sdiv_ptg000004l_2170-R	Sp7g34490
OG0006387	Sdiv_ptg000004l_2169-R, Sdiv_ptg000005l_1855-R	Sp7g34480
OG0006388	Sdiv_ptg000004l_2167-R, Sdiv_ptg000005l_1852-R	Sp7g34450
OG0006389	Sdiv_ptg000004l_2165-R, Sdiv_ptg000005l_1851-R	Sp7g34440
OG0006390	Sdiv_ptg000005l_1848-R, Sdiv_ptg000004l_2162-R	Sp7g34400
OG0006391	Sdiv_ptg000005l_1847-R, Sdiv_ptg000004l_2161-R	Sp7g34390
OG0006392	Sdiv_ptg000005l_1846-R, Sdiv_ptg000004l_2160-R	Sp7g34380
OG0006393	Sdiv_ptg000004l_2159-R	Sp7g34350
OG0006394	Sdiv_ptg000004l_2158-R, Sdiv_ptg000005l_1843-R	Sp7g34330
OG0006395	Sdiv_ptg000004l_2155-R, Sdiv_ptg000005l_1839-R	Sp7g34300
OG0006396	Sdiv_ptg000005l_1838-R, Sdiv_ptg000004l_2154-R	Sp7g34290
OG0006397	Sdiv_ptg000004l_2153-R	Sp7g34280
OG0006398	Sdiv_ptg000004l_2152-R	Sp7g34270
OG0006399	Sdiv_ptg000004l_2149-R, Sdiv_ptg000005l_1830-R	Sp7g34200
OG0006400	Sdiv_ptg000005l_1829-R, Sdiv_ptg000004l_2148-R	Sp7g34190
OG0006401	Sdiv_ptg000004l_2146-R, Sdiv_ptg000005l_1827-R	Sp7g34170
OG0006402	Sdiv_ptg000005l_1823-R	Sp7g34120, Sp3g31610
OG0006403	Sdiv_ptg000005l_1819-R, Sdiv_ptg000004l_2139-R	Sp7g34080
OG0006404	Sdiv_ptg000005l_1817-R, Sdiv_ptg000004l_2136-R	Sp7g34040
OG0006405	Sdiv_ptg000005l_1816-R, Sdiv_ptg000004l_2135-R	Sp7g34030
OG0006406	Sdiv_ptg000004l_2134-R, Sdiv_ptg000005l_1814-R	Sp7g34010
OG0006407	Sdiv_ptg000005l_1813-R, Sdiv_ptg000004l_2133-R	Sp7g34000
OG0006408	Sdiv_ptg000004l_2131-R, Sdiv_ptg000005l_1811-R	Sp7g33980
OG0006409	Sdiv_ptg000005l_1807-R, Sdiv_ptg000004l_2127-R	Sp7g33930
OG0006410	Sdiv_ptg000005l_1806-R, Sdiv_ptg000004l_2126-R	Sp7g33920
OG0006411	Sdiv_ptg000005l_1804-R, Sdiv_ptg000004l_2124-R	Sp7g33900
OG0006412	Sdiv_ptg000004l_2115-R, Sdiv_ptg000005l_1796-R	Sp7g33790
OG0006414	Sdiv_ptg000004l_2108-R, Sdiv_ptg000005l_1787-R	Sp7g33670
OG0006415	Sdiv_ptg000004l_2107-R, Sdiv_ptg000005l_1786-R	Sp7g33660
OG0006416	Sdiv_ptg000004l_2082-R, Sdiv_ptg000005l_1774-R	Sp7g33480
OG0006417	Sdiv_ptg000005l_1773-R, Sdiv_ptg000004l_2083-R	Sp7g33470
OG0006418	Sdiv_ptg000005l_1771-R, Sdiv_ptg000004l_2087-R	Sp7g33390
OG0006419	Sdiv_ptg000005l_1770-R, Sdiv_ptg000004l_2090-R	Sp7g33350
OG0006420	Sdiv_ptg000005l_1764-R, Sdiv_ptg000004l_2078-R	Sp7g33260
OG0006421	Sdiv_ptg000004l_2071-R, Sdiv_ptg000005l_1759-R	Sp7g33170
OG0006422	Sdiv_ptg000005l_1756-R	Sp7g33130
OG0006423	Sdiv_ptg000004l_2066-R, Sdiv_ptg000005l_1754-R	Sp7g33100
OG0006424	Sdiv_ptg000005l_1752-R, Sdiv_ptg000004l_2065-R	Sp7g33070
OG0006425	Sdiv_ptg000004l_2060-R, Sdiv_ptg000005l_1747-R	Sp7g33010
OG0006426	Sdiv_ptg000005l_1744-R, Sdiv_ptg000004l_2057-R	Sp7g32950
OG0006427	Sdiv_ptg000005l_1743-R, Sdiv_ptg000004l_2052-R	Sp7g32880
OG0006428	Sdiv_ptg000005l_1742-R, Sdiv_ptg000004l_2051-R	Sp7g32870
OG0006429	Sdiv_ptg000005l_1738-R, Sdiv_ptg000004l_2048-R	Sp7g32850
OG0006430	Sdiv_ptg000004l_2047-R, Sdiv_ptg000005l_1737-R	Sp7g32840
OG0006431	Sdiv_ptg000005l_1735-R, Sdiv_ptg000004l_2046-R	Sp7g32830
OG0006432	Sdiv_ptg000004l_2045-R, Sdiv_ptg000005l_1733-R	Sp7g32810
OG0006433	Sdiv_ptg000004l_2040-R, Sdiv_ptg000005l_1730-R	Sp7g32750
OG0006434	Sdiv_ptg000005l_1728-R, Sdiv_ptg000004l_2039-R	Sp7g32730
OG0006436	Sdiv_ptg000005l_1724-R	Sp7g32660
OG0006437	Sdiv_ptg000005l_1721-R, Sdiv_ptg000004l_2031-R	Sp7g32620
OG0006438	Sdiv_ptg000004l_2029-R, Sdiv_ptg000005l_1720-R	Sp7g32590
OG0006439	Sdiv_ptg000005l_1718-R, Sdiv_ptg000004l_2028-R	Sp7g32580
OG0006440	Sdiv_ptg000005l_1713-R, Sdiv_ptg000004l_2025-R	Sp7g32510
OG0006441	Sdiv_ptg000005l_1710-R	Sp7g32480
OG0006442	Sdiv_ptg000005l_1704-R	Sp3g29730, Sp7g32420
OG0006444	Sdiv_ptg000005l_1700-R, Sdiv_ptg000004l_2012-R	Sp7g32370
OG0006445	Sdiv_ptg000005l_1696-R, Sdiv_ptg000004l_2006-R	Sp7g32290
OG0006446	Sdiv_ptg000005l_1695-R, Sdiv_ptg000004l_2005-R	Sp7g32280
OG0006447	Sdiv_ptg000005l_1689-R, Sdiv_ptg000004l_2001-R	Sp7g32200
OG0006448	Sdiv_ptg000004l_1998-R, Sdiv_ptg000005l_1686-R	Sp7g32150
OG0006449	Sdiv_ptg000004l_1997-R, Sdiv_ptg000005l_1685-R	Sp7g32140
OG0006450	Sdiv_ptg000005l_1683-R, Sdiv_ptg000004l_1995-R	Sp7g32120
OG0006451	Sdiv_ptg000004l_1990-R, Sdiv_ptg000005l_1677-R	Sp7g32040
OG0006452	Sdiv_ptg000004l_1986-R, Sdiv_ptg000005l_1676-R	Sp7g32000
OG0006453	Sdiv_ptg000005l_1670-R, Sdiv_ptg000004l_1981-R	Sp7g31960
OG0006454	Sdiv_ptg000004l_1979-R, Sdiv_ptg000005l_1668-R	Sp7g31930
OG0006455	Sdiv_ptg000005l_1667-R, Sdiv_ptg000004l_1978-R	Sp7g31920
OG0006456	Sdiv_ptg000005l_1666-R	Sp7g31900
OG0006457	Sdiv_ptg000004l_1968-R	Sp1g37660, Sp7g31780
OG0006458	Sdiv_ptg000004l_1967-R, Sdiv_ptg000005l_1658-R	Sp7g31760
OG0006459	Sdiv_ptg000004l_1964-R, Sdiv_ptg000005l_1655-R	Sp7g31690
OG0006460	Sdiv_ptg000004l_1961-R, Sdiv_ptg000005l_1651-R	Sp7g31640
OG0006461	Sdiv_ptg000004l_1958-R, Sdiv_ptg000005l_1649-R	Sp7g31620
OG0006462	Sdiv_ptg000004l_1953-R, Sdiv_ptg000005l_1643-R	Sp7g31510
OG0006463	Sdiv_ptg000005l_1641-R, Sdiv_ptg000004l_1951-R	Sp7g31490
OG0006465	Sdiv_ptg000005l_1637-R, Sdiv_ptg000004l_1946-R	Sp7g31390
OG0006466	Sdiv_ptg000005l_1636-R	Sp7g31380
OG0006467	Sdiv_ptg000005l_1635-R	Sp7g31370
OG0006468	Sdiv_ptg000004l_1942-R	Sp7g31350
OG0006470	Sdiv_ptg000005l_1630-R, Sdiv_ptg000004l_1938-R	Sp7g31270
OG0006471	Sdiv_ptg000004l_1937-R, Sdiv_ptg000005l_1629-R	Sp7g31260
OG0006472	Sdiv_ptg000005l_1628-R, Sdiv_ptg000004l_1936-R	Sp7g31250
OG0006473	Sdiv_ptg000004l_1930-R, Sdiv_ptg000005l_1625-R	Sp7g31220
OG0006474	Sdiv_ptg000004l_1929-R, Sdiv_ptg000005l_1623-R	Sp7g31170
OG0006475	Sdiv_ptg000004l_1928-R, Sdiv_ptg000005l_1622-R	Sp7g31160
OG0006476	Sdiv_ptg000005l_1620-R	Sp7g31130
OG0006477	Sdiv_ptg000005l_1618-R, Sdiv_ptg000004l_1922-R	Sp7g31110
OG0006478	Sdiv_ptg000005l_1610-R, Sdiv_ptg000004l_1915-R	Sp7g31000
OG0006479	Sdiv_ptg000004l_1914-R, Sdiv_ptg000005l_1634-R	Sp7g30990
OG0006480	Sdiv_ptg000005l_1608-R, Sdiv_ptg000004l_1912-R	Sp7g30950
OG0006481	Sdiv_ptg000004l_1909-R, Sdiv_ptg000005l_1606-R	Sp7g30910
OG0006482	Sdiv_ptg000004l_1908-R, Sdiv_ptg000005l_1604-R	Sp7g30880
OG0006483	Sdiv_ptg000004l_1907-R	Sp7g30870
OG0006484	Sdiv_ptg000005l_1599-R, Sdiv_ptg000004l_1904-R	Sp7g30830
OG0006485	Sdiv_ptg000005l_1598-R, Sdiv_ptg000004l_1903-R	Sp7g30820
OG0006486	Sdiv_ptg000004l_1899-R, Sdiv_ptg000005l_1594-R	Sp7g30780
OG0006487	Sdiv_ptg000005l_1591-R, Sdiv_ptg000004l_1894-R	Sp7g30740
