Orthogroup	S_parvula	C_amplexicaulis
OG0006488	Sp7g30710	Caamp.0105s1248, Caamp.0094s0586
OG0006489	Sp7g30660	Caamp.0094s0592, Caamp.0105s1253
OG0006490	Sp7g30650	Caamp.0094s0593
OG0006491	Sp7g30530	Caamp.0094s0606, Caamp.0105s1265
OG0006492	Sp7g30510	Caamp.0094s0608, Caamp.0105s1267
OG0006493	Sp7g30500	Caamp.0094s0609, Caamp.0105s1268
OG0006494	Sp7g30490	Caamp.0105s1269, Caamp.0094s0610
OG0006495	Sp7g30440	Caamp.0105s1273, Caamp.0094s0615
OG0006496	Sp7g30390	Caamp.0105s1278, Caamp.0094s0620
OG0006497	Sp7g30330	Caamp.0094s0627, Caamp.0105s1286
OG0006498	Sp7g30320	Caamp.0105s1287, Caamp.0094s0628
OG0006499	Sp7g30290	Caamp.0094s0630, Caamp.0105s1290
OG0006500	Sp7g30230	Caamp.0094s0636, Caamp.0105s1295
OG0006501	Sp7g30220	Caamp.0094s0637
OG0006502	Sp7g30090	Caamp.0094s0648, Caamp.0105s1307
OG0006503	Sp7g30060	Caamp.0105s1310, Caamp.0094s0651
OG0006504	Sp7g30000	Caamp.0105s1316, Caamp.0094s0657
OG0006505	Sp7g29990	Caamp.0105s1317, Caamp.0094s0658
OG0006506	Sp7g29970	Caamp.0105s1319, Caamp.0094s0659
OG0006507	Sp7g29950	Caamp.0105s1320, Caamp.0094s0661
OG0006508	Sp7g29890	Caamp.0105s1325, Caamp.0094s0668, Caamp.0005s0317
OG0006509	Sp7g29870	Caamp.0105s1326, Caamp.0094s0669
OG0006510	Sp7g29830	Caamp.0105s1330, Caamp.0094s0673
OG0006511	Sp7g29820	Caamp.0105s1331, Caamp.0094s0674
OG0006512	Sp7g29810	Caamp.0094s0675, Caamp.0105s1332
OG0006513	Sp7g29740	Caamp.0094s0682, Caamp.0105s1338
OG0006514	Sp7g29730	Caamp.0094s0683, Caamp.0105s1339
OG0006515	Sp7g29700	Caamp.0094s0686, Caamp.0105s1342
OG0006516	Sp7g29650	Caamp.0105s1348, Caamp.0094s0689
OG0006517	Sp7g29590	Caamp.0105s1353, Caamp.0094s0694
OG0006518	Sp7g29480	Caamp.0105s1364, Caamp.0094s0704
OG0006519	Sp7g29400	Caamp.0094s0712, Caamp.0105s1368
OG0006520	Sp7g29370	Caamp.0094s0715, Caamp.0105s1371
OG0006521	Sp2g05430	Caamp.0007s0417, Caamp.0011s0002
OG0006522	Sp2g05460	Caamp.0011s0007, Caamp.0007s0421
OG0006523	Sp7g01300	Caamp.0097s0839, Caamp.0097s0841, Caamp.0011s0009, Caamp.0044s0171, Caamp.0044s0113
OG0006524	Sp2g05610	Caamp.0011s0022
OG0006525	Sp7g20030	Caamp.0003s0427, Caamp.0011s0027, Caamp.0190s0808
OG0006526	Sp2g05690	Caamp.0007s0442
OG0006527	Sp2g05710	Caamp.0007s0443, Caamp.0011s0032
OG0006528	Sp2g05840	Caamp.0011s0042, Caamp.0007s0460
OG0006529	SpUn0028_0030, Sp2g05910	Caamp.0011s0044, Caamp.0007s0462
OG0006530	SpUn0028_0010, Sp2g05930	Caamp.0011s0046, Caamp.0007s0464
OG0006531	Sp2g06010	Caamp.0011s0054, Caamp.0007s0468
OG0006532	SpUn0494_0010, Sp2g06050	Caamp.0011s0058, Caamp.0007s0470
OG0006533	Sp3g02900	Caamp.0011s0060, Caamp.0303s0289
OG0006534	Sp2g00600	Caamp.0011s0063, Caamp.0266s0028, Caamp.0303s1080
OG0006535	Sp2g01430	Caamp.0011s0070
OG0006536	Sp2g06270	Caamp.0007s0476, Caamp.0011s0076, Caamp.0007s0477
OG0006537	Sp2g06450	Caamp.0011s0085, Caamp.0007s0486
OG0006538	Sp2g06560	Caamp.0007s0498, Caamp.0011s0091
OG0006539	Sp2g06610	Caamp.0007s0501, Caamp.0011s0095
OG0006540	Sp2g06750	Caamp.0007s0519, Caamp.0011s0104
OG0006541	SpUn0004_0260	Caamp.0011s0106, Caamp.0007s0521
OG0006542	SpUn0004_0090	Caamp.0007s0525, Caamp.0011s0108
OG0006543	SpUn0002_0710	Caamp.0011s0114, Caamp.0007s0534
OG0006544	SpUn0002_0650	Caamp.0007s0542
OG0006545	Sp1g07580	Caamp.0011s0123
OG0006545	SpUn0002_0610	Caamp.0007s0549
OG0006547	SpUn0002_0460	Caamp.0011s0130, Caamp.0007s0558
OG0006548	SpUN0002_0210	Caamp.0011s0144, Caamp.0038s0014, Caamp.0067s0007
OG0006549	SpUn0002_0170	Caamp.0011s0149, Caamp.0038s0009
OG0006550	SpUN0002_0110	Caamp.0011s0151, Caamp.0011s0152, Caamp.0038s0008
OG0006551	SpUn0001_0040	Caamp.0020s0044, Caamp.0011s0167
OG0006553	SpUn0001_0150	Caamp.0020s0053, Caamp.0011s0177
OG0006555	Sp7g08620	Caamp.0063s0027, Caamp.0063s0025, Caamp.0011s0237
OG0006557	Sp7g09140	Caamp.0115s0001, Caamp.0042s0032
OG0006558	Sp7g07260	Caamp.0097s1035, Caamp.0118s0003
OG0006559	Sp7g09420	Caamp.0012s0081, Caamp.0020s0005
OG0006560	Sp7g10120	Caamp.0088s0025, Caamp.0012s0133
OG0006561	Sp2g14410	Caamp.0076s1074, Caamp.0120s0003
OG0006562	Sp2g14500	Caamp.0120s0010, Caamp.0076s1086
OG0006563	Sp2g14520	Caamp.0120s0012, Caamp.0076s1089
OG0006564	Sp2g14550	Caamp.0076s1091, Caamp.0120s0015
OG0006565	Sp2g14630	Caamp.0076s1098, Caamp.0120s0021
OG0006566	Sp2g14640	Caamp.0120s0022, Caamp.0076s1099
OG0006567	Sp2g14730	Caamp.0076s1106, Caamp.0120s0027
OG0006568	Sp2g14920	Caamp.0076s1131, Caamp.0120s0044
OG0006569	Sp2g14970	Caamp.0076s1136, Caamp.0120s0049
OG0006570	Sp2g17060	Caamp.0120s0235
OG0006571	Sp2g18770	Caamp.0120s0402
OG0006571	Sp3g00200	Caamp.0214s0865
OG0006572	Sp2g23080	Caamp.0120s0807
OG0006573	Sp5g12950	Caamp.0026s0415
OG0006573	Sp2g23320	Caamp.0120s0833
OG0006574	Sp2g24660	Caamp.0120s0961
OG0006575	Sp7g06780	Caamp.0097s0956, Caamp.0129s0011
OG0006576	Sp7g06720	Caamp.0097s0955, Caamp.0129s0020
OG0006577	Sp7g06710	Caamp.0129s0021, Caamp.0097s0954
OG0006578	Sp7g06640	Caamp.0097s0952, Caamp.0129s0024
OG0006579	Sp7g06630	Caamp.0097s0949, Caamp.0129s0025
OG0006580	Sp7g06520	Caamp.0097s0939, Caamp.0129s0043
OG0006581	Sp7g06390	Caamp.0097s0928, Caamp.0097s0929, Caamp.0097s0930, Caamp.0129s0049
OG0006582	Sp7g06350	Caamp.0097s0927, Caamp.0129s0052
OG0006583	Sp7g06250	Caamp.0129s0055, Caamp.0097s0912
OG0006584	Sp7g06200	Caamp.0097s0915, Caamp.0129s0057
OG0006585	Sp7g06150	Caamp.0097s0916, Caamp.0129s0058
OG0006586	Sp4g11950	Caamp.0051s0013, Caamp.0013s0002
OG0006587	Sp4g11890	Caamp.0013s0007, Caamp.0051s0008
OG0006588	Sp4g11860	Caamp.0051s0005, Caamp.0013s0010
OG0006589	Sp4g11830	Caamp.0013s0012, Caamp.0051s0003
OG0006590	Sp3g23390	Caamp.0013s0100, Caamp.0026s0169
OG0006591	Sp3g23420	Caamp.0026s0171, Caamp.0013s0103
OG0006592	Sp3g23510	Caamp.0026s0182, Caamp.0013s0110, Caamp.0026s0184, Caamp.0026s0185
OG0006593	Sp3g23560	Caamp.0026s0188, Caamp.0013s0112
OG0006594	Sp3g23610	Caamp.0026s0192, Caamp.0013s0129
OG0006595	Sp3g23690, SpUn0142_0010	Caamp.0026s0194, Caamp.0013s0130
OG0006596	Sp3g24070	Caamp.0013s0142, Caamp.0026s0211
OG0006597	Sp3g28620	Caamp.0026s0743, Caamp.0026s0742, Caamp.0013s0146, Caamp.0094s0466
OG0006598	Sp7g14880	Caamp.0013s0151, Caamp.0095s0089
OG0006599	Sp7g14890	Caamp.0095s0090, Caamp.0013s0152
OG0006600	Sp7g14910	Caamp.0095s0092, Caamp.0013s0154
OG0006601	Sp7g14930	Caamp.0013s0155, Caamp.0095s0093
OG0006602	Sp7g14960	Caamp.0013s0158, Caamp.0095s0096
OG0006603	Sp7g15000	Caamp.0013s0162, Caamp.0095s0100
OG0006604	Sp6g10380	Caamp.0035s0215, Caamp.0139s0013
OG0006605	Sp7g08300	Caamp.0097s0160, Caamp.0058s0046, Caamp.0014s0022
OG0006606	Sp7g08290	Caamp.0014s0023, Caamp.0058s0048
OG0006607	Sp2g04350, Sp2g04410, Sp2g04430	Caamp.0014s0027, Caamp.0015s0101, Caamp.0054s0017
OG0006608	Sp7g08260	Caamp.0014s0031, Caamp.0058s0060
OG0006609	Sp7g08250	Caamp.0058s0061, Caamp.0014s0032
OG0006610	Sp7g08050	Caamp.0014s0051, Caamp.0058s0068
OG0006611	Sp7g08030	Caamp.0058s0069, Caamp.0014s0052
OG0006612	Sp2g05410	Caamp.0007s0413
OG0006613	Sp2g05390	Caamp.0007s0412, Caamp.0015s0002
OG0006614	Sp2g05370	Caamp.0015s0005, Caamp.0007s0410
OG0006615	Sp2g05250	Caamp.0015s0019, Caamp.0054s0097
OG0006616	Sp2g05110	Caamp.0054s0050, Caamp.0015s0030
OG0006617	Sp1g08740	Caamp.0054s0052
OG0006617	Sp2g05100	Caamp.0015s0034
OG0006618	Sp2g05030	Caamp.0054s0055, Caamp.0015s0041
OG0006619	Sp2g04900	Caamp.0015s0052, Caamp.0054s0068
OG0006620	Sp4g23980	Caamp.0015s0238, Caamp.0303s1266, Caamp.0015s0057
OG0006621	Sp2g04820	Caamp.0015s0059
OG0006622	Sp2g04800	Caamp.0015s0061, Caamp.0054s0077
OG0006623	Sp2g04720	Caamp.0054s0085, Caamp.0015s0071
OG0006624	Sp2g04710	Caamp.0015s0074, Caamp.0054s0090
OG0006625	Sp2g04680	Caamp.0015s0077, Caamp.0054s0093
OG0006626	Sp2g04610	Caamp.0015s0084, Caamp.0054s0034
OG0006627	Sp2g04580	Caamp.0054s0033, Caamp.0015s0085
OG0006628	Sp2g04570	Caamp.0015s0086, Caamp.0054s0032
OG0006629	Sp2g04540	Caamp.0015s0089, Caamp.0054s0029
OG0006630	Sp2g04530	Caamp.0054s0028, Caamp.0015s0090
OG0006631	Sp2g04510	Caamp.0054s0025, Caamp.0015s0092
OG0006632	Sp2g04470	Caamp.0015s0095, Caamp.0054s0021
OG0006633	Sp2g04240	Caamp.0054s0001
OG0006634	Sp2g03590	Caamp.0303s1336, Caamp.0015s0142, Caamp.0303s1337, Caamp.0015s0141
OG0006635	Sp2g03730	Caamp.0303s1347
OG0006636	Sp2g03790	Caamp.0303s1352, Caamp.0303s1355, Caamp.0015s0155
OG0006637	Sp2g03990	Caamp.0015s0168, Caamp.0303s1367
OG0006638	Sp2g04060	Caamp.0015s0172, Caamp.0303s1376
OG0006639	Sp2g04080	Caamp.0303s1378, Caamp.0015s0174
OG0006640	Sp2g03430	Caamp.0303s1319, Caamp.0015s0178
OG0006641	Sp2g03270	Caamp.0303s1305, Caamp.0015s0195
OG0006642	Sp2g03260	Caamp.0015s0196, Caamp.0303s1304
OG0006643	Sp2g03200	Caamp.0015s0202, Caamp.0303s1298
OG0006644	Sp2g03160	Caamp.0303s1296, Caamp.0015s0206
OG0006645	Sp2g03060	Caamp.0015s0211, Caamp.0303s1288
OG0006646	Sp2g03050	Caamp.0015s0212, Caamp.0303s1287
OG0006647	Sp2g02960	Caamp.0303s1280, Caamp.0015s0222
OG0006648	Sp2g02890	Caamp.0015s0225, Caamp.0303s1276
OG0006649	Sp2g02830	Caamp.0015s0230, Caamp.0303s1274
OG0006650	Sp2g02800	Caamp.0303s1270, Caamp.0015s0234
OG0006651	Sp2g02780	Caamp.0015s0235, Caamp.0303s1269
OG0006652	Sp2g02750	Caamp.0015s0239, Caamp.0303s1265
OG0006653	Sp2g02680	Caamp.0303s1259, Caamp.0015s0243
OG0006654	Sp2g02640	Caamp.0015s0246, Caamp.0303s1255
OG0006655	Sp2g02380	Caamp.0015s0270, Caamp.0303s1229
OG0006656	Sp2g02290	Caamp.0015s0278, Caamp.0303s1223
OG0006657	Sp2g02240	Caamp.0015s0282, Caamp.0303s1220
OG0006658	Sp2g02210	Caamp.0303s1217, Caamp.0015s0285
OG0006659	Sp2g02180	Caamp.0015s0288, Caamp.0303s1215
OG0006660	Sp2g02130	Caamp.0303s1211
OG0006661	Sp2g01900	Caamp.0303s1195, Caamp.0015s0313
OG0006662	Sp2g01890	Caamp.0015s0314, Caamp.0303s1194
OG0006663	Sp2g01870	Caamp.0303s1192, Caamp.0015s0316
OG0006664	Sp2g01770	Caamp.0303s1185, Caamp.0015s0323
OG0006665	Sp2g01760	Caamp.0303s1184, Caamp.0015s0324
OG0006666	Sp2g01690	Caamp.0015s0329, Caamp.0303s1168
OG0006667	Sp2g01680	Caamp.0015s0330, Caamp.0095s0443
OG0006668	Sp2g01570	Caamp.0015s0343, Caamp.0303s1157
OG0006669	Sp2g01470	Caamp.0015s0349, Caamp.0303s1147
OG0006670	Sp2g01320	Caamp.0015s0356, Caamp.0303s1142
OG0006671	Sp2g01300	Caamp.0015s0357, Caamp.0303s1139, Caamp.0071s0130
OG0006672	Sp2g01270	Caamp.0303s1137, Caamp.0015s0361
OG0006673	Sp2g01200	Caamp.0303s1131, Caamp.0015s0366
OG0006674	Sp2g01180	Caamp.0303s1129, Caamp.0015s0369
OG0006675	Sp2g01170	Caamp.0015s0370
OG0006676	Sp2g01140	Caamp.0015s0373, Caamp.0303s1126
OG0006680	Sp5g21310	Caamp.0002s0113, Caamp.0016s0002
OG0006681	Sp5g21300	Caamp.0016s0003, Caamp.0002s0112
OG0006682	SpUn0331_0010	Caamp.0016s0010, Caamp.0002s0100
OG0006683	Sp5g20990	Caamp.0002s0078, Caamp.0016s0032
OG0006684	Sp7g05300, Sp5g20770	Caamp.0002s0074, Caamp.0016s0038
OG0006685	Sp5g20690	Caamp.0002s0071, Caamp.0016s0042
OG0006686	Sp5g20640	Caamp.0016s0046, Caamp.0002s0067
OG0006687	Sp5g20540	Caamp.0002s0063, Caamp.0016s0052
OG0006688	Sp5g20500	Caamp.0002s0057, Caamp.0016s0055
OG0006689	Sp5g20410	Caamp.0016s0065, Caamp.0016s0064
OG0006690	Sp5g20320	Caamp.0016s0068, Caamp.0002s0051
OG0006691	Sp7g05710, Sp5g20140	Caamp.0002s0043, Caamp.0016s0075
OG0006692	Sp5g19980	Caamp.0016s0081, Caamp.0002s0038
OG0006693	Sp5g19750	Caamp.0002s0007
OG0006694	Sp5g19730	Caamp.0016s0099
OG0006695	Sp5g19600	Caamp.0016s0105, Caamp.0058s0028
OG0006696	Sp5g19590	Caamp.0058s0033, Caamp.0016s0110
OG0006697	Sp7g25580	Caamp.0190s0270
OG0006697	Sp5g19320	Caamp.0016s0123
OG0006698	Sp5g19300	Caamp.0019s0093, Caamp.0016s0125
OG0006699	Sp4g09050	Caamp.0017s0015, Caamp.0039s0004
OG0006700	Sp4g09150	Caamp.0017s0022, Caamp.0039s0007
OG0006701	Sp4g09300	Caamp.0017s0053, Caamp.0039s0034
OG0006702	Sp4g09380	Caamp.0039s0035, Caamp.0017s0059
OG0006703	Sp4g08730	Caamp.0035s0184, Caamp.0017s0093
OG0006704	Sp4g26360, Sp4g26370	Caamp.0018s0027
OG0006705	Sp4g26470	Caamp.0018s0034
OG0006706	SpUn0031_0020, Sp4g27300	Caamp.0018s0107
OG0006708	Sp3g00030	Caamp.0214s0878, Caamp.0188s0003
OG0006709	Sp3g00060	Caamp.0188s0006, Caamp.0214s0875
OG0006710	Sp3g00130	Caamp.0188s0014, Caamp.0214s0868
OG0006711	Sp1g07110	Caamp.0188s0033
OG0006712	Sp1g07120	Caamp.0052s0071, Caamp.0188s0034
OG0006713	Sp1g07170	Caamp.0188s0039
OG0006714	Sp1g07190	Caamp.0188s0041, Caamp.0052s0078
OG0006715	Sp1g07230	Caamp.0188s0045, Caamp.0052s0082
OG0006716	Sp1g07240	Caamp.0188s0046, Caamp.0052s0083
OG0006717	Sp1g07260	Caamp.0188s0048, Caamp.0052s0084
OG0006718	Sp1g07280	Caamp.0052s0086, Caamp.0188s0050
OG0006719	Sp1g07310	Caamp.0052s0089
OG0006720	Sp1g07320	Caamp.0188s0054, Caamp.0052s0091
OG0006721	Sp1g07340	Caamp.0052s0093, Caamp.0188s0056
OG0006722	Sp1g07370	Caamp.0052s0096, Caamp.0188s0059
OG0006723	Sp1g07400	Caamp.0052s0099, Caamp.0188s0061
OG0006724	Sp1g07410	Caamp.0188s0062
OG0006725	Sp1g07430	Caamp.0188s0064, Caamp.0052s0101
OG0006726	Sp1g07450	Caamp.0052s0103, Caamp.0188s0066
OG0006727	Sp1g07460	Caamp.0052s0104, Caamp.0188s0067
OG0006728	Sp1g07530	Caamp.0052s0110, Caamp.0188s0074
OG0006729	Sp1g07540	Caamp.0052s0111, Caamp.0188s0075
OG0006730	Sp1g07630	Caamp.0052s0119, Caamp.0188s0083
OG0006731	Sp1g07650	Caamp.0188s0086, Caamp.0052s0121
OG0006732	SpUn0301_0010, SpUn0237_0010	Caamp.0188s0090, Caamp.0052s0127
OG0006733	Sp1g07880	Caamp.0052s0145, Caamp.0188s0104
OG0006734	Sp1g07910	Caamp.0188s0107, Caamp.0052s0148
OG0006735	Sp1g07920	Caamp.0188s0108
OG0006736	Sp1g07940	Caamp.0188s0110
OG0006737	Sp1g07950	Caamp.0188s0111, Caamp.0052s0152
OG0006738	Sp1g08050	Caamp.0052s0164, Caamp.0188s0119
OG0006739	Sp1g08120	Caamp.0188s0123, Caamp.0052s0171
OG0006740	Sp1g08130	Caamp.0052s0172, Caamp.0188s0124
OG0006741	Sp1g08140	Caamp.0052s0173, Caamp.0188s0125
OG0006742	Sp1g08160	Caamp.0188s0126, Caamp.0052s0175
OG0006743	Sp1g08170	Caamp.0188s0127, Caamp.0052s0176
OG0006744	Sp1g08180	Caamp.0052s0177, Caamp.0188s0128
OG0006745	Sp1g08250	Caamp.0052s0184, Caamp.0188s0133
OG0006746	Sp1g08270	Caamp.0052s0186, Caamp.0188s0135
OG0006747	Sp1g11100	Caamp.0071s0157, Caamp.0188s0138
OG0006748	Sp1g11040	Caamp.0188s0143, Caamp.0071s0162
OG0006749	Sp1g11010	Caamp.0188s0147, Caamp.0071s0165
OG0006750	Sp1g10960	Caamp.0188s0151, Caamp.0071s0169
OG0006751	Sp1g10940	Caamp.0071s0171, Caamp.0188s0153
OG0006752	Sp1g10890	Caamp.0188s0156, Caamp.0071s0175
OG0006753	Sp1g10880	Caamp.0071s0176, Caamp.0188s0157
OG0006754	Sp1g10790	Caamp.0071s0184, Caamp.0188s0167
OG0006755	Sp1g10700	Caamp.0071s0193, Caamp.0188s0175
OG0006756	Sp1g10630	Caamp.0071s0202, Caamp.0188s0181
OG0006757	Sp1g10610	Caamp.0071s0203, Caamp.0188s0182
OG0006758	Sp1g10550	Caamp.0188s0186, Caamp.0071s0208
OG0006759	Sp1g10520	Caamp.0071s0211, Caamp.0188s0189
OG0006760	Sp1g10490	Caamp.0071s0214, Caamp.0188s0192
OG0006761	Sp1g10470	Caamp.0071s0217, Caamp.0188s0193
OG0006762	Sp1g10440	Caamp.0071s0220, Caamp.0188s0194
OG0006763	Sp1g10370	Caamp.0071s0226, Caamp.0188s0199
OG0006764	Sp1g10360	Caamp.0188s0200, Caamp.0071s0227
OG0006765	Sp1g10290	Caamp.0188s0208, Caamp.0071s0234
OG0006766	Sp1g10270	Caamp.0188s0210, Caamp.0071s0236
OG0006767	Sp1g10150	Caamp.0188s0221, Caamp.0071s0247
OG0006768	Sp1g10130	Caamp.0188s0223, Caamp.0071s0249
OG0006769	Sp1g10120	Caamp.0188s0224, Caamp.0071s0250
OG0006770	Sp1g10100	Caamp.0071s0252, Caamp.0188s0225
OG0006771	Sp1g10030	Caamp.0071s0259, Caamp.0188s0232
OG0006772	Sp1g10020	Caamp.0071s0260, Caamp.0188s0233
OG0006773	Sp1g10010, Sp2g25370	Caamp.0188s0234, Caamp.0071s0261
OG0006774	Sp1g10000	Caamp.0188s0235, Caamp.0071s0264
OG0006775	Sp1g09960	Caamp.0188s0237, Caamp.0071s0270
OG0006776	Sp1g09930	Caamp.0071s0273, Caamp.0188s0241
OG0006777	Sp1g09840	Caamp.0188s0251, Caamp.0071s0283
OG0006778	Sp1g09830	Caamp.0071s0284, Caamp.0188s0252
OG0006779	Sp1g09800	Caamp.0071s0287, Caamp.0188s0255
OG0006780	Sp1g09750	Caamp.0188s0257, Caamp.0052s0324
OG0006782	Sp1g09610	Caamp.0188s0271, Caamp.0052s0311
OG0006783	Sp1g09600	Caamp.0188s0274, Caamp.0052s0310, Caamp.0188s0272
OG0006784	Sp1g09560	Caamp.0188s0275, Caamp.0052s0308
OG0006785	Sp1g09520	Caamp.0052s0304, Caamp.0188s0279
OG0006786	Sp1g09460	Caamp.0052s0298, Caamp.0188s0283
OG0006787	Sp1g09580	Caamp.0188s0285, Caamp.0052s0296
OG0006788	Sp1g09300	Caamp.0052s0285, Caamp.0188s0298
OG0006789	Sp1g09270	Caamp.0052s0281, Caamp.0188s0300
OG0006790	Sp1g09200	Caamp.0188s0306, Caamp.0052s0276
OG0006791	Sp1g09150	Caamp.0188s0310, Caamp.0052s0272
OG0006792	Sp1g09130	Caamp.0052s0270, Caamp.0188s0312
OG0006793	Sp1g09050	Caamp.0052s0262, Caamp.0188s0320
OG0006794	Sp1g09020	Caamp.0052s0260, Caamp.0188s0322
OG0006795	Sp1g09000	Caamp.0188s0324, Caamp.0052s0258
OG0006796	Sp1g08950	Caamp.0188s0328, Caamp.0052s0253
OG0006797	Sp1g08920	Caamp.0188s0330, Caamp.0052s0249
OG0006798	Sp1g08870	Caamp.0052s0244, Caamp.0188s0333
OG0006799	Sp1g08810	Caamp.0188s0341, Caamp.0052s0236
OG0006800	Sp1g08760	Caamp.0188s0346, Caamp.0052s0231
OG0006801	Sp1g08700	Caamp.0188s0352, Caamp.0052s0226
OG0006802	Sp1g08670	Caamp.0188s0354
OG0006803	Sp1g08660	Caamp.0052s0221, Caamp.0188s0355
OG0006804	Sp1g08630	Caamp.0052s0217, Caamp.0188s0359
OG0006805	Sp1g08510	Caamp.0188s0370
OG0006806	Sp1g08440	Caamp.0188s0378, Caamp.0052s0189
OG0006807	Sp1g08430	Caamp.0052s0190, Caamp.0188s0379
OG0006808	Sp1g08410	Caamp.0052s0192, Caamp.0188s0381
OG0006809	Sp1g08350	Caamp.0052s0198, Caamp.0188s0386
OG0006810	Sp1g08340	Caamp.0188s0387, Caamp.0052s0199
OG0006811	Sp1g08320	Caamp.0188s0389, Caamp.0052s0201
OG0006812	Sp1g08290	Caamp.0052s0204, Caamp.0188s0392
OG0006813	Sp1g11220	Caamp.0188s0402, Caamp.0071s0145
OG0006814	Sp1g11230	Caamp.0071s0144, Caamp.0188s0403
OG0006815	Sp1g11240	Caamp.0188s0404, Caamp.0071s0143
OG0006816	Sp1g11250	Caamp.0188s0406
OG0006817	Sp1g11280	Caamp.0071s0140, Caamp.0188s0410
OG0006818	Sp1g11320	Caamp.0071s0135, Caamp.0188s0413
OG0006819	Sp1g11360	Caamp.0188s0418, Caamp.0071s0129
OG0006820	Sp1g11390	Caamp.0071s0126, Caamp.0188s0420
OG0006821	SpUn0138_0020	Caamp.0188s0425, Caamp.0071s0120, Caamp.0188s0427
OG0006822	Sp1g11440	Caamp.0071s0121, Caamp.0188s0426
OG0006823	Sp1g11450	Caamp.0188s0428, Caamp.0071s0119
OG0006824	Sp1g11520	Caamp.0188s0435, Caamp.0071s0113
OG0006825	Sp1g11530	Caamp.0071s0111, Caamp.0188s0436
OG0006826	Sp1g11550	Caamp.0071s0109, Caamp.0188s0438
OG0006827	Sp1g11570	Caamp.0071s0107, Caamp.0188s0440
OG0006828	Sp1g11580	Caamp.0188s0441, Caamp.0071s0106
OG0006829	Sp1g11680	Caamp.0071s0099, Caamp.0188s0454
OG0006830	Sp1g11700	Caamp.0071s0096, Caamp.0188s0457
OG0006831	Sp1g11710	Caamp.0188s0458, Caamp.0071s0095
OG0006832	Sp1g11720	Caamp.0188s0459, Caamp.0071s0094
OG0006833	Sp1g11820	Caamp.0071s0084, Caamp.0188s0469
OG0006834	Sp1g11850	Caamp.0188s0473, Caamp.0071s0081
OG0006835	Sp1g35970	Caamp.0188s0474
OG0006835	Sp1g11860	Caamp.0071s0080
OG0006836	Sp1g11880	Caamp.0071s0078, Caamp.0188s0476
OG0006837	Sp1g11960	Caamp.0188s0485, Caamp.0071s0063
OG0006838	SpUn0238_0020	Caamp.0188s0491, Caamp.0071s0058
OG0006839	Sp1g12220	Caamp.0188s0498, Caamp.0071s0049
OG0006840	Sp1g12210	Caamp.0071s0048, Caamp.0188s0499
OG0006841	Sp1g12200	Caamp.0071s0047, Caamp.0188s0500
OG0006842	Sp1g12190	Caamp.0188s0502, Caamp.0071s0046
OG0006843	Sp1g12180	Caamp.0188s0503, Caamp.0071s0045
OG0006844	Sp7g00920, Sp7g00930, Sp1g12150	Caamp.0188s0504
OG0006845	Sp1g12080	Caamp.0188s0509, Caamp.0071s0035
OG0006846	Sp1g12060	Caamp.0071s0033, Caamp.0188s0511
OG0006847	Sp1g12030	Caamp.0188s0514
OG0006848	Sp1g12010	Caamp.0071s0030, Caamp.0188s0515
OG0006849	Sp1g12360	Caamp.0188s0521, Caamp.0071s0023
OG0006850	Sp1g12370	Caamp.0071s0022, Caamp.0188s0522
OG0006851	Sp1g12410	Caamp.0188s0526
OG0006852	Sp1g12490	Caamp.0071s0009, Caamp.0188s0536
OG0006853	Sp1g12510	Caamp.0071s0006, Caamp.0188s0538
OG0006854	Sp1g12520	Caamp.0188s0539, Caamp.0071s0005
OG0006855	Sp1g12540	Caamp.0071s0002, Caamp.0188s0541
OG0006856	Sp1g12610	Caamp.0040s0007, Caamp.0188s0546
OG0006857	Sp1g12640	Caamp.0040s0010, Caamp.0188s0549
OG0006858	Sp1g12720	Caamp.0188s0555, Caamp.0040s0017
OG0006859	Sp1g12740	Caamp.0040s0019, Caamp.0188s0557
OG0006860	Sp1g12750	Caamp.0040s0020, Caamp.0188s0558
OG0006861	Sp2g13600	Caamp.0077s0031, Caamp.0076s0996, Caamp.0188s0570, Caamp.0040s0034
OG0006862	Sp1g12950	Caamp.0188s0578
OG0006863	Sp1g13150	Caamp.0188s0594, Caamp.0040s0052
OG0006864	Sp1g13180	Caamp.0040s0055, Caamp.0188s0597
OG0006865	Sp1g13210	Caamp.0040s0059
OG0006866	Sp1g13220	Caamp.0188s0602, Caamp.0040s0060
OG0006867	Sp1g13450	Caamp.0040s0090, Caamp.0188s0627
OG0006868	Sp1g13480	Caamp.0040s0093, Caamp.0188s0631
OG0006869	Sp1g13540	Caamp.0040s0099, Caamp.0188s0636
OG0006870	Sp1g13590	Caamp.0040s0105, Caamp.0188s0643
OG0006871	Sp1g13640	Caamp.0040s0107, Caamp.0188s0645
OG0006872	Sp1g13650	Caamp.0188s0646, Caamp.0040s0108
OG0006873	Sp1g13660	Caamp.0040s0109, Caamp.0188s0647
OG0006874	Sp1g13670	Caamp.0188s0648
OG0006875	Sp1g13740	Caamp.0040s0116
OG0006876	Sp1g13750	Caamp.0040s0117, Caamp.0188s0655
OG0006877	Sp1g13780	Caamp.0040s0120, Caamp.0188s0658
OG0006878	Sp1g13800	Caamp.0040s0122, Caamp.0188s0660
OG0006879	Sp1g13880	Caamp.0040s0129, Caamp.0188s0668
OG0006880	Sp1g13910	Caamp.0040s0132, Caamp.0188s0671
