Orthogroup	S_parvula	E_salsugineum
OG0006742	Sp1g08160	Thhalv10008725m.g
OG0006743	Sp1g08170	Thhalv10006625m.g
OG0006744	Sp1g08180	Thhalv10008337m.g
OG0006745	Sp1g08250	Thhalv10007759m.g
OG0006746	Sp1g08270	Thhalv10008323m.g
OG0006747	Sp1g11100	Thhalv10008232m.g
OG0006748	Sp1g11040	Thhalv10008959m.g
OG0006749	Sp1g11010	Thhalv10008424m.g
OG0006750	Sp1g10960	Thhalv10007001m.g
OG0006751	Sp1g10940	Thhalv10008740m.g
OG0006752	Sp1g10890	Thhalv10007205m.g
OG0006753	Sp1g10880	Thhalv10007823m.g
OG0006754	Sp1g10790	Thhalv10007157m.g
OG0006755	Sp1g10700	Thhalv10009327m.g
OG0006756	Sp1g10630	Thhalv10007925m.g
OG0006757	Sp1g10610	Thhalv10008483m.g
OG0006758	Sp1g10550	Thhalv10007953m.g
OG0006759	Sp1g10520	Thhalv10007999m.g
OG0006760	Sp1g10490	Thhalv10009769m.g
OG0006761	Sp1g10470	Thhalv10007781m.g
OG0006762	Sp1g10440	Thhalv10006713m.g
OG0006763	Sp1g10370	Thhalv10008545m.g
OG0006764	Sp1g10360	Thhalv10008442m.g
OG0006765	Sp1g10290	Thhalv10007480m.g
OG0006766	Sp1g10270	Thhalv10006883m.g
OG0006767	Sp1g10150	Thhalv10009112m.g
OG0006768	Sp1g10130	Thhalv10009712m.g
OG0006769	Sp1g10120	Thhalv10007989m.g
OG0006770	Sp1g10100	Thhalv10007161m.g
OG0006771	Sp1g10030	Thhalv10008698m.g
OG0006772	Sp1g10020	Thhalv10007063m.g
OG0006774	Sp1g10000	Thhalv10008352m.g
OG0006775	Sp1g09960	Thhalv10007208m.g
OG0006776	Sp1g09930	Thhalv10007974m.g
OG0006777	Sp1g09840	Thhalv10007686m.g
OG0006778	Sp1g09830	Thhalv10006699m.g
OG0006779	Sp1g09800	Thhalv10008990m.g
OG0006780	Sp1g09750	Thhalv10006765m.g
OG0006782	Sp1g09610	Thhalv10008376m.g
OG0006783	Sp1g09600	Thhalv10009677m.g
OG0006784	Sp1g09560	Thhalv10009851m.g
OG0006785	Sp1g09520	Thhalv10008502m.g
OG0006786	Sp1g09460	Thhalv10006565m.g
OG0006787	Sp1g09580	Thhalv10007563m.g
OG0006788	Sp1g09300	Thhalv10006940m.g
OG0006789	Sp1g09270	Thhalv10008819m.g
OG0006790	Sp1g09200	Thhalv10008234m.g
OG0006791	Sp1g09150	Thhalv10009477m.g
OG0006792	Sp1g09130	Thhalv10008651m.g
OG0006793	Sp1g09050	Thhalv10008474m.g
OG0006794	Sp1g09020	Thhalv10007496m.g
OG0006795	Sp1g09000	Thhalv10006652m.g
OG0006796	Sp1g08950	Thhalv10008066m.g
OG0006797	Sp1g08920	Thhalv10009354m.g
OG0006798	Sp1g08870	Thhalv10007760m.g
OG0006799	Sp1g08810	Thhalv10006875m.g
OG0006800	Sp1g08760	Thhalv10006682m.g
OG0006801	Sp1g08700	Thhalv10006640m.g
OG0006802	Sp1g08670	Thhalv10007581m.g
OG0006803	Sp1g08660	Thhalv10007516m.g
OG0006804	Sp1g08630	Thhalv10006696m.g
OG0006805	Sp1g08510	Thhalv10007038m.g
OG0006806	Sp1g08440	Thhalv10009118m.g
OG0006807	Sp1g08430	Thhalv10009091m.g
OG0006808	Sp1g08410	Thhalv10007981m.g
OG0006809	Sp1g08350	Thhalv10008494m.g
OG0006810	Sp1g08340	Thhalv10007613m.g
OG0006811	Sp1g08320	Thhalv10006645m.g
OG0006812	Sp1g08290	Thhalv10009442m.g
OG0006813	Sp1g11220	Thhalv10009659m.g
OG0006814	Sp1g11230	Thhalv10007564m.g
OG0006815	Sp1g11240	Thhalv10008688m.g
OG0006816	Sp1g11250	Thhalv10009322m.g
OG0006817	Sp1g11280	Thhalv10007542m.g
OG0006818	Sp1g11320	Thhalv10007780m.g
OG0006819	Sp1g11360	Thhalv10006889m.g
OG0006820	Sp1g11390	Thhalv10007195m.g
OG0006821	SpUn0138_0020	Thhalv10023120m.g, Thhalv10009780m.g
OG0006822	Sp1g11440	Thhalv10007566m.g
OG0006823	Sp1g11450	Thhalv10008801m.g
OG0006824	Sp1g11520	Thhalv10007376m.g
OG0006825	Sp1g11530	Thhalv10007575m.g
OG0006826	Sp1g11550	Thhalv10007850m.g
OG0006827	Sp1g11570	Thhalv10007279m.g
OG0006828	Sp1g11580	Thhalv10007108m.g
OG0006829	Sp1g11680	Thhalv10006828m.g, Thhalv10005577m.g
OG0006830	Sp1g11700	Thhalv10007702m.g
OG0006831	Sp1g11710	Thhalv10007191m.g
OG0006832	Sp1g11720	Thhalv10008511m.g
OG0006833	Sp1g11820	Thhalv10023040m.g, Thhalv10009351m.g
OG0006834	Sp1g11850	Thhalv10007815m.g
OG0006835	Sp1g35970, Sp1g11860	Thhalv10008809m.g
OG0006836	Sp1g11880	Thhalv10008925m.g
OG0006837	Sp1g11960	Thhalv10008348m.g
OG0006838	SpUn0238_0020	Thhalv10009744m.g
OG0006839	Sp1g12220	Thhalv10008898m.g
OG0006840	Sp1g12210	Thhalv10008475m.g
OG0006841	Sp1g12200	Thhalv10007373m.g
OG0006842	Sp1g12190	Thhalv10007774m.g
OG0006843	Sp1g12180	Thhalv10008099m.g
OG0006844	Sp7g00920, Sp7g00930, Sp1g12150	Thhalv10006952m.g
OG0006845	Sp1g12080	Thhalv10008408m.g
OG0006846	Sp1g12060	Thhalv10007019m.g
OG0006847	Sp1g12030	Thhalv10008975m.g
OG0006848	Sp1g12010	Thhalv10006678m.g
OG0006849	Sp1g12360	Thhalv10007646m.g
OG0006850	Sp1g12370	Thhalv10008684m.g
OG0006851	Sp1g12410	Thhalv10008923m.g
OG0006852	Sp1g12490	Thhalv10008853m.g
OG0006853	Sp1g12510	Thhalv10006996m.g
OG0006854	Sp1g12520	Thhalv10008532m.g
OG0006855	Sp1g12540	Thhalv10009557m.g
OG0006856	Sp1g12610	Thhalv10008459m.g
OG0006857	Sp1g12640	Thhalv10008529m.g
OG0006858	Sp1g12720	Thhalv10007659m.g
OG0006859	Sp1g12740	Thhalv10007701m.g
OG0006860	Sp1g12750	Thhalv10007067m.g
OG0006861	Sp2g13600	Thhalv10003581m.g
OG0006862	Sp1g12950	Thhalv10008620m.g
OG0006863	Sp1g13150	Thhalv10007113m.g
OG0006864	Sp1g13180	Thhalv10006891m.g
OG0006865	Sp1g13210	Thhalv10011681m.g
OG0006866	Sp1g13220	Thhalv10007298m.g
OG0006867	Sp1g13450	Thhalv10007726m.g
OG0006868	Sp1g13480	Thhalv10008333m.g
OG0006869	Sp1g13540	Thhalv10008971m.g
OG0006870	Sp1g13590	Thhalv10007225m.g
OG0006871	Sp1g13640	Thhalv10008365m.g
OG0006872	Sp1g13650	Thhalv10008048m.g
OG0006873	Sp1g13660	Thhalv10007967m.g
OG0006874	Sp1g13670	Thhalv10009002m.g
OG0006875	Sp1g13740	Thhalv10008467m.g
OG0006876	Sp1g13750	Thhalv10009053m.g
OG0006877	Sp1g13780	Thhalv10009177m.g
OG0006878	Sp1g13800	Thhalv10008539m.g
OG0006879	Sp1g13880	Thhalv10006564m.g
OG0006880	Sp1g13910	Thhalv10008008m.g
OG0006881	Sp1g13940	Thhalv10007623m.g
OG0006882	Sp1g13970	Thhalv10006918m.g
OG0006883	Sp1g14020	Thhalv10007622m.g
OG0006884	Sp1g14110	Thhalv10007635m.g
OG0006885	Sp1g14130	Thhalv10008533m.g
OG0006886	Sp1g14150	Thhalv10009652m.g
OG0006887	Sp1g14260	Thhalv10008111m.g
OG0006888	Sp1g14280	Thhalv10008041m.g
OG0006889	Sp1g14400	Thhalv10006943m.g, Thhalv10009805m.g, Thhalv10018175m.g
OG0006890	Sp1g14470	Thhalv10006624m.g
OG0006891	Sp1g14480	Thhalv10007467m.g
OG0006892	Sp1g14690	Thhalv10008187m.g
OG0006893	Sp1g14710	Thhalv10006808m.g
OG0006894	Sp1g14730	Thhalv10007520m.g
OG0006895	Sp1g14740	Thhalv10008810m.g
OG0006896	Sp1g14890	Thhalv10009114m.g
OG0006897	Sp1g04125, SpUn0024_0010	Thhalv10007929m.g
OG0006898	Sp1g04120, SpUn0024_0020	Thhalv10008189m.g
OG0006899	SpUn0024_0060, Sp1g04080	Thhalv10006934m.g
OG0006900	Sp1g04070, SpUn0024_0070	Thhalv10008934m.g
OG0006901	Sp1g04040, SpUn0024_0100	Thhalv10008693m.g
OG0006902	Sp1g03980	Thhalv10006803m.g
OG0006903	Sp1g03960	Thhalv10006711m.g
OG0006904	Sp1g03920	Thhalv10007730m.g
OG0006905	Sp1g03770	Thhalv10009447m.g
OG0006906	Sp1g03740	Thhalv10007628m.g
OG0006907	Sp1g03620	Thhalv10007017m.g
OG0006908	Sp4g14620, Sp1g03480	Thhalv10009297m.g
OG0006909	Sp1g03450, SpUn0217_0010	Thhalv10007576m.g
OG0006910	Sp1g03410	Thhalv10007302m.g
OG0006911	Sp1g03360	Thhalv10008199m.g
OG0006912	Sp1g03280	Thhalv10008832m.g
OG0006913	Sp1g03250	Thhalv10007078m.g
OG0006914	Sp1g03130, Sp1g03120	Thhalv10007018m.g
OG0006915	Sp1g03110	Thhalv10006644m.g
OG0006916	Sp1g03090	Thhalv10029242m.g, Thhalv10007316m.g
OG0006917	Sp1g03030	Thhalv10006614m.g, Thhalv10000396m.g
OG0006918	Sp1g02960	Thhalv10006848m.g
OG0006919	Sp1g02917	Thhalv10008519m.g
OG0006920	Sp1g02880	Thhalv10008462m.g
OG0006921	Sp1g02850	Thhalv10007051m.g
OG0006922	Sp1g02820	Thhalv10009926m.g
OG0006923	Sp1g02600	Thhalv10006913m.g
OG0006924	Sp1g02540	Thhalv10007802m.g
OG0006925	Sp1g02530	Thhalv10008491m.g
OG0006926	Sp1g02520	Thhalv10008277m.g
OG0006927	Sp1g02510	Thhalv10008901m.g
OG0006928	Sp1g02500	Thhalv10007577m.g
OG0006929	Sp1g05360	Thhalv10009355m.g
OG0006930	Sp1g00960	Thhalv10006538m.g
OG0006931	Sp1g00940	Thhalv10009432m.g
OG0006932	Sp1g00770	Thhalv10008079m.g
OG0006933	Sp1g00750	Thhalv10007848m.g
OG0006934	Sp1g00710	Thhalv10028601m.g, Thhalv10007431m.g
OG0006935	Sp1g00660, Sp1g00650	Thhalv10007636m.g
OG0006936	Sp1g00510	Thhalv10008789m.g
OG0006937	Sp1g00390	Thhalv10008053m.g
OG0006938	Sp1g00350	Thhalv10006753m.g
OG0006939	Sp1g00290	Thhalv10006989m.g
OG0006941	Sp1g00240	Thhalv10008083m.g
OG0006942	Sp1g00230	Thhalv10009084m.g
OG0006943	Sp1g00180	Thhalv10008523m.g, Thhalv10026057m.g
OG0006944	Sp1g00100	Thhalv10007383m.g
OG0006945	Sp1g00070	Thhalv10004433m.g
OG0006946	Sp5g19120	Thhalv10002490m.g
OG0006947	Sp5g19240	Thhalv10022464m.g
OG0006948	Sp5g19250	Thhalv10022469m.g
OG0006949	Sp5g02030	Thhalv10006311m.g
OG0006950	Sp1g17790	Thhalv10007988m.g
OG0006951	Sp1g17870	Thhalv10008464m.g
OG0006952	Sp1g17880	Thhalv10007122m.g
OG0006953	Sp1g17890	Thhalv10007849m.g, Thhalv10007776m.g
OG0006954	Sp1g17960	Thhalv10008566m.g
OG0006955	Sp1g17980	Thhalv10008163m.g
OG0006956	Sp1g18030	Thhalv10007329m.g
OG0006957	Sp1g18260	Thhalv10007203m.g
OG0006958	Sp1g18300	Thhalv10007704m.g
OG0006959	Sp1g18360	Thhalv10006790m.g
OG0006960	Sp1g18380	Thhalv10007011m.g
OG0006961	Sp1g18460	Thhalv10006674m.g
OG0006962	Sp1g18470	Thhalv10008759m.g
OG0006963	Sp1g18530	Thhalv10007995m.g
OG0006964	Sp1g18540	Thhalv10006916m.g
OG0006965	Sp1g18570	Thhalv10007660m.g
OG0006966	Sp1g18600	Thhalv10008220m.g
OG0006967	Sp1g18610	Thhalv10007750m.g
OG0006968	Sp1g18640	Thhalv10008253m.g
OG0006969	Sp1g18680	Thhalv10006656m.g
OG0006970	Sp1g18690	Thhalv10008443m.g
OG0006971	Sp1g18720	Thhalv10008568m.g
OG0006972	Sp1g18760	Thhalv10008611m.g
OG0006973	Sp1g18840	Thhalv10010018m.g
OG0006974	Sp1g18900	Thhalv10008558m.g
OG0006975	Sp1g18910	Thhalv10008571m.g
OG0006976	Sp1g18920	Thhalv10008107m.g
OG0006977	Sp1g18940	Thhalv10008635m.g
OG0006978	Sp1g18990	Thhalv10007142m.g
OG0006979	Sp1g37600	Thhalv10011195m.g
OG0006980	Sp1g37630	Thhalv10011243m.g
OG0006981	Sp1g37640	Thhalv10011819m.g
OG0006982	Sp1g37650	Thhalv10011488m.g
OG0006983	Sp1g37890	Thhalv10011463m.g
OG0006984	Sp7g25770	Thhalv10025423m.g
OG0006985	Sp7g25720	Thhalv10025816m.g
OG0006986	Sp7g25680	Thhalv10026171m.g
OG0006987	Sp7g11900, Sp7g25620	Thhalv10025473m.g
OG0006988	Sp7g25560	Thhalv10025651m.g
OG0006989	Sp7g25550	Thhalv10025109m.g
OG0006990	Sp7g25540	Thhalv10024236m.g
OG0006991	Sp7g25520	Thhalv10026470m.g
OG0006992	Sp7g25480	Thhalv10026112m.g
OG0006993	Sp7g25440	Thhalv10027051m.g
OG0006994	Sp7g25430	Thhalv10026036m.g
OG0006995	Sp7g25420	Thhalv10025300m.g
OG0006996	Sp7g25380	Thhalv10026392m.g
OG0006997	Sp7g25370	Thhalv10024285m.g
OG0006998	Sp7g25360	Thhalv10024656m.g
OG0006999	Sp7g25350	Thhalv10025818m.g
OG0007000	Sp7g25310	Thhalv10026547m.g
OG0007001	Sp7g25250	Thhalv10025957m.g
OG0007002	Sp7g25180	Thhalv10024696m.g
OG0007003	Sp7g25130	Thhalv10024503m.g
OG0007004	Sp7g24940	Thhalv10025144m.g, Thhalv10015348m.g
OG0007005	Sp7g24890	Thhalv10025360m.g
OG0007006	Sp7g24810	Thhalv10025206m.g
OG0007007	Sp7g24770	Thhalv10025598m.g
OG0007008	Sp7g24760	Thhalv10026197m.g
OG0007009	Sp7g24730	Thhalv10025139m.g
OG0007010	Sp7g24620	Thhalv10025172m.g
OG0007011	Sp7g24610	Thhalv10024810m.g
OG0007012	Sp7g24590	Thhalv10024474m.g
OG0007013	Sp7g24580	Thhalv10025213m.g
OG0007014	Sp7g24450	Thhalv10027581m.g
OG0007015	Sp7g24410	Thhalv10026168m.g
OG0007016	Sp7g24370	Thhalv10010857m.g, Thhalv10024990m.g
OG0007017	Sp7g24200	Thhalv10027427m.g
OG0007018	Sp7g24170	Thhalv10025461m.g
OG0007019	Sp7g24150	Thhalv10025915m.g
OG0007020	Sp7g24140	Thhalv10024746m.g
OG0007021	SpUn0235_0010	Thhalv10025419m.g
OG0007022	Sp7g24020, Sp4g09620	Thhalv10025017m.g
OG0007023	Sp7g24010	Thhalv10025322m.g
OG0007024	Sp7g23900	Thhalv10025428m.g
OG0007025	Sp7g23840	Thhalv10025909m.g
OG0007026	Sp7g23800	Thhalv10025307m.g
OG0007027	Sp7g23670	Thhalv10025035m.g
OG0007028	Sp7g23610	Thhalv10024860m.g
OG0007029	Sp7g23600	Thhalv10026122m.g
OG0007030	Sp7g23590	Thhalv10026022m.g
OG0007031	Sp7g23580	Thhalv10026280m.g
OG0007032	Sp7g23440	Thhalv10025434m.g
OG0007033	Sp7g23390	Thhalv10026111m.g
OG0007034	Sp7g23340	Thhalv10025390m.g
OG0007035	Sp7g23330	Thhalv10026551m.g
OG0007036	Sp7g23300	Thhalv10026032m.g
OG0007037	Sp7g23230	Thhalv10027016m.g
OG0007038	Sp7g23170	Thhalv10025619m.g
OG0007039	Sp7g23140	Thhalv10027215m.g
OG0007040	Sp7g23070	Thhalv10025970m.g, Thhalv10014437m.g
OG0007041	Sp7g23060	Thhalv10025780m.g
OG0007042	Sp7g23030	Thhalv10026410m.g
OG0007043	SpUn1647_0010	Thhalv10025565m.g
OG0007044	Sp7g23010	Thhalv10025975m.g
OG0007045	Sp7g22980	Thhalv10026428m.g
OG0007046	Sp7g22970	Thhalv10027160m.g
OG0007047	Sp5g18180, Sp7g22960	Thhalv10024553m.g
OG0007048	Sp7g22790	Thhalv10026103m.g
OG0007049	Sp7g22780	Thhalv10024556m.g
OG0007050	Sp7g22750	Thhalv10025809m.g
OG0007051	Sp7g22690	Thhalv10025089m.g
OG0007052	Sp7g22680	Thhalv10024557m.g
OG0007053	Sp7g22650	Thhalv10026163m.g
OG0007054	Sp7g22620	Thhalv10025973m.g
OG0007055	Sp7g22610	Thhalv10024695m.g
OG0007056	Sp7g22600	Thhalv10024255m.g
OG0007057	Sp7g22590	Thhalv10026080m.g
OG0007058	Sp7g22580	Thhalv10024336m.g
OG0007059	Sp7g22560	Thhalv10024307m.g
OG0007060	Sp7g22490	Thhalv10025760m.g
OG0007061	Sp7g22480	Thhalv10024594m.g
OG0007062	Sp7g22460	Thhalv10026224m.g
OG0007063	Sp7g22450	Thhalv10025795m.g
OG0007064	Sp7g22380	Thhalv10025204m.g
OG0007065	Sp7g22270	Thhalv10027403m.g
OG0007066	Sp7g22260	Thhalv10024416m.g
OG0007067	Sp7g22220	Thhalv10025630m.g
OG0007068	Sp7g22210	Thhalv10025430m.g
OG0007069	Sp7g22200	Thhalv10025425m.g
OG0007070	Sp7g22160	Thhalv10024414m.g
OG0007071	Sp7g22110	Thhalv10025371m.g
OG0007072	Sp7g22080	Thhalv10024600m.g
OG0007073	Sp7g22030	Thhalv10025581m.g
OG0007074	Sp7g22020	Thhalv10025670m.g
OG0007075	Sp7g21990	Thhalv10024328m.g
OG0007076	Sp7g21970	Thhalv10026391m.g
OG0007077	Sp7g21850	Thhalv10027518m.g
OG0007078	Sp7g21840	Thhalv10026982m.g
OG0007079	Sp7g21810	Thhalv10025382m.g
OG0007080	Sp7g21770	Thhalv10025724m.g
OG0007081	Sp7g21760	Thhalv10025168m.g
OG0007082	Sp7g21670	Thhalv10025817m.g
OG0007083	Sp7g21590	Thhalv10025345m.g
OG0007084	Sp7g21540	Thhalv10026041m.g
OG0007085	Sp7g21470	Thhalv10025799m.g
OG0007086	Sp7g21460	Thhalv10024271m.g
OG0007087	Sp7g21380	Thhalv10024902m.g
OG0007088	Sp7g21350	Thhalv10026387m.g
OG0007089	Sp7g21320	Thhalv10025936m.g
OG0007090	Sp7g21180	Thhalv10027137m.g, Thhalv10027372m.g
OG0007091	Sp7g21160	Thhalv10024916m.g
OG0007092	Sp7g21140	Thhalv10025012m.g
OG0007093	Sp7g21100	Thhalv10025623m.g
OG0007094	Sp7g20990	Thhalv10025991m.g
OG0007095	Sp7g20960	Thhalv10025739m.g
OG0007096	Sp7g20950	Thhalv10025559m.g
OG0007097	Sp7g20940	Thhalv10024955m.g
OG0007098	Sp7g20930	Thhalv10025848m.g
OG0007099	Sp7g20870	Thhalv10027105m.g
OG0007100	Sp7g20840	Thhalv10025199m.g
OG0007101	Sp7g29610	Thhalv10024103m.g
OG0007101	Sp1g37820	Thhalv10002581m.g, Thhalv10012107m.g
OG0007103	Sp7g20740	Thhalv10024592m.g
OG0007104	SpUn1040_0020	Thhalv10025586m.g
OG0007105	Sp6g05260, Sp7g20700	Thhalv10024914m.g
OG0007106	Sp7g20680, Sp7g20670	Thhalv10026519m.g
OG0007107	Sp7g20640	Thhalv10025482m.g
OG0007108	Sp7g20620	Thhalv10025220m.g
OG0007109	Sp7g20590	Thhalv10027572m.g
OG0007110	Sp7g20550	Thhalv10027584m.g
OG0007111	Sp7g20500	Thhalv10027004m.g
OG0007112	Sp7g20440	Thhalv10026905m.g
OG0007113	Sp7g20410	Thhalv10025202m.g
OG0007114	Sp7g20380	Thhalv10025624m.g
OG0007115	Sp7g20370	Thhalv10026221m.g
OG0007116	Sp7g20330	Thhalv10025698m.g
OG0007117	Sp7g20310	Thhalv10025821m.g
OG0007118	Sp7g20280	Thhalv10024563m.g
OG0007119	Sp7g20220	Thhalv10026864m.g
OG0007120	Sp7g20200	Thhalv10024862m.g
OG0007121	Sp7g20190	Thhalv10026223m.g
OG0007122	Sp7g20180	Thhalv10025134m.g
OG0007123	Sp7g20150	Thhalv10025680m.g
OG0007124	Sp7g20010	Thhalv10026480m.g
OG0007125	Sp7g19990	Thhalv10024235m.g
OG0007126	Sp7g19900	Thhalv10026499m.g
OG0007127	Sp7g19880	Thhalv10026538m.g
OG0007128	Sp7g19780	Thhalv10024324m.g
OG0007129	Sp7g19760	Thhalv10024772m.g
OG0007130	Sp7g19680	Thhalv10024526m.g
OG0007131	Sp7g19650	Thhalv10025046m.g
OG0007131	Sp7g19660	Thhalv10025052m.g
OG0007132	Sp7g19590	Thhalv10025469m.g
OG0007133	Sp7g19570	Thhalv10026468m.g
OG0007134	Sp7g19560	Thhalv10027571m.g
OG0007135	Sp7g19520	Thhalv10025357m.g
OG0007136	Sp7g19440	Thhalv10025498m.g
OG0007137	Sp7g19420	Thhalv10027186m.g
OG0007138	Sp7g19370	Thhalv10024394m.g
OG0007139	Sp7g19300	Thhalv10025354m.g
OG0007140	Sp7g19290	Thhalv10027367m.g
OG0007141	Sp7g19190	Thhalv10026571m.g
OG0007142	Sp7g19070	Thhalv10027342m.g
OG0007143	Sp7g19040	Thhalv10026322m.g
OG0007144	Sp7g19000	Thhalv10024326m.g, Thhalv10024347m.g
OG0007145	Sp7g18990	Thhalv10025164m.g
OG0007146	Sp7g18960	Thhalv10026120m.g
OG0007147	Sp7g18770	Thhalv10025893m.g
OG0007148	Sp7g18765	Thhalv10024338m.g
OG0007149	Sp7g18630	Thhalv10024310m.g
OG0007150	Sp7g18600	Thhalv10024965m.g
OG0007151	Sp7g18590	Thhalv10024247m.g
OG0007152	Sp7g18570	Thhalv10027256m.g
OG0007153	Sp7g18530	Thhalv10025370m.g, Thhalv10024702m.g
OG0007154	Sp7g18510	Thhalv10025078m.g
OG0007155	Sp7g18500	Thhalv10025062m.g
OG0007156	Sp7g18480	Thhalv10025454m.g
OG0007157	Sp7g18470	Thhalv10025547m.g
OG0007158	Sp7g18440	Thhalv10026093m.g
OG0007159	Sp7g18360	Thhalv10024879m.g
OG0007160	Sp7g18340	Thhalv10026213m.g
OG0007161	Sp7g18320	Thhalv10025464m.g
OG0007162	Sp7g18300	Thhalv10025664m.g
OG0007163	Sp7g18240	Thhalv10024888m.g
OG0007164	Sp7g18230	Thhalv10024752m.g
OG0007165	Sp7g18140, Sp7g18170	Thhalv10024849m.g
OG0007166	Sp7g18130	Thhalv10026258m.g
OG0007167	Sp7g18120	Thhalv10025776m.g
OG0007168	Sp7g18100	Thhalv10024300m.g
OG0007169	Sp7g18070	Thhalv10024780m.g
OG0007170	Sp7g18040	Thhalv10025385m.g
OG0007171	Sp7g18010	Thhalv10025996m.g
OG0007172	Sp7g17990	Thhalv10024528m.g
OG0007173	Sp7g17960	Thhalv10026808m.g
OG0007174	Sp7g17950	Thhalv10025059m.g
OG0007175	Sp7g17920	Thhalv10026367m.g
OG0007176	Sp7g17900	Thhalv10024821m.g
OG0007177	Sp7g17860	Thhalv10025127m.g
OG0007178	Sp7g17840	Thhalv10025843m.g
OG0007179	Sp7g17830, Sp2g10350	Thhalv10024555m.g
OG0007180	Sp7g17820	Thhalv10024718m.g
OG0007181	Sp7g17810	Thhalv10027028m.g
OG0007182	Sp7g17690	Thhalv10026338m.g
OG0007183	Sp7g17670	Thhalv10026567m.g
OG0007184	Sp7g17660	Thhalv10025157m.g
OG0007185	Sp7g17640	Thhalv10026371m.g, Thhalv10026357m.g
OG0007186	Sp7g17610	Thhalv10024971m.g
OG0007187	Sp7g17600	Thhalv10025918m.g
OG0007188	Sp7g17560	Thhalv10027385m.g
OG0007189	Sp7g17480	Thhalv10024314m.g
OG0007190	Sp7g17470	Thhalv10026824m.g
OG0007191	Sp7g15390	Thhalv10025107m.g
OG0007192	Sp7g15420	Thhalv10024197m.g
OG0007193	Sp7g15440	Thhalv10027050m.g
OG0007194	Sp7g15470	Thhalv10024648m.g
OG0007195	Sp7g15500	Thhalv10025410m.g
OG0007196	Sp7g15530	Thhalv10024499m.g
OG0007197	Sp7g15540	Thhalv10025291m.g
OG0007198	Sp7g15550	Thhalv10024567m.g
OG0007199	Sp7g15590	Thhalv10025077m.g
OG0007200	Sp7g15630	Thhalv10026632m.g
OG0007201	Sp7g15640	Thhalv10027014m.g
OG0007202	Sp7g15750	Thhalv10025369m.g
OG0007203	Sp7g15800	Thhalv10024846m.g
OG0007204	Sp7g15940	Thhalv10027030m.g
OG0007205	Sp7g15950	Thhalv10025806m.g
OG0007206	Sp7g15960	Thhalv10025197m.g
OG0007207	Sp7g16060	Thhalv10025992m.g
OG0007208	Sp7g16100	Thhalv10024919m.g
OG0007209	Sp7g16110	Thhalv10024638m.g
OG0007210	Sp3g27540	Thhalv10022637m.g
OG0007211	Sp3g27650	Thhalv10022988m.g
OG0007212	Sp3g28360	Thhalv10022715m.g
OG0007213	Sp3g28510	Thhalv10022867m.g
OG0007214	Sp3g28580	Thhalv10022577m.g
OG0007215	SpUn0368_0010	Thhalv10022724m.g
OG0007216	Sp3g28700	Thhalv10022739m.g, Thhalv10011661m.g
OG0007217	Sp3g28730	Thhalv10022776m.g
OG0007218	Sp3g28850	Thhalv10022881m.g
OG0007219	Sp3g28870	Thhalv10022864m.g
OG0007220	Sp3g29110, Sp3g29120	Thhalv10022753m.g
OG0007221	Sp3g29300	Thhalv10023200m.g
OG0007222	Sp3g19130, Sp4g16570	Thhalv10020934m.g, Thhalv10006371m.g, Thhalv10022141m.g
OG0007223	Sp3g29340	Thhalv10022794m.g
OG0007224	Sp3g29720	Thhalv10022552m.g
OG0007225	Sp3g29760	Thhalv10001877m.g, Thhalv10016136m.g
OG0007226	Sp3g30110	Thhalv10022323m.g, Thhalv10022525m.g
OG0007227	Sp3g29920	Thhalv10022725m.g
OG0007228	Sp3g30190	Thhalv10022620m.g
OG0007229	Sp3g30240	Thhalv10022689m.g
OG0007230	Sp3g30480	Thhalv10022542m.g
OG0007231	Sp3g30510	Thhalv10022621m.g
OG0007232	Sp3g30580	Thhalv10022893m.g
OG0007233	Sp3g30610	Thhalv10022738m.g
OG0007234	SpUn0338_0010	Thhalv10018186m.g
OG0007235	Sp5g21530	Thhalv10018927m.g
OG0007236	Sp5g21710	Thhalv10018801m.g
OG0007237	SpUn1100_0010	Thhalv10018817m.g
OG0007238	Sp5g21800	Thhalv10018224m.g
OG0007239	Sp7g03820, Sp5g21880	Thhalv10019248m.g
OG0007240	Sp5g21980	Thhalv10018132m.g
OG0007241	Sp5g22100	Thhalv10018757m.g
OG0007242	Sp5g22170	Thhalv10018034m.g
OG0007243	Sp5g22200	Thhalv10018457m.g
OG0007244	Sp5g22250	Thhalv10018053m.g
OG0007245	Sp5g22260	Thhalv10018528m.g
OG0007246	Sp5g22290	Thhalv10018922m.g
OG0007247	Sp5g22300	Thhalv10019308m.g
OG0007248	Sp5g22440	Thhalv10018729m.g
OG0007249	Sp5g22540	Thhalv10018154m.g
OG0007250	Sp5g22580	Thhalv10018091m.g
OG0007251	Sp5g22600	Thhalv10018174m.g
OG0007252	Sp5g22610	Thhalv10018804m.g
OG0007253	Sp5g22660	Thhalv10018787m.g
OG0007254	Sp5g22670	Thhalv10018246m.g
OG0007255	Sp5g22780	Thhalv10018362m.g
OG0007256	Sp5g22820	Thhalv10018964m.g
OG0007257	Sp5g22850	Thhalv10018280m.g
OG0007258	Sp5g22860	Thhalv10018653m.g
OG0007259	Sp5g22930	Thhalv10018283m.g
OG0007260	Sp5g22980	Thhalv10019008m.g
OG0007261	Sp5g22990	Thhalv10018723m.g
OG0007262	Sp5g23030	Thhalv10018534m.g
