Orthogroup	S_parvula	S_diversifolius
OG0006311	Sp2g30160	Sdiv_ptg000007l_2100-R
OG0006312	Sp2g30180	Sdiv_ptg000007l_2101-R, Sdiv_ptg000012l_0041-R
OG0006313	Sp2g30220	Sdiv_ptg000012l_0039-R
OG0006314	Sp4g12930	Sdiv_ptg000022l_0731-R, Sdiv_ptg000008l_0686-R
OG0006315	Sp4g12910	Sdiv_ptg000008l_0687-R, Sdiv_ptg000022l_0730-R
OG0006316	Sp4g12900	Sdiv_ptg000008l_0688-R
OG0006317	Sp4g12870	Sdiv_ptg000022l_0726-R, Sdiv_ptg000008l_0694-R
OG0006318	Sp6g37300, Sp4g12860	Sdiv_ptg000008l_0695-R
OG0006319	Sp4g12830	Sdiv_ptg000008l_0697-R, Sdiv_ptg000022l_0724-R
OG0006320	Sp4g12800	Sdiv_ptg000008l_0699-R, Sdiv_ptg000022l_0722-R
OG0006321	Sp4g12790	Sdiv_ptg000022l_0721-R, Sdiv_ptg000008l_0700-R
OG0006322	Sp4g13000	Sdiv_ptg000022l_0736-R, Sdiv_ptg000008l_0701-R
OG0006323	Sp4g13010	Sdiv_ptg000008l_0703-R, Sdiv_ptg000022l_0737-R
OG0006324	Sp4g13050	Sdiv_ptg000008l_0705-R, Sdiv_ptg000022l_0739-R
OG0006325	Sp4g13070	Sdiv_ptg000022l_0740-R, Sdiv_ptg000008l_0706-R
OG0006326	Sp4g13080	Sdiv_ptg000022l_0741-R, Sdiv_ptg000008l_0707-R
OG0006327	Sp4g13120	Sdiv_ptg000022l_0744-R, Sdiv_ptg000008l_0710-R
OG0006328	Sp4g13130	Sdiv_ptg000022l_0745-R, Sdiv_ptg000008l_0711-R
OG0006329	Sp4g13140	Sdiv_ptg000008l_0712-R, Sdiv_ptg000022l_0746-R
OG0006330	Sp4g13160	Sdiv_ptg000022l_0939-R, Sdiv_ptg000008l_0714-R
OG0006331	Sp4g13200	Sdiv_ptg000008l_0715-R, Sdiv_ptg000022l_0937-R
OG0006332	Sp4g13220	Sdiv_ptg000008l_0716-R, Sdiv_ptg000022l_0936-R
OG0006333	Sp4g13240	Sdiv_ptg000022l_0934-R
OG0006334	Sp4g13250	Sdiv_ptg000008l_0718-R, Sdiv_ptg000022l_0933-R
OG0006335	Sp4g13390	Sdiv_ptg000008l_0726-R, Sdiv_ptg000022l_0919-R
OG0006336	Sp4g13400	Sdiv_ptg000022l_0918-R, Sdiv_ptg000008l_0727-R
OG0006338	Sp4g13450	Sdiv_ptg000008l_0731-R, Sdiv_ptg000022l_0914-R
OG0006339	Sp4g13480	Sdiv_ptg000008l_0735-R, Sdiv_ptg000022l_0911-R
OG0006340	Sp4g13510	Sdiv_ptg000022l_0909-R
OG0006341	Sp4g13590	Sdiv_ptg000022l_0905-R, Sdiv_ptg000008l_0742-R
OG0006342	Sp4g13600	Sdiv_ptg000022l_0903-R, Sdiv_ptg000008l_0743-R
OG0006343	Sp4g13630	Sdiv_ptg000008l_0745-R, Sdiv_ptg000022l_0899-R
OG0006344	Sp4g13640	Sdiv_ptg000022l_0898-R, Sdiv_ptg000008l_0746-R
OG0006345	Sp4g13650	Sdiv_ptg000008l_0747-R, Sdiv_ptg000022l_0897-R
OG0006346	Sp4g13670	Sdiv_ptg000008l_0749-R, Sdiv_ptg000022l_0895-R
OG0006347	Sp4g13710	Sdiv_ptg000022l_0890-R, Sdiv_ptg000008l_0753-R
OG0006348	Sp4g13750	Sdiv_ptg000022l_0888-R, Sdiv_ptg000008l_0755-R
OG0006349	Sp4g13760	Sdiv_ptg000022l_0887-R, Sdiv_ptg000008l_0756-R
OG0006350	Sp4g13810	Sdiv_ptg000022l_0884-R, Sdiv_ptg000008l_0759-R
OG0006351	Sp4g13840	Sdiv_ptg000022l_0881-R, Sdiv_ptg000008l_0761-R
OG0006352	Sp4g13850	Sdiv_ptg000022l_0880-R, Sdiv_ptg000008l_0762-R
OG0006353	Sp4g13860	Sdiv_ptg000022l_0879-R, Sdiv_ptg000008l_0763-R
OG0006354	Sp4g13960	Sdiv_ptg000022l_0870-R, Sdiv_ptg000008l_0770-R
OG0006355	Sp4g14020	Sdiv_ptg000022l_0866-R
OG0006356	Sp4g14000	Sdiv_ptg000022l_0863-R
OG0006357	Sp4g14050	Sdiv_ptg000022l_0861-R, Sdiv_ptg000008l_0780-R
OG0006358	Sp4g14060	Sdiv_ptg000022l_0860-R, Sdiv_ptg000008l_0781-R
OG0006359	Sp1g13000	Sdiv_ptg000022l_0858-R, Sdiv_ptg000008l_0783-R
OG0006360	Sp4g14140	Sdiv_ptg000022l_0854-R, Sdiv_ptg000008l_0789-R
OG0006361	Sp4g14120	Sdiv_ptg000022l_0852-R, Sdiv_ptg000008l_0791-R
OG0006362	Sp4g14110	Sdiv_ptg000022l_0851-R, Sdiv_ptg000008l_0792-R
OG0006363	Sp4g14360	Sdiv_ptg000008l_0800-R, Sdiv_ptg000022l_0791-R
OG0006364	Sp4g14380	Sdiv_ptg000022l_0792-R, Sdiv_ptg000008l_0802-R
OG0006365	Sp4g14430, Sp4g14440	Sdiv_ptg000022l_0796-R
OG0006366	Sp4g14590	Sdiv_ptg000022l_0836-R, Sdiv_ptg000008l_0811-R
OG0006367	Sp4g14640	Sdiv_ptg000022l_0834-R, Sdiv_ptg000008l_0814-R
OG0006368	Sp4g14660, Sp4g11980	Sdiv_ptg000022l_0832-R
OG0006369	Sp4g14670	Sdiv_ptg000022l_0831-R
OG0006370	Sp4g14680, Sp3g25340	Sdiv_ptg000022l_0830-R
OG0006371	Sp4g14920	Sdiv_ptg000008l_0835-R, Sdiv_ptg000022l_0809-R
OG0006372	Sp4g14960	Sdiv_ptg000022l_0805-R, Sdiv_ptg000022l_0838-R
OG0006373	Sp4g14970	Sdiv_ptg000022l_0841-R, Sdiv_ptg000008l_0838-R
OG0006374	Sp4g15230	Sdiv_ptg000022l_0779-R, Sdiv_ptg000008l_0849-R
OG0006375	Sp4g15270	Sdiv_ptg000008l_0851-R, Sdiv_ptg000022l_0778-R
OG0006376	Sp4g15290	Sdiv_ptg000022l_0776-R, Sdiv_ptg000008l_0853-R
OG0006378	Sp4g15430	Sdiv_ptg000008l_0861-R
OG0006379	Sp4g15470	Sdiv_ptg000022l_0758-R, Sdiv_ptg000008l_0864-R
OG0006380	Sp4g15500	Sdiv_ptg000008l_0867-R, Sdiv_ptg000022l_0756-R
OG0006381	Sp4g15510	Sdiv_ptg000008l_0869-R
OG0006382	Sp4g15550	Sdiv_ptg000008l_0872-R
OG0006383	Sp4g15620	Sdiv_ptg000022l_0941-R, Sdiv_ptg000008l_0876-R
OG0006384	Sp4g17310, SpUn0157_0020, SpUn0026_0010	Sdiv_ptg000008l_1005-R
OG0006385	Sp7g34510	Sdiv_ptg000005l_1858-R, Sdiv_ptg000004l_2172-R
OG0006386	Sp7g34490	Sdiv_ptg000005l_1856-R, Sdiv_ptg000004l_2170-R
OG0006387	Sp7g34480	Sdiv_ptg000004l_2169-R, Sdiv_ptg000005l_1855-R
OG0006388	Sp7g34450	Sdiv_ptg000004l_2167-R, Sdiv_ptg000005l_1852-R
OG0006389	Sp7g34440	Sdiv_ptg000004l_2165-R, Sdiv_ptg000005l_1851-R
OG0006390	Sp7g34400	Sdiv_ptg000005l_1848-R, Sdiv_ptg000004l_2162-R
OG0006391	Sp7g34390	Sdiv_ptg000005l_1847-R, Sdiv_ptg000004l_2161-R
OG0006392	Sp7g34380	Sdiv_ptg000005l_1846-R, Sdiv_ptg000004l_2160-R
OG0006393	Sp7g34350	Sdiv_ptg000004l_2159-R
OG0006394	Sp7g34330	Sdiv_ptg000004l_2158-R, Sdiv_ptg000005l_1843-R
OG0006395	Sp7g34300	Sdiv_ptg000004l_2155-R, Sdiv_ptg000005l_1839-R
OG0006396	Sp7g34290	Sdiv_ptg000005l_1838-R, Sdiv_ptg000004l_2154-R
OG0006397	Sp7g34280	Sdiv_ptg000004l_2153-R
OG0006398	Sp7g34270	Sdiv_ptg000004l_2152-R
OG0006399	Sp7g34200	Sdiv_ptg000004l_2149-R, Sdiv_ptg000005l_1830-R
OG0006400	Sp7g34190	Sdiv_ptg000005l_1829-R, Sdiv_ptg000004l_2148-R
OG0006401	Sp7g34170	Sdiv_ptg000004l_2146-R, Sdiv_ptg000005l_1827-R
OG0006402	Sp7g34120, Sp3g31610	Sdiv_ptg000005l_1823-R
OG0006403	Sp7g34080	Sdiv_ptg000005l_1819-R, Sdiv_ptg000004l_2139-R
OG0006404	Sp7g34040	Sdiv_ptg000005l_1817-R, Sdiv_ptg000004l_2136-R
OG0006405	Sp7g34030	Sdiv_ptg000005l_1816-R, Sdiv_ptg000004l_2135-R
OG0006406	Sp7g34010	Sdiv_ptg000004l_2134-R, Sdiv_ptg000005l_1814-R
OG0006407	Sp7g34000	Sdiv_ptg000005l_1813-R, Sdiv_ptg000004l_2133-R
OG0006408	Sp7g33980	Sdiv_ptg000004l_2131-R, Sdiv_ptg000005l_1811-R
OG0006409	Sp7g33930	Sdiv_ptg000005l_1807-R, Sdiv_ptg000004l_2127-R
OG0006410	Sp7g33920	Sdiv_ptg000005l_1806-R, Sdiv_ptg000004l_2126-R
OG0006411	Sp7g33900	Sdiv_ptg000005l_1804-R, Sdiv_ptg000004l_2124-R
OG0006412	Sp7g33790	Sdiv_ptg000004l_2115-R, Sdiv_ptg000005l_1796-R
OG0006414	Sp7g33670	Sdiv_ptg000004l_2108-R, Sdiv_ptg000005l_1787-R
OG0006415	Sp7g33660	Sdiv_ptg000004l_2107-R, Sdiv_ptg000005l_1786-R
OG0006416	Sp7g33480	Sdiv_ptg000004l_2082-R, Sdiv_ptg000005l_1774-R
OG0006417	Sp7g33470	Sdiv_ptg000005l_1773-R, Sdiv_ptg000004l_2083-R
OG0006418	Sp7g33390	Sdiv_ptg000005l_1771-R, Sdiv_ptg000004l_2087-R
OG0006419	Sp7g33350	Sdiv_ptg000005l_1770-R, Sdiv_ptg000004l_2090-R
OG0006420	Sp7g33260	Sdiv_ptg000005l_1764-R, Sdiv_ptg000004l_2078-R
OG0006421	Sp7g33170	Sdiv_ptg000004l_2071-R, Sdiv_ptg000005l_1759-R
OG0006422	Sp7g33130	Sdiv_ptg000005l_1756-R
OG0006423	Sp7g33100	Sdiv_ptg000004l_2066-R, Sdiv_ptg000005l_1754-R
OG0006424	Sp7g33070	Sdiv_ptg000005l_1752-R, Sdiv_ptg000004l_2065-R
OG0006425	Sp7g33010	Sdiv_ptg000004l_2060-R, Sdiv_ptg000005l_1747-R
OG0006426	Sp7g32950	Sdiv_ptg000005l_1744-R, Sdiv_ptg000004l_2057-R
OG0006427	Sp7g32880	Sdiv_ptg000005l_1743-R, Sdiv_ptg000004l_2052-R
OG0006428	Sp7g32870	Sdiv_ptg000005l_1742-R, Sdiv_ptg000004l_2051-R
OG0006429	Sp7g32850	Sdiv_ptg000005l_1738-R, Sdiv_ptg000004l_2048-R
OG0006430	Sp7g32840	Sdiv_ptg000004l_2047-R, Sdiv_ptg000005l_1737-R
OG0006431	Sp7g32830	Sdiv_ptg000005l_1735-R, Sdiv_ptg000004l_2046-R
OG0006432	Sp7g32810	Sdiv_ptg000004l_2045-R, Sdiv_ptg000005l_1733-R
OG0006433	Sp7g32750	Sdiv_ptg000004l_2040-R, Sdiv_ptg000005l_1730-R
OG0006434	Sp7g32730	Sdiv_ptg000005l_1728-R, Sdiv_ptg000004l_2039-R
OG0006436	Sp7g32660	Sdiv_ptg000005l_1724-R
OG0006437	Sp7g32620	Sdiv_ptg000005l_1721-R, Sdiv_ptg000004l_2031-R
OG0006438	Sp7g32590	Sdiv_ptg000004l_2029-R, Sdiv_ptg000005l_1720-R
OG0006439	Sp7g32580	Sdiv_ptg000005l_1718-R, Sdiv_ptg000004l_2028-R
OG0006440	Sp7g32510	Sdiv_ptg000005l_1713-R, Sdiv_ptg000004l_2025-R
OG0006441	Sp7g32480	Sdiv_ptg000005l_1710-R
OG0006442	Sp3g29730, Sp7g32420	Sdiv_ptg000005l_1704-R
OG0006444	Sp7g32370	Sdiv_ptg000005l_1700-R, Sdiv_ptg000004l_2012-R
OG0006445	Sp7g32290	Sdiv_ptg000005l_1696-R, Sdiv_ptg000004l_2006-R
OG0006446	Sp7g32280	Sdiv_ptg000005l_1695-R, Sdiv_ptg000004l_2005-R
OG0006447	Sp7g32200	Sdiv_ptg000005l_1689-R, Sdiv_ptg000004l_2001-R
OG0006448	Sp7g32150	Sdiv_ptg000004l_1998-R, Sdiv_ptg000005l_1686-R
OG0006449	Sp7g32140	Sdiv_ptg000004l_1997-R, Sdiv_ptg000005l_1685-R
OG0006450	Sp7g32120	Sdiv_ptg000005l_1683-R, Sdiv_ptg000004l_1995-R
OG0006451	Sp7g32040	Sdiv_ptg000004l_1990-R, Sdiv_ptg000005l_1677-R
OG0006452	Sp7g32000	Sdiv_ptg000004l_1986-R, Sdiv_ptg000005l_1676-R
OG0006453	Sp7g31960	Sdiv_ptg000005l_1670-R, Sdiv_ptg000004l_1981-R
OG0006454	Sp7g31930	Sdiv_ptg000004l_1979-R, Sdiv_ptg000005l_1668-R
OG0006455	Sp7g31920	Sdiv_ptg000005l_1667-R, Sdiv_ptg000004l_1978-R
OG0006456	Sp7g31900	Sdiv_ptg000005l_1666-R
OG0006457	Sp1g37660, Sp7g31780	Sdiv_ptg000004l_1968-R
OG0006458	Sp7g31760	Sdiv_ptg000004l_1967-R, Sdiv_ptg000005l_1658-R
OG0006459	Sp7g31690	Sdiv_ptg000004l_1964-R, Sdiv_ptg000005l_1655-R
OG0006460	Sp7g31640	Sdiv_ptg000004l_1961-R, Sdiv_ptg000005l_1651-R
OG0006461	Sp7g31620	Sdiv_ptg000004l_1958-R, Sdiv_ptg000005l_1649-R
OG0006462	Sp7g31510	Sdiv_ptg000004l_1953-R, Sdiv_ptg000005l_1643-R
OG0006463	Sp7g31490	Sdiv_ptg000005l_1641-R, Sdiv_ptg000004l_1951-R
OG0006465	Sp7g31390	Sdiv_ptg000005l_1637-R, Sdiv_ptg000004l_1946-R
OG0006466	Sp7g31380	Sdiv_ptg000005l_1636-R
OG0006467	Sp7g31370	Sdiv_ptg000005l_1635-R
OG0006468	Sp7g31350	Sdiv_ptg000004l_1942-R
OG0006470	Sp7g31270	Sdiv_ptg000005l_1630-R, Sdiv_ptg000004l_1938-R
OG0006471	Sp7g31260	Sdiv_ptg000004l_1937-R, Sdiv_ptg000005l_1629-R
OG0006472	Sp7g31250	Sdiv_ptg000005l_1628-R, Sdiv_ptg000004l_1936-R
OG0006473	Sp7g31220	Sdiv_ptg000004l_1930-R, Sdiv_ptg000005l_1625-R
OG0006474	Sp7g31170	Sdiv_ptg000004l_1929-R, Sdiv_ptg000005l_1623-R
OG0006475	Sp7g31160	Sdiv_ptg000004l_1928-R, Sdiv_ptg000005l_1622-R
OG0006476	Sp7g31130	Sdiv_ptg000005l_1620-R
OG0006477	Sp7g31110	Sdiv_ptg000005l_1618-R, Sdiv_ptg000004l_1922-R
OG0006478	Sp7g31000	Sdiv_ptg000005l_1610-R, Sdiv_ptg000004l_1915-R
OG0006479	Sp7g30990	Sdiv_ptg000004l_1914-R, Sdiv_ptg000005l_1634-R
OG0006480	Sp7g30950	Sdiv_ptg000005l_1608-R, Sdiv_ptg000004l_1912-R
OG0006481	Sp7g30910	Sdiv_ptg000004l_1909-R, Sdiv_ptg000005l_1606-R
OG0006482	Sp7g30880	Sdiv_ptg000004l_1908-R, Sdiv_ptg000005l_1604-R
OG0006483	Sp7g30870	Sdiv_ptg000004l_1907-R
OG0006484	Sp7g30830	Sdiv_ptg000005l_1599-R, Sdiv_ptg000004l_1904-R
OG0006485	Sp7g30820	Sdiv_ptg000005l_1598-R, Sdiv_ptg000004l_1903-R
OG0006486	Sp7g30780	Sdiv_ptg000004l_1899-R, Sdiv_ptg000005l_1594-R
OG0006487	Sp7g30740	Sdiv_ptg000005l_1591-R, Sdiv_ptg000004l_1894-R
OG0006488	Sp7g30710	Sdiv_ptg000004l_1892-R, Sdiv_ptg000005l_1588-R
OG0006489	Sp7g30660	Sdiv_ptg000005l_1586-R, Sdiv_ptg000004l_1887-R
OG0006490	Sp7g30650	Sdiv_ptg000005l_1585-R
OG0006491	Sp7g30530	Sdiv_ptg000005l_1575-R, Sdiv_ptg000004l_1877-R
OG0006492	Sp7g30510	Sdiv_ptg000005l_1573-R, Sdiv_ptg000004l_1875-R
OG0006493	Sp7g30500	Sdiv_ptg000005l_1572-R, Sdiv_ptg000004l_1874-R
OG0006494	Sp7g30490	Sdiv_ptg000004l_1873-R, Sdiv_ptg000005l_1571-R
OG0006495	Sp7g30440	Sdiv_ptg000004l_1868-R, Sdiv_ptg000005l_1570-R
OG0006496	Sp7g30390	Sdiv_ptg000004l_1863-R, Sdiv_ptg000005l_1566-R
OG0006497	Sp7g30330	Sdiv_ptg000005l_1560-R, Sdiv_ptg000004l_1857-R
OG0006498	Sp7g30320	Sdiv_ptg000004l_1856-R, Sdiv_ptg000005l_1559-R
OG0006499	Sp7g30290	Sdiv_ptg000004l_1852-R
OG0006500	Sp7g30230	Sdiv_ptg000004l_1848-R, Sdiv_ptg000005l_1553-R
OG0006501	Sp7g30220	Sdiv_ptg000005l_1552-R
OG0006502	Sp7g30090	Sdiv_ptg000005l_1547-R, Sdiv_ptg000004l_1839-R
OG0006503	Sp7g30060	Sdiv_ptg000004l_1838-R, Sdiv_ptg000005l_1543-R
OG0006504	Sp7g30000	Sdiv_ptg000004l_1831-R, Sdiv_ptg000005l_1538-R
OG0006505	Sp7g29990	Sdiv_ptg000004l_1830-R, Sdiv_ptg000005l_1537-R
OG0006506	Sp7g29970	Sdiv_ptg000004l_1828-R, Sdiv_ptg000005l_1535-R
OG0006507	Sp7g29950	Sdiv_ptg000004l_1827-R, Sdiv_ptg000005l_1534-R
OG0006509	Sp7g29870	Sdiv_ptg000004l_1822-R, Sdiv_ptg000005l_1531-R
OG0006510	Sp7g29830	Sdiv_ptg000004l_1820-R, Sdiv_ptg000005l_1527-R
OG0006511	Sp7g29820	Sdiv_ptg000004l_1819-R, Sdiv_ptg000005l_1526-R
OG0006512	Sp7g29810	Sdiv_ptg000005l_1525-R, Sdiv_ptg000004l_1817-R
OG0006513	Sp7g29740	Sdiv_ptg000005l_1519-R, Sdiv_ptg000004l_1813-R
OG0006514	Sp7g29730	Sdiv_ptg000005l_1518-R, Sdiv_ptg000004l_1812-R
OG0006515	Sp7g29700	Sdiv_ptg000005l_1516-R, Sdiv_ptg000004l_1808-R
OG0006516	Sp7g29650	Sdiv_ptg000004l_1804-R, Sdiv_ptg000005l_1513-R
OG0006517	Sp7g29590	Sdiv_ptg000004l_1798-R, Sdiv_ptg000005l_1511-R
OG0006518	Sp7g29480	Sdiv_ptg000004l_1790-R, Sdiv_ptg000005l_1502-R
OG0006519	Sp7g29400	Sdiv_ptg000005l_1498-R, Sdiv_ptg000004l_1787-R
OG0006520	Sp7g29370	Sdiv_ptg000005l_1495-R, Sdiv_ptg000004l_1784-R
OG0006521	Sp2g05430	Sdiv_ptg000007l_0334-R, Sdiv_ptg000012l_2007-R
OG0006522	Sp2g05460	Sdiv_ptg000012l_2006-R, Sdiv_ptg000007l_0336-R
OG0006524	Sp2g05610	Sdiv_ptg000012l_1999-R
OG0006525	Sp7g20030	Sdiv_ptg000004l_1107-R
OG0006526	Sp2g05690	Sdiv_ptg000007l_0345-R
OG0006527	Sp2g05710	Sdiv_ptg000012l_1994-R
OG0006528	Sp2g05840	Sdiv_ptg000012l_1988-R, Sdiv_ptg000007l_0351-R
OG0006529	SpUn0028_0030, Sp2g05910	Sdiv_ptg000012l_1986-R
OG0006530	SpUn0028_0010, Sp2g05930	Sdiv_ptg000012l_1984-R
OG0006531	Sp2g06010	Sdiv_ptg000012l_1979-R, Sdiv_ptg000007l_0360-R
OG0006532	SpUn0494_0010, Sp2g06050	Sdiv_ptg000007l_0364-R, Sdiv_ptg000012l_1977-R
OG0006533	Sp3g02900	Sdiv_ptg000001l_2092-R
OG0006534	Sp2g00600	Sdiv_ptg000007l_0042-R
OG0006535	Sp2g01430	Sdiv_ptg000012l_2266-R
OG0006536	Sp2g06270	Sdiv_ptg000012l_1962-R
OG0006537	Sp2g06450	Sdiv_ptg000012l_1956-R, Sdiv_ptg000007l_0374-R
OG0006538	Sp2g06560	Sdiv_ptg000007l_0381-R, Sdiv_ptg000012l_1951-R
OG0006539	Sp2g06610	Sdiv_ptg000007l_0383-R, Sdiv_ptg000012l_1950-R
OG0006540	Sp2g06750	Sdiv_ptg000007l_0389-R, Sdiv_ptg000012l_1941-R
OG0006541	SpUn0004_0260	Sdiv_ptg000012l_1939-R, Sdiv_ptg000007l_0391-R
OG0006542	SpUn0004_0090	Sdiv_ptg000012l_1936-R
OG0006543	SpUn0002_0710	Sdiv_ptg000012l_1930-R, Sdiv_ptg000007l_0406-R
OG0006544	SpUn0002_0650	Sdiv_ptg000007l_0409-R
OG0006545	Sp1g07580	Sdiv_ptg000012l_1922-R
OG0006547	SpUn0002_0460	Sdiv_ptg000012l_1918-R, Sdiv_ptg000004l_0565-R
OG0006548	SpUN0002_0210	Sdiv_ptg000007l_0421-R
OG0006549	SpUn0002_0170	Sdiv_ptg000012l_1785-R, Sdiv_ptg000007l_0429-R
OG0006550	SpUN0002_0110	Sdiv_ptg000007l_0430-R
OG0006551	SpUn0001_0040	Sdiv_ptg000007l_0438-R, Sdiv_ptg000012l_1800-R
OG0006553	SpUn0001_0150	Sdiv_ptg000007l_0502-R, Sdiv_ptg000012l_1803-R
OG0006555	Sp7g08620	Sdiv_ptg000007l_0471-R
OG0006557	Sp7g09140	Sdiv_ptg000005l_0114-R, Sdiv_ptg000004l_0392-R
OG0006558	Sp7g07260	Sdiv_ptg000004l_0363-R, Sdiv_ptg000005l_0091-R
OG0006559	Sp7g09420	Sdiv_ptg000005l_0121-R, Sdiv_ptg000004l_0401-R
OG0006560	Sp7g10120	Sdiv_ptg000004l_0415-R, Sdiv_ptg000005l_0146-R
OG0006561	Sp2g14410	Sdiv_ptg000012l_1228-R, Sdiv_ptg000007l_1004-R
OG0006562	Sp2g14500	Sdiv_ptg000007l_1012-R, Sdiv_ptg000012l_1221-R
OG0006563	Sp2g14520	Sdiv_ptg000007l_1014-R, Sdiv_ptg000012l_1219-R
OG0006564	Sp2g14550	Sdiv_ptg000012l_1218-R, Sdiv_ptg000007l_1016-R
OG0006565	Sp2g14630	Sdiv_ptg000012l_1211-R, Sdiv_ptg000007l_1020-R
OG0006566	Sp2g14640	Sdiv_ptg000007l_1021-R, Sdiv_ptg000012l_1210-R
OG0006567	Sp2g14730	Sdiv_ptg000012l_1205-R, Sdiv_ptg000007l_1026-R
OG0006568	Sp2g14920	Sdiv_ptg000012l_1195-R, Sdiv_ptg000007l_1035-R
OG0006569	Sp2g14970	Sdiv_ptg000012l_1191-R, Sdiv_ptg000007l_1039-R
OG0006572	Sp2g23080	Sdiv_ptg000012l_0585-R
OG0006573	Sp2g23320	Sdiv_ptg000007l_1631-R
OG0006574	Sp2g24660	Sdiv_ptg000007l_1734-R
OG0006575	Sp7g06780	Sdiv_ptg000004l_0334-R, Sdiv_ptg000005l_0068-R
OG0006576	Sp7g06720	Sdiv_ptg000004l_0333-R, Sdiv_ptg000005l_0067-R
OG0006577	Sp7g06710	Sdiv_ptg000005l_0066-R, Sdiv_ptg000004l_0332-R
OG0006578	Sp7g06640	Sdiv_ptg000004l_0331-R, Sdiv_ptg000005l_0065-R
OG0006579	Sp7g06630	Sdiv_ptg000004l_0330-R, Sdiv_ptg000005l_0064-R
OG0006580	Sp7g06520	Sdiv_ptg000004l_0324-R, Sdiv_ptg000005l_0061-R
OG0006582	Sp7g06350	Sdiv_ptg000005l_0059-R, Sdiv_ptg000004l_0320-R
OG0006583	Sp7g06250	Sdiv_ptg000005l_0054-R, Sdiv_ptg000004l_0309-R
OG0006584	Sp7g06200	Sdiv_ptg000004l_0311-R, Sdiv_ptg000005l_0053-R
OG0006585	Sp7g06150	Sdiv_ptg000004l_0312-R, Sdiv_ptg000005l_0052-R
OG0006586	Sp4g11950	Sdiv_ptg000008l_0615-R, Sdiv_ptg000022l_0647-R
OG0006587	Sp4g11890	Sdiv_ptg000022l_0643-R, Sdiv_ptg000008l_0611-R
OG0006588	Sp4g11860	Sdiv_ptg000008l_0608-R, Sdiv_ptg000022l_0640-R
OG0006589	Sp4g11830	Sdiv_ptg000022l_0639-R, Sdiv_ptg000008l_0606-R
OG0006590	Sp3g23390	Sdiv_ptg000013l_0495-R, Sdiv_ptg000001l_0527-R
OG0006591	Sp3g23420	Sdiv_ptg000001l_0525-R, Sdiv_ptg000013l_0493-R
OG0006593	Sp3g23560	Sdiv_ptg000001l_0518-R, Sdiv_ptg000013l_0484-R
OG0006594	Sp3g23610	Sdiv_ptg000001l_0516-R, Sdiv_ptg000013l_0481-R
OG0006595	Sp3g23690, SpUn0142_0010	Sdiv_ptg000001l_0515-R
OG0006596	Sp3g24070	Sdiv_ptg000013l_0475-R, Sdiv_ptg000001l_0507-R
OG0006597	Sp3g28620	Sdiv_ptg000013l_0333-R
OG0006598	Sp7g14880	Sdiv_ptg000005l_0404-R, Sdiv_ptg000004l_0708-R
OG0006599	Sp7g14890	Sdiv_ptg000004l_0709-R, Sdiv_ptg000005l_0405-R
OG0006600	Sp7g14910	Sdiv_ptg000004l_0711-R, Sdiv_ptg000005l_0407-R
OG0006601	Sp7g14930	Sdiv_ptg000005l_0408-R, Sdiv_ptg000004l_0712-R
OG0006602	Sp7g14960	Sdiv_ptg000005l_0410-R, Sdiv_ptg000004l_0715-R
OG0006603	Sp7g15000	Sdiv_ptg000005l_0414-R, Sdiv_ptg000004l_0717-R
OG0006604	Sp6g10380	Sdiv_ptg000008l_0404-R, Sdiv_ptg000022l_0412-R
OG0006605	Sp7g08300	Sdiv_ptg000012l_1873-R
OG0006606	Sp7g08290	Sdiv_ptg000012l_1872-R, Sdiv_ptg000007l_0462-R
OG0006608	Sp7g08260	Sdiv_ptg000012l_1860-R, Sdiv_ptg000007l_0459-R
OG0006609	Sp7g08250	Sdiv_ptg000007l_0458-R, Sdiv_ptg000012l_1861-R
OG0006610	Sp7g08050	Sdiv_ptg000012l_1870-R, Sdiv_ptg000007l_0454-R
OG0006611	Sp7g08030	Sdiv_ptg000007l_0453-R, Sdiv_ptg000012l_1869-R
OG0006612	Sp2g05410	Sdiv_ptg000012l_2012-R
OG0006613	Sp2g05390	Sdiv_ptg000007l_0328-R, Sdiv_ptg000012l_2011-R
OG0006614	Sp2g05370	Sdiv_ptg000012l_2010-R, Sdiv_ptg000007l_0327-R
OG0006615	Sp2g05250	Sdiv_ptg000012l_2025-R, Sdiv_ptg000007l_0321-R
OG0006616	Sp2g05110	Sdiv_ptg000007l_0313-R, Sdiv_ptg000012l_2045-R
OG0006617	Sp2g05100	Sdiv_ptg000012l_2047-R
OG0006618	Sp2g05030	Sdiv_ptg000007l_0309-R, Sdiv_ptg000012l_2050-R
OG0006619	Sp2g04900	Sdiv_ptg000012l_2056-R, Sdiv_ptg000007l_0301-R
OG0006620	Sp4g23980	Sdiv_ptg000012l_2061-R
OG0006621	Sp2g04820	Sdiv_ptg000012l_2062-R
OG0006622	Sp2g04800	Sdiv_ptg000012l_2063-R, Sdiv_ptg000007l_0294-R
OG0006623	Sp2g04720	Sdiv_ptg000007l_0286-R, Sdiv_ptg000012l_2072-R
OG0006624	Sp2g04710	Sdiv_ptg000012l_2073-R, Sdiv_ptg000007l_0284-R
OG0006625	Sp2g04680	Sdiv_ptg000012l_2076-R, Sdiv_ptg000007l_0282-R
OG0006626	Sp2g04610	Sdiv_ptg000012l_2081-R, Sdiv_ptg000007l_0279-R
