#FamilyID	pvalue	Significant at 0.05
OG0015291	0.922	n
OG0015292	0.953	n
OG0015293	0.939	n
OG0015294	0.871	n
OG0015295	0.8	n
OG0015296	0.761	n
OG0015297	0.967	n
OG0015298	0.811	n
OG0015299	0.951	n
OG0015300	0.973	n
OG0015301	0.901	n
OG0015302	0.901	n
OG0015303	0.971	n
OG0015304	0.871	n
OG0015305	0.943	n
OG0015306	0.971	n
OG0015307	0.922	n
OG0015309	0.973	n
OG0015310	0.871	n
OG0015311	0.922	n
OG0015312	0.922	n
OG0015313	0.953	n
OG0015315	0.967	n
OG0015316	0.871	n
OG0015319	0.967	n
OG0015320	0.967	n
OG0015321	0.971	n
OG0015322	0.922	n
OG0015323	0.871	n
OG0015324	0.922	n
OG0015325	0.953	n
OG0015326	0.967	n
OG0015327	0.956	n
OG0015328	0.962	n
OG0015329	0.953	n
OG0015330	0.977	n
OG0015331	0.922	n
OG0015332	0.98	n
OG0015333	0.967	n
OG0015335	0.952	n
OG0015336	0.973	n
OG0015337	0.838	n
OG0015338	0.971	n
OG0015340	0.795	n
OG0015342	0.795	n
OG0015343	0.94	n
OG0015345	0.932	n
OG0015346	0.922	n
OG0015347	0.967	n
OG0015348	0.943	n
OG0015349	0.891	n
OG0015350	0.761	n
OG0015351	0.752	n
OG0015352	0.967	n
OG0015354	0.823	n
OG0015356	0.967	n
OG0015357	0.977	n
OG0015358	0.967	n
OG0015359	0.922	n
OG0015360	0.967	n
OG0015361	0.863	n
OG0015362	0.871	n
OG0015363	0.956	n
OG0015364	0.895	n
OG0015365	0.871	n
OG0015369	0.967	n
OG0015371	0.971	n
OG0015373	0.891	n
OG0015375	0.871	n
OG0015376	0.975	n
OG0015377	0.967	n
OG0015378	0.971	n
OG0015380	0.85	n
OG0015381	0.956	n
OG0015382	0.931	n
OG0015383	0.825	n
OG0015384	0.956	n
OG0015385	0.956	n
OG0015386	0.895	n
OG0015387	0.956	n
OG0015388	0.871	n
OG0015389	0.922	n
OG0015390	0.871	n
OG0015391	0.795	n
OG0015392	0.956	n
OG0015393	0.871	n
OG0015394	0.953	n
OG0015395	0.956	n
OG0015396	0.971	n
OG0015397	0.953	n
OG0015398	0.971	n
OG0015399	0.956	n
OG0015400	0.952	n
OG0015401	0.877	n
OG0015402	0.967	n
OG0015403	0.846	n
OG0015405	0.922	n
OG0015406	0.977	n
OG0015407	0.795	n
OG0015408	0.968	n
OG0015409	0.974	n
OG0015410	0.971	n
OG0015411	0.967	n
OG0015413	0.967	n
OG0015415	0.916	n
OG0015416	0.956	n
OG0015417	0.871	n
OG0015418	0.871	n
OG0015420	0.871	n
OG0015421	0.956	n
OG0015423	0.922	n
OG0015424	0.871	n
OG0015425	0.916	n
OG0015427	0.956	n
OG0015428	0.892	n
OG0015429	0.931	n
OG0015430	0.922	n
OG0015432	0.974	n
OG0015433	0.892	n
OG0015434	0.761	n
OG0015435	0.871	n
OG0015436	0.871	n
OG0015437	0.971	n
OG0015438	0.967	n
OG0015439	0.871	n
OG0015440	0.953	n
OG0015442	0.825	n
OG0015443	0.956	n
OG0015444	0.922	n
OG0015445	0.922	n
OG0015446	0.956	n
OG0015447	0.971	n
OG0015448	0.967	n
OG0015449	0.978	n
OG0015451	0.922	n
OG0015452	0.967	n
OG0015453	0.855	n
OG0015454	0.967	n
OG0015456	0.944	n
OG0015457	0.953	n
OG0015459	0.922	n
OG0015460	0.967	n
OG0015463	0.823	n
OG0015465	0.953	n
OG0015466	0.871	n
OG0015467	0.943	n
OG0015468	0.953	n
OG0015469	0.895	n
OG0015470	0.956	n
OG0015471	0.811	n
OG0015472	0.956	n
OG0015473	0.971	n
OG0015474	0.871	n
OG0015476	0.953	n
OG0015477	0.967	n
OG0015478	0.953	n
OG0015479	0.956	n
OG0015480	0.849	n
OG0015481	0.877	n
OG0015482	0.967	n
OG0015483	0.922	n
OG0015484	0.956	n
OG0015485	0.971	n
OG0015486	0.761	n
OG0015487	0.821	n
OG0015488	0.96	n
OG0015489	0.871	n
OG0015490	0.871	n
OG0015491	0.956	n
OG0015492	0.966	n
OG0015493	0.967	n
OG0015494	0.925	n
OG0015495	0.813	n
OG0015496	0.922	n
OG0015497	0.871	n
OG0015498	0.811	n
OG0015499	0.967	n
OG0015500	0.871	n
OG0015501	0.871	n
OG0015502	0.873	n
OG0015503	0.871	n
OG0015504	0.971	n
OG0015506	0.966	n
OG0015508	0.967	n
OG0015510	0.967	n
OG0015511	0.666	n
OG0015512	0.971	n
OG0015513	0.939	n
OG0015514	0.922	n
OG0015516	0.871	n
OG0015517	0.967	n
OG0015518	0.892	n
OG0015519	0.971	n
OG0015520	0.871	n
OG0015521	0.956	n
OG0015526	0.573	n
OG0015527	0.967	n
OG0015528	0.967	n
OG0015529	0.871	n
OG0015530	0.962	n
OG0015531	0.869	n
OG0015534	0.894	n
OG0015535	0.795	n
OG0015536	0.953	n
OG0015537	0.971	n
OG0015538	0.871	n
OG0015539	0.953	n
OG0015540	0.922	n
OG0015541	0.922	n
OG0015542	0.967	n
OG0015543	0.892	n
OG0015544	0.871	n
OG0015546	0.967	n
OG0015547	0.956	n
OG0015548	0.967	n
OG0015549	0.871	n
OG0015550	0.967	n
OG0015551	0.971	n
OG0015552	0.877	n
OG0015553	0.967	n
OG0015554	0.877	n
OG0015556	0.967	n
OG0015558	0.962	n
OG0015559	0.978	n
OG0015561	0.956	n
OG0015562	0.974	n
OG0015563	0.891	n
OG0015564	0.922	n
OG0015566	0.956	n
OG0015567	0.88	n
OG0015568	0.971	n
OG0015571	0.966	n
OG0015572	0.967	n
OG0015573	0.795	n
OG0015574	0.956	n
OG0015575	0.967	n
OG0015576	0.956	n
OG0015577	0.915	n
OG0015578	0.855	n
OG0015580	0.871	n
OG0015581	0.871	n
OG0015582	0.953	n
OG0015583	0.852	n
OG0015584	0.967	n
OG0015585	0.953	n
OG0015587	0.967	n
OG0015588	0.972	n
OG0015589	0.967	n
OG0015590	0.871	n
OG0015591	0.871	n
OG0015592	0.971	n
OG0015593	0.922	n
OG0015594	0.761	n
OG0015595	0.967	n
OG0015596	0.974	n
OG0015597	0.967	n
OG0015598	0.916	n
OG0015599	0.967	n
OG0015600	0.967	n
OG0015601	0.76	n
OG0015602	0.933	n
OG0015603	0.871	n
OG0015604	0.922	n
OG0015605	0.871	n
OG0015606	0.967	n
OG0015607	0.761	n
OG0015609	0.967	n
OG0015611	0.88	n
OG0015612	0.922	n
OG0015613	0.982	n
OG0015614	0.953	n
OG0015615	0.953	n
OG0015616	0.971	n
OG0015617	0.973	n
OG0015618	0.922	n
OG0015619	0.971	n
OG0015620	0.877	n
OG0015621	0.967	n
OG0015622	0.855	n
OG0015623	0.967	n
OG0015624	0.871	n
OG0015625	0.871	n
OG0015626	0.922	n
OG0015627	0.871	n
OG0015628	0.967	n
OG0015629	0.967	n
OG0015630	0.922	n
OG0015633	0.971	n
OG0015634	0.871	n
OG0015636	0.892	n
OG0015637	0.922	n
OG0015638	0.967	n
OG0015640	0.871	n
OG0015641	0.979	n
OG0015642	0.967	n
OG0015643	0.967	n
OG0015644	0.846	n
OG0015645	0.943	n
OG0015646	0.93	n
OG0015647	0.927	n
OG0015648	0.891	n
OG0015649	0.971	n
OG0015650	0.806	n
OG0015651	0.855	n
OG0015652	0.922	n
OG0015653	0.977	n
OG0015654	0.967	n
OG0015655	0.59	n
OG0015656	0.967	n
OG0015657	0.931	n
OG0015658	0.922	n
OG0015660	0.966	n
OG0015661	0.974	n
OG0015663	0.922	n
OG0015664	0.967	n
OG0015665	0.972	n
OG0015666	0.761	n
OG0015667	0.895	n
OG0015668	0.94	n
OG0015669	0.771	n
OG0015670	0.953	n
OG0015671	0.967	n
OG0015672	0.871	n
OG0015673	0.871	n
OG0015674	0.883	n
OG0015675	0.795	n
OG0015676	0.922	n
OG0015678	0.871	n
OG0015679	0.96	n
OG0015681	0.956	n
OG0015682	0.942	n
OG0015683	0.951	n
OG0015684	0.943	n
OG0015685	0.795	n
OG0015686	0.966	n
OG0015687	0.956	n
OG0015688	0.883	n
OG0015689	0.951	n
OG0015692	0.983	n
OG0015693	0.922	n
OG0015694	0.967	n
OG0015695	0.855	n
OG0015696	0.907	n
OG0015697	0.871	n
OG0015698	0.971	n
OG0015700	0.532	n
OG0015701	0.923	n
OG0015702	0.921	n
OG0015703	0.971	n
OG0015705	0.871	n
OG0015706	0.967	n
OG0015708	0.869	n
OG0015710	0.855	n
OG0015711	0.923	n
OG0015712	0.871	n
OG0015713	0.967	n
OG0015714	0.953	n
OG0015715	0.956	n
OG0015716	0.978	n
OG0015717	0.967	n
OG0015718	0.971	n
OG0015719	0.916	n
OG0015720	0.953	n
OG0015721	0.962	n
OG0015722	0.953	n
OG0015723	0.953	n
OG0015724	0.939	n
OG0015725	0.967	n
OG0015726	0.971	n
OG0015727	0.922	n
OG0015728	0.971	n
OG0015729	0.971	n
OG0015731	0.967	n
OG0015732	0.967	n
OG0015733	0.922	n
OG0015734	0.967	n
OG0015736	0.892	n
OG0015737	0.971	n
OG0015738	0.967	n
OG0015739	0.967	n
OG0015740	0.906	n
OG0015741	0.811	n
OG0015742	0.674	n
OG0015743	0.895	n
OG0015744	0.953	n
OG0015745	0.922	n
OG0015746	0.956	n
OG0015747	0.453	n
OG0015748	0.977	n
OG0015749	0.871	n
OG0015750	0.697	n
OG0015751	0.956	n
OG0015752	0.967	n
OG0015753	0.811	n
OG0015754	0.922	n
OG0015756	0.967	n
OG0015757	0.871	n
OG0015758	0.956	n
OG0015759	0.796	n
OG0015760	0.84	n
OG0015762	0.811	n
OG0015763	0.953	n
OG0015764	0.942	n
OG0015765	0.967	n
OG0015767	0.922	n
OG0015768	0.953	n
OG0015769	0.766	n
OG0015770	0.943	n
OG0015771	0.967	n
OG0015772	0.922	n
OG0015773	0.953	n
OG0015775	0.953	n
OG0015776	0.871	n
OG0015777	0.967	n
OG0015778	0.957	n
OG0015779	0.953	n
OG0015780	0.761	n
OG0015782	0.967	n
OG0015784	0.892	n
OG0015785	0.977	n
OG0015786	0.761	n
OG0015787	0.952	n
OG0015789	0.871	n
OG0015790	0.886	n
OG0015791	0.862	n
OG0015793	0.966	n
OG0015794	0.934	n
OG0015796	0.952	n
OG0015797	0.967	n
OG0015798	0.871	n
OG0015799	0.901	n
OG0015800	0.871	n
OG0015801	0.811	n
OG0015802	0.92	n
OG0015803	0.953	n
OG0015804	0.922	n
OG0015805	0.975	n
OG0015806	0.971	n
OG0015807	0.971	n
OG0015810	0.932	n
OG0015812	0.922	n
OG0015813	0.892	n
OG0015814	0.971	n
OG0015816	0.967	n
OG0015817	0.956	n
OG0015818	0.956	n
OG0015819	0.871	n
OG0015820	0.953	n
OG0015821	0.967	n
OG0015822	0.953	n
OG0015823	0.967	n
OG0015824	0.856	n
OG0015825	0.922	n
OG0015826	0.78	n
OG0015827	0.871	n
OG0015828	0.532	n
OG0015830	0.967	n
OG0015831	0.936	n
OG0015832	0.967	n
OG0015833	0.968	n
OG0015834	0.967	n
OG0015835	0.967	n
OG0015836	0.869	n
OG0015837	0.922	n
OG0015839	0.98	n
OG0015840	0.983	n
OG0015841	0.922	n
OG0015842	0.871	n
OG0015844	0.892	n
OG0015845	0.924	n
OG0015846	0.922	n
OG0015847	0.871	n
OG0015848	0.922	n
OG0015849	0.855	n
OG0015850	0.977	n
OG0015851	0.794	n
OG0015853	0.974	n
OG0015854	0.656	n
OG0015855	0.707	n
OG0015856	0.728	n
OG0015857	0.967	n
OG0015858	0.931	n
OG0015859	0.871	n
OG0015860	0.773	n
OG0015861	0.823	n
OG0015864	0.761	n
OG0015865	0.567	n
OG0015866	0.88	n
OG0015867	0.967	n
OG0015868	0.971	n
OG0015869	0.977	n
OG0015870	0.934	n
OG0015871	0.953	n
OG0015873	0.967	n
OG0015874	0.761	n
OG0015875	0.967	n
OG0015876	0.967	n
OG0015877	0.939	n
OG0015878	0.956	n
OG0015879	0.922	n
OG0015881	0.967	n
OG0015882	0.956	n
OG0015883	0.922	n
OG0015885	0.967	n
OG0015888	0.922	n
OG0015890	0.892	n
OG0015891	0.891	n
OG0015893	0.922	n
OG0015895	0.968	n
OG0015896	0.922	n
OG0015898	0.967	n
OG0015899	0.532	n
OG0015901	0.604	n
OG0015904	0.735	n
OG0015905	0.821	n
OG0015906	0.871	n
OG0015907	0.967	n
OG0015908	0.922	n
OG0015909	0.922	n
OG0015910	0.953	n
OG0015911	0.85	n
OG0015912	0.922	n
OG0015914	0.922	n
OG0015915	0.953	n
OG0015916	0.971	n
OG0015917	0.761	n
OG0015918	0.947	n
OG0015919	0.953	n
OG0015920	0.761	n
OG0015921	0.922	n
OG0015922	0.967	n
OG0015923	0.967	n
OG0015924	0.932	n
OG0015925	0.967	n
OG0015926	0.967	n
OG0015928	0.953	n
OG0015929	0.761	n
OG0015930	0.967	n
OG0015931	0.944	n
OG0015932	0.956	n
OG0015933	0.953	n
OG0015934	0.886	n
OG0015935	0.971	n
OG0015936	0.823	n
OG0015937	0.922	n
OG0015938	0.761	n
OG0015939	0.953	n
OG0015940	0.532	n
OG0015941	0.971	n
OG0015942	0.956	n
OG0015943	0.855	n
OG0015944	0.971	n
OG0015945	0.795	n
OG0015946	0.967	n
OG0015947	0.962	n
OG0015948	0.825	n
OG0015949	0.967	n
OG0015950	0.84	n
OG0015951	0.967	n
OG0015952	0.922	n
OG0015953	0.761	n
OG0015954	0.956	n
OG0015955	0.932	n
OG0015956	0.871	n
OG0015958	0.956	n
OG0015960	0.892	n
OG0015961	0.795	n
OG0015962	0.494	n
OG0015963	0.896	n
OG0015964	0.922	n
OG0015965	0.916	n
OG0015967	0.641	n
OG0015968	0.956	n
OG0015969	0.871	n
OG0015970	0.921	n
OG0015971	0.978	n
OG0015972	0.761	n
OG0015973	0.891	n
OG0015974	0.956	n
OG0015975	0.967	n
OG0015976	0.967	n
OG0015977	0.956	n
OG0015978	0.967	n
OG0015979	0.871	n
OG0015980	0.761	n
OG0015981	0.77	n
OG0015982	0.592	n
OG0015983	0.956	n
OG0015985	0.895	n
OG0015987	0.967	n
OG0015988	0.871	n
OG0015989	0.877	n
OG0015990	0.821	n
OG0015991	0.811	n
OG0015992	0.906	n
OG0015993	0.861	n
OG0015994	0.871	n
OG0015995	0.953	n
OG0015996	0.922	n
OG0015997	0.811	n
OG0015998	0.953	n
OG0015999	0.967	n
OG0016000	0.855	n
OG0016001	0.956	n
OG0016003	0.922	n
OG0016004	0.967	n
OG0016005	0.967	n
OG0016007	0.922	n
OG0016008	0.971	n
OG0016009	0.821	n
OG0016010	0.922	n
OG0016011	0.967	n
OG0016012	0.922	n
OG0016013	0.891	n
OG0016015	0.922	n
OG0016016	0.655	n
OG0016018	0.871	n
OG0016020	0.761	n
OG0016021	0.877	n
OG0016022	0.773	n
OG0016023	0.966	n
OG0016024	0.922	n
OG0016025	0.877	n
OG0016027	0.846	n
OG0016028	0.893	n
OG0016030	0.956	n
OG0016031	0.898	n
OG0016032	0.761	n
OG0016034	0.795	n
OG0016035	0.922	n
OG0016037	0.922	n
OG0016038	0.871	n
OG0016039	0.967	n
OG0016040	0.956	n
OG0016041	0.855	n
OG0016042	0.773	n
OG0016043	0.956	n
OG0016044	0.906	n
OG0016045	0.883	n
OG0016046	0.871	n
OG0016047	0.877	n
OG0016048	0.923	n
OG0016051	0.852	n
OG0016052	0.971	n
OG0016053	0.943	n
OG0016056	0.956	n
OG0016057	0.922	n
OG0016059	0.956	n
OG0016060	0.871	n
OG0016061	0.883	n
OG0016062	0.967	n
OG0016063	0.957	n
OG0016064	0.922	n
OG0016065	0.922	n
OG0016067	0.956	n
OG0016068	0.811	n
OG0016069	0.967	n
OG0016070	0.883	n
OG0016071	0.795	n
OG0016073	0.922	n
OG0016074	0.842	n
OG0016075	0.957	n
OG0016076	0.967	n
OG0016078	0.871	n
OG0016079	0.761	n
OG0016080	0.967	n
OG0016081	0.971	n
OG0016082	0.943	n
OG0016083	0.967	n
OG0016084	0.967	n
OG0016085	0.871	n
OG0016087	0.922	n
OG0016088	0.967	n
OG0016089	0.811	n
OG0016090	0.922	n
OG0016091	0.971	n
OG0016092	0.967	n
OG0016093	0.811	n
OG0016094	0.967	n
OG0016095	0.971	n
OG0016096	0.953	n
OG0016098	0.967	n
OG0016099	0.967	n
OG0016100	0.811	n
OG0016102	0.971	n
OG0016103	0.971	n
OG0016104	0.967	n
OG0016105	0.943	n
OG0016106	0.795	n
OG0016107	0.956	n
OG0016108	0.953	n
OG0016109	0.956	n
OG0016111	0.953	n
OG0016112	0.939	n
OG0016113	0.956	n
OG0016115	0.871	n
OG0016116	0.967	n
OG0016117	0.932	n
OG0016118	0.891	n
OG0016119	0.956	n
OG0016120	0.967	n
OG0016121	0.862	n
OG0016122	0.967	n
OG0016124	0.956	n
OG0016125	0.943	n
OG0016129	0.934	n
OG0016131	0.967	n
OG0016132	0.922	n
OG0016133	0.877	n
OG0016134	0.953	n
OG0016135	0.641	n
OG0016136	0.821	n
OG0016138	0.953	n
OG0016139	0.971	n
OG0016142	0.986	n
OG0016143	0.805	n
OG0016144	0.795	n
OG0016145	0.973	n
OG0016147	0.974	n
OG0016149	0.971	n
OG0016150	0.761	n
OG0016151	0.922	n
OG0016152	0.795	n
OG0016155	0.869	n
OG0016156	0.627	n
OG0016157	0.956	n
OG0016158	0.971	n
OG0016161	0.892	n
OG0016162	0.977	n
OG0016163	0.956	n
OG0016164	0.967	n
OG0016165	0.956	n
OG0016167	0.838	n
OG0016168	0.877	n
OG0016169	0.761	n
OG0016170	0.971	n
OG0016171	0.953	n
OG0016172	0.592	n
OG0016173	0.846	n
OG0016174	0.971	n
OG0016175	0.953	n
OG0016176	0.943	n
OG0016177	0.953	n
OG0016180	0.916	n
OG0016181	0.855	n
OG0016182	0.871	n
OG0016183	0.967	n
OG0016185	0.877	n
OG0016188	0.973	n
OG0016189	0.532	n
OG0016190	0.967	n
OG0016191	0.761	n
OG0016192	0.696	n
OG0016193	0.967	n
OG0016196	0.922	n
OG0016197	0.971	n
OG0016198	0.967	n
OG0016199	0.949	n
OG0016200	0.956	n
OG0016201	0.855	n
OG0016202	0.932	n
OG0016203	0.953	n
OG0016204	0.849	n
OG0016205	0.891	n
OG0016206	0.813	n
OG0016207	0.953	n
OG0016208	0.922	n
OG0016209	0.973	n
OG0016210	0.956	n
OG0016212	0.592	n
OG0016213	0.953	n
OG0016216	0.922	n
OG0016217	0.773	n
OG0016218	0.967	n
OG0016220	0.871	n
OG0016221	0.795	n
OG0016222	0.953	n
OG0016224	0.88	n
OG0016226	0.761	n
OG0016227	0.953	n
OG0016228	0.972	n
OG0016229	0.967	n
OG0016231	0.923	n
OG0016232	0.999	n
OG0016233	0.956	n
OG0016234	0.971	n
OG0016235	0.916	n
OG0016236	0.967	n
OG0016237	0.967	n
OG0016238	0.956	n
OG0016239	0.943	n
OG0016241	0.892	n
OG0016242	0.966	n
OG0016243	0.589	n
OG0016244	0.953	n
OG0016247	0.801	n
OG0016249	0.811	n
OG0016250	0.922	n
OG0016251	0.773	n
OG0016254	0.892	n
OG0016255	0.967	n
OG0016258	0.871	n
OG0016259	0.953	n
OG0016260	0.967	n
OG0016261	0.896	n
OG0016262	0.892	n
OG0016263	0.895	n
OG0016264	0.932	n
OG0016265	0.953	n
OG0016266	0.971	n
OG0016269	0.855	n
OG0016270	0.967	n
OG0016272	0.922	n
OG0016273	0.922	n
OG0016274	0.953	n
OG0016275	0.953	n
OG0016276	0.943	n
OG0016280	0.953	n
OG0016281	0.892	n
OG0016282	0.956	n
OG0016283	0.967	n
OG0016284	0.795	n
OG0016285	0.916	n
OG0016286	0.956	n
OG0016287	0.971	n
OG0016288	0.795	n
OG0016289	0.967	n
OG0016290	0.877	n
OG0016291	0.922	n
OG0016292	0.886	n
OG0016293	0.604	n
OG0016295	0.894	n
OG0016297	0.871	n
OG0016298	0.953	n
OG0016301	0.953	n
OG0016303	0.971	n
OG0016308	0.871	n
OG0016309	0.871	n
OG0016312	0.96	n
OG0016314	0.953	n
OG0016315	0.922	n
OG0016316	0.939	n
OG0016318	0.922	n
OG0016319	0.871	n
OG0016320	0.883	n
OG0016321	0.877	n
OG0016322	0.953	n
OG0016324	0.869	n
OG0016326	0.855	n
OG0016327	0.871	n
OG0016328	0.84	n
OG0016330	0.795	n
OG0016331	0.811	n
OG0016332	0.532	n
OG0016333	0.855	n
OG0016334	0.811	n
OG0016335	0.761	n
OG0016336	0.871	n
OG0016338	0.843	n
OG0016340	0.971	n
OG0016341	0.821	n
OG0016342	0.761	n
OG0016344	0.84	n
OG0016346	0.699	n
OG0016349	0.871	n
OG0016350	0.877	n
OG0016351	0.922	n
OG0016354	0.973	n
OG0016356	0.922	n
OG0016357	0.922	n
OG0016358	0.922	n
OG0016360	0.819	n
OG0016362	0.852	n
OG0016363	0.956	n
OG0016365	0.716	n
OG0016367	0.838	n
OG0016368	0.953	n
OG0016370	0.855	n
OG0016371	0.335	n
OG0016374	0.967	n
OG0016376	0.916	n
OG0016377	0.732	n
OG0016378	0.967	n
OG0016379	0.745	n
OG0016380	0.761	n
OG0016382	0.852	n
OG0016383	0.956	n
OG0016385	0.96	n
OG0016392	0.766	n
OG0016393	0.893	n
OG0016396	0.922	n
OG0016399	0.97	n
OG0016400	0.977	n
OG0016401	0.97	n
OG0016402	0.857	n
OG0016403	0.922	n
OG0016404	0.891	n
OG0016405	0.883	n
OG0016406	0.529	n
OG0016407	0.88	n
OG0016408	0.892	n
OG0016409	0.943	n
OG0016410	0.891	n
OG0016411	0.952	n
OG0016412	0.85	n
OG0016413	0.916	n
OG0016414	0.977	n
OG0016415	0.405	n
OG0016416	0.413	n
OG0016417	0.899	n
OG0016418	0.846	n
OG0016419	0.84	n
OG0016420	0.529	n
OG0016421	0.97	n
OG0016422	0.967	n
OG0016423	0.967	n
OG0016424	0.967	n
OG0016425	0.967	n
OG0016426	0.777	n
OG0016427	0.952	n
OG0016428	0.952	n
OG0016429	0.313	n
OG0016430	0.887	n
OG0016432	0.865	n
OG0016433	0.529	n
OG0016434	0.97	n
OG0016435	0.952	n
OG0016436	0.924	n
OG0016437	0.697	n
OG0016438	0.877	n
OG0016439	0.257	n
OG0016440	0.4	n
OG0016441	0.922	n
OG0016442	0.971	n
OG0016443	0.97	n
OG0016444	0.959	n
OG0016445	0.897	n
OG0016446	0.676	n
OG0016447	0.957	n
OG0016448	0.994	n
OG0016449	0.924	n
OG0016450	0.842	n
OG0016451	0.96	n
OG0016452	0.943	n
OG0016453	0.855	n
OG0016454	0.529	n
OG0016455	0.891	n
OG0016456	0.529	n
OG0016457	0.877	n
OG0016458	0.884	n
OG0016459	0.674	n
OG0016460	0.975	n
OG0016461	0.904	n
OG0016462	0.839	n
OG0016463	0.967	n
OG0016464	0.859	n
OG0016465	0.821	n
OG0016466	0.074	n
OG0016467	0.93	n
OG0016468	0.598	n
OG0016469	0.877	n
OG0016470	0.952	n
OG0016471	0.922	n
OG0016472	0.855	n
OG0016473	0.924	n
OG0016474	0.97	n
OG0016475	0.994	n
OG0016476	0.97	n
OG0016477	0.74	n
OG0016478	0.96	n
OG0016479	0.97	n
OG0016480	0.891	n
OG0016481	0.665	n
OG0016482	0.685	n
OG0016483	0.967	n
OG0016484	0.316	n
OG0016485	0.922	n
OG0016486	0.137	n
OG0016487	0.93	n
OG0016488	0.967	n
OG0016489	0.877	n
OG0016490	0.84	n
OG0016491	0.967	n
OG0016492	0.922	n
OG0016493	0.883	n
OG0016494	0.877	n
OG0016495	0.952	n
OG0016496	0.797	n
OG0016497	0.97	n
OG0016498	0.967	n
OG0016499	0.833	n
OG0016500	0.026	y
OG0016501	0.293	n
OG0016502	0.546	n
OG0016503	0.137	n
OG0016504	0.967	n
OG0016505	0.97	n
OG0016506	0.653	n
OG0016618	0.833	n
OG0016620	0.852	n
OG0016621	0.852	n
OG0016626	0.833	n
OG0016627	0.852	n
OG0016628	0.934	n
OG0016629	0.962	n
OG0016630	0.852	n
OG0016631	0.852	n
OG0016632	0.944	n
OG0016633	0.809	n
OG0016634	0.852	n
OG0016635	0.852	n
OG0016636	0.766	n
OG0016637	0.852	n
OG0016638	0.744	n
OG0016639	0.94	n
OG0016640	0.852	n
OG0016641	0.866	n
OG0016642	0.703	n
OG0016643	0.852	n
OG0016644	0.947	n
OG0016645	0.83	n
OG0016646	0.968	n
OG0016647	0.83	n
OG0016649	0.951	n
OG0016651	0.833	n
OG0016652	0.972	n
OG0016653	0.852	n
OG0016654	0.833	n
OG0016656	0.953	n
OG0016657	0.809	n
OG0016658	0.852	n
OG0016660	0.934	n
OG0016661	0.915	n
OG0016662	0.855	n
OG0016663	0.953	n
OG0016664	0.953	n
OG0016665	0.852	n
OG0016666	0.852	n
OG0016668	0.887	n
OG0016669	0.833	n
OG0016670	0.915	n
OG0016671	0.83	n
OG0016672	0.931	n
OG0016673	0.946	n
OG0016674	0.947	n
OG0016677	0.934	n
OG0016678	0.83	n
OG0016679	0.852	n
OG0016680	0.852	n
OG0016681	0.852	n
OG0016682	0.833	n
OG0016683	0.852	n
OG0016685	0.833	n
OG0016686	0.915	n
OG0016688	0.933	n
OG0016689	0.852	n
OG0016690	0.936	n
OG0016691	0.866	n
OG0016692	0.504	n
OG0016693	0.934	n
OG0016694	0.967	n
OG0016695	0.852	n
OG0016696	0.958	n
OG0016697	0.915	n
OG0016699	0.852	n
OG0016700	0.852	n
OG0016701	0.952	n
OG0016702	0.703	n
OG0016703	0.852	n
OG0016704	0.85	n
OG0016706	0.915	n
OG0016707	0.852	n
OG0016708	0.883	n
OG0016709	0.852	n
OG0016710	0.883	n
OG0016712	0.953	n
OG0016714	0.852	n
OG0016716	0.946	n
OG0016717	0.941	n
OG0016719	0.947	n
OG0016720	0.759	n
OG0016721	0.915	n
OG0016722	0.85	n
OG0016723	0.951	n
OG0016724	0.852	n
OG0016725	0.83	n
OG0016726	0.852	n
OG0016727	0.931	n
OG0016728	0.833	n
OG0016729	0.934	n
OG0016730	0.651	n
OG0016731	0.883	n
OG0016732	0.855	n
OG0016733	0.948	n
OG0016734	0.833	n
OG0016736	0.883	n
OG0016737	0.759	n
OG0016738	0.955	n
OG0016743	0.852	n
OG0016744	0.833	n
OG0016745	0.691	n
OG0016746	0.934	n
OG0016748	0.947	n
OG0016749	0.934	n
OG0016750	0.857	n
OG0016751	0.808	n
OG0016752	0.953	n
OG0016753	0.833	n
OG0016754	0.83	n
OG0016756	0.615	n
OG0016757	0.774	n
OG0016758	0.759	n
OG0016759	0.949	n
OG0016760	0.934	n
OG0016761	0.958	n
OG0016764	0.962	n
OG0016765	0.615	n
OG0016766	0.947	n
OG0016767	0.967	n
OG0016768	0.852	n
OG0016769	0.934	n
OG0016771	0.852	n
OG0016773	0.852	n
OG0016775	0.833	n
OG0016776	0.953	n
OG0016777	0.931	n
OG0016778	0.856	n
OG0016780	0.852	n
OG0016781	0.958	n
OG0016782	0.915	n
OG0016783	0.934	n
OG0016784	0.947	n
OG0016785	0.901	n
OG0016786	0.866	n
OG0016787	0.833	n
OG0016788	0.688	n
OG0016789	0.883	n
OG0016790	0.966	n
OG0016791	0.953	n
OG0016792	0.846	n
OG0016793	0.934	n
OG0016794	0.86	n
OG0016795	0.934	n
OG0016797	0.901	n
OG0016798	0.946	n
OG0016800	0.931	n
OG0016802	0.615	n
OG0016803	0.942	n
OG0016804	0.852	n
OG0016806	0.852	n
OG0016807	0.889	n
OG0016808	0.927	n
OG0016809	0.934	n
OG0016810	0.883	n
OG0016811	0.951	n
OG0016812	0.889	n
OG0016813	0.883	n
OG0016814	0.919	n
OG0016816	0.934	n
OG0016817	0.934	n
OG0016819	0.852	n
OG0016821	0.953	n
OG0016822	0.947	n
OG0016823	0.889	n
