Orthogroup	S_pinnata	E_salsugineum
OG0004882	Stapi.1188s0001, Stapi.1191s0001	Thhalv10003110m.g
OG0004883	Stapi.0199s0027, Stapi.1191s0002	Thhalv10002428m.g
OG0004884	Stapi.0199s0020, Stapi.0506s0009	Thhalv10002596m.g
OG0004885	Stapi.0506s0008, Stapi.0199s0017	Thhalv10002691m.g
OG0004886	Stapi.2379s0002, Stapi.0246s0003	Thhalv10002955m.g
OG0004887	Stapi.0182s0010, Stapi.0246s0007	Thhalv10002991m.g
OG0004888	Stapi.0850s0001, Stapi.0246s0010	Thhalv10002587m.g
OG0004889	Stapi.0246s0012, Stapi.0330s0006	Thhalv10002465m.g
OG0004890	Stapi.0246s0013, Stapi.0330s0005	Thhalv10002500m.g
OG0004891	Stapi.1099s0007, Stapi.0348s0011	Thhalv10002383m.g
OG0004892	Stapi.0042s0032, Stapi.0389s0002	Thhalv10002382m.g
OG0004893	Stapi.0389s0003, Stapi.0042s0031	Thhalv10002694m.g
OG0004894	Stapi.10220s0003, Stapi.0042s0015, Stapi.0389s0013	Thhalv10002409m.g
OG0004895	Stapi.0042s0001, Stapi.3171s0004	Thhalv10002646m.g
OG0004897	Stapi.0550s0010	Thhalv10024224m.g
OG0004898	Stapi.0891s0005, Stapi.15682s0001	Thhalv10028413m.g
OG0004899	Stapi.0778s0005	Thhalv10028424m.g, Thhalv10015339m.g
OG0004900	Stapi.1721s0003, Stapi.8519s0001	Thhalv10028957m.g
OG0004901	Stapi.1208s0008	Thhalv10028696m.g
OG0004902	Stapi.1172s0003	Thhalv10012291m.g, Thhalv10015154m.g
OG0004903	Stapi.0032s0074, Stapi.2518s0005, Stapi.0495s0009	Thhalv10015242m.g
OG0004904	Stapi.5344s0008	Thhalv10008713m.g
OG0004907	Stapi.9959s0001, Stapi.0364s0032	Thhalv10017679m.g
OG0004908	Stapi.13309s0001	Thhalv10023674m.g
OG0004909	Stapi.12463s0001	Thhalv10027948m.g
OG0004911	Stapi.5023s0003	Thhalv10027818m.g
OG0004912	Stapi.1781s0008, Stapi.3321s0001	Thhalv10027900m.g
OG0004913	Stapi.0618s0022, Stapi.5160s0001, Stapi.0618s0021	Thhalv10028195m.g
OG0004914	Stapi.2756s0006, Stapi.0710s0010	Thhalv10027824m.g
OG0004915	Stapi.8675s0001, Stapi.11753s0001, Stapi.3425s0001	Thhalv10027617m.g
OG0004916	Stapi.1820s0005, Stapi.8446s0001	Thhalv10029143m.g
OG0004916	Stapi.4217s0001, Stapi.8663s0001	Thhalv10028206m.g
OG0004917	Stapi.4217s0002	Thhalv10027999m.g
OG0004918	Stapi.0436s0002, Stapi.3797s0002	Thhalv10027903m.g
OG0004919	Stapi.7613s0001, Stapi.24702s0001, Stapi.6881s0002	Thhalv10027934m.g
OG0004920	Stapi.3658s0003, Stapi.2849s0005	Thhalv10027808m.g
OG0004921	Stapi.4511s0002	Thhalv10028252m.g, Thhalv10028082m.g
OG0004922	Stapi.9550s0001, Stapi.4511s0005	Thhalv10027686m.g
OG0004923	Stapi.1795s0001, Stapi.0680s0001	Thhalv10027648m.g
OG0004924	Stapi.6569s0001, Stapi.6942s0001, Stapi.1795s0005	Thhalv10027860m.g
OG0004925	Stapi.7078s0002, Stapi.1672s0002	Thhalv10027886m.g
OG0004926	Stapi.13808s0001	Thhalv10027992m.g
OG0004927	Stapi.5393s0001	Thhalv10004581m.g
OG0004928	Stapi.6800s0003, Stapi.5682s0003	Thhalv10025366m.g
OG0004929	Stapi.2710s0002, Stapi.2778s0005	Thhalv10024605m.g
OG0004930	Stapi.2778s0009, Stapi.2710s0006	Thhalv10024645m.g
OG0004931	Stapi.2778s0010, Stapi.2710s0009	Thhalv10024189m.g
OG0004932	Stapi.2778s0011, Stapi.2710s0010	Thhalv10025966m.g
OG0004933	Stapi.2778s0012, Stapi.2710s0011	Thhalv10025047m.g
OG0004934	Stapi.1479s0013, Stapi.3876s0001	Thhalv10025215m.g
OG0004935	Stapi.6018s0001, Stapi.15359s0001, Stapi.1498s0020	Thhalv10025727m.g
OG0004936	Stapi.1498s0010, Stapi.9080s0002, Stapi.0652s0023	Thhalv10025538m.g
OG0004937	Stapi.0652s0020, Stapi.1498s0006	Thhalv10024256m.g
OG0004938	Stapi.0652s0018, Stapi.4588s0004	Thhalv10000058m.g
OG0004939	Stapi.4588s0002, Stapi.4064s0011, Stapi.0652s0015	Thhalv10026723m.g
OG0004940	Stapi.0652s0010, Stapi.4064s0006	Thhalv10024667m.g
OG0004941	Stapi.0652s0009, Stapi.0652s0008, Stapi.4064s0005	Thhalv10026339m.g
OG0004942	Stapi.4064s0003, Stapi.0652s0007	Thhalv10024520m.g
OG0004943	Stapi.0652s0004	Thhalv10026393m.g
OG0004944	Stapi.0652s0003, Stapi.3394s0005	Thhalv10025004m.g
OG0004945	Stapi.4762s0002, Stapi.7403s0001	Thhalv10024345m.g
OG0004946	Stapi.4994s0002, Stapi.8815s0001	Thhalv10024546m.g
OG0004947	Stapi.8643s0001, Stapi.4994s0001	Thhalv10024549m.g
OG0004948	Stapi.3775s0003	Thhalv10025377m.g, Thhalv10015505m.g
OG0004949	Stapi.4248s0003, Stapi.7424s0005	Thhalv10025381m.g
OG0004950	Stapi.2667s0008, Stapi.11895s0001	Thhalv10024489m.g
OG0004951	Stapi.6649s0003, Stapi.18899s0001	Thhalv10027483m.g
OG0004952	Stapi.5744s0001	Thhalv10026646m.g
OG0004953	Stapi.6475s0001, Stapi.6475s0002	Thhalv10025901m.g
OG0004954	Stapi.0296s0035, Stapi.6475s0005	Thhalv10024212m.g
OG0004955	Stapi.3620s0005, Stapi.0296s0034	Thhalv10024870m.g
OG0004956	Stapi.1115s0014	Thhalv10025999m.g
OG0004957	Stapi.12299s0001, Stapi.1115s0011	Thhalv10024980m.g
OG0004958	Stapi.0247s0012, Stapi.18794s0001, Stapi.2835s0004	Thhalv10024316m.g
OG0004959	Stapi.0247s0014, Stapi.2835s0005	Thhalv10001985m.g, Thhalv10026925m.g
OG0004960	Stapi.1765s0006, Stapi.8695s0001	Thhalv10024533m.g
OG0004961	Stapi.8695s0002, Stapi.1765s0007	Thhalv10024708m.g
OG0004962	Stapi.1765s0008, Stapi.8695s0003	Thhalv10025603m.g
OG0004963	Stapi.0952s0015, Stapi.4290s0006	Thhalv10027582m.g
OG0004964	Stapi.0952s0013, Stapi.4290s0002	Thhalv10024350m.g
OG0004965	Stapi.0952s0009, Stapi.5347s0001	Thhalv10025272m.g
OG0004966	Stapi.5555s0005, Stapi.2208s0007	Thhalv10024513m.g
OG0004967	Stapi.6522s0001, Stapi.8542s0002	Thhalv10025606m.g
OG0004968	Stapi.0719s0003, Stapi.2980s0002	Thhalv10024311m.g
OG0004969	Stapi.0719s0004, Stapi.5136s0005	Thhalv10027404m.g
OG0004970	Stapi.5304s0003, Stapi.1987s0004	Thhalv10026313m.g
OG0004971	Stapi.3513s0001, Stapi.1357s0009	Thhalv10024196m.g
OG0004972	Stapi.1320s0007, Stapi.1928s0004	Thhalv10011484m.g
OG0004973	Stapi.8840s0001, Stapi.5086s0001	Thhalv10011379m.g
OG0004974	Stapi.1813s0010, Stapi.3366s0007	Thhalv10011737m.g
OG0004975	Stapi.1476s0007, Stapi.0043s0037	Thhalv10011376m.g
OG0004976	Stapi.4230s0004	Thhalv10011174m.g
OG0004976	Stapi.1798s0003	Thhalv10012207m.g
OG0004977	Stapi.0410s0015, Stapi.2601s0004	Thhalv10011738m.g
OG0004978	Stapi.0410s0010	Thhalv10011257m.g
OG0004979	Stapi.1038s0007, Stapi.0970s0006	Thhalv10012185m.g
OG0004980	Stapi.0970s0010, Stapi.0776s0007	Thhalv10011356m.g
OG0004981	Stapi.0776s0006, Stapi.0970s0011	Thhalv10012271m.g
OG0004982	Stapi.6768s0003, Stapi.2601s0007	Thhalv10011327m.g
OG0004983	Stapi.1510s0003, Stapi.4207s0002	Thhalv10011237m.g
OG0004984	Stapi.0576s0017, Stapi.1457s0001	Thhalv10011902m.g
OG0004985	Stapi.3472s0003, Stapi.1654s0003	Thhalv10011633m.g
OG0004986	Stapi.3472s0002	Thhalv10012016m.g
OG0004987	Stapi.0517s0004, Stapi.5642s0002	Thhalv10011186m.g
OG0004988	Stapi.0517s0007	Thhalv10011650m.g
OG0004989	Stapi.0517s0012, Stapi.5514s0002	Thhalv10011990m.g
OG0004990	Stapi.0517s0018, Stapi.0618s0002	Thhalv10011335m.g
OG0004991	Stapi.0517s0019, Stapi.0618s0005	Thhalv10011318m.g
OG0004992	Stapi.11535s0001, Stapi.0297s0015	Thhalv10011486m.g
OG0004993	Stapi.0297s0019, Stapi.0846s0001	Thhalv10011406m.g
OG0004994	Stapi.0846s0007, Stapi.2646s0006	Thhalv10011671m.g
OG0004995	Stapi.1774s0005, Stapi.4166s0001	Thhalv10011410m.g
OG0004996	Stapi.2753s0006, Stapi.1975s0003	Thhalv10011300m.g
OG0004997	Stapi.0560s0007, Stapi.0328s0003, Stapi.1800s0001	Thhalv10027811m.g
OG0004998	Stapi.1136s0005	Thhalv10027717m.g, Thhalv10017711m.g
OG0004999	Stapi.0309s0019, Stapi.1508s0002	Thhalv10027714m.g
OG0005000	Stapi.0724s0002, Stapi.1508s0010	Thhalv10027687m.g
OG0005001	Stapi.0724s0012, Stapi.3941s0002	Thhalv10028147m.g
OG0005002	Stapi.11998s0001, Stapi.1175s0001, Stapi.7666s0001, Stapi.4272s0002	Thhalv10023884m.g
OG0005003	Stapi.11675s0001, Stapi.0237s0032, Stapi.10080s0002	Thhalv10027993m.g
OG0005004	Stapi.1825s0007, Stapi.4182s0004, Stapi.3700s0001	Thhalv10015931m.g
OG0005005	Stapi.2832s0010	Thhalv10013803m.g
OG0005006	Stapi.0819s0002, Stapi.3211s0003	Thhalv10012487m.g
OG0005007	Stapi.0819s0004, Stapi.2329s0012	Thhalv10013974m.g
OG0005008	Stapi.0819s0011, Stapi.2329s0005	Thhalv10014354m.g
OG0005009	Stapi.12386s0001, Stapi.4594s0004, Stapi.2329s0002	Thhalv10013146m.g
OG0005010	Stapi.2606s0003, Stapi.1055s0013, Stapi.2684s0006	Thhalv10015159m.g
OG0005011	Stapi.2684s0007, Stapi.2606s0002	Thhalv10013173m.g
OG0005012	Stapi.13944s0001	Thhalv10015231m.g
OG0005013	Stapi.4534s0003, Stapi.2045s0001, Stapi.1609s0001	Thhalv10014185m.g
OG0005014	Stapi.10580s0001, Stapi.2045s0003	Thhalv10012542m.g
OG0005015	Stapi.2045s0005, Stapi.1916s0009	Thhalv10014230m.g
OG0005016	Stapi.1163s0007	Thhalv10029278m.g
OG0005017	Stapi.1163s0001, Stapi.2102s0003	Thhalv10028780m.g
OG0005018	Stapi.3195s0004, Stapi.0234s0020	Thhalv10028417m.g, Thhalv10009980m.g
OG0005019	Stapi.0234s0021	Thhalv10026909m.g, Thhalv10028409m.g
OG0005020	Stapi.1845s0005	Thhalv10009938m.g
OG0005020	Stapi.6009s0004	Thhalv10029130m.g
OG0005021	Stapi.6009s0006, Stapi.1845s0007	Thhalv10028999m.g
OG0005022	Stapi.2043s0002, Stapi.1845s0011	Thhalv10028941m.g
OG0005023	Stapi.2036s0004, Stapi.7956s0003	Thhalv10028869m.g, Thhalv10026827m.g
OG0005024	Stapi.7956s0002, Stapi.2036s0003	Thhalv10028836m.g
OG0005025	Stapi.4555s0003, Stapi.0976s0010	Thhalv10028477m.g
OG0005026	Stapi.4555s0001, Stapi.0976s0007	Thhalv10028530m.g
OG0005027	Stapi.0454s0020, Stapi.3414s0001	Thhalv10028812m.g
OG0005028	Stapi.10169s0001, Stapi.2613s0005	Thhalv10029201m.g
OG0005029	Stapi.2002s0005, Stapi.5387s0003	Thhalv10028589m.g
OG0005030	Stapi.11434s0001, Stapi.0387s0016	Thhalv10028963m.g, Thhalv10029386m.g
OG0005031	Stapi.0363s0018, Stapi.8937s0003	Thhalv10028442m.g
OG0005032	Stapi.0363s0003, Stapi.6031s0001	Thhalv10029512m.g
OG0005033	Stapi.5368s0005	Thhalv10024771m.g
OG0005034	Stapi.5368s0006, Stapi.2194s0001	Thhalv10029012m.g
OG0005035	Stapi.4718s0005, Stapi.0642s0003	Thhalv10029507m.g
OG0005036	Stapi.4632s0002, Stapi.0642s0001	Thhalv10028426m.g
OG0005037	Stapi.6196s0001, Stapi.0387s0019	Thhalv10028445m.g
OG0005038	Stapi.0387s0003, Stapi.15171s0001	Thhalv10029169m.g
OG0005039	Stapi.2083s0005, Stapi.2143s0004	Thhalv10029134m.g
OG0005040	Stapi.0287s0006, Stapi.0173s0009, Stapi.5485s0002	Thhalv10028503m.g
OG0005041	Stapi.0287s0010, Stapi.0743s0011	Thhalv10028587m.g
OG0005042	Stapi.0287s0013, Stapi.0743s0007	Thhalv10028396m.g
OG0005043	Stapi.0370s0020	Thhalv10028901m.g
OG0005044	Stapi.1253s0001, Stapi.3378s0006	Thhalv10024809m.g, Thhalv10024629m.g
OG0005045	Stapi.0370s0004, Stapi.8233s0001	Thhalv10029313m.g
OG0005046	Stapi.0370s0003	Thhalv10028639m.g
OG0005047	Stapi.0843s0010, Stapi.2267s0001	Thhalv10028533m.g
OG0005048	Stapi.1779s0013	Thhalv10011353m.g, Thhalv10011985m.g
OG0005049	Stapi.0788s0017, Stapi.2449s0001	Thhalv10011291m.g
OG0005050	Stapi.0801s0007, Stapi.1018s0004	Thhalv10011653m.g
OG0005051	Stapi.1018s0002, Stapi.0801s0002	Thhalv10011431m.g
OG0005052	Stapi.1104s0007	Thhalv10011278m.g
OG0005053	Stapi.1032s0003, Stapi.1247s0007	Thhalv10011358m.g
OG0005054	Stapi.1247s0004, Stapi.1853s0009	Thhalv10012056m.g, Thhalv10012259m.g
OG0005055	Stapi.1720s0006, Stapi.1853s0005	Thhalv10011420m.g
OG0005056	Stapi.0674s0014, Stapi.2267s0003	Thhalv10011475m.g
OG0005057	Stapi.3912s0005, Stapi.0674s0011	Thhalv10011307m.g
OG0005058	Stapi.0277s0001, Stapi.3947s0001	Thhalv10011713m.g
OG0005059	Stapi.6975s0002, Stapi.2004s0005	Thhalv10011412m.g
OG0005061	Stapi.2348s0007, Stapi.5133s0003	Thhalv10011231m.g
OG0005062	Stapi.0979s0001, Stapi.15661s0001	Thhalv10011325m.g
OG0005063	Stapi.3147s0007, Stapi.6748s0001, Stapi.17813s0001	Thhalv10011404m.g
OG0005064	Stapi.3147s0005, Stapi.5247s0002, Stapi.2296s0006	Thhalv10011635m.g
OG0005065	Stapi.2296s0002, Stapi.5247s0004	Thhalv10011636m.g
OG0005066	Stapi.3147s0001, Stapi.6746s0002	Thhalv10011504m.g
OG0005067	Stapi.17275s0001	Thhalv10011385m.g, Thhalv10011384m.g
OG0005068	Stapi.7928s0001	Thhalv10020099m.g
OG0005068	Stapi.13984s0002	Thhalv10005443m.g, Thhalv10003662m.g
OG0005069	Stapi.7928s0004	Thhalv10015359m.g, Thhalv10003724m.g
OG0005070	Stapi.2720s0005, Stapi.11634s0001	Thhalv10003684m.g
OG0005071	Stapi.8038s0005	Thhalv10003807m.g
OG0005072	Stapi.0084s0032, Stapi.9131s0001	Thhalv10017927m.g
OG0005073	Stapi.0084s0021, Stapi.3236s0006	Thhalv10016445m.g
OG0005074	Stapi.0084s0051, Stapi.2452s0002	Thhalv10016263m.g
OG0005075	Stapi.14663s0001, Stapi.0084s0057	Thhalv10016516m.g
OG0005076	Stapi.0084s0059, Stapi.3992s0002	Thhalv10016728m.g
OG0005077	Stapi.3992s0003, Stapi.0084s0060	Thhalv10016861m.g
OG0005078	Stapi.0084s0061, Stapi.3992s0004	Thhalv10017804m.g
OG0005080	Stapi.2104s0021, Stapi.5452s0001	Thhalv10016398m.g
OG0005081	Stapi.0942s0006, Stapi.2104s0020	Thhalv10016711m.g
OG0005082	Stapi.0942s0005, Stapi.2104s0019	Thhalv10016853m.g
OG0005083	Stapi.2467s0002, Stapi.0942s0003	Thhalv10017069m.g
OG0005084	Stapi.0681s0016, Stapi.0231s0003	Thhalv10016766m.g
OG0005085	Stapi.0231s0020, Stapi.0681s0003	Thhalv10016548m.g
OG0005086	Stapi.0231s0027	Thhalv10017010m.g, Thhalv10017625m.g
OG0005087	Stapi.0231s0028, Stapi.3254s0002	Thhalv10016964m.g
OG0005088	Stapi.2885s0001, Stapi.0231s0030	Thhalv10017317m.g
OG0005089	Stapi.2738s0008, Stapi.0777s0007	Thhalv10016433m.g
OG0005090	Stapi.0777s0005, Stapi.2738s0007	Thhalv10017136m.g
OG0005091	Stapi.0777s0004, Stapi.2738s0006	Thhalv10016683m.g
OG0005092	Stapi.2738s0004	Thhalv10017830m.g, Thhalv10017908m.g
OG0005093	Stapi.0026s0002	Thhalv10001961m.g
OG0005094	Stapi.0551s0014, Stapi.2949s0005	Thhalv10016331m.g
OG0005095	Stapi.0684s0024, Stapi.1198s0020	Thhalv10016459m.g
OG0005096	Stapi.0684s0019, Stapi.1180s0011	Thhalv10017169m.g
OG0005097	Stapi.0684s0008, Stapi.2080s0007	Thhalv10016430m.g
OG0005098	Stapi.2080s0002	Thhalv10017319m.g
OG0005099	Stapi.0215s0004, Stapi.1812s0007	Thhalv10016172m.g
OG0005100	Stapi.1411s0005, Stapi.0115s0020	Thhalv10017819m.g
OG0005101	Stapi.2394s0006, Stapi.0381s0019	Thhalv10016596m.g
OG0005102	Stapi.2394s0003, Stapi.0381s0014	Thhalv10016361m.g
OG0005103	Stapi.2394s0002, Stapi.0381s0013	Thhalv10016160m.g
OG0005104	Stapi.0405s0009, Stapi.1584s0006	Thhalv10017392m.g
OG0005105	Stapi.4637s0003, Stapi.6338s0003	Thhalv10017107m.g
OG0005107	Stapi.0364s0010, Stapi.4637s0001	Thhalv10016443m.g
OG0005108	Stapi.9883s0001, Stapi.1215s0007	Thhalv10017335m.g
OG0005109	Stapi.8364s0001	Thhalv10002923m.g
OG0005110	Stapi.0556s0011, Stapi.0883s0010, Stapi.1125s0009	Thhalv10016512m.g
OG0005111	Stapi.1192s0008, Stapi.0798s0007	Thhalv10016359m.g
OG0005112	Stapi.2528s0007, Stapi.0291s0004	Thhalv10016354m.g
OG0005113	Stapi.0291s0001, Stapi.0291s0002	Thhalv10016402m.g
OG0005114	Stapi.0235s0025, Stapi.1185s0010	Thhalv10016293m.g
OG0005115	Stapi.0235s0006, Stapi.0938s0004	Thhalv10016169m.g
OG0005116	Stapi.0938s0008, Stapi.0235s0002	Thhalv10016163m.g
OG0005117	Stapi.0938s0009, Stapi.1149s0008	Thhalv10016425m.g, Thhalv10016427m.g
OG0005118	Stapi.2211s0004, Stapi.0938s0011	Thhalv10029243m.g, Thhalv10017015m.g
OG0005119	Stapi.2467s0004, Stapi.0938s0015	Thhalv10017143m.g
OG0005120	Stapi.5998s0002	Thhalv10028219m.g, Thhalv10023139m.g, Thhalv10026977m.g, Thhalv10001423m.g, Thhalv10026771m.g
OG0005121	Stapi.7923s0001, Stapi.0991s0004	Thhalv10024786m.g
OG0005122	Stapi.7485s0002, Stapi.7485s0003	Thhalv10026710m.g
OG0005123	Stapi.9842s0001, Stapi.5260s0002	Thhalv10025501m.g
OG0005124	Stapi.18300s0001	Thhalv10000286m.g
OG0005127	Stapi.7127s0004	Thhalv10026286m.g
OG0005129	Stapi.2219s0006, Stapi.16534s0002	Thhalv10024319m.g
OG0005130	Stapi.15541s0001, Stapi.5216s0001	Thhalv10027575m.g
OG0005131	Stapi.0550s0019, Stapi.10638s0001	Thhalv10026474m.g
OG0005132	Stapi.2905s0003, Stapi.1600s0008, Stapi.0550s0009	Thhalv10025156m.g
OG0005133	Stapi.0359s0001, Stapi.2905s0001	Thhalv10024275m.g
OG0005134	Stapi.2447s0002, Stapi.27733s0001	Thhalv10026183m.g
OG0005135	Stapi.7613s0004, Stapi.2776s0004, Stapi.16060s0001	Thhalv10024321m.g
OG0005136	Stapi.6773s0001, Stapi.1382s0007	Thhalv10025124m.g
OG0005137	Stapi.1382s0003	Thhalv10022846m.g
OG0005138	Stapi.10249s0002, Stapi.2887s0002	Thhalv10025183m.g
OG0005139	Stapi.0788s0002	Thhalv10024683m.g
OG0005140	Stapi.2674s0005, Stapi.15216s0001	Thhalv10024753m.g
OG0005141	Stapi.1365s0005, Stapi.9838s0001	Thhalv10026462m.g
OG0005142	Stapi.1649s0010, Stapi.12814s0001	Thhalv10025131m.g
OG0005143	Stapi.2567s0006, Stapi.9128s0001	Thhalv10024609m.g
OG0005144	Stapi.16725s0001, Stapi.2843s0004	Thhalv10024388m.g
OG0005145	Stapi.25196s0001, Stapi.23307s0001	Thhalv10025967m.g
OG0005146	Stapi.17537s0001, Stapi.5921s0005	Thhalv10024198m.g
OG0005147	Stapi.3988s0003, Stapi.5809s0004	Thhalv10025320m.g
OG0005148	Stapi.3989s0005, Stapi.5301s0001	Thhalv10024217m.g
OG0005149	Stapi.3540s0002, Stapi.13203s0001	Thhalv10024486m.g
OG0005150	Stapi.1895s0003, Stapi.0803s0001, Stapi.0803s0002	Thhalv10024276m.g
OG0005151	Stapi.0803s0004, Stapi.1895s0002	Thhalv10024206m.g
OG0005152	Stapi.27363s0001, Stapi.1578s0009	Thhalv10009797m.g, Thhalv10026845m.g
OG0005153	Stapi.3375s0002, Stapi.0817s0006	Thhalv10025159m.g
OG0005154	Stapi.4313s0004, Stapi.4288s0004	Thhalv10024180m.g
OG0005155	Stapi.16264s0001, Stapi.7384s0001	Thhalv10024589m.g
OG0005156	Stapi.0143s0028	Thhalv10024723m.g
OG0005157	Stapi.5025s0002, Stapi.1654s0001, Stapi.8901s0005	Thhalv10014870m.g
OG0005158	Stapi.0025s0042	Thhalv10023667m.g
OG0005159	Stapi.7705s0001, Stapi.1163s0012	Thhalv10023626m.g
OG0005160	Stapi.5453s0001, Stapi.5545s0001	Thhalv10023533m.g
OG0005162	Stapi.3474s0002, Stapi.7425s0004	Thhalv10023409m.g
OG0005163	Stapi.5935s0002, Stapi.5935s0003, Stapi.6519s0001	Thhalv10023310m.g
OG0005164	Stapi.0904s0006, Stapi.4903s0002, Stapi.2557s0002	Thhalv10024122m.g
OG0005165	Stapi.1900s0001, Stapi.2950s0006, Stapi.2950s0003	Thhalv10023729m.g
OG0005166	Stapi.0026s0011, Stapi.0026s0010	Thhalv10023436m.g
OG0005167	Stapi.31326s0001, Stapi.0026s0016	Thhalv10023712m.g
OG0005168	Stapi.0054s0008, Stapi.4557s0003	Thhalv10023988m.g
OG0005169	Stapi.0893s0001, Stapi.0054s0004	Thhalv10023726m.g
OG0005170	Stapi.4861s0001	Thhalv10024163m.g
OG0005171	Stapi.0021s0031, Stapi.0959s0003	Thhalv10024094m.g
OG0005172	Stapi.5375s0001, Stapi.0021s0036	Thhalv10023272m.g
OG0005173	Stapi.0170s0014	Thhalv10023440m.g
OG0005174	Stapi.0076s0024, Stapi.0022s0067	Thhalv10023309m.g
OG0005175	Stapi.0225s0004, Stapi.0022s0006	Thhalv10023243m.g
OG0005176	Stapi.0100s0012, Stapi.0100s0010	Thhalv10023619m.g
OG0005177	Stapi.0100s0018, Stapi.0100s0016	Thhalv10023577m.g
OG0005179	Stapi.0211s0004, Stapi.0003s0006	Thhalv10023378m.g
OG0005180	Stapi.0502s0002, Stapi.0234s0031	Thhalv10023311m.g
OG0005181	Stapi.0056s0033, Stapi.0089s0025	Thhalv10023702m.g
OG0005182	Stapi.3215s0009	Thhalv10010500m.g
OG0005183	Stapi.1297s0007, Stapi.6379s0005, Stapi.1297s0037	Thhalv10023164m.g, Thhalv10024000m.g
OG0005184	Stapi.0390s0034	Thhalv10015951m.g
OG0005187	Stapi.0409s0008, Stapi.0070s0004	Thhalv10024262m.g
OG0005189	Stapi.1874s0006	Thhalv10004530m.g
OG0005190	Stapi.0279s0005, Stapi.0031s0015	Thhalv10026195m.g
OG0005191	Stapi.0848s0006, Stapi.0031s0021, Stapi.0031s0019	Thhalv10025411m.g
OG0005192	Stapi.0356s0027	Thhalv10004375m.g
OG0005193	Stapi.4192s0004, Stapi.5444s0003	Thhalv10005140m.g
OG0005194	Stapi.5444s0004	Thhalv10004874m.g
OG0005195	Stapi.0115s0027	Thhalv10005505m.g, Thhalv10005341m.g, Thhalv10005390m.g, Thhalv10005382m.g
OG0005196	Stapi.1246s0012, Stapi.0875s0003	Thhalv10012940m.g
OG0005197	Stapi.1246s0006, Stapi.0875s0009	Thhalv10004524m.g
OG0005198	Stapi.3813s0001, Stapi.10573s0001, Stapi.1643s0002	Thhalv10005426m.g
OG0005201	Stapi.0015s0016, Stapi.0224s0011	Thhalv10003786m.g
OG0005202	Stapi.2284s0001, Stapi.0015s0014	Thhalv10004211m.g
OG0005203	Stapi.0015s0008, Stapi.2991s0003	Thhalv10004946m.g
OG0005204	Stapi.1948s0006, Stapi.0812s0001	Thhalv10004280m.g
OG0005205	Stapi.5399s0001, Stapi.3019s0003, Stapi.1948s0001	Thhalv10003827m.g
OG0005206	Stapi.1763s0001, Stapi.2263s0001	Thhalv10003738m.g
OG0005207	Stapi.1859s0001, Stapi.0360s0007	Thhalv10005699m.g
OG0005208	Stapi.0627s0002, Stapi.2354s0008	Thhalv10003636m.g
OG0005209	Stapi.0900s0008, Stapi.2838s0002	Thhalv10005419m.g
OG0005210	Stapi.3117s0004	Thhalv10016261m.g
OG0005211	Stapi.0824s0003, Stapi.8566s0001	Thhalv10016796m.g
OG0005212	Stapi.0153s0031, Stapi.0251s0005	Thhalv10002647m.g
OG0005213	Stapi.0153s0029, Stapi.0251s0010	Thhalv10002438m.g
OG0005214	Stapi.0117s0017, Stapi.0933s0006	Thhalv10003521m.g
OG0005215	Stapi.0117s0020, Stapi.0933s0005	Thhalv10002393m.g
OG0005216	Stapi.2716s0014, Stapi.2590s0005	Thhalv10025902m.g
OG0005217	Stapi.2590s0006, Stapi.2716s0013	Thhalv10024512m.g
OG0005218	Stapi.2716s0006, Stapi.0575s0006	Thhalv10025122m.g
OG0005219	Stapi.0575s0001, Stapi.2716s0002	Thhalv10026565m.g
OG0005220	Stapi.2784s0006	Thhalv10008269m.g
OG0005221	Stapi.0054s0045, Stapi.0013s0018	Thhalv10003133m.g
OG0005222	Stapi.0013s0019, Stapi.0054s0035	Thhalv10003132m.g
OG0005223	Stapi.6213s0005, Stapi.0567s0010	Thhalv10024079m.g
OG0005224	Stapi.1711s0003	Thhalv10023913m.g
OG0005225	Stapi.0093s0001, Stapi.0145s0001	Thhalv10024168m.g
OG0005226	Stapi.0145s0021, Stapi.1257s0001, Stapi.13557s0001	Thhalv10023999m.g
OG0005227	Stapi.7968s0002, Stapi.1406s0005, Stapi.0346s0002	Thhalv10023326m.g
OG0005228	Stapi.0346s0003, Stapi.1406s0004, Stapi.7968s0001	Thhalv10023236m.g
OG0005229	Stapi.5098s0002, Stapi.5500s0002	Thhalv10023225m.g
OG0005230	Stapi.1175s0002, Stapi.7532s0002	Thhalv10023381m.g
OG0005231	Stapi.0733s0001, Stapi.0138s0004	Thhalv10023517m.g
OG0005232	Stapi.0733s0002, Stapi.0138s0003	Thhalv10023264m.g
OG0005233	Stapi.0733s0007, Stapi.4678s0001	Thhalv10023265m.g
OG0005234	Stapi.1955s0006, Stapi.0471s0012	Thhalv10023242m.g
OG0005235	Stapi.13278s0001, Stapi.14172s0001, Stapi.5707s0001	Thhalv10023282m.g
OG0005237	Stapi.6218s0001, Stapi.0848s0009	Thhalv10023361m.g
OG0005238	Stapi.4642s0003	Thhalv10023316m.g
OG0005239	Stapi.7180s0003, Stapi.7180s0002, Stapi.6598s0002	Thhalv10023624m.g
OG0005240	Stapi.0822s0001	Thhalv10023660m.g
OG0005241	Stapi.2947s0011, Stapi.8244s0001	Thhalv10023227m.g
OG0005242	Stapi.1344s0001, Stapi.3573s0008	Thhalv10023604m.g
