Orthogroup	S_diversifolius	S_pinnata
OG0008715	Sdiv_ptg000003l_1716-R	Stapi.1032s0002
OG0008716	Sdiv_ptg000003l_1718-R	Stapi.3430s0003
OG0008717	Sdiv_ptg000003l_1731-R	Stapi.0277s0002
OG0008718	Sdiv_ptg000003l_1733-R	Stapi.0998s0001, Stapi.2004s0003
OG0008719	Sdiv_ptg000003l_1737-R	Stapi.2004s0004, Stapi.2791s0002, Stapi.0591s0008
OG0008720	Sdiv_ptg000003l_1743-R	Stapi.0196s0031, Stapi.0127s0019, Stapi.2348s0001
OG0008721	Sdiv_ptg000003l_1744-R, Sdiv_ptg000014l_2704-R	Stapi.2348s0003
OG0008722	Sdiv_ptg000003l_1750-R	Stapi.0979s0003, Stapi.2237s0008
OG0008723	Sdiv_ptg000014l_2709-R	Stapi.0979s0004, Stapi.2237s0006
OG0008724	Sdiv_ptg000014l_2717-R, Sdiv_ptg000003l_1760-R	Stapi.0979s0011
OG0008725	Sdiv_ptg000014l_2725-R	Stapi.5247s0005, Stapi.3147s0003
OG0008726	Sdiv_ptg000003l_1770-R, Sdiv_ptg000014l_2731-R	Stapi.9593s0001
OG0008727	Sdiv_ptg000007l_2074-R, Sdiv_ptg000012l_0069-R	Stapi.16980s0001
OG0008728	Sdiv_ptg000007l_2075-R	Stapi.3477s0001
OG0008729	Sdiv_ptg000012l_0060-R	Stapi.2720s0009
OG0008730	Sdiv_ptg000012l_0057-R	Stapi.2720s0006
OG0008731	Sdiv_ptg000012l_0045-R, Sdiv_ptg000007l_2095-R	Stapi.5827s0003
OG0008732	Sdiv_ptg000007l_2100-R	Stapi.29336s0001
OG0008733	Sdiv_ptg000007l_2101-R, Sdiv_ptg000012l_0041-R	Stapi.0052s0064
OG0008734	Sdiv_ptg000001l_1241-R	Stapi.2121s0002, Stapi.0857s0011
OG0008735	Sdiv_ptg000008l_0686-R, Sdiv_ptg000022l_0731-R	Stapi.0084s0041
OG0008736	Sdiv_ptg000022l_0728-R	Stapi.0084s0034
OG0008737	Sdiv_ptg000008l_0695-R	Stapi.0084s0026
OG0008738	Sdiv_ptg000022l_0724-R, Sdiv_ptg000008l_0697-R	Stapi.4381s0003
OG0008739	Sdiv_ptg000008l_0703-R, Sdiv_ptg000022l_0737-R	Stapi.0084s0052
OG0008740	Sdiv_ptg000008l_0709-R	Stapi.5452s0002, Stapi.2104s0022
OG0008741	Sdiv_ptg000022l_0747-R	Stapi.2104s0018
OG0008741	Sdiv_ptg000008l_0713-R	Stapi.0942s0004
OG0008742	Sdiv_ptg000008l_0715-R, Sdiv_ptg000022l_0937-R	Stapi.0681s0018
OG0008743	Sdiv_ptg000008l_0717-R	Stapi.0231s0004, Stapi.0681s0015
OG0008744	Sdiv_ptg000022l_0934-R	Stapi.0231s0005
OG0008745	Sdiv_ptg000014l_0375-R	Stapi.2885s0003
OG0008746	Sdiv_ptg000008l_0731-R	Stapi.4001s0001
OG0008747	Sdiv_ptg000008l_0735-R, Sdiv_ptg000022l_0911-R	Stapi.1405s0006
OG0008748	Sdiv_ptg000022l_0910-R	Stapi.1405s0005
OG0008749	Sdiv_ptg000022l_0909-R	Stapi.1405s0004
OG0008750	Sdiv_ptg000022l_0908-R	Stapi.11073s0001
OG0008751	Sdiv_ptg000008l_0738-R	Stapi.0680s0005, Stapi.11073s0002
OG0008752	Sdiv_ptg000022l_0905-R, Sdiv_ptg000008l_0742-R	Stapi.4444s0006
OG0008753	Sdiv_ptg000022l_0903-R	Stapi.2418s0008
OG0008754	Sdiv_ptg000022l_0898-R, Sdiv_ptg000008l_0746-R	Stapi.0777s0009
OG0008755	Sdiv_ptg000008l_0751-R	Stapi.0777s0003, Stapi.2738s0005
OG0008756	Sdiv_ptg000022l_0890-R	Stapi.2738s0002
OG0008757	Sdiv_ptg000022l_0889-R	Stapi.2418s0003
OG0008758	Sdiv_ptg000008l_0755-R, Sdiv_ptg000022l_0888-R	Stapi.2418s0004
OG0008759	Sdiv_ptg000022l_0885-R	Stapi.1376s0004
OG0008761	Sdiv_ptg000022l_0881-R, Sdiv_ptg000008l_0761-R	Stapi.0684s0022
OG0008762	Sdiv_ptg000008l_0762-R, Sdiv_ptg000022l_0880-R	Stapi.0684s0020
OG0008763	Sdiv_ptg000022l_0875-R	Stapi.1180s0007, Stapi.0684s0016
OG0008764	Sdiv_ptg000015l_0171-R	Stapi.3039s0005
OG0008765	Sdiv_ptg000022l_0868-R	Stapi.0684s0006
OG0008766	Sdiv_ptg000008l_0774-R	Stapi.0684s0005, Stapi.0684s0004
OG0008767	Sdiv_ptg000008l_0776-R	Stapi.2080s0003
OG0008769	Sdiv_ptg000022l_0861-R	Stapi.1812s0005
OG0008770	Sdiv_ptg000008l_0787-R	Stapi.0115s0023
OG0008771	Sdiv_ptg000008l_0788-R	Stapi.0115s0025
OG0008772	Sdiv_ptg000022l_0853-R	Stapi.2394s0005
OG0008773	Sdiv_ptg000022l_0848-R, Sdiv_ptg000022l_0847-R, Sdiv_ptg000022l_0849-R	Stapi.0381s0008
OG0008774	Sdiv_ptg000022l_0788-R	Stapi.0291s0028
OG0008775	Sdiv_ptg000022l_0792-R, Sdiv_ptg000008l_0802-R	Stapi.0405s0010
OG0008776	Sdiv_ptg000022l_0795-R	Stapi.4377s0001
OG0008777	Sdiv_ptg000022l_0797-R	Stapi.0364s0033
OG0008778	Sdiv_ptg000022l_0800-R	Stapi.0364s0028
OG0008779	Sdiv_ptg000022l_0801-R	Stapi.8014s0002, Stapi.0364s0027
OG0008780	Sdiv_ptg000022l_0804-R	Stapi.2013s0001, Stapi.0364s0025
OG0008781	Sdiv_ptg000008l_0813-R	Stapi.6991s0001
OG0008781	Sdiv_ptg000022l_0835-R	Stapi.0364s0008
OG0008782	Sdiv_ptg000022l_0834-R, Sdiv_ptg000008l_0814-R	Stapi.0364s0005
OG0008783	Sdiv_ptg000022l_0832-R	Stapi.1215s0009
OG0008784	Sdiv_ptg000022l_0830-R	Stapi.1215s0006
OG0008785	Sdiv_ptg000008l_0818-R, Sdiv_ptg000022l_0827-R	Stapi.1215s0004
OG0008786	Sdiv_ptg000008l_0822-R	Stapi.2190s0004
OG0008787	Sdiv_ptg000022l_0820-R	Stapi.0883s0009
OG0008788	Sdiv_ptg000022l_0818-R	Stapi.0883s0007
OG0008789	Sdiv_ptg000022l_0810-R	Stapi.0798s0006
OG0008790	Sdiv_ptg000008l_0836-R	Stapi.1192s0009
OG0008791	Sdiv_ptg000022l_0781-R	Stapi.0291s0008, Stapi.19991s0001
OG0008792	Sdiv_ptg000008l_0854-R	Stapi.8512s0001, Stapi.0235s0020
OG0008793	Sdiv_ptg000022l_0775-R	Stapi.0235s0018
OG0008794	Sdiv_ptg000008l_0856-R	Stapi.1185s0005
OG0008794	Sdiv_ptg000022l_0773-R	Stapi.0235s0015
OG0008795	Sdiv_ptg000008l_0859-R	Stapi.0235s0007, Stapi.5412s0001, Stapi.3827s0006
OG0008796	Sdiv_ptg000022l_0940-R	Stapi.1462s0004
OG0008797	Sdiv_ptg000022l_0751-R	Stapi.0938s0012, Stapi.2211s0003
OG0008798	Sdiv_ptg000022l_0750-R	Stapi.0731s0007, Stapi.2211s0001, Stapi.2104s0015
OG0008799	Sdiv_ptg000008l_1005-R	Stapi.1419s0005
OG0008800	Sdiv_ptg000022l_1092-R	Stapi.3173s0004
OG0008800	Sdiv_ptg000008l_1015-R	Stapi.15449s0001, Stapi.14363s0003
OG0008801	Sdiv_ptg000008l_1054-R	Stapi.25600s0001, Stapi.26021s0001, Stapi.7920s0003, Stapi.2548s0005
OG0008802	Sdiv_ptg000022l_1147-R	Stapi.1425s0004
OG0008802	Sdiv_ptg000008l_1067-R	Stapi.1576s0008
OG0008803	Sdiv_ptg000022l_1186-R, Sdiv_ptg000008l_1100-R	Stapi.8132s0001
OG0008804	Sdiv_ptg000008l_1169-R	Stapi.11715s0001, Stapi.2010s0005, Stapi.24119s0001
OG0008806	Sdiv_ptg000005l_1857-R	Stapi.10355s0001, Stapi.5831s0004
OG0008807	Sdiv_ptg000004l_2170-R, Sdiv_ptg000005l_1856-R	Stapi.10355s0002
OG0008808	Sdiv_ptg000004l_2169-R	Stapi.10355s0003
OG0008809	Sdiv_ptg000004l_2165-R, Sdiv_ptg000005l_1851-R	Stapi.5831s0006
OG0008810	Sdiv_ptg000004l_2162-R	Stapi.5789s0001
OG0008811	Sdiv_ptg000004l_2161-R	Stapi.13493s0002
OG0008812	Sdiv_ptg000004l_2160-R, Sdiv_ptg000005l_1846-R	Stapi.13493s0001
OG0008813	Sdiv_ptg000005l_1840-R	Stapi.0466s0014
OG0008814	Sdiv_ptg000004l_2154-R, Sdiv_ptg000005l_1838-R	Stapi.5003s0004
OG0008815	Sdiv_ptg000004l_2153-R	Stapi.5003s0003
OG0008816	Sdiv_ptg000005l_1836-R	Stapi.5003s0002
OG0008817	Sdiv_ptg000004l_2149-R, Sdiv_ptg000005l_1830-R	Stapi.16540s0001
OG0008818	Sdiv_ptg000005l_1823-R	Stapi.5917s0001
OG0008819	Sdiv_ptg000005l_1817-R, Sdiv_ptg000004l_2136-R	Stapi.14299s0001
OG0008820	Sdiv_ptg000005l_1814-R, Sdiv_ptg000004l_2134-R	Stapi.5620s0001
OG0008822	Sdiv_ptg000004l_2131-R, Sdiv_ptg000005l_1811-R	Stapi.8859s0001
OG0008823	Sdiv_ptg000005l_1807-R, Sdiv_ptg000004l_2127-R	Stapi.14078s0001
OG0008824	Sdiv_ptg000005l_1804-R, Sdiv_ptg000004l_2124-R	Stapi.3444s0002
OG0008826	Sdiv_ptg000005l_1779-R	Stapi.5484s0004, Stapi.3420s0002
OG0008827	Sdiv_ptg000005l_1775-R	Stapi.5484s0006
OG0008828	Sdiv_ptg000005l_1774-R	Stapi.5484s0009
OG0008830	Sdiv_ptg000004l_2092-R, Sdiv_ptg000005l_1768-R	Stapi.5080s0001
OG0008832	Sdiv_ptg000004l_2071-R, Sdiv_ptg000005l_1759-R	Stapi.13135s0001
OG0008834	Sdiv_ptg000004l_2068-R	Stapi.7962s0001
OG0008835	Sdiv_ptg000004l_2065-R, Sdiv_ptg000005l_1752-R	Stapi.2219s0003
OG0008836	Sdiv_ptg000004l_2060-R, Sdiv_ptg000005l_1747-R	Stapi.7897s0003
OG0008837	Sdiv_ptg000005l_1742-R, Sdiv_ptg000004l_2051-R	Stapi.5216s0004
OG0008838	Sdiv_ptg000004l_2040-R, Sdiv_ptg000005l_1730-R	Stapi.0550s0015
OG0008839	Sdiv_ptg000005l_1724-R	Stapi.0550s0011
OG0008840	Sdiv_ptg000005l_1721-R, Sdiv_ptg000004l_2031-R	Stapi.0550s0007
OG0008841	Sdiv_ptg000004l_2030-R	Stapi.11144s0001, Stapi.0550s0006
OG0008842	Sdiv_ptg000005l_1718-R	Stapi.0550s0004
OG0008843	Sdiv_ptg000005l_1713-R, Sdiv_ptg000004l_2025-R	Stapi.2879s0005
OG0008844	Sdiv_ptg000004l_2024-R, Sdiv_ptg000005l_1712-R	Stapi.2879s0003
OG0008845	Sdiv_ptg000005l_1706-R	Stapi.8100s0002, Stapi.2879s0002
OG0008846	Sdiv_ptg000005l_1703-R	Stapi.2879s0001
OG0008848	Sdiv_ptg000004l_2012-R, Sdiv_ptg000005l_1700-R	Stapi.4761s0007
OG0008849	Sdiv_ptg000004l_2010-R	Stapi.5686s0003, Stapi.4761s0001
OG0008850	Sdiv_ptg000005l_1695-R	Stapi.2776s0005
OG0008851	Sdiv_ptg000005l_1694-R	Stapi.2776s0001
OG0008852	Sdiv_ptg000004l_2001-R	Stapi.1382s0013
OG0008853	Sdiv_ptg000005l_1687-R, Sdiv_ptg000004l_1999-R	Stapi.1382s0009
OG0008854	Sdiv_ptg000004l_1998-R, Sdiv_ptg000005l_1686-R	Stapi.1382s0008
OG0008855	Sdiv_ptg000004l_1995-R, Sdiv_ptg000005l_1683-R	Stapi.6773s0003
OG0008856	Sdiv_ptg000005l_1682-R	Stapi.1382s0006, Stapi.6773s0004
OG0008857	Sdiv_ptg000004l_1978-R	Stapi.10249s0001
OG0008858	Sdiv_ptg000004l_1969-R, Sdiv_ptg000005l_1660-R	Stapi.1649s0002
OG0008859	Sdiv_ptg000004l_1968-R	Stapi.2674s0003
OG0008862	Sdiv_ptg000004l_1959-R, Sdiv_ptg000005l_1650-R	Stapi.4685s0003
OG0008863	Sdiv_ptg000005l_1649-R, Sdiv_ptg000004l_1958-R	Stapi.4685s0004
OG0008864	Sdiv_ptg000004l_1955-R	Stapi.2419s0006
OG0008865	Sdiv_ptg000004l_1951-R, Sdiv_ptg000005l_1641-R	Stapi.2567s0007
OG0008867	Sdiv_ptg000005l_1635-R	Stapi.8557s0002
OG0008868	Sdiv_ptg000005l_1627-R, Sdiv_ptg000004l_1933-R	Stapi.5971s0002
OG0008869	Sdiv_ptg000004l_1929-R	Stapi.11741s0001
OG0008870	Sdiv_ptg000004l_1923-R	Stapi.4042s0002
OG0008871	Sdiv_ptg000005l_1616-R	Stapi.4042s0003
OG0008872	Sdiv_ptg000004l_1920-R, Sdiv_ptg000005l_1615-R	Stapi.5817s0001
OG0008874	Sdiv_ptg000005l_1610-R	Stapi.5921s0004
OG0008875	Sdiv_ptg000005l_1608-R	Stapi.3988s0001
OG0008876	Sdiv_ptg000005l_1605-R	Stapi.1466s0003, Stapi.1466s0004
OG0008877	Sdiv_ptg000004l_1906-R	Stapi.0172s0028, Stapi.1109s0006
OG0008878	Sdiv_ptg000005l_1601-R	Stapi.0172s0029
OG0008879	Sdiv_ptg000005l_1598-R	Stapi.0172s0031
OG0008880	Sdiv_ptg000004l_1899-R	Stapi.5683s0003
OG0008881	Sdiv_ptg000005l_1591-R, Sdiv_ptg000004l_1894-R	Stapi.0586s0001
OG0008882	Sdiv_ptg000005l_1588-R	Stapi.3989s0004
OG0008883	Sdiv_ptg000004l_1886-R	Stapi.13360s0002
OG0008884	Sdiv_ptg000004l_1880-R	Stapi.3540s0004
OG0008885	Sdiv_ptg000005l_1577-R, Sdiv_ptg000004l_1879-R	Stapi.22177s0001
OG0008886	Sdiv_ptg000005l_1575-R, Sdiv_ptg000004l_1877-R	Stapi.0617s0014
OG0008887	Sdiv_ptg000004l_1876-R	Stapi.7124s0002
OG0008888	Sdiv_ptg000004l_1875-R, Sdiv_ptg000005l_1573-R	Stapi.16588s0002
OG0008889	Sdiv_ptg000004l_1873-R, Sdiv_ptg000005l_1571-R	Stapi.7720s0003
OG0008890	Sdiv_ptg000005l_1569-R	Stapi.1895s0009
OG0008891	Sdiv_ptg000004l_1866-R	Stapi.1895s0004
OG0008892	Sdiv_ptg000004l_1858-R	Stapi.0253s0014
OG0008893	Sdiv_ptg000004l_1856-R	Stapi.0253s0009
OG0008894	Sdiv_ptg000004l_1852-R	Stapi.1285s0005
OG0008896	Sdiv_ptg000005l_1552-R	Stapi.3780s0001
OG0008897	Sdiv_ptg000004l_1844-R, Sdiv_ptg000005l_1549-R	Stapi.3780s0006
OG0008898	Sdiv_ptg000005l_1544-R	Stapi.7224s0003, Stapi.9738s0001
OG0008899	Sdiv_ptg000004l_1838-R	Stapi.7224s0002
OG0008900	Sdiv_ptg000004l_1837-R	Stapi.6458s0001
OG0008901	Sdiv_ptg000004l_1831-R	Stapi.6458s0004
OG0008902	Sdiv_ptg000004l_1830-R, Sdiv_ptg000005l_1537-R	Stapi.6143s0003
OG0008903	Sdiv_ptg000005l_1534-R	Stapi.8179s0002
OG0008904	Sdiv_ptg000004l_1825-R, Sdiv_ptg000005l_1532-R	Stapi.18544s0001
OG0008905	Sdiv_ptg000004l_1822-R	Stapi.9849s0001
OG0008906	Sdiv_ptg000005l_1527-R	Stapi.7189s0004
OG0008907	Sdiv_ptg000004l_1817-R	Stapi.8460s0001
OG0008908	Sdiv_ptg000005l_1519-R	Stapi.6524s0001
OG0008909	Sdiv_ptg000004l_1808-R, Sdiv_ptg000005l_1516-R	Stapi.5554s0004
OG0008910	Sdiv_ptg000004l_1804-R, Sdiv_ptg000005l_1513-R	Stapi.5554s0001
OG0008911	Sdiv_ptg000004l_1800-R	Stapi.11316s0002
OG0008912	Sdiv_ptg000004l_1799-R	Stapi.7144s0002, Stapi.11316s0003
OG0008913	Sdiv_ptg000004l_1798-R	Stapi.11316s0004
OG0008914	Sdiv_ptg000005l_1500-R	Stapi.10600s0001
OG0008917	Sdiv_ptg000012l_2003-R	Stapi.5545s0002
OG0008918	Sdiv_ptg000012l_1999-R	Stapi.1758s0006
OG0008919	Sdiv_ptg000012l_1996-R	Stapi.0333s0002
OG0008920	Sdiv_ptg000004l_1107-R	Stapi.3228s0002
OG0008921	Sdiv_ptg000007l_0344-R	Stapi.1806s0006
OG0008922	Sdiv_ptg000012l_1981-R	Stapi.0161s0029, Stapi.1076s0005
OG0008923	Sdiv_ptg000007l_0358-R	Stapi.6519s0005, Stapi.0602s0010
OG0008924	Sdiv_ptg000007l_0042-R	Stapi.11917s0001
OG0008925	Sdiv_ptg000012l_1962-R	Stapi.2654s0002
OG0008926	Sdiv_ptg000012l_1957-R	Stapi.0026s0015, Stapi.6541s0001
OG0008927	Sdiv_ptg000012l_1954-R	Stapi.1283s0007
OG0008928	Sdiv_ptg000007l_0384-R, Sdiv_ptg000012l_1947-R	Stapi.0120s0016
OG0008929	Sdiv_ptg000012l_1945-R	Stapi.3673s0003
OG0008930	Sdiv_ptg000007l_0392-R	Stapi.0021s0040
OG0008931	Sdiv_ptg000012l_1930-R	Stapi.0076s0018
OG0008932	Sdiv_ptg000012l_1926-R, Sdiv_ptg000007l_0409-R	Stapi.0022s0034
OG0008934	Sdiv_ptg000012l_1918-R	Stapi.0090s0021
OG0008937	Sdiv_ptg000012l_1813-R	Stapi.0056s0030
OG0008938	Sdiv_ptg000007l_0487-R	Stapi.0019s0055
OG0008941	Sdiv_ptg000012l_1886-R	Stapi.0052s0049
OG0008942	Sdiv_ptg000271l_0001-R, Sdiv_ptg000089l_0002-R, Sdiv_ptg000050l_0001-R, Sdiv_ptg000494l_0005-R	Stapi.0421s0012
OG0008943	Sdiv_ptg000089l_0054-R, Sdiv_ptg000129l_0007-R, Sdiv_ptg000089l_0011-R, Sdiv_ptg000839c_0008-R	Stapi.0421s0001
OG0008944	Sdiv_ptg000089l_0056-R, Sdiv_ptg000129l_0005-R, Sdiv_ptg000839c_0006-R, Sdiv_ptg000089l_0013-R	Stapi.0421s0003
OG0008947	Sdiv_ptg000004l_0363-R	Stapi.0136s0014
OG0008948	Sdiv_ptg000004l_0383-R	Stapi.0033s0025
OG0008949	Sdiv_ptg000005l_0113-R	Stapi.1389s0004
OG0008949	Sdiv_ptg000012l_1858-R	Stapi.0732s0012, Stapi.1831s0004, Stapi.10390s0001
OG0008951	Sdiv_ptg000005l_0137-R	Stapi.4431s0005, Stapi.0114s0008
OG0008953	Sdiv_ptg000004l_0415-R	Stapi.0256s0012
OG0008954	Sdiv_ptg000007l_1004-R, Sdiv_ptg000012l_1228-R	Stapi.0356s0025
OG0008955	Sdiv_ptg000012l_1224-R	Stapi.3590s0007
OG0008956	Sdiv_ptg000012l_1219-R, Sdiv_ptg000007l_1014-R	Stapi.4192s0002
OG0008957	Sdiv_ptg000012l_1211-R	Stapi.12881s0001
OG0008959	Sdiv_ptg000007l_1022-R	Stapi.4025s0003
OG0008960	Sdiv_ptg000012l_1205-R, Sdiv_ptg000007l_1026-R	Stapi.0551s0003
OG0008961	Sdiv_ptg000012l_1202-R	Stapi.0551s0007, Stapi.3071s0002
OG0008962	Sdiv_ptg000012l_1194-R	Stapi.1246s0011
OG0008963	Sdiv_ptg000012l_1192-R	Stapi.1246s0008
OG0008964	Sdiv_ptg000007l_1080-R	Stapi.0280s0004
OG0008964	Sdiv_ptg000012l_1151-R	Stapi.1682s0006
OG0008965	Sdiv_ptg000007l_1185-R, Sdiv_ptg000012l_1031-R	Stapi.9724s0001, Stapi.2239s0002
OG0008966	Sdiv_ptg000007l_1200-R	Stapi.5691s0004
OG0008966	Sdiv_ptg000012l_1018-R	Stapi.4956s0002
OG0008968	Sdiv_ptg000007l_1368-R	Stapi.2357s0006, Stapi.0341s0001, Stapi.5541s0002
OG0008969	Sdiv_ptg000012l_0837-R, Sdiv_ptg000007l_1378-R	Stapi.2697s0008, Stapi.4044s0003
OG0008970	Sdiv_ptg000007l_1472-R	Stapi.2123s0003, Stapi.4460s0002, Stapi.2472s0006
OG0008971	Sdiv_ptg000012l_0650-R	Stapi.0579s0007
OG0008972	Sdiv_ptg000012l_0585-R	Stapi.3372s0002
OG0008973	Sdiv_ptg000007l_1621-R	Stapi.3954s0004, Stapi.24568s0001, Stapi.10172s0001
OG0008974	Sdiv_ptg000007l_1631-R	Stapi.2134s0005
OG0008976	Sdiv_ptg000004l_0333-R	Stapi.0015s0015
OG0008977	Sdiv_ptg000004l_0324-R, Sdiv_ptg000005l_0061-R	Stapi.4875s0002
OG0008978	Sdiv_ptg000005l_0052-R, Sdiv_ptg000004l_0312-R	Stapi.2838s0003
OG0008979	Sdiv_ptg000004l_0313-R	Stapi.4618s0001
OG0008980	Sdiv_ptg000022l_0647-R	Stapi.13776s0001
OG0008981	Sdiv_ptg000022l_0643-R, Sdiv_ptg000008l_0611-R	Stapi.0824s0007
OG0008982	Sdiv_ptg000008l_0607-R	Stapi.8566s0002, Stapi.0824s0002
OG0008985	Sdiv_ptg000013l_0484-R, Sdiv_ptg000001l_0518-R	Stapi.0071s0038
OG0008986	Sdiv_ptg000013l_0475-R, Sdiv_ptg000001l_0507-R	Stapi.0219s0009
OG0008987	Sdiv_ptg000001l_0506-R	Stapi.0219s0010
OG0008988	Sdiv_ptg000004l_0711-R	Stapi.2716s0010
OG0008989	Sdiv_ptg000005l_0409-R	Stapi.0575s0009, Stapi.2716s0007
OG0008990	Sdiv_ptg000005l_0411-R	Stapi.0575s0005
OG0008991	Sdiv_ptg000005l_0413-R	Stapi.0575s0002
OG0008992	Sdiv_ptg000005l_0415-R	Stapi.2716s0001, Stapi.5332s0004
OG0008993	Sdiv_ptg000004l_0719-R	Stapi.3087s0002
OG0008993	Sdiv_ptg000005l_0416-R	Stapi.5332s0003
OG0008994	Sdiv_ptg000022l_0923-R	Stapi.0231s0022
OG0008994	Sdiv_ptg000022l_0922-R	Stapi.0681s0001
OG0008995	Sdiv_ptg000022l_0932-R	Stapi.5922s0001, Stapi.0492s0004, Stapi.0231s0012
OG0008997	Sdiv_ptg000007l_0468-R	Stapi.0288s0003
OG0008998	Sdiv_ptg000012l_1872-R	Stapi.0078s0005
OG0008999	Sdiv_ptg000007l_0459-R	Stapi.0054s0080
OG0009000	Sdiv_ptg000007l_0458-R, Sdiv_ptg000012l_1861-R	Stapi.0078s0002
OG0009001	Sdiv_ptg000012l_2012-R	Stapi.0567s0011
OG0009002	Sdiv_ptg000012l_2010-R	Stapi.0567s0005
OG0009003	Sdiv_ptg000012l_2023-R	Stapi.1711s0002, Stapi.2214s0001
OG0009004	Sdiv_ptg000012l_2045-R, Sdiv_ptg000007l_0313-R	Stapi.2664s0001
OG0009005	Sdiv_ptg000012l_2047-R	Stapi.0145s0019
OG0009006	Sdiv_ptg000012l_2050-R, Sdiv_ptg000007l_0309-R	Stapi.0145s0022
OG0009007	Sdiv_ptg000012l_2059-R	Stapi.1222s0002
OG0009008	Sdiv_ptg000007l_0296-R, Sdiv_ptg000012l_2062-R	Stapi.1436s0005
OG0009009	Sdiv_ptg000012l_2063-R	Stapi.5027s0003
OG0009011	Sdiv_ptg000012l_2076-R, Sdiv_ptg000007l_0282-R	Stapi.0837s0004
OG0009012	Sdiv_ptg000012l_2087-R	Stapi.0138s0002
OG0009013	Sdiv_ptg000012l_2091-R	Stapi.1955s0007
OG0009014	Sdiv_ptg000007l_0267-R	Stapi.1955s0004
OG0009015	Sdiv_ptg000012l_2101-R	Stapi.2662s0002
OG0009016	Sdiv_ptg000012l_2109-R	Stapi.0991s0011, Stapi.3132s0002, Stapi.10365s0001
OG0009017	Sdiv_ptg000012l_2137-R	Stapi.2658s0005
OG0009019	Sdiv_ptg000012l_2127-R	Stapi.8877s0002
OG0009020	Sdiv_ptg000012l_2123-R	Stapi.3284s0001, Stapi.0848s0004
OG0009021	Sdiv_ptg000012l_2120-R	Stapi.14214s0002
OG0009022	Sdiv_ptg000012l_2118-R	Stapi.6598s0003
OG0009023	Sdiv_ptg000012l_2146-R, Sdiv_ptg000007l_0211-R	Stapi.0450s0010
OG0009024	Sdiv_ptg000012l_2157-R	Stapi.1557s0011
OG0009025	Sdiv_ptg000012l_2161-R	Stapi.6002s0004
OG0009026	Sdiv_ptg000012l_2165-R, Sdiv_ptg000007l_0202-R	Stapi.0533s0003
OG0009027	Sdiv_ptg000012l_2168-R, Sdiv_ptg000007l_0196-R	Stapi.2421s0005
OG0009029	Sdiv_ptg000012l_2176-R	Stapi.5208s0004
OG0009030	Sdiv_ptg000012l_2179-R	Stapi.5765s0004
OG0009032	Sdiv_ptg000012l_2187-R	Stapi.11469s0001
OG0009033	Sdiv_ptg000007l_0170-R, Sdiv_ptg000012l_2198-R	Stapi.3302s0003
OG0009034	Sdiv_ptg000007l_0153-R	Stapi.0137s0004
OG0009035	Sdiv_ptg000012l_2213-R	Stapi.10732s0001
OG0009036	Sdiv_ptg000012l_2220-R, Sdiv_ptg000007l_0144-R	Stapi.10819s0001
OG0009037	Sdiv_ptg000007l_0140-R	Stapi.5221s0001
OG0009038	Sdiv_ptg000012l_2223-R, Sdiv_ptg000007l_0139-R	Stapi.5221s0002
OG0009039	Sdiv_ptg000012l_2234-R	Stapi.5803s0001
OG0009040	Sdiv_ptg000012l_2252-R	Stapi.3187s0002
OG0009041	Sdiv_ptg000015l_1318-R	Stapi.0654s0002, Stapi.0507s0011
OG0009042	Sdiv_ptg000012l_2273-R	Stapi.1137s0001
OG0009043	Sdiv_ptg000012l_2274-R	Stapi.7203s0001
OG0009044	Sdiv_ptg000012l_2275-R	Stapi.7203s0002
OG0009045	Sdiv_ptg000012l_2276-R, Sdiv_ptg000007l_0079-R	Stapi.9106s0001
OG0009047	Sdiv_ptg000015l_1046-R	Stapi.11261s0002, Stapi.0080s0017
OG0009048	Sdiv_ptg000015l_1047-R	Stapi.0690s0009
OG0009050	Sdiv_ptg000002l_1067-R	Stapi.0249s0014
OG0009050	Sdiv_ptg000015l_1049-R	Stapi.3070s0001
OG0009051	Sdiv_ptg000002l_1066-R	Stapi.3070s0002, Stapi.0693s0002
OG0009052	Sdiv_ptg000002l_1057-R	Stapi.0617s0002
OG0009053	Sdiv_ptg000002l_1054-R	Stapi.0482s0012, Stapi.0717s0004
OG0009054	Sdiv_ptg000002l_1043-R	Stapi.0167s0002
OG0009055	Sdiv_ptg000002l_1038-R, Sdiv_ptg000015l_1078-R	Stapi.0503s0003
OG0009056	Sdiv_ptg000002l_1037-R	Stapi.3739s0001
OG0009057	Sdiv_ptg000015l_1087-R	Stapi.8860s0001
OG0009058	Sdiv_ptg000015l_1093-R	Stapi.0501s0005
OG0009059	Sdiv_ptg000015l_1098-R	Stapi.1831s0007
OG0009060	Sdiv_ptg000002l_1022-R, Sdiv_ptg000015l_1104-R	Stapi.0726s0004
OG0009061	Sdiv_ptg000015l_1108-R	Stapi.12007s0002
OG0009062	Sdiv_ptg000002l_1000-R	Stapi.5655s0002
OG0009063	Sdiv_ptg000002l_1005-R, Sdiv_ptg000015l_1124-R	Stapi.0423s0004
OG0009064	Sdiv_ptg000002l_1011-R	Stapi.0765s0007, Stapi.1513s0003
OG0009066	Sdiv_ptg000008l_0426-R	Stapi.0036s0048
OG0009067	Sdiv_ptg000008l_0425-R	Stapi.0036s0049
OG0009068	Sdiv_ptg000022l_0457-R	Stapi.0153s0013, Stapi.0166s0001
