Orthogroup	S_diversifolius	E_salsugineum
OG0007365	Sdiv_ptg000012l_0967-R	Thhalv10005357m.g
OG0007366	Sdiv_ptg000012l_0971-R, Sdiv_ptg000007l_1246-R	Thhalv10003979m.g
OG0007367	Sdiv_ptg000007l_1237-R, Sdiv_ptg000012l_0983-R	Thhalv10005148m.g
OG0007369	Sdiv_ptg000007l_1230-R, Sdiv_ptg000012l_0989-R	Thhalv10004799m.g
OG0007370	Sdiv_ptg000012l_0990-R	Thhalv10004648m.g
OG0007371	Sdiv_ptg000012l_0992-R, Sdiv_ptg000007l_1228-R	Thhalv10005639m.g
OG0007372	Sdiv_ptg000012l_0997-R, Sdiv_ptg000007l_1222-R	Thhalv10004538m.g
OG0007373	Sdiv_ptg000012l_0999-R	Thhalv10003677m.g, Thhalv10009510m.g
OG0007375	Sdiv_ptg000012l_1011-R, Sdiv_ptg000007l_1210-R	Thhalv10004086m.g
OG0007376	Sdiv_ptg000012l_1024-R, Sdiv_ptg000007l_1192-R	Thhalv10003763m.g
OG0007377	Sdiv_ptg000012l_1029-R	Thhalv10003580m.g
OG0007378	Sdiv_ptg000007l_1177-R, Sdiv_ptg000012l_1045-R	Thhalv10004857m.g
OG0007379	Sdiv_ptg000007l_1176-R, Sdiv_ptg000012l_1046-R	Thhalv10005564m.g
OG0007381	Sdiv_ptg000012l_1054-R	Thhalv10004025m.g
OG0007382	Sdiv_ptg000007l_1170-R, Sdiv_ptg000012l_1055-R	Thhalv10003895m.g
OG0007383	Sdiv_ptg000007l_1164-R, Sdiv_ptg000012l_1062-R	Thhalv10004352m.g
OG0007384	Sdiv_ptg000012l_1064-R	Thhalv10004580m.g
OG0007385	Sdiv_ptg000012l_1066-R	Thhalv10005624m.g
OG0007386	Sdiv_ptg000007l_1157-R, Sdiv_ptg000012l_1070-R	Thhalv10004240m.g
OG0007387	Sdiv_ptg000007l_1154-R, Sdiv_ptg000012l_1074-R	Thhalv10004687m.g
OG0007389	Sdiv_ptg000012l_1086-R, Sdiv_ptg000007l_1142-R	Thhalv10004321m.g
OG0007390	Sdiv_ptg000007l_1141-R, Sdiv_ptg000012l_1088-R	Thhalv10004265m.g
OG0007391	Sdiv_ptg000012l_1090-R	Thhalv10005008m.g
OG0007392	Sdiv_ptg000012l_1094-R	Thhalv10004988m.g
OG0007393	Sdiv_ptg000007l_1136-R, Sdiv_ptg000012l_1096-R	Thhalv10004520m.g
OG0007394	Sdiv_ptg000012l_1099-R, Sdiv_ptg000007l_1133-R	Thhalv10004935m.g
OG0007395	Sdiv_ptg000007l_1127-R, Sdiv_ptg000012l_1103-R	Thhalv10004671m.g
OG0007396	Sdiv_ptg000012l_1104-R	Thhalv10003758m.g
OG0007397	Sdiv_ptg000007l_1124-R, Sdiv_ptg000012l_1106-R	Thhalv10004377m.g
OG0007398	Sdiv_ptg000007l_1119-R, Sdiv_ptg000012l_1110-R	Thhalv10005297m.g
OG0007399	Sdiv_ptg000012l_1111-R, Sdiv_ptg000007l_1118-R	Thhalv10004226m.g
OG0007400	Sdiv_ptg000007l_1116-R, Sdiv_ptg000012l_1114-R	Thhalv10003842m.g
OG0007401	Sdiv_ptg000007l_1111-R, Sdiv_ptg000012l_1118-R	Thhalv10003903m.g
OG0007402	Sdiv_ptg000012l_1124-R	Thhalv10003992m.g
OG0007403	Sdiv_ptg000007l_1102-R	Thhalv10005093m.g
OG0007404	Sdiv_ptg000007l_1101-R, Sdiv_ptg000012l_1126-R	Thhalv10003691m.g
OG0007405	Sdiv_ptg000012l_1133-R, Sdiv_ptg000007l_1097-R	Thhalv10004224m.g
OG0007406	Sdiv_ptg000007l_1092-R	Thhalv10004137m.g
OG0007407	Sdiv_ptg000012l_1146-R, Sdiv_ptg000007l_1086-R	Thhalv10004963m.g
OG0007408	Sdiv_ptg000012l_1147-R	Thhalv10004130m.g
OG0007409	Sdiv_ptg000012l_1150-R	Thhalv10004793m.g
OG0007410	Sdiv_ptg000007l_1078-R	Thhalv10003920m.g
OG0007411	Sdiv_ptg000007l_1063-R	Thhalv10005263m.g
OG0007412	Sdiv_ptg000012l_1167-R	Thhalv10003973m.g
OG0007413	Sdiv_ptg000007l_1061-R, Sdiv_ptg000012l_1168-R	Thhalv10004169m.g
OG0007414	Sdiv_ptg000007l_1059-R	Thhalv10004128m.g
OG0007415	Sdiv_ptg000012l_1173-R, Sdiv_ptg000007l_1057-R	Thhalv10004262m.g
OG0007416	Sdiv_ptg000012l_1175-R, Sdiv_ptg000007l_1055-R	Thhalv10004915m.g
OG0007417	Sdiv_ptg000012l_1178-R, Sdiv_ptg000007l_1049-R	Thhalv10004584m.g
OG0007418	Sdiv_ptg000012l_1187-R	Thhalv10004539m.g
OG0007419	Sdiv_ptg000007l_1042-R, Sdiv_ptg000012l_1188-R	Thhalv10004475m.g
OG0007420	Sdiv_ptg000001l_1370-R, Sdiv_ptg000013l_1302-R	Thhalv10020086m.g
OG0007421	Sdiv_ptg000001l_1374-R, Sdiv_ptg000013l_1305-R	Thhalv10020691m.g
OG0007422	Sdiv_ptg000001l_1384-R	Thhalv10020804m.g
OG0007423	Sdiv_ptg000003l_2886-R	Thhalv10006637m.g
OG0007424	Sdiv_ptg000014l_0071-R, Sdiv_ptg000003l_2883-R	Thhalv10027474m.g, Thhalv10007320m.g
OG0007425	Sdiv_ptg000014l_0073-R, Sdiv_ptg000003l_2879-R	Thhalv10007632m.g
OG0007426	Sdiv_ptg000014l_0093-R, Sdiv_ptg000003l_2866-R	Thhalv10008179m.g
OG0007427	Sdiv_ptg000013l_0498-R, Sdiv_ptg000014l_0094-R	Thhalv10008363m.g
OG0007428	Sdiv_ptg000014l_0105-R, Sdiv_ptg000003l_2856-R, Sdiv_ptg001169l_0005-R	Thhalv10006876m.g
OG0007429	Sdiv_ptg000003l_2837-R, Sdiv_ptg000014l_0119-R	Thhalv10008492m.g
OG0007430	Sdiv_ptg000014l_0124-R, Sdiv_ptg000003l_2832-R	Thhalv10007445m.g
OG0007431	Sdiv_ptg000003l_2823-R, Sdiv_ptg000014l_0132-R	Thhalv10006534m.g
OG0007432	Sdiv_ptg000003l_2816-R, Sdiv_ptg000014l_0140-R	Thhalv10008478m.g
OG0007433	Sdiv_ptg000003l_2811-R	Thhalv10009966m.g
OG0007433	Sdiv_ptg000014l_0146-R	Thhalv10008788m.g
OG0007434	Sdiv_ptg000014l_0155-R, Sdiv_ptg000003l_2804-R	Thhalv10006706m.g
OG0007435	Sdiv_ptg000004l_0707-R	Thhalv10027149m.g
OG0007436	Sdiv_ptg000004l_0706-R, Sdiv_ptg000005l_0403-R	Thhalv10024194m.g
OG0007437	Sdiv_ptg000004l_0699-R	Thhalv10025677m.g
OG0007438	Sdiv_ptg000005l_0398-R, Sdiv_ptg000004l_0697-R	Thhalv10025521m.g
OG0007439	Sdiv_ptg000004l_0696-R	Thhalv10024420m.g
OG0007440	Sdiv_ptg000005l_0395-R	Thhalv10026380m.g
OG0007441	Sdiv_ptg000005l_0392-R, Sdiv_ptg000004l_0690-R	Thhalv10026514m.g
OG0007442	Sdiv_ptg000005l_0391-R	Thhalv10025009m.g
OG0007443	Sdiv_ptg000005l_0390-R	Thhalv10024884m.g
OG0007444	Sdiv_ptg000009l_1245-R, Sdiv_ptg000010l_0277-R	Thhalv10013373m.g
OG0007445	Sdiv_ptg000009l_1243-R, Sdiv_ptg000010l_0275-R	Thhalv10013460m.g
OG0007446	Sdiv_ptg000009l_1242-R, Sdiv_ptg000010l_0273-R	Thhalv10014829m.g
OG0007448	Sdiv_ptg000010l_0267-R, Sdiv_ptg000009l_1234-R	Thhalv10015907m.g
OG0007449	Sdiv_ptg000009l_1232-R, Sdiv_ptg000010l_0266-R	Thhalv10013325m.g
OG0007450	Sdiv_ptg000010l_0259-R, Sdiv_ptg000009l_1225-R	Thhalv10014852m.g
OG0007451	Sdiv_ptg000010l_0253-R, Sdiv_ptg000009l_1217-R	Thhalv10012672m.g
OG0007452	Sdiv_ptg000009l_1208-R, Sdiv_ptg000010l_0246-R	Thhalv10014292m.g
OG0007453	Sdiv_ptg000010l_0242-R	Thhalv10014143m.g
OG0007454	Sdiv_ptg000010l_0237-R, Sdiv_ptg000009l_1201-R	Thhalv10015705m.g
OG0007455	Sdiv_ptg000010l_0230-R, Sdiv_ptg000009l_1194-R	Thhalv10015071m.g
OG0007456	Sdiv_ptg000009l_1193-R, Sdiv_ptg000010l_0229-R	Thhalv10016097m.g
OG0007457	Sdiv_ptg000009l_1192-R	Thhalv10013163m.g
OG0007458	Sdiv_ptg000009l_1188-R, Sdiv_ptg000010l_0224-R	Thhalv10015651m.g
OG0007459	Sdiv_ptg000009l_1187-R, Sdiv_ptg000010l_0223-R	Thhalv10014113m.g
OG0007460	Sdiv_ptg000009l_1186-R, Sdiv_ptg000010l_0222-R	Thhalv10012756m.g
OG0007461	Sdiv_ptg000009l_1184-R, Sdiv_ptg000010l_0221-R	Thhalv10014327m.g
OG0007462	Sdiv_ptg000009l_1183-R, Sdiv_ptg000010l_0220-R	Thhalv10013330m.g
OG0007463	Sdiv_ptg000009l_1181-R, Sdiv_ptg000010l_0219-R	Thhalv10013347m.g
OG0007464	Sdiv_ptg000009l_1180-R, Sdiv_ptg000010l_0218-R	Thhalv10013571m.g
OG0007465	Sdiv_ptg000009l_1065-R, Sdiv_ptg000009l_1174-R	Thhalv10015991m.g
OG0007466	Sdiv_ptg000009l_1173-R, Sdiv_ptg000010l_0214-R	Thhalv10014088m.g
OG0007467	Sdiv_ptg000010l_0205-R, Sdiv_ptg000009l_1166-R	Thhalv10016106m.g
OG0007468	Sdiv_ptg000010l_0204-R	Thhalv10015148m.g
OG0007469	Sdiv_ptg000009l_1163-R, Sdiv_ptg000010l_0203-R	Thhalv10014009m.g
OG0007470	Sdiv_ptg000010l_0201-R, Sdiv_ptg000009l_1161-R	Thhalv10013707m.g
OG0007471	Sdiv_ptg000009l_1150-R, Sdiv_ptg000010l_0193-R	Thhalv10012776m.g
OG0007472	Sdiv_ptg000009l_1148-R, Sdiv_ptg000010l_0191-R	Thhalv10013821m.g
OG0007473	Sdiv_ptg000009l_1144-R, Sdiv_ptg000010l_0189-R	Thhalv10012633m.g
OG0007474	Sdiv_ptg000009l_1143-R, Sdiv_ptg000010l_0188-R	Thhalv10013344m.g
OG0007475	Sdiv_ptg000009l_1139-R, Sdiv_ptg000010l_0187-R	Thhalv10013608m.g
OG0007476	Sdiv_ptg000010l_0186-R, Sdiv_ptg000009l_1138-R	Thhalv10014654m.g
OG0007478	Sdiv_ptg000010l_0173-R, Sdiv_ptg000009l_1123-R	Thhalv10012943m.g
OG0007479	Sdiv_ptg000010l_0170-R, Sdiv_ptg000009l_1119-R	Thhalv10014859m.g
OG0007480	Sdiv_ptg000009l_1115-R, Sdiv_ptg000010l_0168-R	Thhalv10014416m.g
OG0007481	Sdiv_ptg000009l_1096-R, Sdiv_ptg000010l_0151-R	Thhalv10014871m.g
OG0007482	Sdiv_ptg000009l_1094-R	Thhalv10015756m.g
OG0007483	Sdiv_ptg000010l_0140-R, Sdiv_ptg000009l_1087-R	Thhalv10014473m.g
OG0007484	Sdiv_ptg000010l_0135-R, Sdiv_ptg000009l_1081-R	Thhalv10014939m.g
OG0007485	Sdiv_ptg000009l_1080-R	Thhalv10014713m.g
OG0007486	Sdiv_ptg000009l_1072-R	Thhalv10014271m.g, Thhalv10027205m.g
OG0007487	Sdiv_ptg000009l_1070-R	Thhalv10014049m.g
OG0007488	Sdiv_ptg000009l_1069-R	Thhalv10012518m.g
OG0007490	Sdiv_ptg000009l_1051-R	Thhalv10013709m.g
OG0007491	Sdiv_ptg000009l_1050-R, Sdiv_ptg000010l_1882-R	Thhalv10014345m.g
OG0007492	Sdiv_ptg000009l_1046-R, Sdiv_ptg000010l_1886-R	Thhalv10015129m.g
OG0007493	Sdiv_ptg000009l_1040-R	Thhalv10012948m.g
OG0007494	Sdiv_ptg000010l_1896-R, Sdiv_ptg000009l_1035-R	Thhalv10015839m.g
OG0007495	Sdiv_ptg000010l_1897-R	Thhalv10013899m.g, Thhalv10013855m.g
OG0007496	Sdiv_ptg000009l_1034-R	Thhalv10013946m.g
OG0007497	Sdiv_ptg000009l_1030-R	Thhalv10015850m.g
OG0007498	Sdiv_ptg000009l_1029-R	Thhalv10012764m.g
OG0007499	Sdiv_ptg000009l_1025-R	Thhalv10013036m.g
OG0007500	Sdiv_ptg000010l_1908-R, Sdiv_ptg000009l_1021-R	Thhalv10013771m.g
OG0007501	Sdiv_ptg000010l_1909-R	Thhalv10014781m.g
OG0007502	Sdiv_ptg000010l_1912-R	Thhalv10013286m.g
OG0007503	Sdiv_ptg000009l_1016-R, Sdiv_ptg000010l_1916-R	Thhalv10013540m.g
OG0007504	Sdiv_ptg000009l_1007-R, Sdiv_ptg000010l_1925-R	Thhalv10012598m.g
OG0007505	Sdiv_ptg000010l_1926-R	Thhalv10013825m.g
OG0007506	Sdiv_ptg000009l_1004-R	Thhalv10014522m.g
OG0007507	Sdiv_ptg000010l_1931-R, Sdiv_ptg000009l_1000-R	Thhalv10013627m.g
OG0007508	Sdiv_ptg000002l_1454-R, Sdiv_ptg000015l_0697-R	Thhalv10018467m.g
OG0007509	Sdiv_ptg000002l_1449-R	Thhalv10019520m.g
OG0007510	Sdiv_ptg000015l_0700-R	Thhalv10018516m.g
OG0007512	Sdiv_ptg000002l_1436-R, Sdiv_ptg000015l_0709-R	Thhalv10018477m.g
OG0007513	Sdiv_ptg000002l_1432-R	Thhalv10019376m.g
OG0007514	Sdiv_ptg000015l_0722-R	Thhalv10019160m.g
OG0007515	Sdiv_ptg000002l_1426-R, Sdiv_ptg000015l_0723-R	Thhalv10018172m.g
OG0007516	Sdiv_ptg000015l_0727-R	Thhalv10018439m.g
OG0007517	Sdiv_ptg000015l_0737-R, Sdiv_ptg000002l_1409-R	Thhalv10018314m.g
OG0007518	Sdiv_ptg000015l_0738-R, Sdiv_ptg000002l_1408-R	Thhalv10018719m.g
OG0007519	Sdiv_ptg000002l_1404-R	Thhalv10019747m.g
OG0007520	Sdiv_ptg000015l_0754-R, Sdiv_ptg000002l_1395-R	Thhalv10018277m.g
OG0007522	Sdiv_ptg000002l_1392-R, Sdiv_ptg000015l_0757-R	Thhalv10018596m.g
OG0007523	Sdiv_ptg000015l_0762-R	Thhalv10018442m.g
OG0007524	Sdiv_ptg000002l_1387-R	Thhalv10019382m.g
OG0007525	Sdiv_ptg000015l_0764-R, Sdiv_ptg000002l_1383-R	Thhalv10018896m.g
OG0007526	Sdiv_ptg000015l_0765-R, Sdiv_ptg000002l_1382-R	Thhalv10018395m.g
OG0007527	Sdiv_ptg000015l_0768-R	Thhalv10018393m.g
OG0007528	Sdiv_ptg000002l_1375-R	Thhalv10018633m.g
OG0007529	Sdiv_ptg000015l_0779-R, Sdiv_ptg000002l_1366-R	Thhalv10019352m.g
OG0007530	Sdiv_ptg000015l_0783-R, Sdiv_ptg000002l_1363-R	Thhalv10019201m.g
OG0007531	Sdiv_ptg000002l_1362-R	Thhalv10019743m.g
OG0007532	Sdiv_ptg000002l_1359-R	Thhalv10018260m.g
OG0007533	Sdiv_ptg000015l_0788-R, Sdiv_ptg000002l_1357-R	Thhalv10018285m.g
OG0007534	Sdiv_ptg000015l_0790-R, Sdiv_ptg000002l_1355-R	Thhalv10018324m.g
OG0007535	Sdiv_ptg000015l_0791-R, Sdiv_ptg000002l_1354-R	Thhalv10018966m.g
OG0007536	Sdiv_ptg000015l_0793-R, Sdiv_ptg000002l_1352-R	Thhalv10018543m.g
OG0007537	Sdiv_ptg000002l_1350-R, Sdiv_ptg000015l_0795-R	Thhalv10018676m.g
OG0007538	Sdiv_ptg000002l_1348-R, Sdiv_ptg000015l_0797-R	Thhalv10019695m.g
OG0007539	Sdiv_ptg000002l_1344-R	Thhalv10019205m.g
OG0007540	Sdiv_ptg000015l_0803-R, Sdiv_ptg000002l_1343-R	Thhalv10018834m.g
OG0007541	Sdiv_ptg000002l_1341-R	Thhalv10018456m.g
OG0007542	Sdiv_ptg000015l_0809-R	Thhalv10019631m.g
OG0007543	Sdiv_ptg000002l_1238-R, Sdiv_ptg000015l_0815-R	Thhalv10018679m.g
OG0007544	Sdiv_ptg000015l_0821-R	Thhalv10019583m.g
OG0007545	Sdiv_ptg000015l_0834-R	Thhalv10009106m.g, Thhalv10018903m.g
OG0007546	Sdiv_ptg000002l_1316-R	Thhalv10019103m.g
OG0007547	Sdiv_ptg000002l_1313-R, Sdiv_ptg000015l_0838-R	Thhalv10018101m.g
OG0007548	Sdiv_ptg000015l_0839-R	Thhalv10018352m.g
OG0007549	Sdiv_ptg000015l_0842-R, Sdiv_ptg000002l_1307-R	Thhalv10018976m.g
OG0007550	Sdiv_ptg000015l_0843-R, Sdiv_ptg000002l_1306-R	Thhalv10019091m.g
OG0007551	Sdiv_ptg000002l_1301-R	Thhalv10018532m.g
OG0007552	Sdiv_ptg000015l_0852-R	Thhalv10018377m.g
OG0007553	Sdiv_ptg000002l_1290-R, Sdiv_ptg000015l_0858-R	Thhalv10019025m.g
OG0007554	Sdiv_ptg000002l_1276-R	Thhalv10018444m.g
OG0007555	Sdiv_ptg000015l_0877-R	Thhalv10019292m.g
OG0007556	Sdiv_ptg000002l_1269-R	Thhalv10018353m.g
OG0007557	Sdiv_ptg000002l_1266-R, Sdiv_ptg000015l_0882-R	Thhalv10018773m.g
OG0007558	Sdiv_ptg000002l_1265-R, Sdiv_ptg000015l_0883-R	Thhalv10019562m.g
OG0007559	Sdiv_ptg000004l_0239-R	Thhalv10027861m.g
OG0007560	Sdiv_ptg000004l_0237-R	Thhalv10027814m.g
OG0007561	Sdiv_ptg000004l_0251-R, Sdiv_ptg000027l_0069-R	Thhalv10027869m.g
OG0007562	Sdiv_ptg000004l_0267-R	Thhalv10027857m.g
OG0007563	Sdiv_ptg000027l_0048-R	Thhalv10028237m.g
OG0007564	Sdiv_ptg000009l_3020-R	Thhalv10028964m.g
OG0007565	Sdiv_ptg000009l_3013-R	Thhalv10029148m.g
OG0007566	Sdiv_ptg000009l_3011-R, Sdiv_ptg000010l_0009-R	Thhalv10028925m.g
OG0007567	Sdiv_ptg000009l_3008-R	Thhalv10028924m.g
OG0007568	Sdiv_ptg000010l_0013-R	Thhalv10028609m.g
OG0007569	Sdiv_ptg000009l_2996-R, Sdiv_ptg000010l_0018-R	Thhalv10029186m.g
OG0007570	Sdiv_ptg000010l_0023-R, Sdiv_ptg000009l_2989-R	Thhalv10028746m.g, Thhalv10007495m.g
OG0007571	Sdiv_ptg000010l_0030-R, Sdiv_ptg000009l_2979-R	Thhalv10028520m.g
OG0007572	Sdiv_ptg000010l_0033-R, Sdiv_ptg000009l_2974-R	Thhalv10029075m.g
OG0007573	Sdiv_ptg000010l_0038-R, Sdiv_ptg000009l_2972-R	Thhalv10028631m.g
OG0007574	Sdiv_ptg000010l_0041-R, Sdiv_ptg000009l_2970-R	Thhalv10028525m.g
OG0007575	Sdiv_ptg000010l_0044-R	Thhalv10028738m.g
OG0007576	Sdiv_ptg000009l_2962-R	Thhalv10028603m.g
OG0007577	Sdiv_ptg000010l_0046-R, Sdiv_ptg000009l_2960-R	Thhalv10028394m.g
OG0007578	Sdiv_ptg000009l_2958-R	Thhalv10029490m.g
OG0007579	Sdiv_ptg000010l_0057-R, Sdiv_ptg000009l_2950-R	Thhalv10028493m.g
OG0007580	Sdiv_ptg000009l_2941-R, Sdiv_ptg000010l_0066-R	Thhalv10028668m.g
OG0007581	Sdiv_ptg000009l_2935-R, Sdiv_ptg000010l_0072-R	Thhalv10028380m.g
OG0007582	Sdiv_ptg000010l_0252-R, Sdiv_ptg000009l_2923-R	Thhalv10028369m.g
OG0007583	Sdiv_ptg000009l_2918-R	Thhalv10028684m.g
OG0007584	Sdiv_ptg000010l_0094-R, Sdiv_ptg000009l_2911-R	Thhalv10028778m.g
OG0007585	Sdiv_ptg000009l_2909-R, Sdiv_ptg000010l_0095-R	Thhalv10028544m.g
OG0007586	Sdiv_ptg000009l_2910-R, Sdiv_ptg000010l_0096-R	Thhalv10028870m.g
OG0007587	Sdiv_ptg000010l_0108-R, Sdiv_ptg000009l_2892-R	Thhalv10028839m.g
OG0007588	Sdiv_ptg000010l_0110-R, Sdiv_ptg000009l_2890-R	Thhalv10028934m.g
OG0007589	Sdiv_ptg000009l_2883-R, Sdiv_ptg000010l_0112-R	Thhalv10028443m.g
OG0007590	Sdiv_ptg000009l_2882-R	Thhalv10000602m.g, Thhalv10028576m.g
OG0007591	Sdiv_ptg000009l_2875-R, Sdiv_ptg000010l_0119-R	Thhalv10029320m.g
OG0007592	Sdiv_ptg000010l_0121-R	Thhalv10028365m.g
OG0007593	Sdiv_ptg000010l_0125-R, Sdiv_ptg000009l_2868-R	Thhalv10029363m.g, Thhalv10029373m.g
OG0007594	Sdiv_ptg000009l_2865-R, Sdiv_ptg000010l_0129-R	Thhalv10028689m.g
OG0007595	Sdiv_ptg000010l_0169-R	Thhalv10003762m.g
OG0007596	Sdiv_ptg000009l_1247-R, Sdiv_ptg000010l_0279-R	Thhalv10013282m.g
OG0007597	Sdiv_ptg000010l_0284-R, Sdiv_ptg000009l_1254-R	Thhalv10015003m.g
OG0007598	Sdiv_ptg000010l_0290-R, Sdiv_ptg000009l_1263-R	Thhalv10013085m.g
OG0007599	Sdiv_ptg000009l_1264-R, Sdiv_ptg000010l_0291-R	Thhalv10012721m.g
OG0007600	Sdiv_ptg000010l_0296-R, Sdiv_ptg000009l_1268-R	Thhalv10013242m.g
OG0007601	Sdiv_ptg000010l_0302-R, Sdiv_ptg000009l_1272-R	Thhalv10014847m.g
OG0007602	Sdiv_ptg000009l_1273-R	Thhalv10012681m.g
OG0007603	Sdiv_ptg000009l_1274-R, Sdiv_ptg000010l_0303-R	Thhalv10013699m.g
OG0007604	Sdiv_ptg000010l_0304-R, Sdiv_ptg000009l_1275-R	Thhalv10013120m.g
OG0007605	Sdiv_ptg000009l_1276-R	Thhalv10012849m.g
OG0007606	Sdiv_ptg000009l_1277-R	Thhalv10014796m.g
OG0007607	Sdiv_ptg000010l_0310-R, Sdiv_ptg000009l_1281-R	Thhalv10013842m.g
OG0007608	Sdiv_ptg000010l_0316-R, Sdiv_ptg000009l_1284-R	Thhalv10014561m.g
OG0007609	Sdiv_ptg000009l_1290-R, Sdiv_ptg000010l_0320-R	Thhalv10013438m.g
OG0007610	Sdiv_ptg000010l_0324-R	Thhalv10013082m.g
OG0007611	Sdiv_ptg000010l_0325-R, Sdiv_ptg000009l_1294-R	Thhalv10014061m.g
OG0007612	Sdiv_ptg000010l_0329-R	Thhalv10012813m.g
OG0007613	Sdiv_ptg000009l_1299-R, Sdiv_ptg000010l_0330-R	Thhalv10016073m.g
OG0007614	Sdiv_ptg000010l_0331-R, Sdiv_ptg000009l_1300-R	Thhalv10013617m.g
OG0007615	Sdiv_ptg000010l_0336-R, Sdiv_ptg000009l_1304-R	Thhalv10012551m.g
OG0007617	Sdiv_ptg000010l_0347-R, Sdiv_ptg000009l_1311-R	Thhalv10014454m.g
OG0007618	Sdiv_ptg000009l_1312-R	Thhalv10013310m.g
OG0007619	Sdiv_ptg000010l_0351-R, Sdiv_ptg000009l_1316-R	Thhalv10013469m.g
OG0007620	Sdiv_ptg000009l_1317-R, Sdiv_ptg000010l_0352-R	Thhalv10013703m.g
OG0007621	Sdiv_ptg000010l_0353-R, Sdiv_ptg000009l_1318-R	Thhalv10013328m.g
OG0007622	Sdiv_ptg000010l_0354-R, Sdiv_ptg000009l_1319-R	Thhalv10012975m.g
OG0007623	Sdiv_ptg000009l_1326-R	Thhalv10012541m.g
OG0007624	Sdiv_ptg000010l_0367-R, Sdiv_ptg000009l_1332-R	Thhalv10014226m.g
OG0007625	Sdiv_ptg000010l_0376-R	Thhalv10015028m.g
OG0007626	Sdiv_ptg000009l_1341-R	Thhalv10029262m.g
OG0007627	Sdiv_ptg000010l_0384-R, Sdiv_ptg000009l_1346-R	Thhalv10015800m.g
OG0007628	Sdiv_ptg000010l_0388-R, Sdiv_ptg000009l_1350-R	Thhalv10014035m.g
OG0007629	Sdiv_ptg000009l_1352-R, Sdiv_ptg000010l_0390-R	Thhalv10013566m.g
OG0007630	Sdiv_ptg000010l_0392-R, Sdiv_ptg000009l_1354-R	Thhalv10015066m.g
OG0007631	Sdiv_ptg000009l_1355-R, Sdiv_ptg000010l_0394-R	Thhalv10014655m.g
OG0007632	Sdiv_ptg000009l_1357-R	Thhalv10014703m.g
OG0007634	Sdiv_ptg000009l_1362-R, Sdiv_ptg000010l_0399-R	Thhalv10015097m.g
OG0007635	Sdiv_ptg000010l_0403-R, Sdiv_ptg000009l_1366-R	Thhalv10014683m.g
OG0007636	Sdiv_ptg000010l_0404-R, Sdiv_ptg000009l_1367-R	Thhalv10012821m.g
OG0007637	Sdiv_ptg000010l_0405-R, Sdiv_ptg000009l_1368-R	Thhalv10015371m.g
OG0007638	Sdiv_ptg000010l_0406-R, Sdiv_ptg000009l_1369-R	Thhalv10014079m.g
OG0007639	Sdiv_ptg000009l_1372-R	Thhalv10012730m.g
OG0007640	Sdiv_ptg000010l_0417-R, Sdiv_ptg000009l_1381-R	Thhalv10013431m.g
OG0007641	Sdiv_ptg000010l_0422-R	Thhalv10014993m.g
OG0007642	Sdiv_ptg000009l_1394-R	Thhalv10014670m.g
OG0007643	Sdiv_ptg000010l_0430-R	Thhalv10014548m.g
OG0007644	Sdiv_ptg000009l_1399-R	Thhalv10013136m.g
OG0007645	Sdiv_ptg000010l_0436-R	Thhalv10014202m.g
OG0007646	Sdiv_ptg000009l_1406-R, Sdiv_ptg000010l_0438-R	Thhalv10014753m.g
OG0007647	Sdiv_ptg000010l_0441-R, Sdiv_ptg000009l_1409-R	Thhalv10012697m.g
OG0007648	Sdiv_ptg000009l_1410-R, Sdiv_ptg000010l_0443-R	Thhalv10014015m.g
OG0007649	Sdiv_ptg000009l_1420-R	Thhalv10014544m.g
OG0007650	Sdiv_ptg000009l_1423-R	Thhalv10013671m.g
OG0007651	Sdiv_ptg000010l_0465-R, Sdiv_ptg000009l_2819-R	Thhalv10012553m.g
OG0007652	Sdiv_ptg000009l_2811-R, Sdiv_ptg000010l_0472-R	Thhalv10012659m.g
OG0007653	Sdiv_ptg000010l_0476-R, Sdiv_ptg000009l_2808-R	Thhalv10013259m.g
OG0007654	Sdiv_ptg000009l_2804-R, Sdiv_ptg000010l_0479-R	Thhalv10014420m.g
OG0007655	Sdiv_ptg000009l_2803-R, Sdiv_ptg000010l_0481-R	Thhalv10013576m.g
OG0007656	Sdiv_ptg000010l_0482-R, Sdiv_ptg000009l_2802-R	Thhalv10014216m.g
OG0007657	Sdiv_ptg000010l_0483-R, Sdiv_ptg000009l_2801-R	Thhalv10013111m.g
OG0007658	Sdiv_ptg000010l_0484-R, Sdiv_ptg000009l_2800-R	Thhalv10013828m.g
OG0007659	Sdiv_ptg000010l_0487-R, Sdiv_ptg000009l_2796-R	Thhalv10014324m.g
OG0007660	Sdiv_ptg000009l_2795-R, Sdiv_ptg000010l_0489-R	Thhalv10015417m.g
OG0007661	Sdiv_ptg000009l_2792-R, Sdiv_ptg000010l_0495-R	Thhalv10014509m.g
OG0007662	Sdiv_ptg000009l_2791-R, Sdiv_ptg000010l_0498-R	Thhalv10013868m.g
OG0007663	Sdiv_ptg000009l_2789-R	Thhalv10012749m.g
OG0007664	Sdiv_ptg000010l_0502-R	Thhalv10015650m.g
OG0007665	Sdiv_ptg000009l_2779-R, Sdiv_ptg000010l_0509-R	Thhalv10013490m.g
OG0007666	Sdiv_ptg000009l_2778-R, Sdiv_ptg000010l_0510-R	Thhalv10014124m.g
OG0007667	Sdiv_ptg000010l_0512-R	Thhalv10014623m.g
