Orthogroup	E_salsugineum	S_pinnata
OG0006107	Thhalv10018892m.g	Stapi.0690s0005, Stapi.20328s0001
OG0006108	Thhalv10018265m.g	Stapi.5013s0007, Stapi.1667s0001
OG0006109	Thhalv10018304m.g	Stapi.5013s0006, Stapi.1667s0002
OG0006110	Thhalv10018047m.g	Stapi.1667s0007, Stapi.10055s0001, Stapi.5013s0002
OG0006111	Thhalv10019843m.g	Stapi.4541s0007, Stapi.4541s0008, Stapi.1667s0008
OG0006112	Thhalv10018832m.g	Stapi.1371s0005, Stapi.3998s0006
OG0006113	Thhalv10019702m.g	Stapi.1371s0006, Stapi.3998s0005
OG0006114	Thhalv10018112m.g	Stapi.1371s0007, Stapi.2534s0010
OG0006115	Thhalv10018236m.g	Stapi.1371s0010, Stapi.2534s0006
OG0006116	Thhalv10019618m.g, Thhalv10028408m.g	Stapi.1067s0013, Stapi.5135s0008
OG0006117	Thhalv10000377m.g	Stapi.8862s0003
OG0006117	Thhalv10018904m.g	Stapi.1067s0010
OG0006118	Thhalv10018504m.g	Stapi.3894s0004, Stapi.0244s0050
OG0006119	Thhalv10000629m.g, Thhalv10018409m.g	Stapi.0133s0039
OG0006120	Thhalv10019108m.g	Stapi.0133s0038, Stapi.2582s0003
OG0006121	Thhalv10018249m.g	Stapi.5892s0003, Stapi.5892s0002
OG0006122	Thhalv10018061m.g	Stapi.5404s0002, Stapi.3369s0004
OG0006123	Thhalv10018705m.g	Stapi.9294s0001, Stapi.13447s0001
OG0006124	Thhalv10018256m.g	Stapi.8319s0001, Stapi.0641s0009
OG0006125	Thhalv10002734m.g	Stapi.5114s0007, Stapi.0641s0012
OG0006126	Thhalv10019131m.g	Stapi.0641s0019, Stapi.8491s0003
OG0006127	Thhalv10018372m.g	Stapi.9325s0001, Stapi.3134s0002
OG0006128	Thhalv10019056m.g	Stapi.1679s0001, Stapi.3175s0006, Stapi.3175s0004
OG0006129	Thhalv10019086m.g	Stapi.1679s0003, Stapi.3175s0002
OG0006130	Thhalv10008086m.g	Stapi.3499s0004
OG0006131	Thhalv10018431m.g	Stapi.4432s0002, Stapi.7811s0001
OG0006132	Thhalv10018043m.g	Stapi.9154s0001, Stapi.6651s0002
OG0006133	Thhalv10019162m.g	Stapi.4031s0008, Stapi.7300s0004
OG0006134	Thhalv10019151m.g	Stapi.0665s0007, Stapi.6671s0001, Stapi.6306s0003
OG0006135	Thhalv10019492m.g	Stapi.0665s0013, Stapi.5134s0003
OG0006136	Thhalv10018751m.g	Stapi.3913s0011, Stapi.2029s0015
OG0006137	Thhalv10018923m.g	Stapi.3913s0008, Stapi.2029s0007
OG0006138	Thhalv10018233m.g	Stapi.2029s0001, Stapi.3913s0001
OG0006139	Thhalv10018571m.g	Stapi.8735s0001, Stapi.9007s0001
OG0006140	Thhalv10018441m.g	Stapi.2378s0001, Stapi.1384s0005
OG0006141	Thhalv10018056m.g	Stapi.2168s0008, Stapi.2050s0009
OG0006142	Thhalv10019133m.g	Stapi.6606s0001, Stapi.2168s0002, Stapi.2168s0003, Stapi.8088s0001
OG0006143	Thhalv10018182m.g	Stapi.2740s0004, Stapi.1192s0005
OG0006144	Thhalv10019794m.g	Stapi.1192s0004, Stapi.2740s0003
OG0006145	Thhalv10018491m.g	Stapi.1168s0015, Stapi.0286s0021, Stapi.3328s0006
OG0006146	Thhalv10011025m.g	Stapi.3700s0010
OG0006146	Thhalv10009584m.g	Stapi.0865s0004, Stapi.9347s0001, Stapi.0855s0007
OG0006147	Thhalv10018137m.g	Stapi.14040s0002, Stapi.5559s0002
OG0006148	Thhalv10019307m.g	Stapi.8559s0001, Stapi.12117s0002, Stapi.15218s0001
OG0006149	Thhalv10018023m.g	Stapi.7900s0001, Stapi.7468s0002
OG0006150	Thhalv10018057m.g	Stapi.16525s0001, Stapi.21547s0001
OG0006151	Thhalv10000649m.g, Thhalv10018519m.g	Stapi.20331s0001
OG0006152	Thhalv10018350m.g	Stapi.1172s0005, Stapi.1019s0004
OG0006153	Thhalv10018325m.g, Thhalv10005533m.g, Thhalv10005692m.g	Stapi.9800s0002
OG0006154	Thhalv10013650m.g, Thhalv10029347m.g, Thhalv10018503m.g	Stapi.13056s0003
OG0006155	Thhalv10018067m.g	Stapi.2661s0010, Stapi.14527s0003
OG0006156	Thhalv10018223m.g	Stapi.2163s0001, Stapi.5200s0009
OG0006157	Thhalv10018845m.g	Stapi.1786s0010, Stapi.5651s0002
OG0006158	Thhalv10019806m.g	Stapi.1786s0009, Stapi.5651s0004
OG0006159	Thhalv10018887m.g	Stapi.1786s0005, Stapi.5651s0006
OG0006160	Thhalv10018561m.g	Stapi.1786s0003, Stapi.5651s0010
OG0006162	Thhalv10025099m.g, Thhalv10025558m.g	Stapi.0987s0003, Stapi.1608s0002
OG0006164	Thhalv10019479m.g	Stapi.5802s0004
OG0006165	Thhalv10011494m.g	Stapi.0596s0011, Stapi.2416s0004
OG0006166	Thhalv10011502m.g	Stapi.0596s0012, Stapi.2416s0005
OG0006167	Thhalv10011437m.g, Thhalv10011435m.g	Stapi.1243s0004
OG0006168	Thhalv10011225m.g	Stapi.1243s0002, Stapi.0267s0026
OG0006169	Thhalv10011762m.g	Stapi.0267s0011
OG0006170	Thhalv10011550m.g	Stapi.9952s0001, Stapi.0267s0006
OG0006171	Thhalv10011898m.g	Stapi.0867s0002, Stapi.0603s0005
OG0006172	Thhalv10011567m.g	Stapi.0867s0004, Stapi.4918s0001
OG0006173	Thhalv10011202m.g	Stapi.6446s0001, Stapi.0867s0005
OG0006174	Thhalv10011308m.g	Stapi.0634s0012, Stapi.1989s0005
OG0006175	Thhalv10011184m.g	Stapi.1077s0007, Stapi.12452s0001, Stapi.0634s0011
OG0006176	Thhalv10011800m.g	Stapi.7560s0004, Stapi.1077s0010
OG0006177	Thhalv10011824m.g	Stapi.0230s0011, Stapi.1829s0001
OG0006178	Thhalv10012201m.g	Stapi.1644s0001, Stapi.1959s0008
OG0006179	Thhalv10011196m.g	Stapi.2872s0001, Stapi.3919s0002
OG0006180	Thhalv10011539m.g	Stapi.2872s0002, Stapi.3919s0001
OG0006181	Thhalv10017331m.g	Stapi.2550s0004, Stapi.0763s0002, Stapi.0235s0001
OG0006182	Thhalv10003454m.g	Stapi.0224s0002, Stapi.0015s0036
OG0006183	Thhalv10003437m.g	Stapi.0015s0040, Stapi.0135s0024
OG0006184	Thhalv10004459m.g	Stapi.1658s0004, Stapi.1374s0002
OG0006185	Thhalv10003533m.g	Stapi.0198s0022, Stapi.1140s0009
OG0006186	Thhalv10027734m.g	Stapi.0461s0012, Stapi.0082s0032
OG0006187	Thhalv10027666m.g, Thhalv10004418m.g	Stapi.0207s0011
OG0006188	Thhalv10018248m.g	Stapi.0494s0008, Stapi.0664s0006, Stapi.0207s0012
OG0006189	Thhalv10007088m.g	Stapi.6437s0001, Stapi.0803s0017, Stapi.14604s0001
OG0006190	Thhalv10023336m.g	Stapi.2497s0004, Stapi.0567s0013, Stapi.6213s0003
OG0006191	Thhalv10007099m.g	Stapi.5672s0001, Stapi.5672s0002, Stapi.0431s0016
OG0006192	Thhalv10028373m.g	Stapi.4853s0001, Stapi.2358s0003, Stapi.2358s0002, Stapi.1383s0008
OG0006193	Thhalv10002337m.g	Stapi.0157s0005, Stapi.0250s0007
OG0006194	Thhalv10018180m.g	Stapi.4125s0002, Stapi.1733s0011
OG0006195	Thhalv10001182m.g	Stapi.8205s0001
OG0006196	Thhalv10000019m.g	Stapi.5547s0005, Stapi.1474s0001, Stapi.1623s0001, Stapi.12352s0001, Stapi.4004s0002
OG0006197	Thhalv10000768m.g	Stapi.6613s0001, Stapi.9884s0001
OG0006198	Thhalv10001017m.g	Stapi.1065s0007, Stapi.2392s0007
OG0006199	Thhalv10000848m.g	Stapi.2392s0010, Stapi.1065s0012
OG0006200	Thhalv10001074m.g	Stapi.2392s0011, Stapi.1065s0013
OG0006201	Thhalv10000891m.g	Stapi.0549s0021, Stapi.1065s0017
OG0006202	Thhalv10000907m.g	Stapi.0635s0001, Stapi.0549s0016
OG0006203	Thhalv10000943m.g	Stapi.0549s0014, Stapi.0635s0003
OG0006204	Thhalv10000739m.g	Stapi.0635s0004, Stapi.0549s0013
OG0006205	Thhalv10000957m.g	Stapi.0549s0010, Stapi.0635s0006
OG0006206	Thhalv10001004m.g	Stapi.0549s0009, Stapi.0635s0007
OG0006207	Thhalv10000825m.g	Stapi.0549s0008, Stapi.0635s0008
OG0006208	Thhalv10000756m.g	Stapi.0222s0011, Stapi.0635s0018
OG0006209	Thhalv10001201m.g	Stapi.0222s0009, Stapi.0635s0021
OG0006210	Thhalv10000981m.g	Stapi.0222s0007, Stapi.18289s0001, Stapi.0635s0023
OG0006211	Thhalv10000946m.g	Stapi.0222s0001, Stapi.2367s0011
OG0006212	Thhalv10000752m.g	Stapi.2367s0009, Stapi.6239s0002, Stapi.9430s0001
OG0006213	Thhalv10000915m.g	Stapi.6239s0001, Stapi.2367s0008
OG0006214	Thhalv10000962m.g	Stapi.8885s0002, Stapi.2367s0005
OG0006215	Thhalv10000822m.g	Stapi.10346s0001, Stapi.1073s0009
OG0006217	Thhalv10004998m.g	Stapi.0860s0008, Stapi.1083s0009
OG0006218	Thhalv10005482m.g	Stapi.0860s0004, Stapi.1083s0011
OG0006219	Thhalv10004909m.g	Stapi.1380s0007, Stapi.1302s0003
OG0006220	Thhalv10005665m.g	Stapi.1380s0003, Stapi.4352s0002, Stapi.0456s0010
OG0006221	Thhalv10004723m.g	Stapi.0456s0008, Stapi.1380s0001
OG0006222	Thhalv10003970m.g	Stapi.0772s0002, Stapi.0456s0006
OG0006223	Thhalv10003708m.g	Stapi.0772s0003, Stapi.0456s0005
OG0006224	Thhalv10004162m.g	Stapi.0772s0005, Stapi.0456s0001
OG0006225	Thhalv10003816m.g	Stapi.2556s0004, Stapi.0772s0009
OG0006226	Thhalv10005591m.g	Stapi.2556s0002, Stapi.0772s0012
OG0006227	Thhalv10003606m.g	Stapi.3632s0001, Stapi.7179s0002
OG0006228	Thhalv10003561m.g	Stapi.3632s0003, Stapi.9737s0001
OG0006229	Thhalv10004009m.g	Stapi.3162s0003, Stapi.0376s0014
OG0006230	Thhalv10004022m.g	Stapi.5710s0003, Stapi.3750s0002
OG0006231	Thhalv10003688m.g	Stapi.0222s0016, Stapi.0540s0001
OG0006232	Thhalv10004200m.g	Stapi.0222s0018, Stapi.0540s0006
OG0006233	Thhalv10004591m.g	Stapi.8682s0002, Stapi.0540s0018
OG0006234	Thhalv10003531m.g	Stapi.3990s0003, Stapi.6827s0001
OG0006235	Thhalv10005501m.g	Stapi.8072s0004
OG0006236	Thhalv10004643m.g	Stapi.1113s0018, Stapi.3080s0001
OG0006237	Thhalv10003535m.g	Stapi.1113s0016, Stapi.3080s0002
OG0006238	Thhalv10022329m.g, Thhalv10021980m.g, Thhalv10021941m.g, Thhalv10022375m.g	Stapi.2370s0007, Stapi.5781s0001
OG0006239	Thhalv10010154m.g	Stapi.2157s0002, Stapi.2909s0004, Stapi.3360s0005
OG0006240	Thhalv10010373m.g	Stapi.4123s0007, Stapi.0573s0005
OG0006241	Thhalv10010821m.g	Stapi.0264s0006, Stapi.2841s0005
OG0006242	Thhalv10010460m.g	Stapi.0264s0015, Stapi.2517s0005
OG0006243	Thhalv10010109m.g	Stapi.0264s0016, Stapi.2517s0004
OG0006244	Thhalv10010070m.g	Stapi.1166s0021, Stapi.2517s0001
OG0006245	Thhalv10010418m.g	Stapi.4521s0001, Stapi.1166s0020
OG0006246	Thhalv10010301m.g	Stapi.4521s0004, Stapi.1166s0017
OG0006247	Thhalv10010735m.g	Stapi.1166s0014, Stapi.4270s0002
OG0006248	Thhalv10010403m.g	Stapi.4270s0009, Stapi.1166s0008
OG0006249	Thhalv10010136m.g	Stapi.1166s0004, Stapi.1027s0010
OG0006250	Thhalv10010452m.g	Stapi.10890s0004, Stapi.3682s0006
OG0006251	Thhalv10010516m.g	Stapi.10890s0002, Stapi.3682s0004
OG0006252	Thhalv10011110m.g	Stapi.3682s0001, Stapi.0354s0011
OG0006253	Thhalv10010472m.g	Stapi.0354s0010
OG0006254	Thhalv10010223m.g	Stapi.0354s0009, Stapi.2129s0004
OG0006255	Thhalv10010838m.g	Stapi.2129s0008, Stapi.11642s0001
OG0006256	Thhalv10010550m.g	Stapi.2129s0010, Stapi.11642s0002, Stapi.0237s0002
OG0006257	Thhalv10010114m.g	Stapi.2129s0011, Stapi.0237s0004
OG0006258	Thhalv10010169m.g	Stapi.1068s0005, Stapi.4319s0003
OG0006259	Thhalv10010653m.g	Stapi.0307s0006, Stapi.2787s0001
OG0006260	Thhalv10010435m.g	Stapi.0307s0007, Stapi.2787s0002
OG0006261	Thhalv10010284m.g	Stapi.0573s0011, Stapi.2787s0011
OG0006262	Thhalv10010607m.g	Stapi.5602s0002, Stapi.0573s0017
OG0006263	Thhalv10010433m.g	Stapi.0218s0046, Stapi.3364s0002
OG0006264	Thhalv10010276m.g	Stapi.0218s0045, Stapi.3364s0001
OG0006265	Thhalv10010133m.g	Stapi.0218s0032, Stapi.11129s0001
OG0006266	Thhalv10010833m.g	Stapi.11129s0002, Stapi.0218s0031
OG0006267	Thhalv10010234m.g	Stapi.11129s0003, Stapi.0218s0030
OG0006268	Thhalv10010365m.g	Stapi.0725s0007, Stapi.0218s0020
OG0006269	Thhalv10010438m.g	Stapi.0218s0015, Stapi.1645s0008
OG0006270	Thhalv10010215m.g	Stapi.0218s0009, Stapi.1645s0006
OG0006271	Thhalv10010054m.g	Stapi.1645s0005, Stapi.0218s0008
OG0006272	Thhalv10010723m.g	Stapi.2992s0002
OG0006273	Thhalv10010129m.g	Stapi.0855s0004, Stapi.5087s0004
OG0006274	Thhalv10010527m.g	Stapi.2257s0008, Stapi.0855s0013
OG0006275	Thhalv10010358m.g	Stapi.4569s0002, Stapi.6221s0001
OG0006276	Thhalv10010758m.g	Stapi.2696s0001
OG0006277	Thhalv10010152m.g	Stapi.3972s0003, Stapi.2696s0004
OG0006278	Thhalv10010784m.g	Stapi.2696s0006, Stapi.3972s0004, Stapi.1554s0002
OG0006279	Thhalv10010106m.g	Stapi.1554s0009, Stapi.2796s0001
OG0006280	Thhalv10010945m.g	Stapi.3215s0007, Stapi.0647s0013
OG0006281	Thhalv10010151m.g	Stapi.0084s0064, Stapi.1968s0002
OG0006282	Thhalv10010139m.g	Stapi.1968s0004, Stapi.0084s0065
OG0006283	Thhalv10010226m.g	Stapi.5010s0005, Stapi.18549s0001, Stapi.2869s0004
OG0006284	Thhalv10010498m.g	Stapi.2869s0008, Stapi.10110s0002
OG0006285	Thhalv10010074m.g	Stapi.0010s0008, Stapi.2869s0009
OG0006286	Thhalv10010426m.g	Stapi.0010s0003, Stapi.10962s0001
OG0006287	Thhalv10010617m.g	Stapi.3017s0007
OG0006287	Thhalv10010667m.g	Stapi.1198s0012
OG0006288	Thhalv10010052m.g	Stapi.4450s0001, Stapi.2031s0004
OG0006289	Thhalv10010179m.g	Stapi.5597s0001
OG0006289	Thhalv10023455m.g	Stapi.0831s0003
OG0006290	Thhalv10010668m.g	Stapi.0831s0004, Stapi.5597s0002
OG0006291	Thhalv10010182m.g	Stapi.2298s0001, Stapi.4103s0004
OG0006292	Thhalv10010321m.g	Stapi.2298s0008, Stapi.1686s0010
OG0006293	Thhalv10010196m.g	Stapi.2298s0012, Stapi.1686s0012
OG0006294	Thhalv10010577m.g	Stapi.2277s0001, Stapi.1698s0001
OG0006295	Thhalv10010224m.g	Stapi.2298s0016, Stapi.2277s0002
OG0006296	Thhalv10010719m.g	Stapi.0619s0014, Stapi.3252s0005
OG0006297	Thhalv10010116m.g	Stapi.0728s0005, Stapi.6594s0004
OG0006298	Thhalv10010296m.g	Stapi.2350s0005, Stapi.6594s0002
OG0006299	Thhalv10010597m.g	Stapi.2398s0004, Stapi.2789s0004
OG0006300	Thhalv10010619m.g	Stapi.3826s0004
OG0006301	Thhalv10011062m.g	Stapi.10156s0001
OG0006301	Thhalv10023961m.g	Stapi.9024s0001, Stapi.0647s0006
OG0006302	Thhalv10010078m.g	Stapi.0647s0012, Stapi.3215s0008
OG0006303	Thhalv10010108m.g	Stapi.2118s0003, Stapi.2896s0005
OG0006304	Thhalv10010475m.g	Stapi.2118s0010, Stapi.2118s0008
OG0006305	Thhalv10010298m.g	Stapi.3440s0004, Stapi.8927s0001
OG0006306	Thhalv10010127m.g	Stapi.8890s0001, Stapi.2569s0004
OG0006307	Thhalv10022186m.g	Stapi.3121s0010, Stapi.18651s0001, Stapi.2558s0002, Stapi.13399s0001
OG0006308	Thhalv10002296m.g	Stapi.7373s0005
OG0006309	Thhalv10002311m.g	Stapi.8474s0001
OG0006310	Thhalv10001964m.g	Stapi.9257s0001
OG0006311	Thhalv10001879m.g	Stapi.12615s0001
OG0006312	Thhalv10002021m.g	Stapi.2974s0001
OG0006313	Thhalv10001881m.g	Stapi.2974s0002
OG0006314	Thhalv10001920m.g	Stapi.2974s0003
OG0006315	Thhalv10001979m.g	Stapi.2974s0004, Stapi.2986s0002
OG0006316	Thhalv10001927m.g	Stapi.2986s0004
OG0006317	Thhalv10001977m.g	Stapi.3447s0002
OG0006318	Thhalv10002054m.g	Stapi.9620s0001, Stapi.17492s0001
OG0006319	Thhalv10002828m.g, Thhalv10002893m.g, Thhalv10027586m.g	Stapi.0649s0005
OG0006319	Thhalv10011433m.g	Stapi.8665s0001
OG0006320	Thhalv10005807m.g	Stapi.0654s0004, Stapi.0629s0004
OG0006321	Thhalv10006043m.g	Stapi.0911s0009
OG0006324	Thhalv10003447m.g	Stapi.0136s0006, Stapi.0372s0009
OG0006326	Thhalv10025362m.g	Stapi.0200s0018, Stapi.1035s0005
OG0006327	Thhalv10024424m.g	Stapi.2038s0001, Stapi.1275s0007
OG0006328	Thhalv10025061m.g	Stapi.2038s0002, Stapi.1275s0006
OG0006329	Thhalv10027508m.g	Stapi.0661s0013, Stapi.3839s0002
OG0006330	Thhalv10024352m.g	Stapi.0604s0006, Stapi.0661s0010
OG0006331	Thhalv10026189m.g	Stapi.0661s0009, Stapi.0769s0010
OG0006332	Thhalv10025151m.g	Stapi.5702s0002
OG0006333	Thhalv10002116m.g	Stapi.7871s0004, Stapi.4742s0001
OG0006334	Thhalv10002073m.g	Stapi.2299s0006, Stapi.2299s0011, Stapi.7501s0002
OG0006335	Thhalv10022802m.g	Stapi.30972s0001
OG0006336	Thhalv10022886m.g	Stapi.6844s0003
OG0006337	Thhalv10022546m.g	Stapi.6844s0001
OG0006338	Thhalv10022749m.g	Stapi.6176s0005
OG0006339	Thhalv10022604m.g	Stapi.26122s0002
OG0006340	Thhalv10022818m.g	Stapi.4437s0003
OG0006343	Thhalv10022599m.g, Thhalv10003843m.g	Stapi.1581s0010
OG0006344	Thhalv10022565m.g	Stapi.1292s0002, Stapi.19386s0001
OG0006345	Thhalv10022767m.g	Stapi.1292s0003, Stapi.15997s0001
OG0006346	Thhalv10025504m.g	Stapi.8713s0003, Stapi.8713s0004, Stapi.0721s0010, Stapi.0721s0009
OG0006347	Thhalv10024966m.g	Stapi.4018s0001, Stapi.4018s0002
OG0006348	Thhalv10025098m.g	Stapi.3087s0006, Stapi.5332s0001
OG0006349	Thhalv10026611m.g	Stapi.10275s0001, Stapi.13055s0001
OG0006350	Thhalv10024452m.g	Stapi.0754s0004, Stapi.2496s0014
OG0006351	Thhalv10027237m.g, Thhalv10025216m.g	Stapi.3484s0003, Stapi.1109s0008
OG0006352	Thhalv10006153m.g	Stapi.7808s0003, Stapi.9484s0001
OG0006353	Thhalv10005800m.g	Stapi.4415s0002, Stapi.6083s0002, Stapi.3303s0005
OG0006354	Thhalv10006137m.g	Stapi.3776s0003
OG0006355	Thhalv10005783m.g	Stapi.2545s0002, Stapi.23904s0001
OG0006356	Thhalv10010589m.g	Stapi.3253s0002, Stapi.6263s0001
OG0006357	Thhalv10010319m.g	Stapi.5282s0006, Stapi.10739s0002, Stapi.28254s0001
OG0006358	Thhalv10010081m.g	Stapi.6628s0001, Stapi.30835s0001, Stapi.3165s0005
OG0006359	Thhalv10010363m.g	Stapi.19037s0001, Stapi.5886s0003
OG0006360	Thhalv10010210m.g	Stapi.10042s0002, Stapi.10477s0002
OG0006361	Thhalv10010493m.g	Stapi.0038s0003, Stapi.5846s0001, Stapi.3660s0007
OG0006362	Thhalv10010257m.g	Stapi.4172s0003, Stapi.3660s0005
OG0006363	Thhalv10010800m.g	Stapi.0855s0011, Stapi.3405s0005
OG0006364	Thhalv10002120m.g	Stapi.3439s0011
OG0006365	Thhalv10004662m.g	Stapi.0033s0053
OG0006366	Thhalv10002972m.g	Stapi.1528s0001
OG0006367	Thhalv10002455m.g	Stapi.2848s0001, Stapi.16059s0001, Stapi.0435s0001, Stapi.1693s0005
OG0006368	Thhalv10017599m.g	Stapi.4563s0002
OG0006368	Thhalv10027440m.g	Stapi.7145s0002, Stapi.0541s0003
OG0006369	Thhalv10028268m.g, Thhalv10028313m.g	Stapi.14548s0001, Stapi.2769s0002
OG0006370	Thhalv10027685m.g	Stapi.0207s0002, Stapi.5688s0002, Stapi.1471s0001
OG0006371	Thhalv10029401m.g	Stapi.7361s0001, Stapi.12973s0001, Stapi.1263s0004, Stapi.7710s0001, Stapi.0082s0020, Stapi.0461s0008
OG0006373	Thhalv10029249m.g, Thhalv10002422m.g, Thhalv10002620m.g, Thhalv10002604m.g, Thhalv10028559m.g, Thhalv10028485m.g	Stapi.4598s0002
OG0006400	Thhalv10000934m.g	Stapi.2018s0005
OG0006401	Thhalv10000997m.g	Stapi.2972s0004
OG0006402	Thhalv10001063m.g	Stapi.3301s0007
OG0006403	Thhalv10000776m.g	Stapi.6149s0002
OG0006404	Thhalv10001010m.g	Stapi.13439s0001
OG0006406	Thhalv10000961m.g	Stapi.7918s0004
OG0006407	Thhalv10001221m.g	Stapi.7918s0003, Stapi.3511s0002
OG0006408	Thhalv10001200m.g	Stapi.3469s0002
OG0006409	Thhalv10000815m.g	Stapi.2100s0006, Stapi.1918s0009
OG0006410	Thhalv10010053m.g	Stapi.6362s0002, Stapi.1918s0006
OG0006411	Thhalv10000812m.g	Stapi.2227s0006
OG0006412	Thhalv10000883m.g	Stapi.0242s0013, Stapi.2227s0004
OG0006413	Thhalv10000885m.g	Stapi.0242s0009
OG0006414	Thhalv10001240m.g	Stapi.0242s0008, Stapi.2851s0004
OG0006415	Thhalv10001093m.g	Stapi.0761s0009, Stapi.0581s0005, Stapi.10037s0001, Stapi.3783s0001
OG0006416	Thhalv10000787m.g	Stapi.8388s0001, Stapi.0581s0018
OG0006417	Thhalv10000793m.g	Stapi.3114s0007
OG0006418	Thhalv10000861m.g	Stapi.3114s0008
OG0006419	Thhalv10000901m.g	Stapi.2144s0001
OG0006420	Thhalv10001025m.g	Stapi.2144s0004
OG0006421	Thhalv10000955m.g	Stapi.2144s0005
OG0006422	Thhalv10001227m.g	Stapi.2144s0007, Stapi.11445s0002
OG0006423	Thhalv10001058m.g	Stapi.2040s0001, Stapi.0487s0011
OG0006424	Thhalv10001099m.g	Stapi.0487s0008, Stapi.0412s0014
OG0006425	Thhalv10000948m.g	Stapi.0487s0002
OG0006426	Thhalv10026898m.g	Stapi.0666s0017
OG0006427	Thhalv10000904m.g	Stapi.1085s0007
OG0006428	Thhalv10001138m.g	Stapi.11789s0001
OG0006429	Thhalv10000810m.g	Stapi.0738s0001, Stapi.1085s0001
OG0006430	Thhalv10000923m.g	Stapi.0738s0008
OG0006431	Thhalv10001190m.g	Stapi.0738s0017, Stapi.3001s0006
OG0006432	Thhalv10001012m.g	Stapi.0738s0020
OG0006433	Thhalv10001226m.g	Stapi.3001s0001, Stapi.1289s0011
OG0006434	Thhalv10001175m.g	Stapi.0226s0032
OG0006435	Thhalv10027341m.g	Stapi.0147s0033
OG0006436	Thhalv10000978m.g	Stapi.2114s0003
OG0006437	Thhalv10001039m.g	Stapi.0745s0010, Stapi.0226s0001
OG0006438	Thhalv10000837m.g	Stapi.1006s0011
OG0006439	Thhalv10000826m.g	Stapi.0567s0003, Stapi.4989s0003
OG0006440	Thhalv10000824m.g	Stapi.4989s0001
OG0006441	Thhalv10000945m.g	Stapi.3714s0001
OG0006442	Thhalv10000929m.g	Stapi.4869s0006
OG0006443	Thhalv10001047m.g	Stapi.0265s0001
OG0006444	Thhalv10000899m.g	Stapi.2576s0007
OG0006446	Thhalv10025564m.g	Stapi.0293s0020, Stapi.2063s0004
OG0006447	Thhalv10024243m.g	Stapi.2063s0002, Stapi.0293s0018
OG0006449	Thhalv10026478m.g	Stapi.0771s0006
OG0006450	Thhalv10026312m.g	Stapi.0293s0011
OG0006452	Thhalv10027024m.g	Stapi.0127s0010, Stapi.0987s0004, Stapi.0002s0034
OG0006453	Thhalv10024960m.g	Stapi.0077s0004, Stapi.0127s0015
OG0006454	Thhalv10027574m.g	Stapi.0210s0011, Stapi.0196s0012
OG0006455	Thhalv10025326m.g	Stapi.1100s0003
OG0006456	Thhalv10024970m.g	Stapi.0127s0008, Stapi.0154s0019
OG0006457	Thhalv10026862m.g	Stapi.0025s0008, Stapi.0127s0023
OG0006459	Thhalv10026173m.g	Stapi.3288s0004
OG0006463	Thhalv10001925m.g	Stapi.0770s0002, Stapi.3158s0001
OG0006464	Thhalv10000151m.g	Stapi.3029s0002, Stapi.0193s0010
OG0006465	Thhalv10000247m.g	Stapi.1790s0002, Stapi.1394s0005
OG0006466	Thhalv10000008m.g	Stapi.1179s0004, Stapi.2741s0001
OG0006467	Thhalv10000617m.g	Stapi.0808s0010, Stapi.2361s0002
OG0006468	Thhalv10000194m.g	Stapi.3671s0003
OG0006469	Thhalv10023523m.g	Stapi.0203s0004
OG0006470	Thhalv10000186m.g	Stapi.7112s0001, Stapi.4062s0002
OG0006471	Thhalv10000087m.g	Stapi.2088s0001
OG0006472	Thhalv10000627m.g	Stapi.2933s0001
OG0006473	Thhalv10000078m.g	Stapi.7564s0001, Stapi.7638s0001
OG0006474	Thhalv10000272m.g	Stapi.2150s0004
OG0006475	Thhalv10000212m.g	Stapi.6637s0001
OG0006478	Thhalv10000367m.g	Stapi.0159s0004, Stapi.2099s0002
OG0006479	Thhalv10000388m.g	Stapi.0491s0009, Stapi.2630s0001
OG0006480	Thhalv10000196m.g	Stapi.2630s0003
OG0006482	Thhalv10000346m.g	Stapi.0760s0007
OG0006483	Thhalv10000214m.g	Stapi.0760s0006
OG0006484	Thhalv10000098m.g	Stapi.0767s0001
OG0006485	Thhalv10000310m.g	Stapi.3503s0003, Stapi.1327s0008
OG0006486	Thhalv10000060m.g	Stapi.1970s0007
OG0006488	Thhalv10000282m.g	Stapi.10663s0001, Stapi.1117s0001
OG0006489	Thhalv10000189m.g	Stapi.1158s0009
OG0006490	Thhalv10000177m.g	Stapi.4965s0003, Stapi.1158s0008
OG0006491	Thhalv10000520m.g	Stapi.1158s0007
OG0006492	Thhalv10023862m.g, Thhalv10023781m.g	Stapi.5328s0001
OG0006493	Thhalv10000160m.g	Stapi.3732s0001
OG0006494	Thhalv10000138m.g	Stapi.1756s0005, Stapi.1416s0001
OG0006495	Thhalv10000267m.g	Stapi.1756s0001
OG0006496	Thhalv10000220m.g	Stapi.8431s0001
OG0006497	Thhalv10024952m.g	Stapi.1136s0001
OG0006498	Thhalv10000045m.g	Stapi.2607s0002, Stapi.1136s0002
OG0006499	Thhalv10000469m.g	Stapi.1136s0003, Stapi.0833s0008, Stapi.2607s0003
OG0006500	Thhalv10000219m.g	Stapi.0906s0007, Stapi.5362s0001
OG0006501	Thhalv10000545m.g	Stapi.4562s0001, Stapi.0906s0005, Stapi.17188s0001, Stapi.2674s0007
OG0006502	Thhalv10000102m.g	Stapi.1838s0002
