Orthogroup	S_pinnata	C_amplexicaulis
OG0016057	Stapi.1940s0006	Caamp.1040s0279, Caamp.1037s0631
OG0016060	Stapi.2857s0008	Caamp.1040s0300, Caamp.1037s0652
OG0016061	Stapi.2857s0003	Caamp.1037s0656
OG0016062	Stapi.5252s0002	Caamp.1037s0688
OG0016063	Stapi.6914s0002	Caamp.1040s0345, Caamp.1037s0698
OG0016065	Stapi.22598s0001	Caamp.1040s0365, Caamp.1037s0717
OG0016067	Stapi.4259s0002, Stapi.13047s0001	Caamp.1037s0728
OG0016069	Stapi.1223s0005	Caamp.1040s0380, Caamp.1037s0735
OG0016070	Stapi.1772s0008	Caamp.1040s0383, Caamp.1037s0738
OG0016073	Stapi.6920s0002	Caamp.1037s0753
OG0016074	Stapi.4323s0003	Caamp.1037s0755, Caamp.1040s0396
OG0016076	Stapi.3348s0006	Caamp.1037s0762, Caamp.1040s0403
OG0016077	Stapi.2312s0001, Stapi.3098s0006	Caamp.1037s0803, Caamp.1040s0441
OG0016078	Stapi.9088s0001	Caamp.1037s0810, Caamp.1040s0449
OG0016080	Stapi.6631s0003	Caamp.1040s0458, Caamp.1037s0819
OG0016081	Stapi.12811s0001	Caamp.1037s0835
OG0016083	Stapi.7395s0002	Caamp.1037s0855, Caamp.1040s0477
OG0016086	Stapi.2781s0005	Caamp.1037s0885, Caamp.1040s0521
OG0016088	Stapi.2369s0009	Caamp.1037s0933
OG0016090	Stapi.2622s0006	Caamp.1037s0947, Caamp.1040s0582
OG0016091	Stapi.2283s0012	Caamp.1037s0964
OG0016092	Stapi.0492s0006	Caamp.1037s0977
OG0016093	Stapi.1052s0003	Caamp.1037s0986, Caamp.1040s0620
OG0016094	Stapi.4022s0004	Caamp.1037s0989
OG0016095	Stapi.6405s0003	Caamp.1037s0996
OG0016097	Stapi.2417s0007	Caamp.1037s1006, Caamp.1040s0639
OG0016098	Stapi.5409s0007	Caamp.1040s0644, Caamp.1037s1012
OG0016100	Stapi.3635s0003	Caamp.1040s0652, Caamp.1037s1022
OG0016101	Stapi.4658s0001	Caamp.1037s1040
OG0016102	Stapi.1474s0005	Caamp.1037s1045
OG0016104	Stapi.5081s0008	Caamp.1037s1086
OG0016105	Stapi.1713s0001	Caamp.1040s0738, Caamp.1037s1103
OG0016106	Stapi.1757s0003, Stapi.1595s0009	Caamp.1037s1123
OG0016107	Stapi.13338s0001	Caamp.1040s0784, Caamp.1037s1148
OG0016108	Stapi.1685s0005	Caamp.1037s1176, Caamp.1040s0815
OG0016110	Stapi.9279s0001	Caamp.1040s0873, Caamp.1037s1213
OG0016111	Stapi.4576s0001	Caamp.1040s0871, Caamp.1037s1216
OG0016113	Stapi.0924s0008	Caamp.1040s0826, Caamp.1037s1250
OG0016114	Stapi.1098s0005	Caamp.0046s0558, Caamp.1037s1269
OG0016115	Stapi.1379s0003	Caamp.1037s1308, Caamp.1040s0976
OG0016116	Stapi.6701s0004	Caamp.1037s1311, Caamp.1040s0982
OG0016117	Stapi.0911s0002	Caamp.1040s0984, Caamp.1037s1316
OG0016118	Stapi.2039s0001	Caamp.1040s1000, Caamp.1037s1333
OG0016119	Stapi.0013s0008	Caamp.1037s1355
OG0016120	Stapi.0013s0011	Caamp.1037s1358
OG0016121	Stapi.0013s0012	Caamp.1037s1359
OG0016122	Stapi.2575s0001	Caamp.1037s1362
OG0016123	Stapi.1173s0007	Caamp.1040s1050, Caamp.1037s1389
OG0016124	Stapi.0386s0019	Caamp.1037s1443, Caamp.1040s1107
OG0016125	Stapi.1934s0007	Caamp.1037s1445
OG0016126	Stapi.3558s0001	Caamp.1040s1134, Caamp.1037s1465
OG0016127	Stapi.0832s0001	Caamp.1040s1140, Caamp.1037s1473
OG0016128	Stapi.13317s0001	Caamp.1037s1484, Caamp.1040s1150
OG0016131	Stapi.0257s0008	Caamp.1037s1513
OG0016132	Stapi.0985s0003	Caamp.1037s1524
OG0016133	Stapi.2706s0001	Caamp.1037s1549
OG0016134	Stapi.1183s0007	Caamp.1037s1589
OG0016136	Stapi.0755s0001	Caamp.1037s1602
OG0016137	Stapi.0104s0021	Caamp.1037s1619
OG0016137	Stapi.0057s0004	Caamp.1040s1281
OG0016138	Stapi.1197s0010, Stapi.0065s0021	Caamp.1037s1636
OG0016139	Stapi.1509s0004	Caamp.1037s1647
OG0016140	Stapi.0079s0014	Caamp.1040s1332, Caamp.1037s1648
OG0016141	Stapi.0611s0015, Stapi.4335s0003	Caamp.1037s1661
OG0016142	Stapi.0464s0004	Caamp.1037s1664
OG0016144	Stapi.0023s0117	Caamp.1040s1344
OG0016144	Stapi.0415s0012	Caamp.1037s1687
OG0016145	Stapi.4168s0001, Stapi.2413s0005	Caamp.0095s0551, Caamp.1037s1692, Caamp.1041s0417
OG0016146	Stapi.0823s0007	Caamp.1037s1706, Caamp.0034s0018, Caamp.0039s0029, Caamp.0013s0131
OG0016147	Stapi.0137s0012, Stapi.0016s0025, Stapi.4086s0003, Stapi.0930s0009	Caamp.1037s1729
OG0016148	Stapi.1158s0003	Caamp.1037s1737, Caamp.1040s1380
OG0016149	Stapi.3626s0002	Caamp.1037s1739
OG0016151	Stapi.0073s0003	Caamp.1037s1759
OG0016152	Stapi.15974s0001	Caamp.1041s1421, Caamp.1038s0015
OG0016154	Stapi.5774s0004	Caamp.1038s0023
OG0016157	Stapi.3770s0001	Caamp.1041s1382, Caamp.1038s0051
OG0016158	Stapi.0995s0016	Caamp.1041s1361, Caamp.1038s0072
OG0016159	Stapi.4438s0012	Caamp.0214s0866, Caamp.1038s0073, Caamp.1041s1360
OG0016160	Stapi.4438s0008	Caamp.1038s0074
OG0016161	Stapi.4438s0006	Caamp.1038s0076
OG0016162	Stapi.4438s0005	Caamp.1038s0077, Caamp.1041s1356
OG0016163	Stapi.0662s0004	Caamp.1038s0100
OG0016164	Stapi.0782s0006	Caamp.1041s1313, Caamp.1038s0118
OG0016166	Stapi.1809s0011	Caamp.1041s1273, Caamp.1038s0159
OG0016170	Stapi.2446s0002	Caamp.1038s0213, Caamp.1041s1210
OG0016171	Stapi.2446s0003	Caamp.1038s0214, Caamp.1041s1209
OG0016172	Stapi.0250s0018	Caamp.1041s1204, Caamp.1038s0219
OG0016173	Stapi.1312s0003	Caamp.1038s0241
OG0016174	Stapi.4076s0004	Caamp.1038s0264, Caamp.1041s1166
OG0016175	Stapi.17728s0001	Caamp.1041s1154, Caamp.1038s0277
OG0016176	Stapi.9278s0002	Caamp.1038s0311, Caamp.1041s1123
OG0016178	Stapi.4435s0002	Caamp.1038s0333, Caamp.1041s1100
OG0016179	Stapi.2689s0009	Caamp.1038s0338
OG0016180	Stapi.0197s0002	Caamp.1038s0344
OG0016181	Stapi.0778s0011	Caamp.1041s1085, Caamp.1038s0349
OG0016186	Stapi.7692s0003	Caamp.1038s0402, Caamp.1041s1028
OG0016187	Stapi.0371s0014, Stapi.1902s0001	Caamp.0097s0657, Caamp.1038s0405, Caamp.0097s0089
OG0016188	Stapi.1054s0004	Caamp.1038s0417
OG0016190	Stapi.2391s0004	Caamp.1038s0422, Caamp.1041s1007
OG0016191	Stapi.0591s0012	Caamp.1038s0425, Caamp.1041s1004
OG0016194	Stapi.2285s0008	Caamp.1041s0966, Caamp.1038s0462
OG0016198	Stapi.2448s0008	Caamp.1038s0489
OG0016199	Stapi.0802s0009	Caamp.1038s0517, Caamp.1041s0909
OG0016202	Stapi.2616s0004	Caamp.1038s0525
OG0016207	Stapi.10122s0001	Caamp.1038s0587
OG0016208	Stapi.10122s0002	Caamp.1038s0588
OG0016214	Stapi.10214s0003	Caamp.1038s0621
OG0016215	Stapi.5616s0003	Caamp.1038s0632, Caamp.0105s1421
OG0016218	Stapi.2053s0011	Caamp.1038s0650
OG0016218	Stapi.11643s0001	Caamp.0105s1441
OG0016221	Stapi.5536s0002	Caamp.1038s0694, Caamp.0105s1481
OG0016226	Stapi.5841s0002	Caamp.0105s1492, Caamp.1038s0706
OG0016233	Stapi.4898s0001	Caamp.1038s0737
OG0016236	Stapi.7568s0002	Caamp.1038s0778
OG0016241	Stapi.6879s0007	Caamp.1038s0795, Caamp.0105s1580
OG0016242	Stapi.6879s0003	Caamp.1038s0799, Caamp.0105s1584
OG0016243	Stapi.6879s0001	Caamp.1038s0801
OG0016253	Stapi.5622s0001	Caamp.0105s1641, Caamp.1038s0853
OG0016255	Stapi.1405s0001	Caamp.1038s0861, Caamp.0105s1648
OG0016256	Stapi.4926s0004	Caamp.1038s0866, Caamp.0105s1655
OG0016261	Stapi.3488s0004	Caamp.1038s0893, Caamp.0105s1683
OG0016263	Stapi.7515s0004	Caamp.0105s1694, Caamp.1038s0909
OG0016264	Stapi.7515s0005	Caamp.0105s1695, Caamp.1038s0910
OG0016265	Stapi.3104s0003	Caamp.1038s0911
OG0016266	Stapi.5715s0002	Caamp.0105s1704, Caamp.1038s0921
OG0016267	Stapi.16030s0001	Caamp.1038s0927, Caamp.0105s1716
OG0016275	Stapi.9689s0001	Caamp.0105s1771, Caamp.1038s0971
OG0016276	Stapi.9689s0004	Caamp.1038s0976
OG0016278	Stapi.13300s0001	Caamp.1038s0979
OG0016281	Stapi.6148s0005	Caamp.1038s0998, Caamp.0105s1821
OG0016282	Stapi.7122s0002	Caamp.0105s1875, Caamp.1038s1006
OG0016283	Stapi.2876s0004	Caamp.0214s0672, Caamp.1038s1007
OG0016286	Stapi.2845s0001	Caamp.0105s1853, Caamp.1038s1029
OG0016290	Stapi.6158s0001	Caamp.0105s1843, Caamp.1038s1043
OG0016291	Stapi.12924s0003	Caamp.1038s1050, Caamp.0105s1825
OG0016295	Stapi.26817s0001	Caamp.1038s1078
OG0016297	Stapi.1953s0005	Caamp.1038s1090
OG0016304	Stapi.20933s0001, Stapi.11562s0002, Stapi.24933s0001	Caamp.1038s1109, Caamp.0105s1915
OG0016309	Stapi.19305s0001	Caamp.0105s1939, Caamp.1038s1137
OG0016312	Stapi.9505s0003	Caamp.1038s1154
OG0016313	Stapi.12362s0002	Caamp.1038s1156
OG0016314	Stapi.11166s0003	Caamp.1038s1163
OG0016315	Stapi.7907s0001	Caamp.1038s1174, Caamp.0105s1963
OG0016316	Stapi.6572s0004	Caamp.0105s1972, Caamp.1038s1184
OG0016317	Stapi.6646s0003	Caamp.0105s1983, Caamp.1038s1194
OG0016326	Stapi.7571s0002	Caamp.1039s0056
OG0016328	Stapi.7571s0001	Caamp.1039s0059, Caamp.0059s0063
OG0016329	Stapi.8286s0003	Caamp.1039s0064, Caamp.0059s0057
OG0016331	Stapi.4624s0002	Caamp.1039s0078
OG0016332	Stapi.2917s0001	Caamp.1039s0104, Caamp.0059s0020
OG0016333	Stapi.1922s0007, Stapi.27556s0001, Stapi.2917s0007	Caamp.1039s0105
OG0016334	Stapi.7188s0003	Caamp.0059s0009, Caamp.1039s0117
OG0016335	Stapi.11184s0001	Caamp.1039s0127
OG0016335	Stapi.0331s0019	Caamp.1039s0125
OG0016339	Stapi.12123s0001	Caamp.1039s0158, Caamp.0096s0031
OG0016340	Stapi.4206s0005	Caamp.1039s0209
OG0016341	Stapi.5344s0001, Stapi.0906s0008	Caamp.1039s0267
OG0016342	Stapi.1500s0003	Caamp.1039s0362
OG0016343	Stapi.16850s0001, Stapi.7534s0001, Stapi.11579s0001, Stapi.0974s0012	Caamp.1039s0419
OG0016344	Stapi.2240s0003	Caamp.1039s0447
OG0016345	Stapi.4688s0003	Caamp.0095s0603, Caamp.1039s0457
OG0016346	Stapi.0954s0002	Caamp.0095s0598, Caamp.1039s0460
OG0016349	Stapi.4475s0005	Caamp.1039s0471, Caamp.0078s1097
OG0016351	Stapi.0758s0004	Caamp.1039s0475
OG0016352	Stapi.3174s0004	Caamp.1039s0491
OG0016353	Stapi.5456s0004	Caamp.1039s0498, Caamp.0078s1074
OG0016354	Stapi.5456s0005	Caamp.1039s0499, Caamp.0078s1073
OG0016355	Stapi.3140s0009	Caamp.0078s1068, Caamp.1039s0503
OG0016356	Stapi.1348s0005	Caamp.1039s0506, Caamp.0078s1065
OG0016357	Stapi.1348s0007	Caamp.1039s0507, Caamp.0078s1064
OG0016359	Stapi.1631s0022	Caamp.1039s0530, Caamp.0078s1128
OG0016360	Stapi.2160s0015	Caamp.1039s0537, Caamp.0078s1134
OG0016361	Stapi.2160s0008	Caamp.1039s0545, Caamp.0078s1143
OG0016362	Stapi.2160s0005	Caamp.1039s0548
OG0016365	Stapi.0807s0006	Caamp.1039s0596, Caamp.0078s1192
OG0016367	Stapi.0807s0010, Stapi.4247s0003	Caamp.1039s0600
OG0016372	Stapi.4169s0005	Caamp.1039s0625
OG0016373	Stapi.2694s0007, Stapi.4169s0004	Caamp.1039s0626
OG0016375	Stapi.1980s0007	Caamp.1039s0678, Caamp.0076s1331
OG0016376	Stapi.2066s0008	Caamp.1039s0682
OG0016376	Stapi.1980s0012	Caamp.0076s1334
OG0016377	Stapi.0695s0015	Caamp.1039s0686, Caamp.0076s1339
OG0016378	Stapi.1164s0005	Caamp.1039s0704
OG0016379	Stapi.7104s0003	Caamp.1039s0705, Caamp.0076s1357
OG0016380	Stapi.1164s0004	Caamp.1039s0707
OG0016381	Stapi.0446s0045	Caamp.1039s0716, Caamp.0076s1369
OG0016382	Stapi.0446s0036	Caamp.1039s0728, Caamp.0076s1379
OG0016384	Stapi.0446s0021	Caamp.1039s0742, Caamp.0105s0006
OG0016385	Stapi.4173s0007	Caamp.0105s0008, Caamp.1039s0743
OG0016389	Stapi.4000s0003	Caamp.1040s1051, Caamp.1039s0785
OG0016390	Stapi.9615s0001, Stapi.2304s0001	Caamp.1039s0798
OG0016392	Stapi.1140s0004	Caamp.1039s0819
OG0016393	Stapi.0780s0006, Stapi.1005s0001	Caamp.1039s0829
OG0016394	Stapi.0780s0014, Stapi.0780s0013	Caamp.1039s0838
OG0016396	Stapi.8215s0003, Stapi.0780s0028	Caamp.1039s0849
OG0016397	Stapi.0118s0004	Caamp.1039s0854, Caamp.0051s0118
OG0016398	Stapi.10943s0001, Stapi.3475s0002	Caamp.1039s0855
OG0016399	Stapi.11708s0002	Caamp.0051s0144, Caamp.1039s0878
OG0016400	Stapi.1802s0004	Caamp.1039s0886
OG0016401	Stapi.0729s0012	Caamp.1039s0892
OG0016402	Stapi.0729s0013	Caamp.1039s0893
OG0016403	Stapi.9806s0001	Caamp.1039s0895, Caamp.0051s0159
OG0016404	Stapi.0022s0069	Caamp.1039s0901
OG0016406	Stapi.8588s0002	Caamp.0051s0184, Caamp.1039s0919
OG0016407	Stapi.2030s0005, Stapi.1404s0007	Caamp.1039s0928
OG0016408	Stapi.0414s0018	Caamp.0190s1046
OG0016408	Stapi.0038s0009	Caamp.1039s0930, Caamp.0097s0621
OG0016410	Stapi.2767s0004	Caamp.1039s0948, Caamp.0051s0214
OG0016411	Stapi.2767s0008	Caamp.1039s0955
OG0016412	Stapi.1579s0009	Caamp.1039s0958, Caamp.0051s0224
OG0016413	Stapi.1579s0011	Caamp.1039s0960, Caamp.0051s0226
OG0016415	Stapi.1579s0012, Stapi.6213s0001	Caamp.1039s0962
OG0016416	Stapi.9866s0002, Stapi.1878s0010	Caamp.1039s0979
OG0016418	Stapi.1878s0002	Caamp.0051s0255, Caamp.1039s0991
OG0016419	Stapi.3248s0005	Caamp.1039s1011
OG0016420	Stapi.2577s0002	Caamp.1039s1014, Caamp.0051s0278
OG0016422	Stapi.3210s0004	Caamp.1039s1052, Caamp.0051s0313
OG0016423	Stapi.5220s0002	Caamp.0051s0326, Caamp.1039s1064
OG0016425	Stapi.28973s0001	Caamp.1039s1082, Caamp.0051s0344
OG0016426	Stapi.4232s0001, Stapi.7066s0001	Caamp.1039s1083
OG0016427	Stapi.8473s0002	Caamp.1039s1088, Caamp.0051s0349
OG0016433	Stapi.1059s0001	Caamp.1039s1118
OG0016434	Stapi.1059s0002	Caamp.1039s1120
OG0016435	Stapi.7887s0004	Caamp.1039s1131
OG0016436	Stapi.2554s0006	Caamp.1039s1142
OG0016437	Stapi.0746s0008	Caamp.1039s1158
OG0016439	Stapi.8044s0003	Caamp.1039s1188, Caamp.0053s0045
OG0016440	Stapi.24400s0001, Stapi.3055s0004	Caamp.1039s1197
OG0016441	Stapi.0965s0014	Caamp.1039s1204
OG0016443	Stapi.1519s0002	Caamp.1039s1213, Caamp.0053s0064
OG0016444	Stapi.1519s0005	Caamp.0053s0067, Caamp.1039s1217
OG0016445	Stapi.1216s0006	Caamp.1039s1224
OG0016446	Stapi.1664s0009	Caamp.1039s1241
OG0016447	Stapi.2814s0002	Caamp.1039s1286, Caamp.0053s0135
OG0016449	Stapi.3359s0004	Caamp.1039s1306
OG0016450	Stapi.4233s0003, Stapi.5251s0004	Caamp.1039s1313
OG0016451	Stapi.1254s0003, Stapi.4233s0004	Caamp.1039s1314
OG0016452	Stapi.2635s0008	Caamp.1039s1325
OG0016453	Stapi.2286s0009	Caamp.1039s1327
OG0016454	Stapi.1689s0006, Stapi.2286s0008	Caamp.1039s1328
OG0016455	Stapi.1689s0005	Caamp.1039s1329
OG0016456	Stapi.2286s0003	Caamp.1039s1332
OG0016456	Stapi.7026s0003	Caamp.0053s0171
OG0016457	Stapi.3521s0005	Caamp.1039s1357
OG0016458	Stapi.12735s0001	Caamp.1039s1362, Caamp.1041s1836
OG0016459	Stapi.3214s0006	Caamp.1039s1363, Caamp.1041s1837
OG0016460	Stapi.0126s0013	Caamp.1039s1419, Caamp.0076s1163
OG0016461	Stapi.0126s0011	Caamp.1039s1421, Caamp.0076s1165
OG0016463	Stapi.1964s0011	Caamp.1039s1427, Caamp.0076s1171
OG0016464	Stapi.1370s0004, Stapi.4821s0003	Caamp.1039s1459
OG0016465	Stapi.2059s0007	Caamp.0076s1216, Caamp.1039s1470
OG0016466	Stapi.5511s0002	Caamp.0076s1218, Caamp.1039s1472
OG0016468	Stapi.3052s0001	Caamp.1039s1508
OG0016469	Stapi.3849s0001	Caamp.0076s1256, Caamp.1039s1510
OG0016470	Stapi.1593s0004	Caamp.1039s1514, Caamp.0076s1261
OG0016471	Stapi.5026s0002	Caamp.0076s1274, Caamp.1039s1527
OG0016472	Stapi.0124s0021	Caamp.1039s1540, Caamp.0076s1285
OG0016473	Stapi.0124s0014, Stapi.0344s0012	Caamp.1039s1543
OG0016474	Stapi.0124s0013	Caamp.1039s1544, Caamp.0076s1287
OG0016475	Stapi.0324s0025	Caamp.1039s1576, Caamp.0026s0020
OG0016476	Stapi.1954s0002	Caamp.1039s1591
OG0016477	Stapi.0922s0005	Caamp.1039s1602, Caamp.0026s0043
OG0016478	Stapi.0341s0024	Caamp.1039s1612, Caamp.0026s0057
OG0016479	Stapi.1141s0002	Caamp.1039s1616
OG0016480	Stapi.0172s0003	Caamp.1039s1652
OG0016481	Stapi.0172s0007	Caamp.0026s0110, Caamp.1039s1656
OG0016483	Stapi.0827s0006	Caamp.0026s0139, Caamp.1039s1682
OG0016484	Stapi.0042s0006	Caamp.1039s1698, Caamp.0026s0157
OG0016485	Stapi.2119s0003	Caamp.0021s0051, Caamp.0104s0003
OG0016486	Stapi.9530s0003, Stapi.1881s0017	Caamp.1040s0003
OG0016488	Stapi.20241s0002	Caamp.1040s0057
OG0016489	Stapi.18465s0002	Caamp.1040s0087
OG0016490	Stapi.2077s0010	Caamp.1040s0120
OG0016492	Stapi.11219s0002	Caamp.1040s0164
OG0016494	Stapi.5812s0005	Caamp.1040s0237, Caamp.1041s1621
OG0016496	Stapi.8694s0002	Caamp.1040s0283
OG0016497	Stapi.16628s0001	Caamp.1040s0292
OG0016498	Stapi.5448s0001	Caamp.1040s0299
OG0016499	Stapi.7183s0001	Caamp.1040s0306
OG0016500	Stapi.1951s0005	Caamp.1040s0328
OG0016501	Stapi.4408s0002	Caamp.1040s0388
OG0016502	Stapi.12663s0001, Stapi.10598s0001	Caamp.1040s0422
OG0016503	Stapi.1869s0006	Caamp.1040s0491
OG0016504	Stapi.18276s0001, Stapi.9718s0002, Stapi.2339s0014	Caamp.1040s0535
OG0016505	Stapi.3470s0004, Stapi.1755s0009	Caamp.1040s0551
OG0016506	Stapi.1307s0004	Caamp.1040s0601
OG0016507	Stapi.7305s0002	Caamp.1040s0622
OG0016508	Stapi.2479s0005	Caamp.1040s0663
OG0016509	Stapi.2479s0004	Caamp.1040s0664
OG0016510	Stapi.0532s0008	Caamp.1040s0773
OG0016511	Stapi.0532s0009	Caamp.1040s0774
OG0016512	Stapi.5146s0001, Stapi.1685s0004	Caamp.1040s0813
OG0016513	Stapi.0444s0004	Caamp.1040s0822
OG0016514	Stapi.0444s0025, Stapi.11387s0002	Caamp.1040s0840
OG0016515	Stapi.0444s0026	Caamp.1040s0841
OG0016516	Stapi.2345s0001	Caamp.1040s0881
OG0016517	Stapi.0023s0002	Caamp.1040s0910
OG0016518	Stapi.0799s0005	Caamp.1040s0924
OG0016520	Stapi.1169s0001	Caamp.0016s0113, Caamp.1040s0946
OG0016521	Stapi.6701s0005	Caamp.1040s0981
OG0016522	Stapi.5930s0001	Caamp.1040s0999
OG0016523	Stapi.2177s0003	Caamp.1040s1002
OG0016524	Stapi.2177s0009	Caamp.1040s1005
OG0016526	Stapi.1173s0004	Caamp.1040s1055
OG0016527	Stapi.4075s0003, Stapi.0437s0012	Caamp.1040s1059
OG0016528	Stapi.0265s0019	Caamp.1040s1097
OG0016529	Stapi.0265s0017	Caamp.1040s1099
OG0016530	Stapi.0773s0001	Caamp.1040s1127
OG0016531	Stapi.2124s0002	Caamp.1040s1158
OG0016532	Stapi.2124s0003	Caamp.1040s1159
OG0016533	Stapi.4533s0004	Caamp.1040s1164
OG0016535	Stapi.1298s0005	Caamp.1040s1222
OG0016536	Stapi.0057s0007	Caamp.1040s1283
OG0016537	Stapi.0057s0013	Caamp.1040s1287
OG0016539	Stapi.0023s0114	Caamp.1040s1347
OG0016540	Stapi.4503s0002	Caamp.1040s1387
OG0016541	Stapi.29970s0001, Stapi.0528s0005, Stapi.9925s0001	Caamp.1040s1498
OG0016545	Stapi.8797s0004	Caamp.1041s0033
OG0016547	Stapi.0850s0011	Caamp.0044s0021, Caamp.1041s0039
OG0016557	Stapi.3005s0007	Caamp.0044s0098, Caamp.1041s0113
OG0016558	Stapi.3924s0008	Caamp.1041s0123, Caamp.0044s0106
OG0016559	Stapi.2756s0001	Caamp.1041s0132
OG0016563	Stapi.3123s0003	Caamp.1041s0193
OG0016565	Stapi.1958s0005	Caamp.1041s0218, Caamp.0044s0197
OG0016566	Stapi.1958s0004	Caamp.1041s0219, Caamp.0044s0198
OG0016568	Stapi.1795s0002	Caamp.1041s0224
OG0016570	Stapi.13017s0002	Caamp.1041s0232
OG0016572	Stapi.6800s0001	Caamp.0094s0728, Caamp.1041s0322
OG0016573	Stapi.12295s0001, Stapi.14363s0001	Caamp.1041s0324
OG0016577	Stapi.1498s0012	Caamp.0094s0772, Caamp.1041s0361
OG0016578	Stapi.4588s0006	Caamp.0094s0783, Caamp.1041s0373
OG0016581	Stapi.0721s0011	Caamp.0094s0816, Caamp.1041s0402
OG0016582	Stapi.14094s0001	Caamp.0094s0819, Caamp.1041s0405
OG0016583	Stapi.4762s0003	Caamp.1041s0414
OG0016583	Stapi.2108s0008	Caamp.0190s0541
OG0016584	Stapi.5424s0003	Caamp.0064s0801, Caamp.1041s0453
OG0016586	Stapi.6242s0002	Caamp.0094s0905, Caamp.1041s0490
OG0016587	Stapi.16035s0001	Caamp.1041s0497
OG0016589	Stapi.1115s0013	Caamp.1041s0516
OG0016590	Stapi.1115s0012	Caamp.1041s0517, Caamp.0094s0929
OG0016591	Stapi.2333s0001	Caamp.1041s0526, Caamp.0094s0940
OG0016593	Stapi.1765s0010	Caamp.0094s0961, Caamp.1041s0548
OG0016594	Stapi.12603s0003	Caamp.0094s0964, Caamp.1041s0550
OG0016595	Stapi.2208s0011	Caamp.1041s0569
OG0016597	Stapi.2208s0001	Caamp.1041s0581
OG0016598	Stapi.1987s0008	Caamp.0094s1022, Caamp.1041s0617
OG0016599	Stapi.1987s0015	Caamp.0094s1031, Caamp.1041s0626
OG0016601	Stapi.3513s0004	Caamp.0094s1039, Caamp.1041s0636
OG0016602	Stapi.3324s0002	Caamp.1041s0647, Caamp.0064s0857
OG0016603	Stapi.1320s0008	Caamp.0064s0856, Caamp.1041s0648
OG0016604	Stapi.0043s0032	Caamp.1041s0685
OG0016605	Stapi.2601s0006	Caamp.1041s0705
OG0016606	Stapi.0970s0002, Stapi.1038s0004	Caamp.1041s0713
OG0016607	Stapi.0970s0009	Caamp.1041s0717
OG0016608	Stapi.0162s0048	Caamp.0064s0765, Caamp.1041s0740
OG0016609	Stapi.0162s0045	Caamp.0064s0761, Caamp.1041s0744
OG0016611	Stapi.6324s0005	Caamp.1041s0751, Caamp.0064s0754
OG0016612	Stapi.0517s0006	Caamp.1041s0774, Caamp.0064s0725
OG0016613	Stapi.1774s0003	Caamp.1041s0805, Caamp.0064s0685
OG0016614	Stapi.2753s0002	Caamp.1041s0816
OG0016615	Stapi.1508s0011	Caamp.1041s0844
OG0016617	Stapi.4817s0001, Stapi.9581s0001	Caamp.1041s0853
OG0016618	Stapi.3022s0005	Caamp.1041s0855, Caamp.0044s0266
OG0016620	Stapi.8630s0001	Caamp.1041s0884, Caamp.0044s0250
OG0016621	Stapi.9755s0001	Caamp.1041s0901
OG0016622	Stapi.2448s0002	Caamp.1041s0932
OG0016623	Stapi.2448s0005	Caamp.1041s0939
OG0016625	Stapi.1054s0010	Caamp.1041s1017
OG0016626	Stapi.2735s0001, Stapi.12400s0002	Caamp.1041s1059
OG0016627	Stapi.1268s0001	Caamp.1041s1063
OG0016628	Stapi.3700s0009	Caamp.1041s1256
OG0016629	Stapi.2351s0004	Caamp.1041s1334
OG0016630	Stapi.3535s0006	Caamp.1041s1394
OG0016631	Stapi.2329s0010	Caamp.1041s1442, Caamp.0076s0018
OG0016632	Stapi.1055s0003	Caamp.0076s0037, Caamp.1041s1463
OG0016633	Stapi.1055s0008	Caamp.1041s1466
OG0016634	Stapi.2684s0010	Caamp.1041s1473, Caamp.0076s0047
OG0016635	Stapi.2045s0002, Stapi.4534s0002	Caamp.1041s1477
OG0016638	Stapi.3207s0006	Caamp.1041s1510
OG0016639	Stapi.10666s0001	Caamp.1041s1511
OG0016640	Stapi.0594s0038	Caamp.1041s1539
OG0016641	Stapi.0891s0013	Caamp.1041s1570
OG0016642	Stapi.0921s0008	Caamp.1041s1630
OG0016643	Stapi.2102s0002	Caamp.1041s1635, Caamp.0052s0538
OG0016644	Stapi.2102s0001	Caamp.1041s1636
OG0016645	Stapi.3763s0006	Caamp.1041s1637, Caamp.0052s0537
OG0016646	Stapi.3195s0003	Caamp.1041s1655
OG0016647	Stapi.1559s0010	Caamp.1041s1660
OG0016648	Stapi.6009s0007	Caamp.1041s1676
OG0016649	Stapi.0363s0019	Caamp.0052s0457, Caamp.1041s1721
OG0016650	Stapi.16223s0001, Stapi.0363s0001	Caamp.1041s1731, Caamp.0052s0448
OG0016651	Stapi.0387s0011	Caamp.0052s0417, Caamp.1041s1753
OG0016652	Stapi.0651s0013	Caamp.1041s1767, Caamp.0052s0398
OG0016653	Stapi.0370s0021	Caamp.1041s1797
OG0016654	Stapi.6004s0001, Stapi.0811s0001	Caamp.1041s1808
OG0016655	Stapi.0370s0005	Caamp.1041s1819, Caamp.0052s0362
OG0016656	Stapi.1670s0004, Stapi.17303s0001	Caamp.1041s1845
OG0016657	Stapi.9291s0001, Stapi.0390s0064, Stapi.2073s0006, Stapi.0390s0061	Caamp.1041s1850
OG0016658	Stapi.0788s0016	Caamp.0190s0225, Caamp.1041s1881
OG0016659	Stapi.0801s0003	Caamp.1041s1892, Caamp.0190s0234
