Orthogroup	S_parvula	S_pinnata
OG0013925	Sp3g06580	Stapi.4144s0003
OG0013926	Sp3g06500	Stapi.1628s0010
OG0013927	Sp3g06480	Stapi.3726s0005
OG0013928	Sp3g06430	Stapi.3726s0001
OG0013929	Sp3g06420	Stapi.1628s0002
OG0013930	Sp3g06360	Stapi.3932s0007
OG0013931	Sp3g06310	Stapi.3932s0002
OG0013932	Sp3g06290	Stapi.11072s0001
OG0013936	Sp3g06110	Stapi.7650s0002
OG0013937	Sp3g06090	Stapi.2147s0006
OG0013938	Sp3g06030	Stapi.2892s0006
OG0013943	Sp3g05820	Stapi.7603s0001
OG0013945	Sp3g05750	Stapi.0862s0003
OG0013947	Sp3g05720	Stapi.14786s0001
OG0013948	Sp3g05650	Stapi.6487s0002
OG0013951	Sp3g05490	Stapi.5180s0001
OG0013953	Sp3g05460	Stapi.5180s0004
OG0013954	Sp3g05450	Stapi.5180s0005
OG0013956	Sp3g05420	Stapi.2936s0001
OG0013957	Sp3g05310	Stapi.7008s0001, Stapi.9589s0003
OG0013958	Sp3g05280	Stapi.8354s0001
OG0013959	Sp3g05240	Stapi.4349s0004
OG0013961	Sp3g04990	Stapi.1006s0001, Stapi.12523s0003
OG0013962	Sp3g04970	Stapi.12523s0001
OG0013965	Sp3g04840	Stapi.2614s0002
OG0013969	Sp3g04480	Stapi.1910s0009
OG0013970	Sp3g04340	Stapi.5801s0003
OG0013974	Sp3g03830	Stapi.18017s0001
OG0013978	Sp3g03490	Stapi.4681s0001
OG0013980	Sp3g03350	Stapi.8140s0002
OG0013983	Sp3g03170	Stapi.12721s0001
OG0013987	Sp3g02940	Stapi.22380s0001
OG0013989	Sp3g02670	Stapi.13550s0001
OG0013994	Sp3g02600	Stapi.29930s0001
OG0013995	Sp3g02380	Stapi.20449s0001
OG0013998	Sp3g02140	Stapi.23173s0001
OG0014004	Sp3g01740	Stapi.17962s0003
OG0014005	Sp3g01710	Stapi.13131s0004
OG0014012	Sp3g01150	Stapi.7235s0006
OG0014013	Sp3g01070	Stapi.14743s0002
OG0014019	Sp3g00590	Stapi.5184s0006
OG0014020	Sp3g00580	Stapi.5184s0007
OG0014021	Sp3g00560	Stapi.13356s0002
OG0014022	Sp3g00470	Stapi.4386s0010, Stapi.10205s0005
OG0014023	Sp3g00340	Stapi.4386s0001
OG0014024	Sp3g29830	Stapi.8839s0001
OG0014025	Sp3g00270	Stapi.9525s0002
OG0014026	Sp3g00210	Stapi.8922s0001
OG0014027	Sp7g13800	Stapi.2573s0008
OG0014028	Sp7g13780	Stapi.2573s0006
OG0014029	Sp7g13670	Stapi.8543s0001
OG0014030	Sp7g13450	Stapi.3049s0001
OG0014031	Sp7g13360	Stapi.17264s0001
OG0014032	Sp7g13330	Stapi.0116s0022
OG0014033	Sp7g13320	Stapi.0116s0021
OG0014034	Sp7g13300	Stapi.2668s0001, Stapi.0913s0004
OG0014035	Sp7g13140	Stapi.0116s0012
OG0014036	Sp7g13090	Stapi.2625s0001
OG0014037	Sp7g13080	Stapi.3851s0002
OG0014038	Sp7g13030	Stapi.0694s0012, Stapi.1460s0008
OG0014039	Sp7g12970	Stapi.5664s0003
OG0014040	Sp7g12950	Stapi.0694s0003
OG0014041	Sp7g12890	Stapi.2571s0002
OG0014042	Sp7g12830	Stapi.2458s0002
OG0014043	Sp7g12560	Stapi.1635s0001, Stapi.3314s0001
OG0014044	Sp7g12530	Stapi.0899s0004
OG0014045	Sp7g12370	Stapi.1780s0008
OG0014046	Sp7g12290	Stapi.0222s0033, Stapi.5093s0001
OG0014047	Sp7g12280	Stapi.4722s0002
OG0014048	Sp7g11950	Stapi.6207s0001
OG0014049	Sp7g11860	Stapi.0890s0012
OG0014050	Sp7g11790	Stapi.0408s0011
OG0014051	Sp7g11680	Stapi.0064s0015
OG0014053	Sp7g11500	Stapi.0413s0005
OG0014055	Sp3g09840	Stapi.5490s0003
OG0014057	Sp3g09950	Stapi.9540s0002
OG0014059	Sp3g10000	Stapi.12225s0001
OG0014062	Sp3g10100	Stapi.3737s0004
OG0014063	Sp3g10180	Stapi.3678s0005
OG0014064	Sp3g10200	Stapi.3710s0002
OG0014065	Sp3g10250	Stapi.3628s0011
OG0014066	Sp3g10310	Stapi.3628s0007
OG0014067	Sp3g10330	Stapi.3628s0005
OG0014068	Sp3g10370	Stapi.3628s0001
OG0014069	Sp3g10390	Stapi.10644s0001
OG0014070	Sp3g10400	Stapi.3336s0007
OG0014071	Sp3g10420	Stapi.3336s0005, Stapi.2736s0009
OG0014072	Sp3g10550	Stapi.5066s0003
OG0014073	Sp3g10590	Stapi.5066s0007
OG0014074	Sp5g05760	Stapi.7192s0001
OG0014075	Sp5g05750	Stapi.7087s0002
OG0014077	Sp5g05670	Stapi.4360s0003
OG0014078	Sp5g05640	Stapi.2250s0003
OG0014079	Sp5g05550	Stapi.5909s0001
OG0014080	Sp5g05520	Stapi.4958s0001
OG0014081	Sp5g05500	Stapi.4777s0005
OG0014082	Sp5g05450	Stapi.2947s0009
OG0014083	Sp5g05430	Stapi.2947s0005
OG0014084	Sp5g05420	Stapi.2947s0004, Stapi.11620s0001
OG0014085	Sp5g05390	Stapi.4943s0003
OG0014087	Sp5g05200	Stapi.1520s0003, Stapi.14542s0001
OG0014089	Sp5g05030	Stapi.5594s0007
OG0014090	Sp5g05020	Stapi.5594s0006
OG0014091	Sp5g04950	Stapi.6047s0002
OG0014093	Sp5g04800	Stapi.3097s0009
OG0014096	Sp5g04740	Stapi.7758s0001
OG0014097	Sp5g04710	Stapi.7238s0002
OG0014099	Sp5g04660	Stapi.12710s0001
OG0014102	Sp5g04350	Stapi.0255s0004
OG0014103	Sp5g04280	Stapi.5812s0002, Stapi.5970s0001
OG0014104	Sp5g04160	Stapi.3192s0006
OG0014105	Sp5g04050	Stapi.4278s0004
OG0014106	Sp5g03870	Stapi.9445s0003
OG0014108	Sp5g03820	Stapi.10542s0002
OG0014109	Sp5g03670	Stapi.8957s0003
OG0014110	Sp5g03640	Stapi.11822s0001
OG0014115	Sp5g03260	Stapi.4785s0001
OG0014116	Sp5g03200	Stapi.4235s0005
OG0014117	Sp5g03130	Stapi.16018s0001, Stapi.29831s0001
OG0014118	Sp5g03000	Stapi.0786s0010
OG0014119	Sp5g02990	Stapi.29058s0001
OG0014126	Sp5g02410	Stapi.8680s0004
OG0014127	Sp5g02300	Stapi.11692s0002
OG0014129	Sp5g02210	Stapi.30974s0001
OG0014139	Sp5g01740	Stapi.12568s0002
OG0014142	Sp5g01640	Stapi.9824s0002
OG0014144	Sp5g01590	Stapi.10539s0003
OG0014147	Sp5g01460	Stapi.16538s0001
OG0014151	Sp5g01240	Stapi.10965s0003
OG0014152	Sp5g01230	Stapi.10965s0002
OG0014153	Sp5g01120	Stapi.9362s0006
OG0014155	Sp5g01030	Stapi.21536s0002
OG0014156	Sp5g00970	Stapi.10124s0001
OG0014158	Sp5g00750	Stapi.5508s0007
OG0014159	Sp5g00740	Stapi.5508s0006
OG0014160	Sp5g00710	Stapi.26567s0001
OG0014161	Sp5g00600	Stapi.5508s0001
OG0014164	Sp5g00330	Stapi.1908s0006
OG0014167	Sp5g00250	Stapi.0594s0004
OG0014168	Sp5g00240	Stapi.0594s0005
OG0014169	Sp5g00200	Stapi.3122s0006, Stapi.23007s0001
OG0014171	Sp5g00170	Stapi.0594s0011, Stapi.3122s0003
OG0014172	Sp5g00160	Stapi.0594s0012
OG0014173	Sp5g00150	Stapi.0594s0013
OG0014174	Sp5g00080	Stapi.0594s0019
OG0014175	Sp1g17770	Stapi.6945s0001
OG0014176	Sp1g17710	Stapi.0692s0018
OG0014177	Sp1g17560	Stapi.5742s0004, Stapi.3234s0005
OG0014178	Sp1g17550	Stapi.5742s0005
OG0014179	Sp1g17530	Stapi.3234s0001
OG0014180	Sp1g17480	Stapi.5673s0002
OG0014181	Sp1g17470	Stapi.8591s0002
OG0014183	Sp1g17440	Stapi.29006s0001
OG0014184	Sp1g17380	Stapi.10075s0001
OG0014186	Sp1g17280	Stapi.0605s0006
OG0014187	Sp1g17250	Stapi.0605s0003
OG0014188	Sp1g17180	Stapi.3347s0002
OG0014189	Sp1g17150	Stapi.0008s0049
OG0014191	Sp1g17070	Stapi.0484s0001
OG0014192	Sp1g17060	Stapi.0484s0002
OG0014193	Sp1g17050	Stapi.0484s0004
OG0014195	Sp1g17000	Stapi.2784s0003
OG0014196	Sp1g16990	Stapi.2784s0004
OG0014197	Sp1g16920	Stapi.4493s0005
OG0014198	Sp1g16910	Stapi.4493s0006
OG0014199	Sp1g16880	Stapi.6341s0002
OG0014200	Sp1g16850	Stapi.6341s0003
OG0014201	Sp1g16840	Stapi.0845s0004
OG0014202	Sp1g16820	Stapi.4471s0001
OG0014203	Sp1g16660	Stapi.0311s0002
OG0014204	Sp1g16650	Stapi.0311s0004
OG0014205	Sp1g16570	Stapi.7701s0001
OG0014207	Sp1g16510	Stapi.11165s0004
OG0014208	Sp1g16400	Stapi.1133s0003
OG0014209	Sp1g16380	Stapi.8106s0001
OG0014210	Sp1g16360	Stapi.0441s0002
OG0014211	Sp1g16320	Stapi.0441s0007
OG0014212	Sp1g16310	Stapi.0441s0008
OG0014213	Sp1g16300	Stapi.0441s0010
OG0014214	Sp1g16290	Stapi.0441s0011
OG0014216	Sp1g16260	Stapi.3119s0004
OG0014217	Sp1g16170	Stapi.3188s0001
OG0014218	Sp1g16140	Stapi.3188s0005
OG0014219	Sp1g16120	Stapi.0963s0011
OG0014220	Sp1g16030	Stapi.0963s0001
OG0014222	Sp1g15860	Stapi.7369s0004
OG0014223	Sp1g15830	Stapi.7062s0003
OG0014225	Sp1g15770	Stapi.1739s0003
OG0014226	Sp1g15760	Stapi.1739s0005
OG0014227	Sp1g15740	Stapi.1739s0007
OG0014229	Sp1g15690	Stapi.3325s0004
OG0014233	Sp1g15190	Stapi.1321s0005
OG0014234	Sp1g15160	Stapi.1321s0002
OG0014235	Sp1g15110	Stapi.2939s0005
OG0014236	Sp1g15060	Stapi.2939s0001
OG0014237	Sp1g14980	Stapi.0701s0020
OG0014238	Sp1g14970	Stapi.0701s0019
OG0014244	Sp1g04500	Stapi.11334s0001
OG0014249	Sp1g04830	Stapi.4809s0008
OG0014251	Sp1g04970	Stapi.8336s0001
OG0014252	Sp1g05050	Stapi.6145s0005
OG0014253	Sp1g05060	Stapi.6145s0006
OG0014254	Sp1g05080	Stapi.6145s0008, Stapi.2728s0007
OG0014256	Sp1g05220	Stapi.31095s0001
OG0014257	Sp1g05230	Stapi.3904s0005
OG0014258	Sp1g05290	Stapi.10092s0002, Stapi.10785s0003
OG0014259	Sp1g05420	Stapi.7879s0002
OG0014260	Sp1g05460	Stapi.1459s0005
OG0014262	Sp1g05530	Stapi.6136s0003
OG0014265	Sp1g05770	Stapi.8267s0001
OG0014266	Sp1g05980	Stapi.1337s0002
OG0014267	Sp1g05990	Stapi.1337s0003
OG0014269	Sp1g06050	Stapi.3944s0002
OG0014271	Sp1g06250	Stapi.3281s0003
OG0014272	Sp1g06380	Stapi.4430s0001
OG0014273	Sp1g06450	Stapi.7315s0003
OG0014274	Sp1g06500	Stapi.4430s0005
OG0014275	Sp1g06517	Stapi.4430s0003
OG0014276	Sp1g06530	Stapi.7566s0002
OG0014278	Sp1g06650	Stapi.3310s0007
OG0014280	Sp7g07040	Stapi.0015s0025
OG0014282	Sp4g08880	Stapi.0006s0053
OG0014283	Sp4g08900	Stapi.0119s0005, Stapi.0007s0009
OG0014284	Sp4g08910	Stapi.1918s0002
OG0014285	Sp3g22320	Stapi.1410s0008
OG0014286	Sp3g23310	Stapi.2318s0002
OG0014287	Sp3g23350	Stapi.5180s0002, Stapi.5132s0001
OG0014288	Sp3g23380	Stapi.2750s0002, Stapi.0251s0002
OG0014290	Sp3g23760	Stapi.0441s0017, Stapi.0117s0034
OG0014291	Sp5g14780	Stapi.0498s0007
OG0014292	Sp5g14650	Stapi.1754s0003
OG0014293	Sp5g14330	Stapi.6180s0002
OG0014294	Sp1g31680	Stapi.0901s0011
OG0014295	Sp5g14250	Stapi.0930s0010
OG0014296	Sp5g14185	Stapi.0930s0002, Stapi.0347s0001
OG0014297	Sp5g14170	Stapi.0347s0006
OG0014298	Sp5g14130	Stapi.0347s0013
OG0014299	Sp5g14060	Stapi.1087s0002
OG0014300	Sp5g14000	Stapi.1575s0007
OG0014301	Sp5g13980	Stapi.2641s0004
OG0014302	Sp5g13870	Stapi.0687s0005
OG0014304	Sp5g13780	Stapi.1568s0003
OG0014305	Sp5g13730, Sp5g13740	Stapi.2907s0002
OG0014306	Sp5g13720	Stapi.9658s0002
OG0014307	Sp5g13640	Stapi.0326s0008
OG0014308	Sp5g13630	Stapi.4215s0002, Stapi.0326s0009
OG0014309	Sp5g13560	Stapi.1220s0003
OG0014310	Sp5g13390	Stapi.2127s0005
OG0014311	Sp5g13230	Stapi.2183s0002
OG0014312	Sp5g13210	Stapi.2183s0004
OG0014313	Sp5g13200	Stapi.0968s0005
OG0014314	Sp5g13130	Stapi.2469s0003
OG0014315	Sp5g13090	Stapi.3100s0001, Stapi.0519s0018
OG0014316	Sp5g13020	Stapi.0519s0006
OG0014317	Sp5g13010	Stapi.0519s0005
OG0014318	Sp5g13000	Stapi.0519s0004
OG0014319	Sp5g12930	Stapi.3285s0003
OG0014320	Sp5g12750	Stapi.3695s0002
OG0014321	Sp5g12740	Stapi.8793s0001, Stapi.0915s0006, Stapi.3695s0003
OG0014322	Sp5g12690	Stapi.0915s0011
OG0014323	Sp5g12600	Stapi.1017s0007, Stapi.6917s0001
OG0014324	Sp5g12460	Stapi.1124s0011, Stapi.0538s0006
OG0014325	Sp5g12450	Stapi.0538s0005
OG0014326	Sp5g12340	Stapi.2266s0006, Stapi.0892s0004
OG0014327	Sp5g12220	Stapi.2046s0006
OG0014328	Sp5g12010	Stapi.0692s0011
OG0014329	Sp5g11820	Stapi.3360s0008
OG0014331	Sp5g11760	Stapi.3360s0007
OG0014332	Sp5g11690	Stapi.2157s0009, Stapi.9620s0002
OG0014333	Sp5g11640	Stapi.3076s0004, Stapi.2197s0003
OG0014334	Sp5g11590	Stapi.5538s0005
OG0014335	Sp5g11520	Stapi.1242s0007, Stapi.0466s0011
OG0014336	Sp3g31080	Stapi.22426s0001
OG0014340	Sp3g30470	Stapi.4960s0002
OG0014343	Sp3g29570	Stapi.1387s0002
OG0014344	Sp3g29320, Sp3g29410	Stapi.0714s0002, Stapi.4200s0002
OG0014347	Sp3g27310	Stapi.1717s0007
OG0014348	Sp2g00890	Stapi.0788s0020
OG0014349	Sp2g00880	Stapi.6980s0002, Stapi.0788s0019
OG0014350	Sp2g00870	Stapi.0788s0018
OG0014351	Sp2g00850	Stapi.5626s0002, Stapi.3075s0009
OG0014352	Sp2g00720	Stapi.1450s0007
OG0014353	Sp2g00730	Stapi.1450s0006
OG0014354	Sp2g00670	Stapi.11149s0003
OG0014356	Sp2g00620	Stapi.7527s0001
OG0014359	Sp2g00520	Stapi.4056s0005
OG0014361	Sp2g00290	Stapi.29955s0001
OG0014365	Sp2g00120	Stapi.7757s0001
OG0014366	Sp2g00020	Stapi.2062s0006
OG0014367	Sp1g32510	Stapi.0570s0006
OG0014368	Sp1g32890	Stapi.3319s0006
OG0014369	Sp1g32960	Stapi.0020s0038
OG0014371	Sp3g27040	Stapi.2769s0004, Stapi.0161s0005
OG0014372	Sp1g33230	Stapi.0094s0023
OG0014373	Sp1g33310	Stapi.2363s0001
OG0014374	Sp1g33410	Stapi.1543s0002
OG0014375	Sp1g33420	Stapi.1543s0003
OG0014376	Sp1g33520	Stapi.0301s0011
OG0014377	Sp1g33590	Stapi.0270s0024, Stapi.5795s0001
OG0014378	Sp1g33600	Stapi.1960s0001
OG0014379	Sp1g33620	Stapi.0270s0028
OG0014380	Sp1g33690	Stapi.2232s0006
OG0014381	Sp1g33880	Stapi.0212s0014
OG0014383	Sp1g34100	Stapi.0785s0003
OG0014384	Sp1g34150	Stapi.1492s0009
OG0014385	Sp1g00110	Stapi.2523s0009, Stapi.4504s0007
OG0014386	Sp1g00680	Stapi.15654s0002
OG0014387	Sp6g08910	Stapi.0366s0009, Stapi.3984s0001
OG0014388	Sp6g08080	Stapi.1132s0007
OG0014390	Sp6g07190	Stapi.0393s0008, Stapi.0373s0006
OG0014391	Sp6g07000	Stapi.0379s0013
OG0014392	Sp6g06500	Stapi.1271s0006
OG0014394	Sp6g05490	Stapi.1888s0005, Stapi.1383s0006
OG0014395	Sp6g05480	Stapi.1383s0005
OG0014396	Sp6g05450	Stapi.1388s0001
OG0014397	Sp6g05310	Stapi.3519s0003, Stapi.1162s0006
OG0014399	Sp6g05150	Stapi.3817s0002
OG0014400	Sp3g26820	Stapi.5171s0001, Stapi.0439s0003
OG0014401	Sp3g26780	Stapi.10093s0001
OG0014402	SpUN0102_0030	Stapi.5294s0002, Stapi.0340s0028
OG0014403	Sp7g23160	Stapi.11324s0002, Stapi.4051s0002
OG0014404	Sp7g22070	Stapi.0380s0044, Stapi.2401s0007, Stapi.4902s0002
OG0014405	Sp7g21940	Stapi.0377s0009, Stapi.9063s0004
OG0014406	Sp7g21830	Stapi.10951s0002, Stapi.11576s0001
OG0014407	Sp7g21270	Stapi.3617s0006, Stapi.1001s0017
OG0014409	Sp7g20540	Stapi.0143s0032, Stapi.3130s0001
OG0014410	Sp7g19010	Stapi.0582s0009
OG0014411	Sp7g10800	Stapi.1605s0002
OG0014411	Sp7g14120	Stapi.0769s0008
OG0014412	Sp7g18450	Stapi.6184s0004
OG0014413	Sp7g18110	Stapi.0451s0020, Stapi.7947s0001, Stapi.1386s0010
OG0014414	Sp7g17980, Sp4g03880	Stapi.0451s0001
OG0014416	Sp7g15790	Stapi.9070s0002
OG0014417	Sp7g15810	Stapi.7266s0001, Stapi.14194s0001
OG0014418	Sp7g16140	Stapi.5053s0002
OG0014419	Sp7g16190	Stapi.1867s0008
OG0014420	Sp7g16220	Stapi.8743s0002
OG0014421	Sp7g16260	Stapi.2616s0005
OG0014422	Sp7g16300	Stapi.1828s0001
OG0014423	Sp7g16310	Stapi.1828s0002
OG0014425	Sp7g16440	Stapi.7264s0001
OG0014426	Sp7g16670	Stapi.2454s0001, Stapi.10752s0002
OG0014427	Sp7g16810	Stapi.0484s0027
OG0014428	Sp7g16890	Stapi.0155s0020
OG0014429	Sp3g04560	Stapi.6643s0003, Stapi.8032s0002
OG0014430	Sp3g04000, Sp3g03980	Stapi.7152s0003
OG0014431	Sp3g03500	Stapi.4110s0003, Stapi.4681s0002
OG0014432	Sp3g03400	Stapi.12089s0002
OG0014433	Sp3g00760	Stapi.9149s0004
OG0014434	Sp3g00700	Stapi.5184s0003, Stapi.12809s0002
OG0014435	Sp3g00690	Stapi.5184s0004
OG0014436	Sp3g00490	Stapi.4386s0012, Stapi.10205s0003
OG0014437	Sp1g07060	Stapi.5214s0004
OG0014438	Sp1g07040	Stapi.5214s0006
OG0014440	Sp1g06910	Stapi.10923s0002
OG0014441	Sp1g06860	Stapi.6477s0004
OG0014442	Sp1g06810	Stapi.5459s0002
OG0014443	Sp1g06800	Stapi.5148s0005
OG0014444	Sp5g22510	Stapi.1318s0002
OG0014445	Sp5g22090	Stapi.0169s0024, Stapi.0656s0002
OG0014446	Sp5g22040	Stapi.1252s0003
OG0014447	Sp5g21890	Stapi.1736s0003, Stapi.1700s0005
OG0014448	Sp5g27290	Stapi.0286s0015, Stapi.1168s0010
OG0014449	Sp5g27280	Stapi.0286s0014
OG0014450	Sp5g27200	Stapi.1041s0005, Stapi.0286s0004
OG0014451	Sp5g27120	Stapi.0655s0008
OG0014452	Sp5g27070	Stapi.0655s0014
OG0014453	Sp5g27060	Stapi.1900s0007
OG0014454	Sp1g20190	Stapi.6919s0001
OG0014456	Sp5g26970	Stapi.1218s0006
OG0014459	Sp5g26700	Stapi.0833s0010
OG0014460	Sp5g26610	Stapi.0244s0045, Stapi.6585s0003
OG0014461	Sp5g26590	Stapi.0244s0043
OG0014462	Sp5g26500	Stapi.0244s0035
OG0014463	Sp5g26390	Stapi.0244s0023
OG0014464	Sp5g26370	Stapi.1843s0009, Stapi.0244s0021
OG0014465	Sp5g26070	Stapi.0495s0015
OG0014466	Sp5g26000	Stapi.1300s0010, Stapi.2386s0002
OG0014467	Sp5g25640	Stapi.0128s0006, Stapi.4032s0003
OG0014469	Sp5g25010	Stapi.0237s0016, Stapi.3128s0003
OG0014470	Sp5g24890	Stapi.0440s0007
OG0014471	Sp5g24550	Stapi.4003s0001, Stapi.4921s0001
OG0014472	Sp2g00380	Stapi.7649s0001
OG0014473	Sp2g00930	Stapi.0876s0001
OG0014474	Sp2g01230	Stapi.1137s0004, Stapi.17407s0001
OG0014475	Sp1g08900	Stapi.3208s0002, Stapi.2123s0001
OG0014476	Sp2g02220	Stapi.3746s0002
OG0014479	Sp2g03140	Stapi.0533s0004
OG0014480	Sp2g03340, SpUn0101_0040	Stapi.5144s0001
OG0014480	Sp6g39150	Stapi.0822s0003
OG0014484	Sp1g37300	Stapi.0178s0001
OG0014485	Sp1g32030	Stapi.0011s0006
OG0014486	Sp6g09810	Stapi.0061s0023
OG0014487	Sp6g09690	Stapi.0061s0010
OG0014488	Sp6g09610	Stapi.2552s0004
OG0014489	Sp6g09620	Stapi.2552s0003
OG0014491	Sp2g26360, Sp2g26370	Stapi.14749s0001
OG0014492	Sp2g26820	Stapi.4165s0003
OG0014493	Sp2g28670	Stapi.13969s0001
OG0014494	Sp2g30080	Stapi.5827s0002, Stapi.23266s0001
OG0014495	Sp2g30330	Stapi.17384s0002
OG0014496	Sp2g30370	Stapi.11299s0001
OG0014497	Sp2g30380	Stapi.22926s0001, Stapi.24194s0001
OG0014498	Sp2g30400	Stapi.13871s0001
OG0014500	Sp2g30470	Stapi.5488s0008
OG0014501	Sp2g30510	Stapi.5488s0004
OG0014502	Sp2g30520	Stapi.5488s0003
OG0014503	Sp2g30560	Stapi.1768s0012
OG0014504	Sp2g30590	Stapi.1768s0015
OG0014505	Sp2g30710	Stapi.5361s0006
OG0014507	Sp4g08610	Stapi.0515s0013
OG0014508	Sp4g08430	Stapi.0107s0027
OG0014509	Sp4g08370	Stapi.0086s0028
OG0014510	Sp4g10240	Stapi.0186s0017
OG0014511	Sp4g10200	Stapi.0474s0001
OG0014512	Sp4g10170	Stapi.0339s0001, Stapi.0474s0011
OG0014513	Sp4g10050	Stapi.2035s0004
OG0014514	Sp3g26130	Stapi.0161s0012
OG0014515	Sp3g27060	Stapi.0217s0002, Stapi.2141s0005
OG0014516	Sp3g27010	Stapi.0217s0009
OG0014517	Sp3g26980	Stapi.3202s0005, Stapi.0217s0011
OG0014518	Sp3g26890	Stapi.0217s0018
OG0014520	Sp4g07400	Stapi.0091s0009, Stapi.0422s0016
OG0014521	Sp4g07480	Stapi.0133s0004
OG0014522	Sp4g07550	Stapi.0171s0001
OG0014523	Sp2g07120	Stapi.0103s0001
OG0014524	Sp1g41900	Stapi.2113s0004
OG0014525	Sp1g41880	Stapi.2113s0006
OG0014526	Sp1g41810	Stapi.4145s0011
OG0014528	Sp1g41630	Stapi.10842s0001
OG0014529	Sp1g41620	Stapi.10842s0002
OG0014533	Sp1g41410	Stapi.6077s0002
OG0014537	Sp1g41240	Stapi.2937s0007
OG0014538	Sp1g41220	Stapi.2937s0005
OG0014539	Sp1g41210	Stapi.2937s0004
OG0014540	SpUn0688_0010, SpUn0326_0010	Stapi.2937s0003
OG0014541	Sp1g41160	Stapi.11227s0002
OG0014543	Sp1g41030	Stapi.5533s0003
OG0014544	Sp1g40970	Stapi.2844s0006
OG0014545	Sp1g40960	Stapi.2844s0005
OG0014546	Sp1g40930	Stapi.4507s0001, Stapi.2844s0003
OG0014547	Sp1g40920	Stapi.7409s0002
OG0014548	Sp1g40910	Stapi.7409s0001
OG0014555	Sp1g40540	Stapi.5094s0001
OG0014556	Sp1g40350	Stapi.2007s0001
OG0014557	Sp1g40280	Stapi.2007s0008
OG0014558	Sp1g40200	Stapi.2429s0001
OG0014559	Sp1g40210	Stapi.2429s0002
OG0014561	Sp1g40080	Stapi.0336s0002
OG0014562	Sp1g40070	Stapi.13029s0002
OG0014563	Sp1g40010	Stapi.0336s0013
OG0014564	Sp1g40000	Stapi.0336s0015, Stapi.23109s0001
OG0014565	Sp1g39980	Stapi.0336s0017
OG0014566	Sp1g39960	Stapi.2560s0002
OG0014567	Sp1g39920	Stapi.2560s0006
OG0014568	Sp1g39910	Stapi.2560s0007
OG0014569	Sp1g39850	Stapi.7619s0002, Stapi.0820s0013
OG0014570	Sp1g39680	Stapi.2099s0010
OG0014571	Sp1g39670	Stapi.2099s0009
OG0014572	Sp1g39360	Stapi.1085s0013
OG0014573	Sp1g39320	Stapi.6561s0002
OG0014574	Sp1g39150	Stapi.0853s0006
OG0014575	Sp1g39100	Stapi.1032s0011
OG0014577	Sp1g39060	Stapi.5028s0003
OG0014578	Sp1g19660	Stapi.8421s0001
OG0014579	SpUn0270_0020, Sp1g21120	Stapi.2109s0004, Stapi.0097s0030
OG0014580	Sp1g21750	Stapi.4516s0004, Stapi.1407s0005
OG0014581	Sp1g22200	Stapi.4999s0003
OG0014582	Sp1g22220	Stapi.3659s0010, Stapi.12191s0001
OG0014583	Sp1g22550	Stapi.10731s0002
OG0014584	Sp1g22680	Stapi.0885s0010, Stapi.6717s0002
OG0014585	Sp1g34350	Stapi.2024s0007, Stapi.0895s0004
OG0014586	Sp1g34260	Stapi.0143s0024
OG0014587	Sp6g01860	Stapi.2300s0006
OG0014587	Sp1g34050	Stapi.3943s0001
OG0014588	Sp6g11040, Sp1g31710	Stapi.3263s0003, Stapi.4021s0001, Stapi.2135s0004
OG0014589	Sp1g32320	Stapi.0295s0006, Stapi.0508s0010
OG0014590	Sp1g32390	Stapi.0500s0010
OG0014591	Sp1g32430	Stapi.6551s0001
OG0014592	Sp1g32440	Stapi.1434s0001
OG0014593	Sp4g05990	Stapi.1161s0004
OG0014594	Sp4g06290	Stapi.0349s0001
OG0014595	Sp4g06390	Stapi.0248s0008
OG0014597	Sp4g06660	Stapi.1984s0008
OG0014598	Sp1g12570	Stapi.6191s0001, Stapi.8761s0004, Stapi.13802s0002
OG0014599	Sp1g12830	Stapi.7230s0001, Stapi.0544s0011
OG0014600	Sp1g12880	Stapi.7230s0004
OG0014601	Sp1g12900	Stapi.5747s0002
OG0014602	Sp1g13410	Stapi.2920s0006, Stapi.7708s0001
OG0014603	Sp1g13500	Stapi.1563s0007
OG0014604	Sp1g13870	Stapi.2918s0015, Stapi.2660s0002
OG0014605	Sp1g39880	Stapi.0820s0016, Stapi.3375s0003
OG0014606	Sp1g39140	Stapi.0853s0005
OG0014607	Sp4g07760	Stapi.0214s0006, Stapi.3182s0001
OG0014608	Sp2g30390	Stapi.0185s0001, Stapi.13871s0002
OG0014609	Sp7g00470	Stapi.5250s0001, Stapi.0505s0010
OG0014611	Sp7g01240	Stapi.5315s0001, Stapi.8350s0002
OG0014612	Sp7g02050	Stapi.1820s0002
OG0014613	Sp7g02100	Stapi.7250s0001, Stapi.0562s0010
OG0014614	Sp7g02300	Stapi.4613s0002, Stapi.1672s0003, Stapi.5933s0002
OG0014615	Sp7g02420	Stapi.1340s0002, Stapi.8856s0001
OG0014616	Sp7g17170	Stapi.2201s0006
OG0014617	Sp4g09605	Stapi.8397s0001
OG0014618	Sp7g17040	Stapi.0585s0007
OG0014619	Sp7g16990	Stapi.0155s0030
OG0014620	Sp3g34150	Stapi.5406s0002, Stapi.3439s0002
OG0014621	Sp4g14770	Stapi.2190s0005, Stapi.0883s0011
OG0014623	Sp1g41060	Stapi.10428s0003
OG0014624	Sp1g40840	Stapi.4755s0005
OG0014626	Sp1g16440	Stapi.1133s0006
