Orthogroup	E_salsugineum	S_diversifolius
OG0005869	Thhalv10011723m.g	Sdiv_ptg000003l_1446-R, Sdiv_ptg000014l_1731-R
OG0005870	Thhalv10028910m.g	Sdiv_ptg000009l_1603-R, Sdiv_ptg000010l_1644-R
OG0005871	Thhalv10028912m.g	Sdiv_ptg000009l_1595-R, Sdiv_ptg000010l_1647-R
OG0005872	Thhalv10028714m.g	Sdiv_ptg000010l_1655-R, Sdiv_ptg000009l_1589-R
OG0005873	Thhalv10029018m.g	Sdiv_ptg000009l_1585-R, Sdiv_ptg000010l_1662-R
OG0005874	Thhalv10029144m.g	Sdiv_ptg000010l_1667-R, Sdiv_ptg000009l_1583-R
OG0005875	Thhalv10025380m.g	Sdiv_ptg000005l_1002-R
OG0005876	Thhalv10024794m.g	Sdiv_ptg000005l_0573-R
OG0005876	Thhalv10023013m.g	Sdiv_ptg000004l_0893-R
OG0005877	Thhalv10025249m.g	Sdiv_ptg000005l_0531-R, Sdiv_ptg000004l_0840-R
OG0005878	Thhalv10026016m.g	Sdiv_ptg000005l_0530-R, Sdiv_ptg000004l_0839-R
OG0005879	Thhalv10025323m.g	Sdiv_ptg000005l_0526-R
OG0005879	Thhalv10014377m.g	Sdiv_ptg000004l_0836-R
OG0005880	Thhalv10026310m.g	Sdiv_ptg000005l_0524-R, Sdiv_ptg000004l_0834-R
OG0005881	Thhalv10025287m.g	Sdiv_ptg000004l_0832-R, Sdiv_ptg000005l_0523-R
OG0005882	Thhalv10025214m.g	Sdiv_ptg000004l_0831-R, Sdiv_ptg000005l_0522-R
OG0005883	Thhalv10026921m.g	Sdiv_ptg000004l_0828-R, Sdiv_ptg000005l_0519-R
OG0005884	Thhalv10024381m.g	Sdiv_ptg000005l_0518-R, Sdiv_ptg000004l_0827-R
OG0005885	Thhalv10026045m.g	Sdiv_ptg000005l_0509-R, Sdiv_ptg000004l_0818-R
OG0005886	Thhalv10024864m.g	Sdiv_ptg000005l_0508-R, Sdiv_ptg000004l_0817-R
OG0005887	Thhalv10024940m.g	Sdiv_ptg000004l_0810-R, Sdiv_ptg000005l_0503-R
OG0005888	Thhalv10024874m.g	Sdiv_ptg000004l_0808-R, Sdiv_ptg000005l_0501-R
OG0005889	Thhalv10025654m.g	Sdiv_ptg000005l_0499-R, Sdiv_ptg000004l_0805-R
OG0005890	Thhalv10024957m.g, Thhalv10000864m.g	Sdiv_ptg000004l_0796-R
OG0005891	Thhalv10024408m.g	Sdiv_ptg000004l_0794-R
OG0005892	Thhalv10025351m.g	Sdiv_ptg000005l_0483-R, Sdiv_ptg000004l_0788-R
OG0005893	Thhalv10024231m.g	Sdiv_ptg000005l_0480-R, Sdiv_ptg000004l_0786-R
OG0005894	Thhalv10024799m.g	Sdiv_ptg000005l_0479-R, Sdiv_ptg000004l_0785-R
OG0005895	Thhalv10025596m.g, Thhalv10025435m.g	Sdiv_ptg000004l_0782-R
OG0005896	Thhalv10020234m.g	Sdiv_ptg000001l_2004-R, Sdiv_ptg000013l_1916-R
OG0005897	Thhalv10018867m.g	Sdiv_ptg000015l_0619-R, Sdiv_ptg000002l_1537-R
OG0005898	Thhalv10018075m.g	Sdiv_ptg000015l_0621-R, Sdiv_ptg000002l_1535-R
OG0005899	Thhalv10018429m.g	Sdiv_ptg000002l_1533-R, Sdiv_ptg000015l_0623-R
OG0005900	Thhalv10018354m.g	Sdiv_ptg000002l_1532-R, Sdiv_ptg000015l_0624-R
OG0005901	Thhalv10018523m.g	Sdiv_ptg000015l_0628-R, Sdiv_ptg000002l_1528-R
OG0005902	Thhalv10018307m.g	Sdiv_ptg000015l_0629-R, Sdiv_ptg000002l_1527-R
OG0005903	Thhalv10018309m.g	Sdiv_ptg000015l_0632-R, Sdiv_ptg000002l_1524-R
OG0005904	Thhalv10018853m.g	Sdiv_ptg000015l_0640-R, Sdiv_ptg000002l_1513-R
OG0005905	Thhalv10018458m.g	Sdiv_ptg000015l_0645-R, Sdiv_ptg000002l_1506-R
OG0005906	Thhalv10018490m.g	Sdiv_ptg000002l_1498-R, Sdiv_ptg000015l_0655-R
OG0005907	Thhalv10018428m.g	Sdiv_ptg000002l_1489-R, Sdiv_ptg000015l_0660-R
OG0005908	Thhalv10018239m.g	Sdiv_ptg000002l_1488-R, Sdiv_ptg000015l_0662-R
OG0005909	Thhalv10018610m.g	Sdiv_ptg000002l_1486-R, Sdiv_ptg000015l_0664-R
OG0005910	Thhalv10018408m.g	Sdiv_ptg000002l_1469-R
OG0005911	Thhalv10018623m.g	Sdiv_ptg000002l_1467-R, Sdiv_ptg000015l_0683-R
OG0005912	Thhalv10019503m.g	Sdiv_ptg000015l_0687-R, Sdiv_ptg000002l_1463-R
OG0005913	Thhalv10018004m.g	Sdiv_ptg000002l_1457-R, Sdiv_ptg000015l_0692-R
OG0005915	Thhalv10023831m.g	Sdiv_ptg000007l_0049-R
OG0005916	Thhalv10023731m.g	Sdiv_ptg000007l_0109-R
OG0005918	Thhalv10028433m.g	Sdiv_ptg000010l_1414-R, Sdiv_ptg000009l_1873-R
OG0005919	Thhalv10028436m.g	Sdiv_ptg000009l_1854-R, Sdiv_ptg000010l_1430-R
OG0005920	Thhalv10028745m.g	Sdiv_ptg000010l_1437-R, Sdiv_ptg000009l_1849-R
OG0005922	Thhalv10005934m.g, Thhalv10000121m.g	Sdiv_ptg000007l_1949-R
OG0005923	Thhalv10004465m.g	Sdiv_ptg000012l_0021-R, Sdiv_ptg000007l_2118-R
OG0005924	Thhalv10004714m.g	Sdiv_ptg000012l_0011-R
OG0005925	Thhalv10004534m.g	Sdiv_ptg000012l_0009-R, Sdiv_ptg000007l_2132-R
OG0005926	Thhalv10003539m.g	Sdiv_ptg000012l_0003-R, Sdiv_ptg000007l_2139-R
OG0005927	Thhalv10003527m.g	Sdiv_ptg000012l_0001-R, Sdiv_ptg000007l_2141-R
OG0005928	Thhalv10002000m.g	Sdiv_ptg000022l_0395-R
OG0005929	Thhalv10001880m.g	Sdiv_ptg000022l_0475-R, Sdiv_ptg000008l_0451-R
OG0005930	Thhalv10001988m.g	Sdiv_ptg000022l_0483-R, Sdiv_ptg000008l_0464-R
OG0005931	Thhalv10001905m.g	Sdiv_ptg000022l_0496-R, Sdiv_ptg000008l_0475-R
OG0005932	Thhalv10008270m.g	Sdiv_ptg000003l_2458-R
OG0005933	Thhalv10017865m.g	Sdiv_ptg000008l_0494-R
OG0005934	Thhalv10001989m.g	Sdiv_ptg000022l_0530-R
OG0005935	Thhalv10002094m.g	Sdiv_ptg000022l_0525-R, Sdiv_ptg000008l_0497-R
OG0005936	Thhalv10001965m.g	Sdiv_ptg000008l_0499-R, Sdiv_ptg000022l_0524-R
OG0005937	Thhalv10002035m.g	Sdiv_ptg000022l_0522-R
OG0005938	Thhalv10001928m.g	Sdiv_ptg000022l_0513-R, Sdiv_ptg000008l_0508-R
OG0005939	Thhalv10022640m.g	Sdiv_ptg000011l_0412-R, Sdiv_ptg000013l_0418-R
OG0005940	Thhalv10022650m.g	Sdiv_ptg000011l_0406-R, Sdiv_ptg000013l_0412-R
OG0005941	Thhalv10023201m.g	Sdiv_ptg000011l_0428-R, Sdiv_ptg000013l_0429-R, Sdiv_ptg000001l_0423-R
OG0005942	Thhalv10003180m.g	Sdiv_ptg000012l_1899-R, Sdiv_ptg000007l_0512-R
OG0005943	Thhalv10003173m.g	Sdiv_ptg000007l_0545-R, Sdiv_ptg000012l_1914-R
OG0005944	Thhalv10003420m.g	Sdiv_ptg000007l_0544-R, Sdiv_ptg000012l_1915-R
OG0005945	Thhalv10018808m.g	Sdiv_ptg000007l_0542-R, Sdiv_ptg000012l_1917-R
OG0005946	Thhalv10003376m.g	Sdiv_ptg000007l_0539-R, Sdiv_ptg000012l_1779-R
OG0005948	Thhalv10003206m.g	Sdiv_ptg000012l_1775-R, Sdiv_ptg000007l_0535-R
OG0005949	Thhalv10003254m.g	Sdiv_ptg000012l_1774-R, Sdiv_ptg000007l_0534-R
OG0005950	Thhalv10012158m.g	Sdiv_ptg000003l_0007-R, Sdiv_ptg000014l_2935-R
OG0005951	Thhalv10011850m.g	Sdiv_ptg000014l_2932-R, Sdiv_ptg000003l_0010-R
OG0005952	Thhalv10011720m.g	Sdiv_ptg000014l_2922-R, Sdiv_ptg000003l_0020-R
OG0005953	Thhalv10011188m.g	Sdiv_ptg000003l_0021-R
OG0005954	Thhalv10011842m.g	Sdiv_ptg000014l_2898-R, Sdiv_ptg000003l_0041-R
OG0005955	Thhalv10021835m.g, Thhalv10011893m.g	Sdiv_ptg000003l_0077-R
OG0005956	Thhalv10011180m.g, Thhalv10012226m.g	Sdiv_ptg000003l_0098-R, Sdiv_ptg000014l_2847-R
OG0005957	Thhalv10011556m.g	Sdiv_ptg000014l_2831-R, Sdiv_ptg000003l_0110-R
OG0005958	Thhalv10011606m.g	Sdiv_ptg000014l_2828-R, Sdiv_ptg000003l_1872-R
OG0005959	Thhalv10011167m.g, Thhalv10011508m.g	Sdiv_ptg000003l_1863-R, Sdiv_ptg000014l_2817-R
OG0005960	Thhalv10011378m.g	Sdiv_ptg000014l_2815-R, Sdiv_ptg000003l_1860-R
OG0005962	Thhalv10011696m.g	Sdiv_ptg000014l_2805-R, Sdiv_ptg000003l_1852-R
OG0005963	Thhalv10011596m.g	Sdiv_ptg000003l_1835-R
OG0005964	Thhalv10011518m.g	Sdiv_ptg000014l_2786-R, Sdiv_ptg000003l_1834-R
OG0005965	Thhalv10011341m.g, Thhalv10027329m.g	Sdiv_ptg000014l_2783-R, Sdiv_ptg000003l_1832-R
OG0005966	Thhalv10011625m.g	Sdiv_ptg000003l_1829-R, Sdiv_ptg000014l_2780-R
OG0005967	Thhalv10011245m.g	Sdiv_ptg000014l_2776-R, Sdiv_ptg000003l_1826-R
OG0005968	Thhalv10011536m.g	Sdiv_ptg000003l_1822-R, Sdiv_ptg000014l_2774-R
OG0005969	Thhalv10011275m.g	Sdiv_ptg000003l_1817-R, Sdiv_ptg000014l_2771-R
OG0005970	Thhalv10011411m.g	Sdiv_ptg000014l_2768-R, Sdiv_ptg000003l_1814-R
OG0005971	Thhalv10011698m.g	Sdiv_ptg000014l_2767-R, Sdiv_ptg000003l_1813-R
OG0005972	Thhalv10011667m.g	Sdiv_ptg000014l_2757-R, Sdiv_ptg000003l_1797-R
OG0005973	Thhalv10006573m.g	Sdiv_ptg000014l_2554-R
OG0005974	Thhalv10011590m.g	Sdiv_ptg000003l_1450-R, Sdiv_ptg000003l_1481-R
OG0005975	Thhalv10011464m.g	Sdiv_ptg000014l_1729-R, Sdiv_ptg000003l_1448-R
OG0005977	Thhalv10004635m.g	Sdiv_ptg000014l_1816-R
OG0005978	Thhalv10005687m.g	Sdiv_ptg000014l_1813-R
OG0005979	Thhalv10002033m.g	Sdiv_ptg000008l_0348-R, Sdiv_ptg000022l_0338-R
OG0005981	Thhalv10002087m.g	Sdiv_ptg000022l_0348-R, Sdiv_ptg000008l_0355-R
OG0005982	Thhalv10002018m.g	Sdiv_ptg000008l_0358-R, Sdiv_ptg000022l_0349-R
OG0005984	Thhalv10002333m.g	Sdiv_ptg000022l_0353-R, Sdiv_ptg000008l_0365-R
OG0005985	Thhalv10001951m.g	Sdiv_ptg000008l_0376-R, Sdiv_ptg000022l_0363-R
OG0005986	Thhalv10009654m.g	Sdiv_ptg000014l_0978-R
OG0005987	Thhalv10011382m.g	Sdiv_ptg000014l_2810-R, Sdiv_ptg000003l_1856-R
OG0005988	Thhalv10012366m.g	Sdiv_ptg000003l_1788-R, Sdiv_ptg000014l_2749-R
OG0005989	Thhalv10025507m.g, Thhalv10003026m.g	Sdiv_ptg000004l_0387-R, Sdiv_ptg000005l_0131-R
OG0005990	Thhalv10025836m.g	Sdiv_ptg000022l_0002-R
OG0005990	Thhalv10000260m.g	Sdiv_ptg000027l_0294-R, Sdiv_ptg000027l_0304-R
OG0005991	Thhalv10027619m.g	Sdiv_ptg000027l_0217-R, Sdiv_ptg000004l_0171-R
OG0005994	Thhalv10027732m.g	Sdiv_ptg000027l_0112-R
OG0005995	Thhalv10024346m.g	Sdiv_ptg000004l_0756-R, Sdiv_ptg000005l_0451-R
OG0005996	Thhalv10025815m.g	Sdiv_ptg000004l_0762-R, Sdiv_ptg000005l_0455-R
OG0005997	Thhalv10026866m.g	Sdiv_ptg000005l_0456-R, Sdiv_ptg000004l_0763-R
OG0005998	Thhalv10024887m.g	Sdiv_ptg000004l_0777-R, Sdiv_ptg000005l_0472-R
OG0005999	Thhalv10025641m.g	Sdiv_ptg000005l_0474-R, Sdiv_ptg000004l_0779-R
OG0006000	Thhalv10011497m.g	Sdiv_ptg000003l_0001-R, Sdiv_ptg000014l_2940-R
OG0006001	Thhalv10023280m.g	Sdiv_ptg000014l_1072-R, Sdiv_ptg000003l_0142-R
OG0006003	Thhalv10021501m.g	Sdiv_ptg000015l_1172-R, Sdiv_ptg000002l_0973-R
OG0006004	Thhalv10002392m.g	Sdiv_ptg000015l_1191-R, Sdiv_ptg000002l_0949-R
OG0006005	Thhalv10002415m.g	Sdiv_ptg000002l_0945-R, Sdiv_ptg000015l_1195-R
OG0006006	Thhalv10002482m.g	Sdiv_ptg000002l_0944-R, Sdiv_ptg000015l_1196-R
OG0006007	Thhalv10002369m.g	Sdiv_ptg000002l_0936-R, Sdiv_ptg000015l_1197-R
OG0006008	Thhalv10002309m.g, Thhalv10002813m.g	Sdiv_ptg000002l_0940-R, Sdiv_ptg000015l_1201-R
OG0006009	Thhalv10002776m.g	Sdiv_ptg000015l_1208-R
OG0006009	Thhalv10002815m.g	Sdiv_ptg000002l_0934-R
OG0006010	Thhalv10002503m.g	Sdiv_ptg000002l_0930-R, Sdiv_ptg000015l_1212-R
OG0006011	Thhalv10010073m.g	Sdiv_ptg000002l_0922-R, Sdiv_ptg000015l_1217-R
OG0006012	Thhalv10010660m.g	Sdiv_ptg000002l_0918-R, Sdiv_ptg000015l_1223-R
OG0006013	Thhalv10010103m.g	Sdiv_ptg000002l_0915-R, Sdiv_ptg000015l_1227-R
OG0006014	Thhalv10010675m.g	Sdiv_ptg000015l_1231-R, Sdiv_ptg000002l_0911-R
OG0006015	Thhalv10010249m.g	Sdiv_ptg000002l_0909-R, Sdiv_ptg000015l_1233-R
OG0006016	Thhalv10010084m.g	Sdiv_ptg000015l_1234-R, Sdiv_ptg000002l_0908-R
OG0006017	Thhalv10002379m.g	Sdiv_ptg000015l_1256-R, Sdiv_ptg000002l_0892-R
OG0006018	Thhalv10002908m.g	Sdiv_ptg000002l_0891-R, Sdiv_ptg000015l_1257-R
OG0006019	Thhalv10002782m.g	Sdiv_ptg000002l_0889-R, Sdiv_ptg000002l_0890-R
OG0006020	Thhalv10002437m.g	Sdiv_ptg000015l_1262-R, Sdiv_ptg000002l_0886-R
OG0006021	Thhalv10002672m.g, Thhalv10023194m.g	Sdiv_ptg000002l_0881-R, Sdiv_ptg000015l_1264-R
OG0006022	Thhalv10002627m.g	Sdiv_ptg000002l_0878-R, Sdiv_ptg000015l_1271-R
OG0006023	Thhalv10002461m.g	Sdiv_ptg000002l_0875-R
OG0006024	Thhalv10002416m.g	Sdiv_ptg000015l_1279-R, Sdiv_ptg000002l_0874-R
OG0006025	Thhalv10002405m.g	Sdiv_ptg000015l_1281-R, Sdiv_ptg000002l_0873-R
OG0006026	Thhalv10002514m.g	Sdiv_ptg000002l_0865-R, Sdiv_ptg000015l_1291-R
OG0006027	Thhalv10002614m.g	Sdiv_ptg000015l_1293-R, Sdiv_ptg000002l_0864-R
OG0006028	Thhalv10002582m.g	Sdiv_ptg000002l_0860-R, Sdiv_ptg000015l_1296-R
OG0006029	Thhalv10002373m.g	Sdiv_ptg000015l_1302-R, Sdiv_ptg000002l_0853-R
OG0006030	Thhalv10002384m.g	Sdiv_ptg000015l_1303-R, Sdiv_ptg000002l_0851-R
OG0006031	Thhalv10002689m.g, Thhalv10002814m.g	Sdiv_ptg000002l_0833-R
OG0006033	Thhalv10002430m.g	Sdiv_ptg000002l_0824-R, Sdiv_ptg000015l_1327-R
OG0006034	Thhalv10002683m.g	Sdiv_ptg000002l_0817-R, Sdiv_ptg000015l_1331-R
OG0006035	Thhalv10002605m.g	Sdiv_ptg000002l_0813-R, Sdiv_ptg000015l_1336-R
OG0006036	Thhalv10002764m.g, Thhalv10002951m.g, Thhalv10002770m.g	Sdiv_ptg000002l_0808-R
OG0006037	Thhalv10002403m.g	Sdiv_ptg000002l_0807-R, Sdiv_ptg000015l_1340-R
OG0006038	Thhalv10002567m.g	Sdiv_ptg000015l_1341-R, Sdiv_ptg000002l_0806-R
OG0006039	Thhalv10002855m.g	Sdiv_ptg000002l_0804-R, Sdiv_ptg000015l_1342-R
OG0006040	Thhalv10003189m.g, Thhalv10010290m.g	Sdiv_ptg000002l_0653-R, Sdiv_ptg000018l_0361-R
OG0006041	Thhalv10013140m.g	Sdiv_ptg000009l_1895-R
OG0006042	Thhalv10016194m.g, Thhalv10016191m.g	Sdiv_ptg000008l_0614-R
OG0006043	Thhalv10016250m.g	Sdiv_ptg000022l_0652-R, Sdiv_ptg000008l_0619-R
OG0006044	Thhalv10017105m.g	Sdiv_ptg000022l_0660-R, Sdiv_ptg000022l_0654-R
OG0006045	Thhalv10016221m.g	Sdiv_ptg000008l_0632-R, Sdiv_ptg000022l_0675-R
OG0006046	Thhalv10017013m.g	Sdiv_ptg000008l_0646-R, Sdiv_ptg000022l_0687-R
OG0006047	Thhalv10016491m.g	Sdiv_ptg000008l_0647-R, Sdiv_ptg000022l_0689-R
OG0006048	Thhalv10016462m.g	Sdiv_ptg000022l_0691-R, Sdiv_ptg000008l_0650-R
OG0006049	Thhalv10017382m.g	Sdiv_ptg000022l_0694-R, Sdiv_ptg000008l_0654-R
OG0006050	Thhalv10016143m.g	Sdiv_ptg000022l_0698-R, Sdiv_ptg000008l_0658-R
OG0006051	Thhalv10016885m.g	Sdiv_ptg000008l_0668-R, Sdiv_ptg000022l_0710-R
OG0006052	Thhalv10017267m.g	Sdiv_ptg000008l_0678-R, Sdiv_ptg000022l_0717-R
OG0006054	Thhalv10016908m.g	Sdiv_ptg000022l_0719-R, Sdiv_ptg000008l_0681-R
OG0006055	Thhalv10017852m.g, Thhalv10017867m.g	Sdiv_ptg000008l_0684-R, Sdiv_ptg000022l_0733-R
OG0006056	Thhalv10017829m.g, Thhalv10016718m.g	Sdiv_ptg000022l_0732-R, Sdiv_ptg000008l_0685-R
OG0006058	Thhalv10005484m.g	Sdiv_ptg000007l_0989-R
OG0006065	Thhalv10002022m.g	Sdiv_ptg000022l_0432-R, Sdiv_ptg000008l_0397-R
OG0006066	Thhalv10003151m.g	Sdiv_ptg000007l_0447-R, Sdiv_ptg000012l_1831-R
OG0006067	Thhalv10003142m.g	Sdiv_ptg000007l_0528-R, Sdiv_ptg000012l_1772-R
OG0006068	Thhalv10003156m.g	Sdiv_ptg000012l_1770-R, Sdiv_ptg000007l_0526-R
OG0006069	Thhalv10003162m.g	Sdiv_ptg000007l_0521-R, Sdiv_ptg000012l_1767-R
OG0006070	Thhalv10003129m.g	Sdiv_ptg000007l_0520-R, Sdiv_ptg000007l_0550-R
OG0006071	Thhalv10003436m.g	Sdiv_ptg000012l_1763-R, Sdiv_ptg000007l_0552-R
OG0006072	Thhalv10003161m.g	Sdiv_ptg000012l_1760-R, Sdiv_ptg000007l_0556-R
OG0006073	Thhalv10003205m.g	Sdiv_ptg000012l_1756-R, Sdiv_ptg000007l_0558-R
OG0006074	Thhalv10003167m.g	Sdiv_ptg000007l_0562-R, Sdiv_ptg000012l_1749-R
OG0006075	Thhalv10029122m.g, Thhalv10003149m.g	Sdiv_ptg000007l_0566-R
OG0006076	Thhalv10003150m.g	Sdiv_ptg000007l_0591-R, Sdiv_ptg000012l_1719-R
OG0006077	Thhalv10003245m.g	Sdiv_ptg000007l_0596-R, Sdiv_ptg000012l_1707-R
OG0006078	Thhalv10003358m.g	Sdiv_ptg000012l_1704-R
OG0006079	Thhalv10003263m.g	Sdiv_ptg000012l_1697-R, Sdiv_ptg000007l_0604-R
OG0006080	Thhalv10003209m.g	Sdiv_ptg000012l_1692-R, Sdiv_ptg000007l_0607-R
OG0006081	Thhalv10003146m.g	Sdiv_ptg000012l_1690-R, Sdiv_ptg000007l_0608-R
OG0006082	Thhalv10003214m.g	Sdiv_ptg000007l_0609-R, Sdiv_ptg000012l_1689-R
OG0006083	Thhalv10003207m.g	Sdiv_ptg000012l_1680-R, Sdiv_ptg000007l_0612-R
OG0006084	Thhalv10003191m.g	Sdiv_ptg000012l_1668-R
OG0006085	Thhalv10003135m.g	Sdiv_ptg000007l_0632-R, Sdiv_ptg000012l_1654-R
OG0006086	Thhalv10003231m.g	Sdiv_ptg000012l_1652-R, Sdiv_ptg000007l_0634-R
OG0006087	Thhalv10003181m.g	Sdiv_ptg000007l_0636-R, Sdiv_ptg000012l_1650-R
OG0006088	Thhalv10003166m.g	Sdiv_ptg000012l_1649-R, Sdiv_ptg000007l_0637-R
OG0006089	Thhalv10024199m.g	Sdiv_ptg000008l_0007-R, Sdiv_ptg000004l_2372-R
OG0006090	Thhalv10019120m.g	Sdiv_ptg000002l_1965-R
OG0006091	Thhalv10018220m.g	Sdiv_ptg000002l_1960-R, Sdiv_ptg000015l_0197-R
OG0006092	Thhalv10018012m.g	Sdiv_ptg000002l_1922-R, Sdiv_ptg000015l_0225-R
OG0006093	Thhalv10019644m.g	Sdiv_ptg000002l_1923-R
OG0006094	Thhalv10019596m.g	Sdiv_ptg000002l_1911-R, Sdiv_ptg000015l_0242-R
OG0006095	Thhalv10018919m.g	Sdiv_ptg000002l_1894-R, Sdiv_ptg000015l_0258-R
OG0006096	Thhalv10017998m.g	Sdiv_ptg000002l_1892-R, Sdiv_ptg000015l_0260-R
OG0006097	Thhalv10019613m.g	Sdiv_ptg000015l_0261-R, Sdiv_ptg000002l_1891-R
OG0006098	Thhalv10018119m.g	Sdiv_ptg000002l_1875-R
OG0006099	Thhalv10000637m.g	Sdiv_ptg000002l_1872-R
OG0006100	Thhalv10022614m.g	Sdiv_ptg000002l_1837-R
OG0006100	Thhalv10018320m.g	Sdiv_ptg000015l_0318-R
OG0006101	Thhalv10008937m.g	Sdiv_ptg000002l_1831-R
OG0006101	Thhalv10019232m.g	Sdiv_ptg000015l_0325-R
OG0006102	Thhalv10018262m.g	Sdiv_ptg000002l_1823-R, Sdiv_ptg000015l_0332-R
OG0006103	Thhalv10019441m.g	Sdiv_ptg000002l_1817-R, Sdiv_ptg000015l_0337-R
OG0006104	Thhalv10018588m.g	Sdiv_ptg000015l_0353-R, Sdiv_ptg000002l_1801-R
OG0006105	Thhalv10018378m.g	Sdiv_ptg000015l_0405-R
OG0006106	Thhalv10019367m.g	Sdiv_ptg000015l_0422-R, Sdiv_ptg000002l_1742-R
OG0006107	Thhalv10018892m.g	Sdiv_ptg000015l_0423-R, Sdiv_ptg000002l_1741-R
OG0006108	Thhalv10018265m.g	Sdiv_ptg000015l_0426-R, Sdiv_ptg000002l_1738-R
OG0006109	Thhalv10018304m.g	Sdiv_ptg000002l_1737-R, Sdiv_ptg000015l_0427-R
OG0006110	Thhalv10018047m.g	Sdiv_ptg000002l_1731-R
OG0006111	Thhalv10019843m.g	Sdiv_ptg000002l_1729-R
OG0006112	Thhalv10018832m.g	Sdiv_ptg000015l_0445-R, Sdiv_ptg000002l_1715-R
OG0006113	Thhalv10019702m.g	Sdiv_ptg000015l_0446-R, Sdiv_ptg000002l_1714-R
OG0006114	Thhalv10018112m.g	Sdiv_ptg000015l_0447-R, Sdiv_ptg000002l_1713-R
OG0006115	Thhalv10018236m.g	Sdiv_ptg000015l_0450-R, Sdiv_ptg000002l_1709-R
OG0006116	Thhalv10019618m.g, Thhalv10028408m.g	Sdiv_ptg000015l_0464-R
OG0006117	Thhalv10018904m.g	Sdiv_ptg000002l_1694-R, Sdiv_ptg000015l_0465-R
OG0006118	Thhalv10018504m.g	Sdiv_ptg000015l_0470-R, Sdiv_ptg000002l_1691-R
OG0006119	Thhalv10000629m.g, Thhalv10018409m.g	Sdiv_ptg000015l_0476-R, Sdiv_ptg000002l_1686-R
OG0006120	Thhalv10019108m.g	Sdiv_ptg000002l_1685-R, Sdiv_ptg000015l_0475-R
OG0006121	Thhalv10018249m.g	Sdiv_ptg000015l_0490-R, Sdiv_ptg000002l_1674-R
OG0006122	Thhalv10018061m.g	Sdiv_ptg000015l_0494-R, Sdiv_ptg000002l_1671-R
OG0006123	Thhalv10018705m.g	Sdiv_ptg000002l_1666-R, Sdiv_ptg000015l_0498-R
OG0006124	Thhalv10018256m.g	Sdiv_ptg000015l_0504-R, Sdiv_ptg000002l_1657-R
OG0006125	Thhalv10002734m.g	Sdiv_ptg000002l_1654-R
OG0006126	Thhalv10019131m.g	Sdiv_ptg000015l_0509-R, Sdiv_ptg000002l_1647-R
OG0006127	Thhalv10018372m.g	Sdiv_ptg000002l_1634-R, Sdiv_ptg000015l_0522-R
OG0006128	Thhalv10019056m.g	Sdiv_ptg000002l_1629-R
OG0006129	Thhalv10019086m.g	Sdiv_ptg000015l_0527-R, Sdiv_ptg000002l_1628-R
OG0006130	Thhalv10019814m.g	Sdiv_ptg000015l_0529-R
OG0006131	Thhalv10018431m.g	Sdiv_ptg000002l_1624-R, Sdiv_ptg000015l_0531-R
OG0006132	Thhalv10018043m.g	Sdiv_ptg000015l_0538-R, Sdiv_ptg000002l_1617-R
OG0006133	Thhalv10019162m.g	Sdiv_ptg000002l_1609-R, Sdiv_ptg000015l_0547-R
OG0006134	Thhalv10019151m.g	Sdiv_ptg000015l_0549-R
OG0006135	Thhalv10019492m.g	Sdiv_ptg000002l_1600-R, Sdiv_ptg000015l_0557-R
OG0006136	Thhalv10018751m.g	Sdiv_ptg000015l_0564-R, Sdiv_ptg000002l_1595-R
OG0006137	Thhalv10018923m.g	Sdiv_ptg000002l_1591-R, Sdiv_ptg000015l_0567-R
OG0006138	Thhalv10018233m.g	Sdiv_ptg000015l_0573-R, Sdiv_ptg000002l_1587-R
OG0006139	Thhalv10018571m.g	Sdiv_ptg000002l_1582-R, Sdiv_ptg000015l_0577-R
OG0006140	Thhalv10018441m.g	Sdiv_ptg000002l_1576-R, Sdiv_ptg000015l_0583-R
OG0006141	Thhalv10018056m.g	Sdiv_ptg000015l_0608-R, Sdiv_ptg000002l_1550-R
OG0006143	Thhalv10018182m.g	Sdiv_ptg000015l_0614-R, Sdiv_ptg000002l_1544-R
OG0006144	Thhalv10019794m.g	Sdiv_ptg000015l_0615-R
OG0006145	Thhalv10018491m.g	Sdiv_ptg000002l_1541-R
OG0006147	Thhalv10018137m.g	Sdiv_ptg000002l_2001-R, Sdiv_ptg000015l_0160-R
OG0006148	Thhalv10019307m.g	Sdiv_ptg000002l_2014-R
OG0006149	Thhalv10018023m.g	Sdiv_ptg000002l_2056-R, Sdiv_ptg000015l_0114-R
OG0006150	Thhalv10018057m.g	Sdiv_ptg000015l_0078-R, Sdiv_ptg000002l_2097-R
OG0006151	Thhalv10000649m.g, Thhalv10018519m.g	Sdiv_ptg000015l_0072-R, Sdiv_ptg000002l_2104-R
OG0006152	Thhalv10018350m.g	Sdiv_ptg000002l_2107-R, Sdiv_ptg000015l_0065-R
OG0006153	Thhalv10018325m.g, Thhalv10005533m.g, Thhalv10005692m.g	Sdiv_ptg000002l_2112-R
OG0006154	Thhalv10013650m.g, Thhalv10029347m.g, Thhalv10018503m.g	Sdiv_ptg000015l_0055-R
OG0006155	Thhalv10018067m.g	Sdiv_ptg000002l_2122-R, Sdiv_ptg000015l_0047-R
OG0006156	Thhalv10018223m.g	Sdiv_ptg000015l_0024-R, Sdiv_ptg000002l_2138-R
