Orthogroup	C_amplexicaulis	S_pinnata
OG0015995	Caamp.1036s0582	Stapi.1581s0012, Stapi.0613s0012
OG0015996	Caamp.1036s0595	Stapi.0117s0007
OG0015997	Caamp.1040s0012, Caamp.1037s0006	Stapi.2327s0004
OG0015998	Caamp.1040s0013, Caamp.1037s0007	Stapi.1881s0012
OG0015999	Caamp.1037s0013, Caamp.1040s0019	Stapi.1881s0005
OG0016000	Caamp.1037s0014	Stapi.2327s0012, Stapi.1881s0004
OG0016001	Caamp.1040s0024, Caamp.1037s0020	Stapi.2327s0016
OG0016009	Caamp.1037s0076, Caamp.1040s0086	Stapi.18465s0001
OG0016010	Caamp.1037s0078, Caamp.1040s0089	Stapi.9446s0003
OG0016013	Caamp.1037s0087, Caamp.1040s0101	Stapi.14916s0001
OG0016018	Caamp.1040s0123, Caamp.1037s0110	Stapi.2077s0007
OG0016019	Caamp.1037s0118	Stapi.5801s0002
OG0016020	Caamp.1037s0125, Caamp.1040s0133	Stapi.7256s0004
OG0016022	Caamp.1037s0142	Stapi.25775s0001
OG0016023	Caamp.1037s0168	Stapi.12600s0001
OG0016025	Caamp.1037s0196	Stapi.1231s0004
OG0016026	Caamp.1037s0206	Stapi.4040s0004
OG0016027	Caamp.1037s0208	Stapi.4040s0002
OG0016028	Caamp.1037s0223	Stapi.3439s0014
OG0016029	Caamp.1037s0250	Stapi.1788s0007
OG0016030	Caamp.1037s0286	Stapi.4087s0005
OG0016032	Caamp.1037s0363	Stapi.0679s0009
OG0016033	Caamp.1037s0381	Stapi.0590s0002
OG0016034	Caamp.0105s0811, Caamp.1037s0397	Stapi.0590s0019
OG0016036	Caamp.0105s0842, Caamp.1037s0426	Stapi.1004s0015
OG0016037	Caamp.1037s0443, Caamp.0105s0855	Stapi.0752s0007
OG0016038	Caamp.1037s0448	Stapi.2730s0002
OG0016041	Caamp.1037s0473, Caamp.0105s0886	Stapi.5889s0002
OG0016042	Caamp.0105s0895, Caamp.1037s0482	Stapi.1950s0002
OG0016043	Caamp.1037s0486	Stapi.1950s0005
OG0016045	Caamp.1037s0490, Caamp.0052s0649	Stapi.7170s0001
OG0016047	Caamp.1037s0514	Stapi.0795s0007
OG0016048	Caamp.1037s0527	Stapi.1332s0003
OG0016049	Caamp.1037s0557, Caamp.0052s0584	Stapi.2783s0004
OG0016050	Caamp.1037s0574, Caamp.0052s0568	Stapi.0419s0010
OG0016051	Caamp.1037s0586, Caamp.0052s0554	Stapi.0419s0023
OG0016053	Caamp.1037s0602, Caamp.1040s0250	Stapi.2410s0006
OG0016054	Caamp.1040s0257, Caamp.1037s0609	Stapi.4836s0009
OG0016055	Caamp.1037s0613, Caamp.1040s0261	Stapi.8715s0003
OG0016056	Caamp.1037s0624, Caamp.1040s0272	Stapi.2303s0007
OG0016057	Caamp.1040s0279, Caamp.1037s0631	Stapi.1940s0006
OG0016060	Caamp.1040s0300, Caamp.1037s0652	Stapi.2857s0008
OG0016061	Caamp.1037s0656	Stapi.2857s0003
OG0016062	Caamp.1037s0688	Stapi.5252s0002
OG0016063	Caamp.1040s0345, Caamp.1037s0698	Stapi.6914s0002
OG0016065	Caamp.1040s0365, Caamp.1037s0717	Stapi.22598s0001
OG0016067	Caamp.1037s0728	Stapi.4259s0002, Stapi.13047s0001
OG0016069	Caamp.1040s0380, Caamp.1037s0735	Stapi.1223s0005
OG0016070	Caamp.1040s0383, Caamp.1037s0738	Stapi.1772s0008
OG0016073	Caamp.1037s0753	Stapi.6920s0002
OG0016074	Caamp.1037s0755, Caamp.1040s0396	Stapi.4323s0003
OG0016076	Caamp.1037s0762, Caamp.1040s0403	Stapi.3348s0006
OG0016077	Caamp.1037s0803, Caamp.1040s0441	Stapi.2312s0001, Stapi.3098s0006
OG0016078	Caamp.1037s0810, Caamp.1040s0449	Stapi.9088s0001
OG0016080	Caamp.1040s0458, Caamp.1037s0819	Stapi.6631s0003
OG0016081	Caamp.1037s0835	Stapi.12811s0001
OG0016083	Caamp.1037s0855, Caamp.1040s0477	Stapi.7395s0002
OG0016086	Caamp.1037s0885, Caamp.1040s0521	Stapi.2781s0005
OG0016088	Caamp.1037s0933	Stapi.2369s0009
OG0016090	Caamp.1037s0947, Caamp.1040s0582	Stapi.2622s0006
OG0016091	Caamp.1037s0964	Stapi.2283s0012
OG0016092	Caamp.1037s0977	Stapi.0492s0006
OG0016093	Caamp.1037s0986, Caamp.1040s0620	Stapi.1052s0003
OG0016094	Caamp.1037s0989	Stapi.4022s0004
OG0016095	Caamp.1037s0996	Stapi.6405s0003
OG0016097	Caamp.1037s1006, Caamp.1040s0639	Stapi.2417s0007
OG0016098	Caamp.1040s0644, Caamp.1037s1012	Stapi.5409s0007
OG0016100	Caamp.1040s0652, Caamp.1037s1022	Stapi.3635s0003
OG0016101	Caamp.1037s1040	Stapi.4658s0001
OG0016102	Caamp.1037s1045	Stapi.1474s0005
OG0016104	Caamp.1037s1086	Stapi.5081s0008
OG0016105	Caamp.1040s0738, Caamp.1037s1103	Stapi.1713s0001
OG0016106	Caamp.1037s1123	Stapi.1757s0003, Stapi.1595s0009
OG0016107	Caamp.1040s0784, Caamp.1037s1148	Stapi.13338s0001
OG0016108	Caamp.1037s1176, Caamp.1040s0815	Stapi.1685s0005
OG0016110	Caamp.1040s0873, Caamp.1037s1213	Stapi.9279s0001
OG0016111	Caamp.1040s0871, Caamp.1037s1216	Stapi.4576s0001
OG0016113	Caamp.1040s0826, Caamp.1037s1250	Stapi.0924s0008
OG0016114	Caamp.0046s0558, Caamp.1037s1269	Stapi.1098s0005
OG0016115	Caamp.1037s1308, Caamp.1040s0976	Stapi.1379s0003
OG0016116	Caamp.1037s1311, Caamp.1040s0982	Stapi.6701s0004
OG0016117	Caamp.1040s0984, Caamp.1037s1316	Stapi.0911s0002
OG0016118	Caamp.1040s1000, Caamp.1037s1333	Stapi.2039s0001
OG0016119	Caamp.1037s1355	Stapi.0013s0008
OG0016120	Caamp.1037s1358	Stapi.0013s0011
OG0016121	Caamp.1037s1359	Stapi.0013s0012
OG0016122	Caamp.1037s1362	Stapi.2575s0001
OG0016123	Caamp.1040s1050, Caamp.1037s1389	Stapi.1173s0007
OG0016124	Caamp.1037s1443, Caamp.1040s1107	Stapi.0386s0019
OG0016125	Caamp.1037s1445	Stapi.1934s0007
OG0016126	Caamp.1040s1134, Caamp.1037s1465	Stapi.3558s0001
OG0016127	Caamp.1040s1140, Caamp.1037s1473	Stapi.0832s0001
OG0016128	Caamp.1037s1484, Caamp.1040s1150	Stapi.13317s0001
OG0016131	Caamp.1037s1513	Stapi.0257s0008
OG0016132	Caamp.1037s1524	Stapi.0985s0003
OG0016133	Caamp.1037s1549	Stapi.2706s0001
OG0016134	Caamp.1037s1589	Stapi.1183s0007
OG0016136	Caamp.1037s1602	Stapi.0755s0001
OG0016137	Caamp.1037s1619	Stapi.0104s0021
OG0016137	Caamp.1040s1281	Stapi.0057s0004
OG0016138	Caamp.1037s1636	Stapi.1197s0010, Stapi.0065s0021
OG0016139	Caamp.1037s1647	Stapi.1509s0004
OG0016140	Caamp.1040s1332, Caamp.1037s1648	Stapi.0079s0014
OG0016141	Caamp.1037s1661	Stapi.0611s0015, Stapi.4335s0003
OG0016142	Caamp.1037s1664	Stapi.0464s0004
OG0016144	Caamp.1040s1344	Stapi.0023s0117
OG0016144	Caamp.1037s1687	Stapi.0415s0012
OG0016145	Caamp.0095s0551, Caamp.1037s1692, Caamp.1041s0417	Stapi.4168s0001, Stapi.2413s0005
OG0016146	Caamp.1037s1706, Caamp.0034s0018, Caamp.0039s0029, Caamp.0013s0131	Stapi.0823s0007
OG0016147	Caamp.1037s1729	Stapi.0137s0012, Stapi.0016s0025, Stapi.4086s0003, Stapi.0930s0009
OG0016148	Caamp.1037s1737, Caamp.1040s1380	Stapi.1158s0003
OG0016149	Caamp.1037s1739	Stapi.3626s0002
OG0016151	Caamp.1037s1759	Stapi.0073s0003
OG0016152	Caamp.1041s1421, Caamp.1038s0015	Stapi.15974s0001
OG0016154	Caamp.1038s0023	Stapi.5774s0004
OG0016157	Caamp.1041s1382, Caamp.1038s0051	Stapi.3770s0001
OG0016158	Caamp.1041s1361, Caamp.1038s0072	Stapi.0995s0016
OG0016159	Caamp.0214s0866, Caamp.1038s0073, Caamp.1041s1360	Stapi.4438s0012
OG0016160	Caamp.1038s0074	Stapi.4438s0008
OG0016161	Caamp.1038s0076	Stapi.4438s0006
OG0016162	Caamp.1038s0077, Caamp.1041s1356	Stapi.4438s0005
OG0016163	Caamp.1038s0100	Stapi.0662s0004
OG0016164	Caamp.1041s1313, Caamp.1038s0118	Stapi.0782s0006
OG0016166	Caamp.1041s1273, Caamp.1038s0159	Stapi.1809s0011
OG0016170	Caamp.1038s0213, Caamp.1041s1210	Stapi.2446s0002
OG0016171	Caamp.1038s0214, Caamp.1041s1209	Stapi.2446s0003
OG0016172	Caamp.1041s1204, Caamp.1038s0219	Stapi.0250s0018
OG0016173	Caamp.1038s0241	Stapi.1312s0003
OG0016174	Caamp.1038s0264, Caamp.1041s1166	Stapi.4076s0004
OG0016175	Caamp.1041s1154, Caamp.1038s0277	Stapi.17728s0001
OG0016176	Caamp.1038s0311, Caamp.1041s1123	Stapi.9278s0002
OG0016178	Caamp.1038s0333, Caamp.1041s1100	Stapi.4435s0002
OG0016179	Caamp.1038s0338	Stapi.2689s0009
OG0016180	Caamp.1038s0344	Stapi.0197s0002
OG0016181	Caamp.1041s1085, Caamp.1038s0349	Stapi.0778s0011
OG0016186	Caamp.1038s0402, Caamp.1041s1028	Stapi.7692s0003
OG0016187	Caamp.0097s0657, Caamp.1038s0405, Caamp.0097s0089	Stapi.0371s0014, Stapi.1902s0001
OG0016188	Caamp.1038s0417	Stapi.1054s0004
OG0016190	Caamp.1038s0422, Caamp.1041s1007	Stapi.2391s0004
OG0016191	Caamp.1038s0425, Caamp.1041s1004	Stapi.0591s0012
OG0016194	Caamp.1041s0966, Caamp.1038s0462	Stapi.2285s0008
OG0016198	Caamp.1038s0489	Stapi.2448s0008
OG0016199	Caamp.1038s0517, Caamp.1041s0909	Stapi.0802s0009
OG0016202	Caamp.1038s0525	Stapi.2616s0004
OG0016207	Caamp.1038s0587	Stapi.10122s0001
OG0016208	Caamp.1038s0588	Stapi.10122s0002
OG0016214	Caamp.1038s0621	Stapi.10214s0003
OG0016215	Caamp.1038s0632, Caamp.0105s1421	Stapi.5616s0003
OG0016218	Caamp.1038s0650	Stapi.2053s0011
OG0016218	Caamp.0105s1441	Stapi.11643s0001
OG0016221	Caamp.1038s0694, Caamp.0105s1481	Stapi.5536s0002
OG0016226	Caamp.0105s1492, Caamp.1038s0706	Stapi.5841s0002
OG0016233	Caamp.1038s0737	Stapi.4898s0001
OG0016236	Caamp.1038s0778	Stapi.7568s0002
OG0016241	Caamp.1038s0795, Caamp.0105s1580	Stapi.6879s0007
OG0016242	Caamp.1038s0799, Caamp.0105s1584	Stapi.6879s0003
OG0016243	Caamp.1038s0801	Stapi.6879s0001
OG0016253	Caamp.0105s1641, Caamp.1038s0853	Stapi.5622s0001
OG0016255	Caamp.1038s0861, Caamp.0105s1648	Stapi.1405s0001
OG0016256	Caamp.1038s0866, Caamp.0105s1655	Stapi.4926s0004
OG0016261	Caamp.1038s0893, Caamp.0105s1683	Stapi.3488s0004
OG0016263	Caamp.0105s1694, Caamp.1038s0909	Stapi.7515s0004
OG0016264	Caamp.0105s1695, Caamp.1038s0910	Stapi.7515s0005
OG0016265	Caamp.1038s0911	Stapi.3104s0003
OG0016266	Caamp.0105s1704, Caamp.1038s0921	Stapi.5715s0002
OG0016267	Caamp.1038s0927, Caamp.0105s1716	Stapi.16030s0001
OG0016275	Caamp.0105s1771, Caamp.1038s0971	Stapi.9689s0001
OG0016276	Caamp.1038s0976	Stapi.9689s0004
OG0016278	Caamp.1038s0979	Stapi.13300s0001
OG0016281	Caamp.1038s0998, Caamp.0105s1821	Stapi.6148s0005
OG0016282	Caamp.0105s1875, Caamp.1038s1006	Stapi.7122s0002
OG0016283	Caamp.0214s0672, Caamp.1038s1007	Stapi.2876s0004
OG0016286	Caamp.0105s1853, Caamp.1038s1029	Stapi.2845s0001
OG0016290	Caamp.0105s1843, Caamp.1038s1043	Stapi.6158s0001
OG0016291	Caamp.1038s1050, Caamp.0105s1825	Stapi.12924s0003
OG0016295	Caamp.1038s1078	Stapi.26817s0001
OG0016297	Caamp.1038s1090	Stapi.1953s0005
OG0016304	Caamp.1038s1109, Caamp.0105s1915	Stapi.20933s0001, Stapi.11562s0002, Stapi.24933s0001
OG0016309	Caamp.0105s1939, Caamp.1038s1137	Stapi.19305s0001
OG0016312	Caamp.1038s1154	Stapi.9505s0003
OG0016313	Caamp.1038s1156	Stapi.12362s0002
OG0016314	Caamp.1038s1163	Stapi.11166s0003
OG0016315	Caamp.1038s1174, Caamp.0105s1963	Stapi.7907s0001
OG0016316	Caamp.0105s1972, Caamp.1038s1184	Stapi.6572s0004
OG0016317	Caamp.0105s1983, Caamp.1038s1194	Stapi.6646s0003
OG0016326	Caamp.1039s0056	Stapi.7571s0002
OG0016328	Caamp.1039s0059, Caamp.0059s0063	Stapi.7571s0001
OG0016329	Caamp.1039s0064, Caamp.0059s0057	Stapi.8286s0003
OG0016331	Caamp.1039s0078	Stapi.4624s0002
OG0016332	Caamp.1039s0104, Caamp.0059s0020	Stapi.2917s0001
OG0016333	Caamp.1039s0105	Stapi.1922s0007, Stapi.27556s0001, Stapi.2917s0007
OG0016334	Caamp.0059s0009, Caamp.1039s0117	Stapi.7188s0003
OG0016335	Caamp.1039s0127	Stapi.11184s0001
OG0016335	Caamp.1039s0125	Stapi.0331s0019
OG0016339	Caamp.1039s0158, Caamp.0096s0031	Stapi.12123s0001
OG0016340	Caamp.1039s0209	Stapi.4206s0005
OG0016341	Caamp.1039s0267	Stapi.5344s0001, Stapi.0906s0008
OG0016342	Caamp.1039s0362	Stapi.1500s0003
OG0016343	Caamp.1039s0419	Stapi.16850s0001, Stapi.7534s0001, Stapi.11579s0001, Stapi.0974s0012
OG0016344	Caamp.1039s0447	Stapi.2240s0003
OG0016345	Caamp.0095s0603, Caamp.1039s0457	Stapi.4688s0003
OG0016346	Caamp.0095s0598, Caamp.1039s0460	Stapi.0954s0002
OG0016349	Caamp.1039s0471, Caamp.0078s1097	Stapi.4475s0005
OG0016351	Caamp.1039s0475	Stapi.0758s0004
OG0016352	Caamp.1039s0491	Stapi.3174s0004
OG0016353	Caamp.1039s0498, Caamp.0078s1074	Stapi.5456s0004
OG0016354	Caamp.1039s0499, Caamp.0078s1073	Stapi.5456s0005
OG0016355	Caamp.0078s1068, Caamp.1039s0503	Stapi.3140s0009
OG0016356	Caamp.1039s0506, Caamp.0078s1065	Stapi.1348s0005
OG0016357	Caamp.1039s0507, Caamp.0078s1064	Stapi.1348s0007
OG0016359	Caamp.1039s0530, Caamp.0078s1128	Stapi.1631s0022
OG0016360	Caamp.1039s0537, Caamp.0078s1134	Stapi.2160s0015
OG0016361	Caamp.1039s0545, Caamp.0078s1143	Stapi.2160s0008
OG0016362	Caamp.1039s0548	Stapi.2160s0005
OG0016365	Caamp.1039s0596, Caamp.0078s1192	Stapi.0807s0006
OG0016367	Caamp.1039s0600	Stapi.0807s0010, Stapi.4247s0003
OG0016372	Caamp.1039s0625	Stapi.4169s0005
OG0016373	Caamp.1039s0626	Stapi.2694s0007, Stapi.4169s0004
OG0016375	Caamp.1039s0678, Caamp.0076s1331	Stapi.1980s0007
OG0016376	Caamp.1039s0682	Stapi.2066s0008
OG0016376	Caamp.0076s1334	Stapi.1980s0012
OG0016377	Caamp.1039s0686, Caamp.0076s1339	Stapi.0695s0015
OG0016378	Caamp.1039s0704	Stapi.1164s0005
OG0016379	Caamp.1039s0705, Caamp.0076s1357	Stapi.7104s0003
OG0016380	Caamp.1039s0707	Stapi.1164s0004
OG0016381	Caamp.1039s0716, Caamp.0076s1369	Stapi.0446s0045
OG0016382	Caamp.1039s0728, Caamp.0076s1379	Stapi.0446s0036
OG0016384	Caamp.1039s0742, Caamp.0105s0006	Stapi.0446s0021
OG0016385	Caamp.0105s0008, Caamp.1039s0743	Stapi.4173s0007
OG0016389	Caamp.1040s1051, Caamp.1039s0785	Stapi.4000s0003
OG0016390	Caamp.1039s0798	Stapi.9615s0001, Stapi.2304s0001
OG0016392	Caamp.1039s0819	Stapi.1140s0004
OG0016393	Caamp.1039s0829	Stapi.0780s0006, Stapi.1005s0001
OG0016394	Caamp.1039s0838	Stapi.0780s0014, Stapi.0780s0013
OG0016396	Caamp.1039s0849	Stapi.8215s0003, Stapi.0780s0028
OG0016397	Caamp.1039s0854, Caamp.0051s0118	Stapi.0118s0004
OG0016398	Caamp.1039s0855	Stapi.10943s0001, Stapi.3475s0002
OG0016399	Caamp.0051s0144, Caamp.1039s0878	Stapi.11708s0002
OG0016400	Caamp.1039s0886	Stapi.1802s0004
OG0016401	Caamp.1039s0892	Stapi.0729s0012
OG0016402	Caamp.1039s0893	Stapi.0729s0013
OG0016403	Caamp.1039s0895, Caamp.0051s0159	Stapi.9806s0001
OG0016404	Caamp.1039s0901	Stapi.0022s0069
OG0016406	Caamp.0051s0184, Caamp.1039s0919	Stapi.8588s0002
OG0016407	Caamp.1039s0928	Stapi.2030s0005, Stapi.1404s0007
OG0016408	Caamp.0190s1046	Stapi.0414s0018
OG0016408	Caamp.1039s0930, Caamp.0097s0621	Stapi.0038s0009
OG0016410	Caamp.1039s0948, Caamp.0051s0214	Stapi.2767s0004
OG0016411	Caamp.1039s0955	Stapi.2767s0008
OG0016412	Caamp.1039s0958, Caamp.0051s0224	Stapi.1579s0009
OG0016413	Caamp.1039s0960, Caamp.0051s0226	Stapi.1579s0011
OG0016415	Caamp.1039s0962	Stapi.1579s0012, Stapi.6213s0001
OG0016416	Caamp.1039s0979	Stapi.9866s0002, Stapi.1878s0010
OG0016418	Caamp.0051s0255, Caamp.1039s0991	Stapi.1878s0002
OG0016419	Caamp.1039s1011	Stapi.3248s0005
OG0016420	Caamp.1039s1014, Caamp.0051s0278	Stapi.2577s0002
OG0016422	Caamp.1039s1052, Caamp.0051s0313	Stapi.3210s0004
OG0016423	Caamp.0051s0326, Caamp.1039s1064	Stapi.5220s0002
OG0016425	Caamp.1039s1082, Caamp.0051s0344	Stapi.28973s0001
OG0016426	Caamp.1039s1083	Stapi.4232s0001, Stapi.7066s0001
OG0016427	Caamp.1039s1088, Caamp.0051s0349	Stapi.8473s0002
OG0016433	Caamp.1039s1118	Stapi.1059s0001
OG0016434	Caamp.1039s1120	Stapi.1059s0002
OG0016435	Caamp.1039s1131	Stapi.7887s0004
OG0016436	Caamp.1039s1142	Stapi.2554s0006
OG0016437	Caamp.1039s1158	Stapi.0746s0008
OG0016439	Caamp.1039s1188, Caamp.0053s0045	Stapi.8044s0003
OG0016440	Caamp.1039s1197	Stapi.24400s0001, Stapi.3055s0004
OG0016441	Caamp.1039s1204	Stapi.0965s0014
OG0016443	Caamp.1039s1213, Caamp.0053s0064	Stapi.1519s0002
OG0016444	Caamp.0053s0067, Caamp.1039s1217	Stapi.1519s0005
OG0016445	Caamp.1039s1224	Stapi.1216s0006
OG0016446	Caamp.1039s1241	Stapi.1664s0009
OG0016447	Caamp.1039s1286, Caamp.0053s0135	Stapi.2814s0002
OG0016449	Caamp.1039s1306	Stapi.3359s0004
OG0016450	Caamp.1039s1313	Stapi.4233s0003, Stapi.5251s0004
OG0016451	Caamp.1039s1314	Stapi.1254s0003, Stapi.4233s0004
OG0016452	Caamp.1039s1325	Stapi.2635s0008
OG0016453	Caamp.1039s1327	Stapi.2286s0009
OG0016454	Caamp.1039s1328	Stapi.1689s0006, Stapi.2286s0008
OG0016455	Caamp.1039s1329	Stapi.1689s0005
OG0016456	Caamp.1039s1332	Stapi.2286s0003
OG0016456	Caamp.0053s0171	Stapi.7026s0003
OG0016457	Caamp.1039s1357	Stapi.3521s0005
OG0016458	Caamp.1039s1362, Caamp.1041s1836	Stapi.12735s0001
OG0016459	Caamp.1039s1363, Caamp.1041s1837	Stapi.3214s0006
OG0016460	Caamp.1039s1419, Caamp.0076s1163	Stapi.0126s0013
OG0016461	Caamp.1039s1421, Caamp.0076s1165	Stapi.0126s0011
OG0016463	Caamp.1039s1427, Caamp.0076s1171	Stapi.1964s0011
OG0016464	Caamp.1039s1459	Stapi.1370s0004, Stapi.4821s0003
OG0016465	Caamp.0076s1216, Caamp.1039s1470	Stapi.2059s0007
OG0016466	Caamp.0076s1218, Caamp.1039s1472	Stapi.5511s0002
OG0016468	Caamp.1039s1508	Stapi.3052s0001
OG0016469	Caamp.0076s1256, Caamp.1039s1510	Stapi.3849s0001
OG0016470	Caamp.1039s1514, Caamp.0076s1261	Stapi.1593s0004
OG0016471	Caamp.0076s1274, Caamp.1039s1527	Stapi.5026s0002
OG0016472	Caamp.1039s1540, Caamp.0076s1285	Stapi.0124s0021
OG0016473	Caamp.1039s1543	Stapi.0124s0014, Stapi.0344s0012
OG0016474	Caamp.1039s1544, Caamp.0076s1287	Stapi.0124s0013
OG0016475	Caamp.1039s1576, Caamp.0026s0020	Stapi.0324s0025
OG0016476	Caamp.1039s1591	Stapi.1954s0002
OG0016477	Caamp.1039s1602, Caamp.0026s0043	Stapi.0922s0005
OG0016478	Caamp.1039s1612, Caamp.0026s0057	Stapi.0341s0024
OG0016479	Caamp.1039s1616	Stapi.1141s0002
OG0016480	Caamp.1039s1652	Stapi.0172s0003
OG0016481	Caamp.0026s0110, Caamp.1039s1656	Stapi.0172s0007
OG0016483	Caamp.0026s0139, Caamp.1039s1682	Stapi.0827s0006
OG0016484	Caamp.1039s1698, Caamp.0026s0157	Stapi.0042s0006
OG0016485	Caamp.0021s0051, Caamp.0104s0003	Stapi.2119s0003
OG0016486	Caamp.1040s0003	Stapi.9530s0003, Stapi.1881s0017
OG0016488	Caamp.1040s0057	Stapi.20241s0002
OG0016489	Caamp.1040s0087	Stapi.18465s0002
OG0016490	Caamp.1040s0120	Stapi.2077s0010
OG0016492	Caamp.1040s0164	Stapi.11219s0002
OG0016494	Caamp.1040s0237, Caamp.1041s1621	Stapi.5812s0005
OG0016496	Caamp.1040s0283	Stapi.8694s0002
OG0016497	Caamp.1040s0292	Stapi.16628s0001
OG0016498	Caamp.1040s0299	Stapi.5448s0001
OG0016499	Caamp.1040s0306	Stapi.7183s0001
OG0016500	Caamp.1040s0328	Stapi.1951s0005
OG0016501	Caamp.1040s0388	Stapi.4408s0002
OG0016502	Caamp.1040s0422	Stapi.12663s0001, Stapi.10598s0001
OG0016503	Caamp.1040s0491	Stapi.1869s0006
OG0016504	Caamp.1040s0535	Stapi.18276s0001, Stapi.9718s0002, Stapi.2339s0014
OG0016505	Caamp.1040s0551	Stapi.3470s0004, Stapi.1755s0009
OG0016506	Caamp.1040s0601	Stapi.1307s0004
OG0016507	Caamp.1040s0622	Stapi.7305s0002
OG0016508	Caamp.1040s0663	Stapi.2479s0005
OG0016509	Caamp.1040s0664	Stapi.2479s0004
OG0016510	Caamp.1040s0773	Stapi.0532s0008
OG0016511	Caamp.1040s0774	Stapi.0532s0009
OG0016512	Caamp.1040s0813	Stapi.5146s0001, Stapi.1685s0004
OG0016513	Caamp.1040s0822	Stapi.0444s0004
OG0016514	Caamp.1040s0840	Stapi.0444s0025, Stapi.11387s0002
OG0016515	Caamp.1040s0841	Stapi.0444s0026
OG0016516	Caamp.1040s0881	Stapi.2345s0001
OG0016517	Caamp.1040s0910	Stapi.0023s0002
OG0016518	Caamp.1040s0924	Stapi.0799s0005
OG0016520	Caamp.0016s0113, Caamp.1040s0946	Stapi.1169s0001
OG0016521	Caamp.1040s0981	Stapi.6701s0005
OG0016522	Caamp.1040s0999	Stapi.5930s0001
OG0016523	Caamp.1040s1002	Stapi.2177s0003
OG0016524	Caamp.1040s1005	Stapi.2177s0009
OG0016526	Caamp.1040s1055	Stapi.1173s0004
OG0016527	Caamp.1040s1059	Stapi.4075s0003, Stapi.0437s0012
OG0016528	Caamp.1040s1097	Stapi.0265s0019
OG0016529	Caamp.1040s1099	Stapi.0265s0017
OG0016530	Caamp.1040s1127	Stapi.0773s0001
OG0016531	Caamp.1040s1158	Stapi.2124s0002
OG0016532	Caamp.1040s1159	Stapi.2124s0003
OG0016533	Caamp.1040s1164	Stapi.4533s0004
OG0016535	Caamp.1040s1222	Stapi.1298s0005
OG0016536	Caamp.1040s1283	Stapi.0057s0007
OG0016537	Caamp.1040s1287	Stapi.0057s0013
OG0016539	Caamp.1040s1347	Stapi.0023s0114
OG0016540	Caamp.1040s1387	Stapi.4503s0002
OG0016541	Caamp.1040s1498	Stapi.29970s0001, Stapi.0528s0005, Stapi.9925s0001
OG0016545	Caamp.1041s0033	Stapi.8797s0004
OG0016547	Caamp.0044s0021, Caamp.1041s0039	Stapi.0850s0011
OG0016557	Caamp.0044s0098, Caamp.1041s0113	Stapi.3005s0007
OG0016558	Caamp.1041s0123, Caamp.0044s0106	Stapi.3924s0008
OG0016559	Caamp.1041s0132	Stapi.2756s0001
OG0016563	Caamp.1041s0193	Stapi.3123s0003
OG0016565	Caamp.1041s0218, Caamp.0044s0197	Stapi.1958s0005
OG0016566	Caamp.1041s0219, Caamp.0044s0198	Stapi.1958s0004
OG0016568	Caamp.1041s0224	Stapi.1795s0002
OG0016570	Caamp.1041s0232	Stapi.13017s0002
OG0016572	Caamp.0094s0728, Caamp.1041s0322	Stapi.6800s0001
OG0016573	Caamp.1041s0324	Stapi.12295s0001, Stapi.14363s0001
OG0016577	Caamp.0094s0772, Caamp.1041s0361	Stapi.1498s0012
OG0016578	Caamp.0094s0783, Caamp.1041s0373	Stapi.4588s0006
OG0016581	Caamp.0094s0816, Caamp.1041s0402	Stapi.0721s0011
OG0016582	Caamp.0094s0819, Caamp.1041s0405	Stapi.14094s0001
OG0016583	Caamp.1041s0414	Stapi.4762s0003
OG0016583	Caamp.0190s0541	Stapi.2108s0008
OG0016584	Caamp.0064s0801, Caamp.1041s0453	Stapi.5424s0003
OG0016586	Caamp.0094s0905, Caamp.1041s0490	Stapi.6242s0002
OG0016587	Caamp.1041s0497	Stapi.16035s0001
OG0016589	Caamp.1041s0516	Stapi.1115s0013
OG0016590	Caamp.1041s0517, Caamp.0094s0929	Stapi.1115s0012
OG0016591	Caamp.1041s0526, Caamp.0094s0940	Stapi.2333s0001
OG0016593	Caamp.0094s0961, Caamp.1041s0548	Stapi.1765s0010
OG0016594	Caamp.0094s0964, Caamp.1041s0550	Stapi.12603s0003
OG0016595	Caamp.1041s0569	Stapi.2208s0011
OG0016597	Caamp.1041s0581	Stapi.2208s0001
OG0016598	Caamp.0094s1022, Caamp.1041s0617	Stapi.1987s0008
OG0016599	Caamp.0094s1031, Caamp.1041s0626	Stapi.1987s0015
OG0016601	Caamp.0094s1039, Caamp.1041s0636	Stapi.3513s0004
OG0016602	Caamp.1041s0647, Caamp.0064s0857	Stapi.3324s0002
OG0016603	Caamp.0064s0856, Caamp.1041s0648	Stapi.1320s0008
OG0016604	Caamp.1041s0685	Stapi.0043s0032
OG0016605	Caamp.1041s0705	Stapi.2601s0006
OG0016606	Caamp.1041s0713	Stapi.0970s0002, Stapi.1038s0004
OG0016607	Caamp.1041s0717	Stapi.0970s0009
OG0016608	Caamp.0064s0765, Caamp.1041s0740	Stapi.0162s0048
OG0016609	Caamp.0064s0761, Caamp.1041s0744	Stapi.0162s0045
OG0016611	Caamp.1041s0751, Caamp.0064s0754	Stapi.6324s0005
OG0016612	Caamp.1041s0774, Caamp.0064s0725	Stapi.0517s0006
OG0016613	Caamp.1041s0805, Caamp.0064s0685	Stapi.1774s0003
OG0016614	Caamp.1041s0816	Stapi.2753s0002
