Orthogroup	S_pinnata	S_parvula
OG0014907	Stapi.0749s0004, Stapi.0479s0010	Sp4g12670
OG0014908	Stapi.0084s0019	Sp4g12790
OG0014909	Stapi.2546s0002	Sp7g05990
OG0014910	Stapi.0500s0004	Sp7g05920
OG0014911	Stapi.0207s0005	Sp7g05530
OG0014912	Stapi.4741s0001	Sp7g05520
OG0014914	Stapi.2196s0001, Stapi.3999s0001	Sp1g26710
OG0014915	Stapi.2874s0011, Stapi.4420s0004, Stapi.4420s0005	Sp1g26810
OG0014916	Stapi.7245s0002, Stapi.11289s0001	Sp1g26990
OG0014917	Stapi.0868s0003, Stapi.1715s0003	Sp1g27970
OG0014918	Stapi.1235s0005, Stapi.0641s0027	Sp1g28320
OG0014919	Stapi.5029s0002, Stapi.4358s0001	Sp1g28190
OG0014920	Stapi.3706s0003, Stapi.0161s0023	Sp1g28880
OG0014921	Stapi.0228s0009, Stapi.0566s0012	Sp1g29360
OG0014922	Stapi.1900s0002, Stapi.2950s0002	Sp2g06170
OG0014923	Stapi.3673s0002, Stapi.0021s0015	Sp2g06680
OG0014924	Stapi.0022s0050, Stapi.0275s0015	SpUn0002_0680
OG0014925	Stapi.2500s0003	Sp1g24790
OG0014926	Stapi.0531s0011	Sp1g30670
OG0014927	Stapi.0431s0018, Stapi.1211s0003	Sp1g12130
OG0014928	Stapi.7027s0003	Sp1g10340
OG0014929	Stapi.2130s0001	Sp1g09890
OG0014930	Stapi.1152s0004	Sp1g09820
OG0014931	Stapi.0033s0020, Stapi.0250s0001	Sp7g07560
OG0014933	Stapi.2045s0006, Stapi.1916s0008	Sp6g28650
OG0014934	Stapi.12236s0003, Stapi.0833s0011	Sp5g26690
OG0014935	Stapi.4125s0001	SpUn0020_0130, Sp5g26840
OG0014936	Stapi.1168s0012, Stapi.0286s0017, Stapi.3328s0002	Sp5g27310
OG0014938	Stapi.3134s0001, Stapi.9325s0002	Sp5g28900
OG0014939	Stapi.11057s0002	Sp5g28940
OG0014940	Stapi.1067s0014, Stapi.6037s0001	Sp5g29760
OG0014941	Stapi.1262s0001, Stapi.0322s0016	Sp2g08750
OG0014942	Stapi.4110s0002, Stapi.1923s0004	Sp2g09040
OG0014943	Stapi.0354s0002, Stapi.8076s0001	Sp2g09200
OG0014944	Stapi.4548s0002, Stapi.4963s0002	Sp2g09750
OG0014945	Stapi.1557s0002, Stapi.6505s0003	Sp2g09810
OG0014946	Stapi.1557s0003, Stapi.6505s0004	Sp2g09820
OG0014947	Stapi.1347s0005, Stapi.5022s0003	Sp2g09980
OG0014949	Stapi.0738s0013	Sp2g10600
OG0014950	Stapi.0226s0026, Stapi.0738s0005	Sp2g10440
OG0014951	Stapi.0312s0013, Stapi.0761s0010	Sp7g00510
OG0014952	Stapi.0995s0019, Stapi.0020s0007	Sp2g11180
OG0014953	Stapi.3609s0003, Stapi.0242s0015	Sp2g11300
OG0014954	Stapi.2972s0001	Sp2g11960
OG0014955	Stapi.1814s0009, Stapi.2826s0007	Sp2g12080
OG0014958	Stapi.2392s0005	Sp2g12230
OG0014959	Stapi.0549s0018, Stapi.1065s0021	Sp2g12350
OG0014960	Stapi.0549s0012	Sp2g12410
OG0014962	Stapi.0635s0019, Stapi.0222s0010	Sp2g12487
OG0014963	Stapi.2367s0010	Sp2g12590
OG0014964	Stapi.2367s0001, Stapi.7990s0004	Sp2g12680
OG0014965	Stapi.3112s0003	Sp2g12710
OG0014966	Stapi.3996s0010	Sp2g12750
OG0014967	Stapi.11084s0001, Stapi.3996s0007	Sp2g12780
OG0014968	Stapi.1083s0004	Sp2g12940
OG0014969	Stapi.1380s0008	Sp2g13040
OG0014970	Stapi.1380s0005	Sp2g13070
OG0014971	Stapi.0456s0007	Sp2g13130
OG0014972	Stapi.0772s0006	Sp2g13180
OG0014973	Stapi.0772s0010	Sp2g13210
OG0014974	Stapi.0772s0011	Sp6g00760, Sp2g13220
OG0014975	Stapi.3014s0004	Sp2g13290
OG0014976	Stapi.3014s0005	Sp2g13300
OG0014977	Stapi.2200s0001	Sp2g13390
OG0014978	Stapi.0222s0013	Sp2g13560
OG0014979	Stapi.0540s0003, Stapi.0222s0017	Sp2g13570
OG0014980	Stapi.0222s0020, Stapi.0540s0011	Sp2g13600
OG0014981	Stapi.3867s0004	Sp2g13670
OG0014982	Stapi.3867s0003	Sp2g13680
OG0014983	Stapi.1113s0011	Sp2g13820
OG0014984	Stapi.1113s0010	Sp2g13830
OG0014985	Stapi.1113s0009	Sp2g13840
OG0014986	Stapi.7784s0005	Sp2g13850
OG0014987	Stapi.11014s0001	Sp2g13930
OG0014989	Stapi.7951s0002	Sp2g14000
OG0014990	Stapi.2057s0003	Sp2g14050
OG0014992	Stapi.2057s0009	Sp2g14090
OG0014994	Stapi.6784s0003, Stapi.0356s0012	Sp2g14310
OG0014995	Stapi.0356s0020	Sp2g14370
OG0014996	Stapi.2605s0005, Stapi.5444s0001	Sp2g14490
OG0014997	Stapi.0140s0025	Sp2g14590
OG0014998	Stapi.5694s0004	Sp2g14750
OG0014999	Stapi.0551s0008	Sp2g14820
OG0015000	Stapi.1658s0008, Stapi.0126s0039	Sp3g20220
OG0015001	Stapi.0792s0015	Sp3g21230
OG0015002	Stapi.2958s0005, Stapi.0446s0037	Sp3g13330
OG0015003	Stapi.7609s0002, Stapi.7218s0001	Sp4g25750
OG0015004	Stapi.3034s0003, Stapi.0202s0017	Sp4g25650
OG0015005	Stapi.0376s0018, Stapi.3014s0003	Sp2g13280
OG0015007	Stapi.4336s0001	Sp5g11790
OG0015008	Stapi.8192s0001	Sp5g11360
OG0015009	Stapi.0573s0008	Sp5g11340
OG0015010	Stapi.0573s0007	Sp5g11330
OG0015011	Stapi.4123s0006	Sp5g11310
OG0015013	Stapi.8977s0001, Stapi.0264s0007	Sp5g11210
OG0015014	Stapi.0264s0010	Sp5g11200
OG0015015	Stapi.0264s0011	Sp5g11180
OG0015016	Stapi.0264s0013	Sp5g11170
OG0015017	Stapi.0264s0017	Sp5g11130
OG0015018	Stapi.8865s0001	Sp5g10980
OG0015019	Stapi.3682s0005	Sp5g10840
OG0015020	Stapi.3682s0003, Stapi.10890s0001	Sp5g10820
OG0015021	Stapi.0354s0008, Stapi.2129s0005	Sp5g10770
OG0015022	Stapi.0354s0007, Stapi.2129s0006	Sp5g10760
OG0015023	Stapi.2129s0009	Sp5g10730
OG0015024	Stapi.1068s0004, Stapi.4319s0005	Sp5g10640
OG0015026	Stapi.3422s0005	Sp5g10550
OG0015027	Stapi.1122s0001	Sp5g10520
OG0015028	Stapi.0307s0005	Sp5g10490
OG0015029	Stapi.0573s0014	Sp5g10410
OG0015030	Stapi.5602s0003	Sp5g10390
OG0015031	Stapi.0218s0048	Sp5g10360
OG0015033	Stapi.3364s0003, Stapi.10005s0001	Sp5g10340
OG0015034	Stapi.0218s0043	Sp5g10300
OG0015035	Stapi.0218s0042	Sp5g10290
OG0015036	Stapi.0218s0037	Sp5g10250
OG0015037	Stapi.0218s0035	Sp5g10240
OG0015038	Stapi.0218s0029	Sp5g10190
OG0015039	Stapi.0725s0002	Sp5g10170
OG0015040	Stapi.0725s0006, Stapi.0218s0021	Sp5g10120
OG0015041	Stapi.0218s0016	Sp5g10090
OG0015042	Stapi.0218s0012	Sp5g10060
OG0015043	Stapi.0218s0011	Sp5g10040
OG0015044	Stapi.0218s0004	Sp5g09980
OG0015045	Stapi.1645s0003	Sp5g09970
OG0015046	Stapi.1645s0001	Sp5g09950
OG0015047	Stapi.0758s0010	Sp5g09910
OG0015048	Stapi.0855s0003, Stapi.5087s0003	Sp5g09820
OG0015050	Stapi.4569s0003, Stapi.10559s0002	Sp5g09630
OG0015052	Stapi.7523s0001	Sp5g09600
OG0015054	Stapi.1456s0009	Sp5g09550
OG0015057	Stapi.3486s0005	Sp5g07660
OG0015058	Stapi.2869s0005	Sp5g07710
OG0015059	Stapi.0010s0009	Sp5g07770
OG0015060	Stapi.0010s0002	Sp5g07850
OG0015061	Stapi.3017s0008	Sp5g07940
OG0015062	Stapi.1198s0014	Sp5g07950
OG0015063	Stapi.1198s0013	Sp5g07960
OG0015064	Stapi.3017s0004, Stapi.1198s0009	Sp5g08000
OG0015065	Stapi.2031s0002	Sp5g08090
OG0015066	Stapi.2031s0005	Sp5g08120
OG0015067	Stapi.2031s0006	Sp5g08140
OG0015068	Stapi.5597s0003, Stapi.0831s0006	Sp5g08200
OG0015069	Stapi.6102s0002	Sp5g08240
OG0015070	Stapi.2277s0004, Stapi.5898s0004, Stapi.2298s0017	Sp5g08450
OG0015071	Stapi.0619s0002	Sp5g08580
OG0015072	Stapi.0619s0018	Sp5g08730
OG0015073	Stapi.2789s0003	Sp5g08850
OG0015074	Stapi.1322s0004	Sp5g08930
OG0015075	Stapi.3515s0003	Sp5g08970
OG0015076	Stapi.4427s0003	Sp5g09120
OG0015077	Stapi.4427s0002	Sp5g09130
OG0015078	Stapi.3215s0013	Sp5g09180
OG0015080	Stapi.2896s0010	Sp5g07590
OG0015081	Stapi.2896s0006	Sp5g07560
OG0015082	Stapi.9169s0002	Sp5g07450
OG0015083	Stapi.13401s0001	Sp5g07440
OG0015084	Stapi.4455s0006	Sp5g07383
OG0015085	Stapi.4455s0005	Sp5g07370
OG0015086	Stapi.3932s0004	Sp3g06320
OG0015087	Stapi.6930s0004	Sp3g07530
OG0015088	Stapi.0793s0015	Sp3g07490
OG0015089	Stapi.1110s0002	Sp6g06050
OG0015090	Stapi.5770s0005	Sp3g09140
OG0015091	Stapi.0910s0009, Stapi.1944s0006	Sp3g09210
OG0015092	Stapi.4119s0001, Stapi.6286s0001	Sp3g09370
OG0015093	Stapi.9121s0002	Sp3g09720
OG0015094	Stapi.1631s0008, Stapi.5925s0003	Sp3g11140
OG0015095	Stapi.8255s0004, Stapi.1631s0003	Sp3g11090
OG0015096	Stapi.6060s0004	Sp3g10510
OG0015097	Stapi.10522s0001, Stapi.1674s0006	Sp3g33280
OG0015098	Stapi.7832s0004	Sp3g33340
OG0015099	Stapi.3233s0002	Sp3g33450
OG0015101	Stapi.2986s0007	Sp3g33620
OG0015106	Stapi.6177s0005, Stapi.14121s0001	Sp3g33970
OG0015107	Stapi.3158s0002	Sp4g05420
OG0015108	Stapi.1769s0002, Stapi.0477s0010	Sp4g05860
OG0015109	Stapi.0144s0018, Stapi.0085s0021	Sp4g06130
OG0015110	Stapi.0654s0007	Sp5g05580
OG0015111	Stapi.0036s0062	Sp4g07080
OG0015112	Stapi.0092s0012, Stapi.0318s0014	Sp4g10130
OG0015113	Stapi.0037s0023, Stapi.0351s0008	Sp4g10400
OG0015114	Stapi.10400s0003, Stapi.1786s0011	Sp5g35940
OG0015115	Stapi.3996s0002, Stapi.5112s0002	Sp2g12830
OG0015116	Stapi.0151s0016	Sp7g07190
OG0015117	Stapi.0781s0007	Sp7g14530
OG0015118	Stapi.3458s0005, Stapi.1290s0007	Sp7g14495
OG0015119	Stapi.1290s0002	Sp7g14480
OG0015121	Stapi.0469s0021	Sp7g14380
OG0015122	Stapi.3839s0004	Sp7g14240
OG0015123	Stapi.0661s0018	Sp7g14230
OG0015124	Stapi.0661s0015	Sp7g14200
OG0015125	Stapi.0661s0014	Sp7g14180
OG0015126	Stapi.0661s0012	Sp7g14170
OG0015127	Stapi.3915s0001, Stapi.0831s0011	Sp7g13990
OG0015128	Stapi.4724s0003, Stapi.0736s0001	Sp7g13900
OG0015129	Stapi.0736s0004	SpUn0297_0010
OG0015132	Stapi.6870s0002	Sp3g32780
OG0015133	Stapi.6844s0004	Sp3g32700
OG0015134	Stapi.11542s0001	Sp3g32490
OG0015137	Stapi.0653s0007	Sp3g32350
OG0015138	Stapi.11259s0002	SpUn0483_0010
OG0015140	Stapi.4565s0001	Sp3g27950, Sp6g12450, Sp3g24020, Sp1g29200
OG0015142	Stapi.7967s0001	Sp3g31680
OG0015144	Stapi.1581s0009	Sp3g31400
OG0015145	Stapi.1581s0008	Sp3g31390
OG0015146	Stapi.10800s0001, Stapi.3013s0002	Sp3g31320
OG0015148	Stapi.0991s0001	Sp7g34310
OG0015149	Stapi.2419s0004	Sp7g31570, Sp7g31560
OG0015150	Stapi.0803s0010, Stapi.0253s0013	Sp7g30340
OG0015151	Stapi.0817s0002	Sp7g29770
OG0015152	Stapi.12498s0001	Sp7g29180
OG0015153	Stapi.5776s0003	Sp7g28860
OG0015154	Stapi.4588s0005	Sp7g28600
OG0015155	Stapi.3291s0002	Sp7g28000, Sp7g27990
OG0015156	Stapi.14124s0002	Sp7g27910
OG0015157	Stapi.6475s0007, Stapi.6242s0004, Stapi.6475s0006	Sp7g27400
OG0015158	Stapi.0993s0001, Stapi.17306s0001	Sp1g29010, Sp7g26890
OG0015159	Stapi.3513s0002, Stapi.1357s0010	Sp7g26020
OG0015160	Stapi.3928s0004	Sp7g25900
OG0015161	Stapi.3928s0003, Stapi.1702s0002	Sp7g25880
OG0015162	Stapi.2812s0003, Stapi.26554s0001	Sp7g25790
OG0015163	Stapi.2231s0007	Sp7g25450
OG0015164	Stapi.13928s0001, Stapi.3861s0005	Sp7g25405
OG0015165	Stapi.6569s0002, Stapi.1795s0008, Stapi.6942s0003	Sp7g24900, Sp1g13240
OG0015166	Stapi.11037s0002, Stapi.3583s0003	Sp7g14360
OG0015167	Stapi.1753s0006	Sp7g15190
OG0015168	Stapi.0754s0005	Sp7g15260
OG0015169	Stapi.5059s0001	Sp7g17370
OG0015170	Stapi.2445s0001, Stapi.2506s0002	Sp7g17320
OG0015172	Stapi.5938s0002, Stapi.1109s0005	Sp7g17250
OG0015173	Stapi.10056s0002	Sp7g16370
OG0015175	Stapi.2908s0002, Stapi.2535s0002	Sp5g04530
OG0015176	Stapi.6929s0001	Sp5g04930
OG0015177	Stapi.5909s0002	Sp5g05560
OG0015178	Stapi.7087s0001	Sp5g05770
OG0015180	Stapi.1779s0010	Sp5g06120
OG0015181	Stapi.5894s0001	Sp5g06050
OG0015182	Stapi.6990s0005	Sp5g06150
OG0015183	Stapi.6990s0004	Sp5g06180
OG0015184	Stapi.7220s0001	Sp5g06200
OG0015185	Stapi.3776s0005	Sp5g06330
OG0015186	Stapi.5154s0005	Sp5g06400
OG0015187	Stapi.5235s0003	Sp5g06570
OG0015188	Stapi.7642s0001	Sp5g06580
OG0015189	Stapi.2737s0001	Sp5g06600
OG0015190	Stapi.2737s0003	Sp5g06640
OG0015191	Stapi.2737s0004	Sp5g06650
OG0015192	Stapi.5282s0003	Sp5g06820
OG0015193	Stapi.10739s0001	Sp5g06830
OG0015195	Stapi.5498s0002	Sp5g06970
OG0015196	Stapi.6628s0002	Sp5g07010
OG0015199	Stapi.0040s0001	Sp5g07140
OG0015200	Stapi.8598s0001	Sp5g07190
OG0015201	Stapi.4545s0002	Sp5g07200
OG0015202	Stapi.5010s0001	Sp5g07740
OG0015203	Stapi.0619s0003, Stapi.6752s0002, Stapi.2158s0004	Sp5g08590
OG0015204	Stapi.3215s0012	Sp5g09190
OG0015205	Stapi.0218s0039, Stapi.2358s0004	Sp5g10260
OG0015206	Stapi.0307s0009, Stapi.2787s0004	Sp5g10450
OG0015207	Stapi.3233s0003	Sp3g33460
OG0015209	Stapi.3439s0005	Sp3g34110
OG0015210	Stapi.3439s0004	Sp3g34120
OG0015211	Stapi.0444s0017	Sp6g31180
OG0015212	Stapi.0028s0050, Stapi.4371s0002	Sp5g16310
OG0015213	Stapi.0125s0027, Stapi.1348s0009	Sp5g16090
OG0015214	Stapi.1316s0006	Sp5g16060
OG0015215	Stapi.1485s0003	Sp5g15880
OG0015216	Stapi.2643s0005, Stapi.0935s0001	Sp5g14930
OG0015217	Stapi.0267s0003	Sp1g34710
OG0015218	Stapi.2496s0003	Sp7g15350
OG0015219	Stapi.9217s0001	Sp7g03710
OG0015222	Stapi.0736s0005, Stapi.2061s0008	Sp7g13870
OG0015224	Stapi.2203s0003, Stapi.0116s0014	Sp7g13150
OG0015226	Stapi.5248s0001	Sp7g12910
OG0015227	Stapi.3313s0003, Stapi.0541s0002	Sp7g12700
OG0015228	Stapi.11617s0001	SpUn0010_0230, Sp7g00750
OG0015229	Stapi.9403s0001, Stapi.8296s0002	Sp7g04520
OG0015230	Stapi.6301s0004	Sp7g04710
OG0015231	Stapi.0361s0006, Stapi.0599s0009	Sp7g05120
OG0015232	Stapi.1487s0006, Stapi.2682s0003	Sp7g05190
OG0015233	Stapi.8303s0001, Stapi.0500s0008	Sp7g05960
OG0015234	Stapi.1333s0001	Sp1g01080
OG0015235	Stapi.3019s0005, Stapi.1948s0004	Sp7g06610
OG0015237	Stapi.2812s0001	Sp7g25810, Sp7g25800, Sp7g25820
OG0015244	Stapi.1200s0008	Sp1g27780, Sp4g17760
OG0015245	Stapi.4556s0001, Stapi.6807s0001	Sp4g19210
OG0015250	Stapi.0898s0007	Sp1g10390
OG0015251	Stapi.0004s0031	Sp5g16470
OG0015255	Stapi.10808s0001, Stapi.9321s0004, Stapi.4718s0001	Sp6g01700
OG0015257	Stapi.0397s0007	Sp6g06800, Sp6g10420, SpUn1326_0010
OG0015258	Stapi.25622s0001, Stapi.2237s0007, Stapi.1360s0001	Sp5g21410
OG0015259	Stapi.10180s0001	Sp2g11790, Sp2g11780
OG0015260	Stapi.8620s0001, Stapi.8620s0004, Stapi.10766s0001, Stapi.2678s0001	Sp6g02320
OG0015261	Stapi.1854s0004	Sp1g38500
OG0015261	Stapi.8566s0004	SpUn1948_0010, Sp5g08540
OG0015262	Stapi.3785s0002	Sp1g26930
OG0015262	Stapi.2494s0002, Stapi.3152s0003	Sp1g26920
OG0015264	Stapi.2084s0001, Stapi.5169s0001, Stapi.1718s0004, Stapi.1185s0001	Sp4g15010
OG0015265	Stapi.0301s0007, Stapi.0301s0008	Sp1g33480, Sp1g33500
OG0015273	Stapi.0047s0017	Sp3g25490, Sp1g31840, SpUn0001_0310, SpUn0094_0030, Sp6g10150
OG0015275	Stapi.1054s0020, Stapi.3755s0007, Stapi.3755s0006, Stapi.5621s0008, Stapi.0270s0005	Sp2g28140
OG0015278	Stapi.1819s0002, Stapi.4519s0001, Stapi.2469s0006, Stapi.2676s0001, Stapi.10568s0001	Sp4g02130
OG0015327	Stapi.4826s0001	Sp2g12020
OG0015328	Stapi.3301s0005	Sp2g11760, Sp2g11720
OG0015330	Stapi.0242s0010	Sp2g11230
OG0015331	Stapi.5187s0002, Stapi.5187s0001	Sp2g11150
OG0015332	Stapi.12028s0001, Stapi.18320s0001	Sp2g11000
OG0015333	Stapi.0412s0013	Sp2g10850
OG0015334	Stapi.1085s0009	Sp2g10790
OG0015335	Stapi.1085s0003	Sp2g10740
OG0015336	Stapi.0738s0002	Sp2g10710
OG0015337	Stapi.3001s0005	Sp2g10570
OG0015340	Stapi.0226s0004	Sp2g10330
OG0015342	Stapi.3261s0008	Sp2g09630
OG0015343	Stapi.3261s0002	Sp2g09580
OG0015344	Stapi.0293s0010	Sp7g11130
OG0015345	Stapi.0965s0005, Stapi.0293s0005	Sp7g11110
OG0015346	Stapi.0293s0002	Sp7g11070
OG0015347	Stapi.0196s0018	Sp7g10950
OG0015349	Stapi.0159s0016	Sp7g10880
OG0015351	Stapi.0633s0007	Sp7g10660
OG0015353	Stapi.0205s0008	Sp3g28020
OG0015354	Stapi.0105s0005	Sp7g09990
OG0015356	Stapi.6294s0003	Sp4g05610
OG0015361	Stapi.1327s0002	SpUn0318_0010
OG0015362	Stapi.3164s0002	Sp4g03690
OG0015363	Stapi.3164s0003, Stapi.3449s0001	Sp4g03680
OG0015366	Stapi.2129s0002	Sp4g02950
OG0015368	Stapi.9923s0001	Sp4g02720
OG0015374	Stapi.3481s0003	Sp4g02480
OG0015375	Stapi.2138s0005, Stapi.20405s0001	Sp4g02445
OG0015379	Stapi.4713s0001	Sp4g02190
OG0015382	Stapi.0025s0013	Sp7g10540
OG0015384	Stapi.0139s0026	Sp4g11660
OG0015385	Stapi.0352s0007	Sp4g11500
OG0015386	Stapi.0876s0003	Sp4g11480
OG0015387	Stapi.0352s0011	Sp4g11470
OG0015388	Stapi.0445s0010	Sp4g11410
OG0015389	Stapi.1224s0005	Sp4g11390
OG0015390	Stapi.0110s0008	Sp4g11260
OG0015392	Stapi.2926s0001	Sp4g10910
OG0015393	Stapi.0043s0030	Sp4g10890
OG0015394	Stapi.0177s0004	Sp4g10760
OG0015395	Stapi.16979s0001, Stapi.1687s0007	Sp3g11150
OG0015399	Stapi.8380s0002	Sp4g22730
OG0015400	Stapi.10814s0003	Sp4g22670
OG0015403	Stapi.0932s0002	Sp4g22530
OG0015404	Stapi.29335s0001	Sp4g22290
OG0015405	Stapi.2982s0005	Sp4g22240
OG0015406	Stapi.12156s0002	Sp4g22160
OG0015409	Stapi.9885s0002	Sp4g21880
OG0015410	Stapi.1097s0011	Sp4g21430
OG0015411	Stapi.5227s0002	Sp4g21360
OG0015412	Stapi.2311s0006	Sp4g21330
OG0015414	Stapi.5851s0002	Sp4g21250
OG0015415	Stapi.6654s0003	Sp4g21180
OG0015418	Stapi.1035s0001	Sp4g20850
OG0015419	Stapi.9750s0001	Sp4g20830
OG0015422	Stapi.8401s0001	Sp4g20660
OG0015423	Stapi.7041s0001	Sp4g20500
OG0015425	Stapi.13830s0001	SpUn0322_0010
OG0015426	Stapi.8758s0001	Sp4g20390
OG0015430	Stapi.1862s0008	Sp4g20030
OG0015431	Stapi.5143s0006	Sp4g19940
OG0015432	Stapi.11715s0002	Sp4g19610
OG0015435	Stapi.5723s0003	Sp4g19330
OG0015436	Stapi.0005s0004	Sp4g19280
OG0015437	Stapi.2122s0008	Sp4g19010
OG0015438	Stapi.5028s0005	Sp4g18990
OG0015440	Stapi.2182s0008	Sp4g18570
OG0015441	Stapi.2182s0004	Sp4g18540
OG0015442	Stapi.5951s0001	Sp4g18380
OG0015443	Stapi.0307s0001	Sp4g18320
OG0015444	Stapi.3749s0001	Sp4g18130
OG0015447	Stapi.2548s0004	Sp4g18000
OG0015448	Stapi.0376s0001	Sp4g17920
OG0015449	Stapi.8610s0001	Sp4g17490
OG0015451	Stapi.1478s0008	Sp4g17370
OG0015452	Stapi.1751s0004	Sp4g17360
OG0015453	Stapi.1898s0004	Sp4g17230
OG0015455	Stapi.4468s0002	Sp4g17210
OG0015457	Stapi.6762s0002	Sp4g17100
OG0015459	Stapi.2969s0004	Sp4g16730
OG0015463	Stapi.1533s0005	Sp4g16270
OG0015464	Stapi.5193s0005	Sp4g16170
OG0015467	Stapi.2951s0011	Sp4g15630
OG0015468	Stapi.2301s0004	Sp6g05790
OG0015469	Stapi.2301s0003	Sp6g05800
OG0015470	Stapi.2537s0001	Sp6g05900
OG0015471	Stapi.1110s0009	Sp6g06100
OG0015473	Stapi.0290s0009	Sp6g06340
OG0015474	Stapi.8033s0001	Sp6g06640
OG0015475	Stapi.7360s0006	Sp6g06590
OG0015476	Stapi.3600s0003	Sp6g06430
OG0015478	Stapi.1573s0001, Stapi.6544s0002	Sp6g06850
OG0015479	Stapi.1891s0002	Sp5g02160
OG0015480	Stapi.0463s0004	Sp6g07100
OG0015481	Stapi.0134s0036	Sp6g07390
OG0015482	Stapi.0134s0023	Sp6g07540
OG0015483	Stapi.0134s0022	Sp6g07560
OG0015484	Stapi.0134s0005	Sp6g07620
OG0015485	Stapi.0611s0005	Sp6g07710
OG0015486	Stapi.0213s0023	Sp6g08200
OG0015488	Stapi.3398s0012	Sp7g37590
OG0015489	Stapi.3398s0006	Sp7g37510
OG0015490	Stapi.1525s0011	Sp7g37380
OG0015491	Stapi.1525s0014	Sp7g37320
OG0015492	Stapi.1525s0015	Sp7g37310
OG0015493	Stapi.1525s0017	Sp7g37280
OG0015494	Stapi.1525s0023	Sp7g37190
OG0015495	Stapi.9132s0002	Sp7g37150
OG0015496	Stapi.9132s0003	Sp7g37140
OG0015498	Stapi.9110s0001	Sp7g36980
OG0015500	Stapi.14279s0001	Sp7g36830
OG0015505	Stapi.8285s0002	Sp7g36460
OG0015509	Stapi.16586s0001	Sp7g36150
OG0015511	Stapi.16224s0001	Sp7g36050
OG0015512	Stapi.0991s0003	Sp7g35960
OG0015519	Stapi.9827s0001	Sp7g35380
OG0015523	Stapi.11690s0002	Sp7g35170
OG0015528	Stapi.8684s0003	Sp7g34750
OG0015533	Stapi.5831s0001	Sp7g34540
OG0015535	Stapi.4216s0007	Sp4g20780
OG0015536	Stapi.3725s0003	Sp4g20800
OG0015537	Stapi.2104s0012	Sp4g21050
OG0015538	Stapi.12239s0001	Sp4g21390
OG0015539	Stapi.7119s0003, Stapi.7119s0004	Sp4g22130
OG0015540	Stapi.2982s0007	Sp4g22220
OG0015541	Stapi.14304s0003	Sp4g22650
OG0015543	Stapi.2670s0005	Sp4g22920
OG0015548	Stapi.1505s0009	Sp4g23030
OG0015549	Stapi.1505s0004	Sp4g23080
OG0015551	Stapi.9420s0001	Sp4g23470
OG0015552	Stapi.6787s0002	Sp4g23670
OG0015554	Stapi.10656s0002	Sp4g23730
OG0015557	Stapi.2133s0003	Sp4g24070
OG0015558	Stapi.0923s0003, Stapi.1356s0003	Sp4g24140
OG0015560	Stapi.5590s0005	Sp4g24200
OG0015562	Stapi.7786s0004	Sp4g24420
OG0015563	Stapi.7786s0003	Sp4g24430
OG0015565	Stapi.1728s0008	Sp4g24530
OG0015566	Stapi.3908s0002	Sp4g24560
OG0015567	Stapi.3039s0001	Sp4g24650
OG0015568	Stapi.17249s0001	Sp4g24760
OG0015572	Stapi.19796s0001	Sp4g24880
OG0015587	Stapi.0938s0002	Sp4g26430
OG0015592	Stapi.1178s0014	Sp4g27020
OG0015595	Stapi.6285s0003	Sp4g27100
OG0015609	Stapi.1249s0012	Sp4g28350
OG0015617	Stapi.14063s0001	Sp4g28760
OG0015624	Stapi.4196s0009	Sp4g29450
OG0015628	Stapi.14241s0002	Sp4g29650
OG0015630	Stapi.5869s0004	Sp4g29830
OG0015631	Stapi.2580s0001	Sp4g29870
OG0015632	Stapi.2770s0005	Sp4g30010
OG0015633	Stapi.2770s0008	Sp4g30040
OG0015634	Stapi.8703s0002	Sp1g19220
OG0015636	Stapi.26043s0001	Sp1g19450
OG0015639	Stapi.5100s0002, Stapi.2023s0004	Sp1g19610
OG0015640	Stapi.6257s0003	Sp1g19620
OG0015641	Stapi.0906s0002, Stapi.7274s0001	Sp1g19760
OG0015642	Stapi.1925s0002	Sp1g20010
OG0015645	Stapi.4579s0003	Sp1g20300
OG0015649	Stapi.2588s0002	Sp1g20520
OG0015652	Stapi.16982s0002	Sp1g20800
OG0015654	Stapi.3499s0008	Sp1g20880
OG0015655	Stapi.4464s0001	Sp1g20970
OG0015656	Stapi.0064s0037	Sp1g21230
OG0015657	Stapi.0064s0033, Stapi.1636s0002, Stapi.3647s0004	Sp1g21270
OG0015658	Stapi.9844s0002	Sp1g21460
OG0015659	Stapi.14168s0001	Sp1g21670
OG0015665	Stapi.1042s0002	Sp1g22590
OG0015667	Stapi.9752s0001	Sp1g22820
OG0015668	Stapi.1632s0003	Sp1g22860
OG0015669	Stapi.4171s0002	Sp1g22920
OG0015671	Stapi.1438s0007	Sp1g23150
OG0015672	Stapi.6641s0001	Sp1g23180
OG0015674	Stapi.1063s0005	Sp1g23370
OG0015675	Stapi.1063s0006	Sp1g23380
OG0015676	Stapi.1675s0009	Sp1g23610
OG0015677	Stapi.1675s0002	Sp1g23690
OG0015680	Stapi.1701s0003	Sp1g23940
OG0015681	Stapi.1078s0014	Sp1g24070
OG0015682	Stapi.1116s0004	Sp1g24250
OG0015683	Stapi.5558s0001	Sp1g24350
OG0015684	Stapi.5516s0005	Sp1g24550, Sp6g10190, Sp1g24560
OG0015685	Stapi.5516s0006	Sp1g24570
OG0015688	Stapi.5899s0001	Sp1g24630
