Orthogroup	C_amplexicaulis	E_salsugineum
OG0010978	Caamp.0001s0139, Caamp.0076s0705	Thhalv10000817m.g
OG0010979	Caamp.0001s0148, Caamp.0076s0696	Thhalv10019804m.g, Thhalv10000984m.g
OG0010980	Caamp.0001s0158, Caamp.0076s0686	Thhalv10000994m.g
OG0010981	Caamp.0076s0667, Caamp.0001s0168	Thhalv10000781m.g
OG0010982	Caamp.0076s0660, Caamp.0001s0175	Thhalv10001032m.g
OG0010984	Caamp.0001s0201	Thhalv10001241m.g
OG0010985	Caamp.0076s0635, Caamp.0001s0206	Thhalv10000959m.g
OG0010986	Caamp.0076s0605, Caamp.0001s0221	Thhalv10000799m.g
OG0010987	Caamp.0001s0222, Caamp.0076s0604	Thhalv10001143m.g
OG0010988	Caamp.0001s0223, Caamp.0076s0603	Thhalv10000766m.g
OG0010989	Caamp.0001s0226	Thhalv10001002m.g
OG0010990	Caamp.0076s0595, Caamp.0001s0228	Thhalv10001080m.g
OG0010991	Caamp.0001s0229, Caamp.0076s0594	Thhalv10000741m.g
OG0010992	Caamp.0001s0235, Caamp.0076s0587	Thhalv10000779m.g
OG0010993	Caamp.0001s0251, Caamp.0076s0576	Thhalv10001033m.g
OG0010994	Caamp.0076s0575, Caamp.0001s0252	Thhalv10001188m.g
OG0010995	Caamp.0076s0573, Caamp.0001s0254	Thhalv10000979m.g
OG0010996	Caamp.0001s0260, Caamp.0076s0568	Thhalv10000956m.g
OG0010997	Caamp.0001s0298, Caamp.0061s0059	Thhalv10025402m.g
OG0010999	Caamp.0001s0313, Caamp.0061s0084	Thhalv10026311m.g
OG0011000	Caamp.0001s0320, Caamp.0107s0018	Thhalv10024625m.g
OG0011001	Caamp.0001s0330, Caamp.0010s0360	Thhalv10025468m.g
OG0011002	Caamp.0008s0138, Caamp.0010s0032	Thhalv10002154m.g
OG0011003	Caamp.0008s0132, Caamp.0010s0038	Thhalv10001908m.g
OG0011004	Caamp.0008s0129, Caamp.0010s0045	Thhalv10001933m.g
OG0011005	Caamp.0010s0051	Thhalv10001899m.g
OG0011006	Caamp.0010s0070	Thhalv10000347m.g
OG0011007	Caamp.0010s0074, Caamp.0099s0129	Thhalv10000330m.g
OG0011008	Caamp.1039s0431, Caamp.0010s0080	Thhalv10000103m.g
OG0011009	Caamp.0010s0082, Caamp.1039s0432	Thhalv10011247m.g
OG0011010	Caamp.0010s0089	Thhalv10000518m.g
OG0011011	Caamp.0010s0093, Caamp.1039s0437	Thhalv10023629m.g
OG0011012	Caamp.0010s0112, Caamp.1039s0402	Thhalv10000057m.g
OG0011013	Caamp.0010s0114, Caamp.1039s0400	Thhalv10000733m.g
OG0011014	Caamp.0010s0120, Caamp.1039s0396	Thhalv10000655m.g
OG0011015	Caamp.0010s0130, Caamp.1039s0361	Thhalv10000052m.g
OG0011016	Caamp.1039s0378, Caamp.0010s0140	Thhalv10000155m.g
OG0011017	Caamp.1039s0332, Caamp.0010s0155	Thhalv10029137m.g
OG0011018	Caamp.0010s0177, Caamp.1039s0298	Thhalv10000345m.g
OG0011019	Caamp.0010s0178, Caamp.1039s0297	Thhalv10000372m.g
OG0011020	Caamp.0010s0186, Caamp.1039s0288	Thhalv10000139m.g
OG0011021	Caamp.1039s0279, Caamp.0010s0195	Thhalv10000143m.g
OG0011022	Caamp.0010s0209, Caamp.0078s0128	Thhalv10010927m.g
OG0011023	Caamp.1039s0257, Caamp.0010s0220	Thhalv10000269m.g
OG0011024	Caamp.1039s0251, Caamp.0010s0229	Thhalv10000640m.g
OG0011025	Caamp.1039s0249, Caamp.0010s0231	Thhalv10000081m.g
OG0011026	Caamp.0010s0232, Caamp.1039s0248	Thhalv10000692m.g
OG0011027	Caamp.1039s0242, Caamp.0010s0237	Thhalv10000291m.g
OG0011028	Caamp.1039s0236, Caamp.0010s0240	Thhalv10000226m.g
OG0011029	Caamp.1039s0234, Caamp.0010s0242	Thhalv10000091m.g
OG0011030	Caamp.1039s0203, Caamp.0010s0278	Thhalv10000270m.g
OG0011031	Caamp.0010s0295, Caamp.1039s0191	Thhalv10000163m.g
OG0011032	Caamp.1039s0193, Caamp.0010s0296	Thhalv10000392m.g
OG0011033	Caamp.1039s0194, Caamp.0010s0297	Thhalv10000405m.g
OG0011034	Caamp.1039s0184, Caamp.0010s0302	Thhalv10000147m.g
OG0011035	Caamp.0004s0273, Caamp.0010s0318, Caamp.0038s0016	Thhalv10000500m.g
OG0011036	Caamp.0010s0330, Caamp.0101s0044	Thhalv10016829m.g
OG0011037	Caamp.0101s0008, Caamp.0013s0023	Thhalv10017378m.g
OG0011038	Caamp.0013s0037, Caamp.0101s0021	Thhalv10017375m.g
OG0011039	Caamp.0013s0046, Caamp.0101s0028	Thhalv10016592m.g
OG0011040	Caamp.0013s0052, Caamp.0101s0033	Thhalv10017176m.g
OG0011041	Caamp.0013s0053, Caamp.0101s0034	Thhalv10016555m.g
OG0011042	Caamp.0013s0062, Caamp.0101s0043	Thhalv10017921m.g
OG0011043	Caamp.0101s0045	Thhalv10016234m.g
OG0011044	Caamp.0013s0090, Caamp.0101s0062	Thhalv10016806m.g
OG0011045	Caamp.0101s0065, Caamp.0013s0095	Thhalv10016449m.g
OG0011046	Caamp.0101s0071, Caamp.0097s0700	Thhalv10016238m.g
OG0011047	Caamp.0101s0078, Caamp.0097s0707	Thhalv10016649m.g
OG0011048	Caamp.0101s0080, Caamp.0097s0708	Thhalv10016468m.g
OG0011049	Caamp.0101s0083, Caamp.0097s0709	Thhalv10017524m.g
OG0011050	Caamp.0097s0725, Caamp.0101s0096	Thhalv10017279m.g
OG0011051	Caamp.0097s0726, Caamp.0101s0097	Thhalv10016630m.g
OG0011052	Caamp.0101s0099, Caamp.0097s0728	Thhalv10016181m.g
OG0011053	Caamp.0052s0051, Caamp.0101s0104	Thhalv10016681m.g
OG0011054	Caamp.0101s0107, Caamp.0097s0738	Thhalv10017205m.g
OG0011055	Caamp.0097s0740, Caamp.0101s0109	Thhalv10016903m.g
OG0011056	Caamp.0097s0741, Caamp.0101s0110	Thhalv10016598m.g
OG0011057	Caamp.0026s0231, Caamp.0101s0127	Thhalv10002579m.g
OG0011058	Caamp.0101s0132, Caamp.0026s0234	Thhalv10002675m.g
OG0011059	Caamp.0064s0510, Caamp.0101s0140	Thhalv10002477m.g
OG0011062	Caamp.0101s0146, Caamp.0064s0493	Thhalv10008863m.g
OG0011063	Caamp.0064s0455, Caamp.0101s0150	Thhalv10002406m.g
OG0011064	Caamp.0101s0151, Caamp.0064s0450	Thhalv10002563m.g
OG0011065	Caamp.0101s0155, Caamp.0069s0010	Thhalv10002643m.g
OG0011066	Caamp.0101s0191, Caamp.0026s0225	Thhalv10002485m.g
OG0011067	Caamp.1031s0290, Caamp.0102s0001	Thhalv10017917m.g
OG0011068	Caamp.0102s0007, Caamp.1031s0280	Thhalv10017268m.g
OG0011069	Caamp.1031s0277, Caamp.0102s0010	Thhalv10017347m.g
OG0011070	Caamp.0102s0013, Caamp.1031s0274	Thhalv10016915m.g
OG0011071	Caamp.0102s0016, Caamp.1031s0270	Thhalv10016559m.g
OG0011072	Caamp.0102s0018, Caamp.1031s0268	Thhalv10016439m.g
OG0011073	Caamp.0102s0021, Caamp.1031s0265	Thhalv10016691m.g
OG0011074	Caamp.0102s0026, Caamp.1031s0257	Thhalv10016733m.g
OG0011075	Caamp.1031s0248, Caamp.0102s0035	Thhalv10016697m.g
OG0011076	Caamp.0102s0038	Thhalv10016208m.g
OG0011077	Caamp.1031s0244, Caamp.0102s0039	Thhalv10016403m.g
OG0011078	Caamp.0102s0046, Caamp.1031s0239	Thhalv10017060m.g
OG0011079	Caamp.0102s0047, Caamp.1031s0238	Thhalv10017237m.g
OG0011080	Caamp.1031s0237, Caamp.0102s0048	Thhalv10016489m.g
OG0011081	Caamp.0102s0053, Caamp.1031s0232	Thhalv10016128m.g
OG0011082	Caamp.1031s0231, Caamp.0102s0054	Thhalv10017194m.g
OG0011083	Caamp.1031s0229, Caamp.0102s0057	Thhalv10017972m.g
OG0011084	Caamp.1031s0215, Caamp.0102s0070	Thhalv10016794m.g
OG0011085	Caamp.1031s0210, Caamp.0102s0073	Thhalv10016951m.g
OG0011086	Caamp.0102s0082, Caamp.1031s0197	Thhalv10016330m.g
OG0011087	Caamp.1031s0195, Caamp.0102s0084	Thhalv10016600m.g
OG0011088	Caamp.0065s0194, Caamp.0102s0085	Thhalv10017481m.g
OG0011089	Caamp.1031s0189, Caamp.0102s0091	Thhalv10016689m.g
OG0011090	Caamp.1031s0187, Caamp.0102s0093	Thhalv10017011m.g
OG0011091	Caamp.0102s0097, Caamp.1031s0182	Thhalv10016727m.g
OG0011092	Caamp.0102s0099	Thhalv10016771m.g
OG0011093	Caamp.0102s0122	Thhalv10017641m.g
OG0011094	Caamp.1031s0146, Caamp.0102s0129	Thhalv10016278m.g
OG0011095	Caamp.1031s0144, Caamp.0102s0131	Thhalv10016747m.g
OG0011096	Caamp.1031s0142, Caamp.0102s0134	Thhalv10017943m.g
OG0011097	Caamp.1031s0133, Caamp.0102s0144	Thhalv10017189m.g
OG0011098	Caamp.1031s0130, Caamp.0102s0149	Thhalv10016324m.g
OG0011099	Caamp.0102s0157, Caamp.1031s0127	Thhalv10017647m.g
OG0011100	Caamp.0102s0159, Caamp.1031s0124	Thhalv10017396m.g
OG0011101	Caamp.1031s0120, Caamp.0102s0165	Thhalv10016535m.g
OG0011102	Caamp.1031s0111, Caamp.0102s0174	Thhalv10016949m.g
OG0011103	Caamp.1031s0108, Caamp.0102s0177	Thhalv10017250m.g
OG0011104	Caamp.1031s0107, Caamp.0102s0178	Thhalv10016463m.g
OG0011105	Caamp.0102s0179, Caamp.1031s0106	Thhalv10017213m.g
OG0011106	Caamp.1031s0104, Caamp.0102s0181	Thhalv10017245m.g
OG0011107	Caamp.1031s0103, Caamp.0102s0182	Thhalv10016992m.g
OG0011108	Caamp.0102s0184, Caamp.1031s0101	Thhalv10016863m.g
OG0011109	Caamp.0102s0186, Caamp.1031s0099	Thhalv10017266m.g
OG0011110	Caamp.1031s0094, Caamp.0102s0192	Thhalv10017800m.g
OG0011111	Caamp.1031s0087, Caamp.0102s0199	Thhalv10016859m.g
OG0011112	Caamp.0102s0210	Thhalv10016346m.g
OG0011113	Caamp.0102s0212, Caamp.1031s0071	Thhalv10016492m.g
OG0011114	Caamp.0102s0221, Caamp.1031s0058	Thhalv10016571m.g
OG0011115	Caamp.0102s0223, Caamp.1031s0056	Thhalv10017037m.g
OG0011116	Caamp.1031s0044, Caamp.0102s0236	Thhalv10016551m.g
OG0011117	Caamp.0102s0237, Caamp.1031s0042	Thhalv10017008m.g
OG0011119	Caamp.0102s0244, Caamp.1031s0036	Thhalv10017020m.g
OG0011120	Caamp.1031s0030, Caamp.0102s0251	Thhalv10017151m.g
OG0011121	Caamp.0102s0253, Caamp.1031s0028	Thhalv10017238m.g
OG0011122	Caamp.0102s0258	Thhalv10016423m.g
OG0011123	Caamp.1031s0021, Caamp.0102s0262	Thhalv10017650m.g
OG0011124	Caamp.1031s0020, Caamp.0102s0263	Thhalv10017444m.g
OG0011125	Caamp.0102s0267	Thhalv10017138m.g
OG0011126	Caamp.1031s0010, Caamp.0102s0275	Thhalv10017530m.g
OG0011127	Caamp.1031s0003, Caamp.0102s0283	Thhalv10016917m.g
OG0011128	Caamp.0105s0776, Caamp.0102s0290	Thhalv10016930m.g
OG0011129	Caamp.0105s0762, Caamp.0102s0302	Thhalv10017918m.g
OG0011130	Caamp.0105s0754, Caamp.0102s0309	Thhalv10017303m.g
OG0011131	Caamp.0105s0753, Caamp.0102s0310	Thhalv10016170m.g
OG0011132	Caamp.0102s0312, Caamp.0105s0751	Thhalv10017652m.g
OG0011133	Caamp.0102s0315, Caamp.0105s0747	Thhalv10017074m.g
OG0011134	Caamp.0102s0316, Caamp.0105s0746	Thhalv10016916m.g
OG0011135	Caamp.0105s0738, Caamp.0102s0322	Thhalv10017275m.g
OG0011136	Caamp.0102s0331, Caamp.0105s0731	Thhalv10017023m.g
OG0011137	Caamp.0105s0724, Caamp.0102s0339	Thhalv10016485m.g
OG0011138	Caamp.0102s0344, Caamp.0105s0719	Thhalv10016877m.g
OG0011140	Caamp.0102s0353, Caamp.0105s0710	Thhalv10016975m.g
OG0011141	Caamp.0105s0709, Caamp.0102s0354	Thhalv10016168m.g
OG0011142	Caamp.0102s0358, Caamp.0105s0706	Thhalv10016383m.g
OG0011144	Caamp.0105s0670, Caamp.0102s0392	Thhalv10016353m.g
OG0011145	Caamp.0105s0662, Caamp.0102s0402	Thhalv10017537m.g
OG0011146	Caamp.0102s0405	Thhalv10017290m.g
OG0011147	Caamp.0102s0423, Caamp.0105s0640	Thhalv10016843m.g
OG0011148	Caamp.0102s0425, Caamp.0105s0638	Thhalv10016595m.g
OG0011149	Caamp.0102s0428	Thhalv10016966m.g
OG0011150	Caamp.0105s0636, Caamp.0102s0429	Thhalv10017798m.g
OG0011151	Caamp.0102s0430, Caamp.0105s0635	Thhalv10017557m.g
OG0011152	Caamp.0105s0623, Caamp.0102s0442	Thhalv10017064m.g
OG0011153	Caamp.0102s0447, Caamp.0105s0616	Thhalv10017726m.g
OG0011154	Caamp.0105s0614, Caamp.0102s0449	Thhalv10016730m.g
OG0011155	Caamp.0105s0612, Caamp.0102s0453	Thhalv10017882m.g
OG0011156	Caamp.0105s0611, Caamp.0102s0454	Thhalv10017281m.g
OG0011157	Caamp.0105s0593, Caamp.0102s0472	Thhalv10016484m.g
OG0011158	Caamp.0102s0474	Thhalv10017258m.g
OG0011159	Caamp.0102s0480	Thhalv10016655m.g
OG0011160	Caamp.0102s0481	Thhalv10016754m.g
OG0011161	Caamp.0105s0575, Caamp.0102s0494	Thhalv10016740m.g
OG0011162	Caamp.0102s0497	Thhalv10016800m.g
OG0011163	Caamp.0102s0501, Caamp.0105s0569	Thhalv10016892m.g
OG0011164	Caamp.0102s0503, Caamp.0105s0567	Thhalv10016994m.g
OG0011165	Caamp.0102s0504, Caamp.0105s0566	Thhalv10017563m.g
OG0011166	Caamp.0105s0562, Caamp.0102s0508	Thhalv10016900m.g
OG0011167	Caamp.0105s0556, Caamp.0102s0512	Thhalv10016981m.g
OG0011168	Caamp.0102s0513, Caamp.0105s0555	Thhalv10017485m.g
OG0011169	Caamp.0105s0549, Caamp.0102s0518	Thhalv10016759m.g
OG0011170	Caamp.0105s0546, Caamp.0102s0521	Thhalv10017262m.g
OG0011171	Caamp.0102s0525, Caamp.0105s0542	Thhalv10016432m.g
OG0011172	Caamp.0102s0535, Caamp.0105s0530	Thhalv10016553m.g
OG0011173	Caamp.0105s0527, Caamp.0102s0538	Thhalv10017962m.g
OG0011174	Caamp.0105s0510, Caamp.0102s0555	Thhalv10016714m.g
OG0011175	Caamp.0105s0508, Caamp.0102s0558	Thhalv10016496m.g
OG0011176	Caamp.0102s0566, Caamp.0105s0501	Thhalv10017542m.g
OG0011177	Caamp.0102s0569	Thhalv10017961m.g
OG0011179	Caamp.0102s0579, Caamp.0105s0487	Thhalv10017600m.g
OG0011180	Caamp.0102s0580, Caamp.0190s0751, Caamp.0105s0486	Thhalv10017344m.g
OG0011181	Caamp.0102s0584, Caamp.0105s0481	Thhalv10017034m.g
OG0011182	Caamp.0102s0585, Caamp.0105s0480	Thhalv10017730m.g
OG0011183	Caamp.0105s0477, Caamp.0102s0588	Thhalv10016547m.g
OG0011184	Caamp.0102s0590, Caamp.0105s0474	Thhalv10017058m.g
OG0011185	Caamp.0102s0593, Caamp.0105s0471	Thhalv10017825m.g
OG0011186	Caamp.0102s0594, Caamp.0105s0467	Thhalv10016486m.g
OG0011187	Caamp.0102s0614, Caamp.0105s0448	Thhalv10016543m.g
OG0011188	Caamp.0105s0438, Caamp.0102s0624	Thhalv10016874m.g
OG0011189	Caamp.0105s0437, Caamp.0102s0625	Thhalv10017133m.g
OG0011190	Caamp.0105s0431, Caamp.0102s0629	Thhalv10017065m.g
OG0011191	Caamp.0102s0648, Caamp.0105s0412	Thhalv10017206m.g
OG0011192	Caamp.0105s0411, Caamp.0102s0649	Thhalv10017458m.g
OG0011193	Caamp.0102s0657, Caamp.0105s0401	Thhalv10017235m.g
OG0011194	Caamp.0102s0659, Caamp.0105s0399	Thhalv10017732m.g
OG0011195	Caamp.0102s0662	Thhalv10016452m.g
OG0011196	Caamp.0102s0667, Caamp.0105s0392	Thhalv10017002m.g
OG0011197	Caamp.0105s0382, Caamp.0102s0676	Thhalv10017573m.g
OG0011198	Caamp.0105s0378, Caamp.0102s0680	Thhalv10017251m.g
OG0011199	Caamp.0105s0373, Caamp.0102s0684	Thhalv10017201m.g
OG0011200	Caamp.0105s0370, Caamp.0102s0687	Thhalv10017083m.g
OG0011201	Caamp.0105s0368, Caamp.0102s0691	Thhalv10017178m.g
OG0011202	Caamp.0028s0242, Caamp.0102s0700	Thhalv10028825m.g
OG0011203	Caamp.0102s0704, Caamp.0028s0239	Thhalv10029314m.g
OG0011204	Caamp.0102s0715, Caamp.0028s0227	Thhalv10028709m.g
OG0011205	Caamp.0102s0726	Thhalv10028390m.g
OG0011206	Caamp.0028s0205, Caamp.0102s0735	Thhalv10028506m.g
OG0011207	Caamp.0102s0737, Caamp.0028s0203	Thhalv10028811m.g
OG0011208	Caamp.0028s0198, Caamp.0102s0741	Thhalv10029035m.g
OG0011209	Caamp.0102s0746	Thhalv10028737m.g
OG0011210	Caamp.0028s0174, Caamp.0102s0771	Thhalv10029109m.g
OG0011211	Caamp.0028s0156, Caamp.0102s0779	Thhalv10029345m.g
OG0011212	Caamp.0028s0159, Caamp.0102s0782	Thhalv10028928m.g
OG0011213	Caamp.0102s0785, Caamp.0028s0162	Thhalv10028954m.g
OG0011214	Caamp.0028s0167, Caamp.0102s0791	Thhalv10029078m.g
OG0011215	Caamp.0028s0169, Caamp.0102s0795	Thhalv10028973m.g
OG0011216	Caamp.0028s0170, Caamp.0102s0796	Thhalv10028794m.g
OG0011217	Caamp.0028s0147, Caamp.0102s0812	Thhalv10023851m.g, Thhalv10024017m.g, Thhalv10024060m.g
OG0011218	Caamp.0028s0144, Caamp.0102s0815	Thhalv10029450m.g
OG0011219	Caamp.0102s0820	Thhalv10028606m.g, Thhalv10029247m.g
OG0011221	Caamp.0102s0824, Caamp.0028s0137	Thhalv10028781m.g
OG0011222	Caamp.0102s0826	Thhalv10028784m.g
OG0011223	Caamp.0102s0835	Thhalv10028770m.g
OG0011224	Caamp.0102s0837	Thhalv10028483m.g
OG0011225	Caamp.0102s0841, Caamp.0028s0121	Thhalv10028779m.g
OG0011226	Caamp.0028s0113, Caamp.0102s0849	Thhalv10029059m.g
OG0011227	Caamp.0102s0851, Caamp.0102s0853	Thhalv10029048m.g
OG0011228	Caamp.0028s0107, Caamp.0102s0856	Thhalv10029034m.g
OG0011229	Caamp.0102s0857, Caamp.0028s0106	Thhalv10028566m.g
OG0011230	Caamp.0028s0104, Caamp.0102s0859	Thhalv10028921m.g
OG0011231	Caamp.0102s0864, Caamp.0028s0097	Thhalv10029015m.g
OG0011232	Caamp.0102s0873, Caamp.0028s0091	Thhalv10028776m.g
OG0011233	Caamp.0028s0086, Caamp.0102s0878	Thhalv10028854m.g
OG0011234	Caamp.0028s0085, Caamp.0102s0879	Thhalv10028858m.g
OG0011235	Caamp.0102s0881	Thhalv10028904m.g
OG0011236	Caamp.0102s0898, Caamp.0028s0069	Thhalv10028805m.g
OG0011237	Caamp.0028s0064, Caamp.0102s0902	Thhalv10029299m.g
OG0011238	Caamp.0102s0914	Thhalv10028665m.g
OG0011239	Caamp.0028s0049, Caamp.0102s0915	Thhalv10029288m.g
OG0011240	Caamp.0188s1085, Caamp.0102s0923, Caamp.0275s0089	Thhalv10008544m.g
OG0011241	Caamp.0028s0042, Caamp.0102s0925	Thhalv10029064m.g
OG0011242	Caamp.0028s0041, Caamp.0102s0926	Thhalv10028522m.g
OG0011243	Caamp.0028s0011, Caamp.0102s0991	Thhalv10028793m.g
OG0011244	Caamp.0028s0005, Caamp.0102s0999	Thhalv10028848m.g
OG0011245	Caamp.0049s0045, Caamp.0102s1007	Thhalv10028661m.g
OG0011246	Caamp.0102s1008, Caamp.0049s0043	Thhalv10028819m.g
OG0011247	Caamp.0049s0042, Caamp.0102s1009	Thhalv10029031m.g
OG0011248	Caamp.0102s1014, Caamp.0049s0028	Thhalv10028627m.g
OG0011249	Caamp.1027s0001, Caamp.0059s0150	Thhalv10025146m.g
OG0011250	Caamp.1027s0010	Thhalv10026049m.g
OG0011251	Caamp.1027s0014, Caamp.0059s0138	Thhalv10025058m.g
OG0011252	Caamp.0059s0136, Caamp.1027s0016	Thhalv10025229m.g
OG0011253	Caamp.1027s0020	Thhalv10024524m.g
OG0011254	Caamp.1027s0022	Thhalv10025065m.g
OG0011255	Caamp.1027s0026	Thhalv10025976m.g
OG0011256	Caamp.1027s0029	Thhalv10024216m.g
OG0011257	Caamp.1027s0051	Thhalv10025358m.g
OG0011258	Caamp.0094s0001, Caamp.1027s0053	Thhalv10024188m.g
OG0011259	Caamp.1027s0056, Caamp.0094s0004	Thhalv10025990m.g
OG0011260	Caamp.0094s0005, Caamp.1027s0057	Thhalv10025463m.g
OG0011261	Caamp.1027s0060, Caamp.0094s0008	Thhalv10026657m.g
OG0011262	Caamp.1027s0066, Caamp.0094s0013	Thhalv10024895m.g
OG0011263	Caamp.0094s0030, Caamp.1027s0075	Thhalv10024289m.g
OG0011264	Caamp.0094s0031, Caamp.1027s0076	Thhalv10026133m.g
OG0011265	Caamp.1027s0082, Caamp.0094s0037	Thhalv10025644m.g
OG0011266	Caamp.0094s0039, Caamp.1027s0084	Thhalv10025282m.g
OG0011267	Caamp.1027s0095, Caamp.1035s1194	Thhalv10027175m.g
OG0011268	Caamp.0094s0050, Caamp.1027s0098	Thhalv10027542m.g
OG0011269	Caamp.1027s0106, Caamp.0094s0058	Thhalv10025667m.g
OG0011270	Caamp.1027s0114, Caamp.0094s0068	Thhalv10025515m.g
OG0011272	Caamp.0094s0080, Caamp.1027s0130	Thhalv10024641m.g
OG0011273	Caamp.1027s0139, Caamp.0094s0086	Thhalv10025622m.g
OG0011274	Caamp.0094s0088, Caamp.1027s0141	Thhalv10024607m.g
OG0011275	Caamp.1027s0142, Caamp.0094s0089	Thhalv10027166m.g
OG0011276	Caamp.1027s0144, Caamp.0094s0091	Thhalv10026855m.g
OG0011278	Caamp.0094s0104, Caamp.1027s0158	Thhalv10025861m.g
OG0011279	Caamp.1027s0163, Caamp.0094s0109	Thhalv10024923m.g
OG0011280	Caamp.1027s0166, Caamp.0094s0112	Thhalv10027577m.g
OG0011281	Caamp.1027s0180, Caamp.0094s0126	Thhalv10024538m.g
OG0011282	Caamp.0094s0127, Caamp.1027s0181	Thhalv10025280m.g
OG0011283	Caamp.1027s0182, Caamp.0094s0128	Thhalv10024612m.g
OG0011284	Caamp.1027s0183, Caamp.0094s0130	Thhalv10026749m.g
OG0011285	Caamp.1027s0188, Caamp.0094s0134	Thhalv10024934m.g
OG0011286	Caamp.1027s0189, Caamp.0094s0138, Caamp.0094s0135	Thhalv10026209m.g
OG0011287	Caamp.1027s0200, Caamp.0094s0149	Thhalv10026561m.g
OG0011288	Caamp.0094s0150, Caamp.1027s0201	Thhalv10025884m.g
OG0011289	Caamp.1027s0206, Caamp.0094s0155	Thhalv10024807m.g
OG0011290	Caamp.1027s0207, Caamp.0094s0156	Thhalv10024915m.g
OG0011291	Caamp.1027s0209, Caamp.0073s0032	Thhalv10026843m.g
OG0011292	Caamp.0094s0173, Caamp.1027s0218	Thhalv10024767m.g
OG0011293	Caamp.1027s0227, Caamp.0094s0165	Thhalv10025969m.g
OG0011294	Caamp.1027s0244, Caamp.0094s0191	Thhalv10025747m.g
OG0011295	Caamp.1027s0246, Caamp.0094s0193	Thhalv10025742m.g
OG0011296	Caamp.0094s0194, Caamp.1027s0247	Thhalv10024484m.g
OG0011297	Caamp.0094s0196, Caamp.1027s0249	Thhalv10025483m.g
OG0011298	Caamp.0094s0197, Caamp.1027s0250	Thhalv10024924m.g
OG0011299	Caamp.1027s0251, Caamp.0094s0198	Thhalv10026288m.g
OG0011300	Caamp.1027s0253, Caamp.0094s0200	Thhalv10025268m.g
OG0011301	Caamp.1027s0267, Caamp.0094s0216	Thhalv10024737m.g
OG0011302	Caamp.1027s0271, Caamp.0094s0220	Thhalv10025060m.g
OG0011303	Caamp.0094s0224, Caamp.1027s0277	Thhalv10024834m.g
OG0011304	Caamp.1031s0060	Thhalv10017944m.g, Thhalv10027500m.g
OG0011305	Caamp.1031s0180	Thhalv10016823m.g
OG0011306	Caamp.1031s0181	Thhalv10017310m.g
OG0011307	Caamp.1031s0213	Thhalv10029353m.g, Thhalv10017439m.g
OG0011308	Caamp.0095s0662, Caamp.1031s0255	Thhalv10006093m.g
OG0011309	Caamp.1031s0278	Thhalv10016426m.g
OG0011310	Caamp.1031s0294, Caamp.0076s1679	Thhalv10017120m.g
OG0011311	Caamp.1031s0302, Caamp.0076s1671	Thhalv10016719m.g
OG0011312	Caamp.1031s0305, Caamp.0076s1668	Thhalv10016269m.g
OG0011313	Caamp.1031s0310	Thhalv10016132m.g
OG0011314	Caamp.0076s1658, Caamp.1031s0316	Thhalv10016922m.g
OG0011315	Caamp.0076s1657, Caamp.1031s0317	Thhalv10016526m.g
OG0011316	Caamp.1031s0318, Caamp.0076s1656	Thhalv10016932m.g
OG0011317	Caamp.1031s0319, Caamp.0076s1655	Thhalv10016195m.g
OG0011318	Caamp.0076s1646, Caamp.1031s0327	Thhalv10017276m.g
OG0011319	Caamp.0076s1642, Caamp.1031s0331	Thhalv10016332m.g
OG0011320	Caamp.0076s1641, Caamp.1031s0332	Thhalv10016704m.g
OG0011321	Caamp.1031s0333, Caamp.0076s1640	Thhalv10017302m.g
OG0011322	Caamp.1031s0336, Caamp.0076s1637	Thhalv10016844m.g
OG0011323	Caamp.0076s1630, Caamp.1031s0343	Thhalv10017546m.g
OG0011324	Caamp.0076s1623, Caamp.1031s0349	Thhalv10017345m.g
OG0011325	Caamp.1031s0355	Thhalv10017768m.g, Thhalv10017269m.g
OG0011326	Caamp.0076s1613, Caamp.1031s0359	Thhalv10016826m.g
OG0011327	Caamp.0076s1612, Caamp.1031s0360, Caamp.0023s0099	Thhalv10006358m.g
OG0011328	Caamp.0076s1608, Caamp.1031s0363	Thhalv10017004m.g
OG0011329	Caamp.0076s1604, Caamp.1031s0366	Thhalv10017207m.g
OG0011330	Caamp.1031s0369, Caamp.0076s1602	Thhalv10016390m.g
OG0011331	Caamp.0076s1599, Caamp.1031s0372	Thhalv10017295m.g
OG0011332	Caamp.0076s1598, Caamp.1031s0373	Thhalv10016924m.g
OG0011333	Caamp.0076s1591, Caamp.1031s0380	Thhalv10016621m.g
OG0011334	Caamp.0076s1588, Caamp.1031s0382	Thhalv10017244m.g
OG0011335	Caamp.0076s1584, Caamp.1031s0386	Thhalv10016988m.g
OG0011336	Caamp.1031s0387, Caamp.0076s1583	Thhalv10016807m.g
OG0011337	Caamp.1031s0390, Caamp.0076s1579	Thhalv10016628m.g
OG0011338	Caamp.1031s0402, Caamp.0076s1564	Thhalv10016680m.g
OG0011339	Caamp.1031s0420, Caamp.0076s1548	Thhalv10017043m.g
OG0011340	Caamp.1031s0424, Caamp.0076s1542	Thhalv10017981m.g
OG0011341	Caamp.1031s0425, Caamp.0076s1538	Thhalv10016816m.g
OG0011342	Caamp.0076s1529, Caamp.1031s0439	Thhalv10017923m.g
OG0011343	Caamp.0076s1528, Caamp.1031s0440	Thhalv10017175m.g
OG0011344	Caamp.1031s0456, Caamp.0076s1508	Thhalv10016832m.g
OG0011345	Caamp.1031s0458, Caamp.0076s1506	Thhalv10017098m.g
