Orthogroup	S_pinnata	S_diversifolius
OG0008643	Stapi.6880s0001, Stapi.9568s0001	Sdiv_ptg000027l_0131-R
OG0008644	Stapi.12861s0001, Stapi.1453s0005	Sdiv_ptg000027l_0145-R
OG0008645	Stapi.8202s0002	Sdiv_ptg000004l_0179-R
OG0008646	Stapi.1453s0003	Sdiv_ptg000004l_0177-R, Sdiv_ptg000027l_0146-R
OG0008647	Stapi.2596s0002	Sdiv_ptg000004l_0174-R, Sdiv_ptg000027l_0149-R
OG0008648	Stapi.4873s0005	Sdiv_ptg000010l_2401-R
OG0008648	Stapi.0802s0004	Sdiv_ptg000009l_0523-R
OG0008649	Stapi.5599s0002	Sdiv_ptg000009l_0544-R
OG0008649	Stapi.5788s0005	Sdiv_ptg000010l_2381-R
OG0008650	Stapi.1566s0007	Sdiv_ptg000009l_0698-R, Sdiv_ptg000010l_2225-R
OG0008651	Stapi.12534s0001, Stapi.4517s0005	Sdiv_ptg000010l_1972-R
OG0008652	Stapi.0819s0008	Sdiv_ptg000009l_0967-R, Sdiv_ptg000010l_1964-R
OG0008653	Stapi.0819s0012	Sdiv_ptg000010l_1959-R
OG0008654	Stapi.2329s0003	Sdiv_ptg000009l_0971-R
OG0008655	Stapi.4594s0003	Sdiv_ptg000009l_0974-R
OG0008656	Stapi.5269s0001, Stapi.4594s0002	Sdiv_ptg000009l_0975-R
OG0008657	Stapi.0691s0006	Sdiv_ptg000010l_1953-R
OG0008658	Stapi.2684s0003	Sdiv_ptg000009l_0981-R
OG0008659	Stapi.2684s0011, Stapi.13944s0002	Sdiv_ptg000010l_1943-R, Sdiv_ptg000009l_0987-R
OG0008660	Stapi.2045s0004	Sdiv_ptg000009l_0993-R
OG0008661	Stapi.1070s0001	Sdiv_ptg000009l_1027-R
OG0008661	Stapi.0702s0016	Sdiv_ptg000010l_1902-R
OG0008662	Stapi.2102s0006	Sdiv_ptg000010l_1812-R
OG0008663	Stapi.2102s0004	Sdiv_ptg000009l_1431-R
OG0008664	Stapi.3763s0002	Sdiv_ptg000010l_1804-R, Sdiv_ptg000009l_1439-R
OG0008665	Stapi.3205s0002, Stapi.6611s0001	Sdiv_ptg000010l_1803-R
OG0008666	Stapi.6277s0001	Sdiv_ptg000010l_1802-R
OG0008667	Stapi.0234s0011	Sdiv_ptg000009l_1448-R
OG0008668	Stapi.2241s0004	Sdiv_ptg000010l_1797-R
OG0008669	Stapi.2241s0003	Sdiv_ptg000010l_1795-R
OG0008670	Stapi.3195s0002, Stapi.0234s0018	Sdiv_ptg000009l_1450-R
OG0008671	Stapi.0234s0023	Sdiv_ptg000009l_1455-R
OG0008672	Stapi.0234s0025, Stapi.1559s0009	Sdiv_ptg000010l_1787-R
OG0008673	Stapi.1559s0007	Sdiv_ptg000010l_1785-R
OG0008674	Stapi.0234s0028	Sdiv_ptg000010l_1784-R, Sdiv_ptg000009l_1462-R
OG0008675	Stapi.1845s0002	Sdiv_ptg000010l_1779-R, Sdiv_ptg000009l_1464-R
OG0008676	Stapi.6009s0008	Sdiv_ptg000010l_1774-R
OG0008677	Stapi.1845s0010	Sdiv_ptg000010l_1773-R, Sdiv_ptg000009l_1470-R
OG0008678	Stapi.0976s0006	Sdiv_ptg000010l_1765-R
OG0008679	Stapi.0454s0002	Sdiv_ptg000010l_1759-R, Sdiv_ptg000009l_1483-R
OG0008680	Stapi.5993s0001	Sdiv_ptg000010l_1758-R
OG0008681	Stapi.5728s0001	Sdiv_ptg000009l_1487-R
OG0008682	Stapi.2613s0003	Sdiv_ptg000009l_1491-R, Sdiv_ptg000010l_1753-R
OG0008683	Stapi.5387s0004	Sdiv_ptg000009l_1496-R
OG0008684	Stapi.7241s0003	Sdiv_ptg000009l_1498-R, Sdiv_ptg000010l_1747-R
OG0008686	Stapi.6632s0002	Sdiv_ptg000010l_1744-R
OG0008687	Stapi.0363s0017	Sdiv_ptg000010l_1741-R, Sdiv_ptg000009l_1500-R
OG0008688	Stapi.0363s0012	Sdiv_ptg000009l_1503-R
OG0008689	Stapi.2194s0005	Sdiv_ptg000010l_1730-R
OG0008690	Stapi.0642s0008	Sdiv_ptg000009l_1520-R, Sdiv_ptg000010l_1721-R
OG0008691	Stapi.5819s0001, Stapi.0387s0012	Sdiv_ptg000009l_1532-R
OG0008692	Stapi.2143s0006	Sdiv_ptg000010l_1706-R
OG0008694	Stapi.0651s0003	Sdiv_ptg000010l_1702-R, Sdiv_ptg000009l_1546-R
OG0008695	Stapi.0287s0009	Sdiv_ptg000010l_1699-R, Sdiv_ptg000009l_1551-R
OG0008696	Stapi.0287s0011	Sdiv_ptg000010l_1697-R
OG0008697	Stapi.0743s0008, Stapi.0287s0012	Sdiv_ptg000010l_1696-R
OG0008698	Stapi.2422s0001	Sdiv_ptg000009l_1566-R, Sdiv_ptg000010l_1689-R
OG0008699	Stapi.0370s0019, Stapi.3333s0001, Stapi.2404s0004	Sdiv_ptg000010l_1686-R
OG0008700	Stapi.5067s0002	Sdiv_ptg000009l_1570-R
OG0008701	Stapi.5067s0001, Stapi.0370s0016	Sdiv_ptg000009l_1571-R
OG0008702	Stapi.0370s0013	Sdiv_ptg000009l_1572-R
OG0008703	Stapi.0370s0010	Sdiv_ptg000010l_1678-R, Sdiv_ptg000009l_1575-R
OG0008704	Stapi.0843s0003	Sdiv_ptg000009l_1579-R
OG0008705	Stapi.4659s0001, Stapi.0843s0005	Sdiv_ptg000010l_1672-R
OG0008706	Stapi.1457s0007	Sdiv_ptg000003l_1586-R
OG0008707	Stapi.0788s0013	Sdiv_ptg000014l_1484-R
OG0008708	Stapi.0788s0012	Sdiv_ptg000014l_1483-R
OG0008709	Stapi.1018s0011	Sdiv_ptg000003l_1702-R
OG0008710	Stapi.0801s0008, Stapi.0788s0008	Sdiv_ptg000014l_1481-R
OG0008711	Stapi.1018s0005	Sdiv_ptg000003l_1704-R, Sdiv_ptg000014l_1480-R
OG0008712	Stapi.1018s0001	Sdiv_ptg000003l_1708-R
OG0008713	Stapi.1247s0012, Stapi.1032s0006	Sdiv_ptg000003l_1713-R
OG0008714	Stapi.1247s0008, Stapi.1032s0004	Sdiv_ptg000014l_1469-R
OG0008715	Stapi.1032s0002	Sdiv_ptg000003l_1716-R
OG0008716	Stapi.3430s0003	Sdiv_ptg000003l_1718-R
OG0008717	Stapi.0277s0002	Sdiv_ptg000003l_1731-R
OG0008718	Stapi.0998s0001, Stapi.2004s0003	Sdiv_ptg000003l_1733-R
OG0008719	Stapi.2004s0004, Stapi.2791s0002, Stapi.0591s0008	Sdiv_ptg000003l_1737-R
OG0008720	Stapi.0196s0031, Stapi.0127s0019, Stapi.2348s0001	Sdiv_ptg000003l_1743-R
OG0008721	Stapi.2348s0003	Sdiv_ptg000003l_1744-R, Sdiv_ptg000014l_2704-R
OG0008722	Stapi.0979s0003, Stapi.2237s0008	Sdiv_ptg000003l_1750-R
OG0008723	Stapi.0979s0004, Stapi.2237s0006	Sdiv_ptg000014l_2709-R
OG0008724	Stapi.0979s0011	Sdiv_ptg000014l_2717-R, Sdiv_ptg000003l_1760-R
OG0008725	Stapi.5247s0005, Stapi.3147s0003	Sdiv_ptg000014l_2725-R
OG0008726	Stapi.9593s0001	Sdiv_ptg000003l_1770-R, Sdiv_ptg000014l_2731-R
OG0008727	Stapi.16980s0001	Sdiv_ptg000007l_2074-R, Sdiv_ptg000012l_0069-R
OG0008728	Stapi.3477s0001	Sdiv_ptg000007l_2075-R
OG0008729	Stapi.2720s0009	Sdiv_ptg000012l_0060-R
OG0008730	Stapi.2720s0006	Sdiv_ptg000012l_0057-R
OG0008731	Stapi.5827s0003	Sdiv_ptg000012l_0045-R, Sdiv_ptg000007l_2095-R
OG0008732	Stapi.29336s0001	Sdiv_ptg000007l_2100-R
OG0008733	Stapi.0052s0064	Sdiv_ptg000007l_2101-R, Sdiv_ptg000012l_0041-R
OG0008734	Stapi.2121s0002, Stapi.0857s0011	Sdiv_ptg000001l_1241-R
OG0008735	Stapi.0084s0041	Sdiv_ptg000008l_0686-R, Sdiv_ptg000022l_0731-R
OG0008736	Stapi.0084s0034	Sdiv_ptg000022l_0728-R
OG0008737	Stapi.0084s0026	Sdiv_ptg000008l_0695-R
OG0008738	Stapi.4381s0003	Sdiv_ptg000022l_0724-R, Sdiv_ptg000008l_0697-R
OG0008739	Stapi.0084s0052	Sdiv_ptg000008l_0703-R, Sdiv_ptg000022l_0737-R
OG0008740	Stapi.5452s0002, Stapi.2104s0022	Sdiv_ptg000008l_0709-R
OG0008741	Stapi.2104s0018	Sdiv_ptg000022l_0747-R
OG0008741	Stapi.0942s0004	Sdiv_ptg000008l_0713-R
OG0008742	Stapi.0681s0018	Sdiv_ptg000008l_0715-R, Sdiv_ptg000022l_0937-R
OG0008743	Stapi.0231s0004, Stapi.0681s0015	Sdiv_ptg000008l_0717-R
OG0008744	Stapi.0231s0005	Sdiv_ptg000022l_0934-R
OG0008745	Stapi.2885s0003	Sdiv_ptg000014l_0375-R
OG0008746	Stapi.4001s0001	Sdiv_ptg000008l_0731-R
OG0008747	Stapi.1405s0006	Sdiv_ptg000008l_0735-R, Sdiv_ptg000022l_0911-R
OG0008748	Stapi.1405s0005	Sdiv_ptg000022l_0910-R
OG0008749	Stapi.1405s0004	Sdiv_ptg000022l_0909-R
OG0008750	Stapi.11073s0001	Sdiv_ptg000022l_0908-R
OG0008751	Stapi.0680s0005, Stapi.11073s0002	Sdiv_ptg000008l_0738-R
OG0008752	Stapi.4444s0006	Sdiv_ptg000022l_0905-R, Sdiv_ptg000008l_0742-R
OG0008753	Stapi.2418s0008	Sdiv_ptg000022l_0903-R
OG0008754	Stapi.0777s0009	Sdiv_ptg000022l_0898-R, Sdiv_ptg000008l_0746-R
OG0008755	Stapi.0777s0003, Stapi.2738s0005	Sdiv_ptg000008l_0751-R
OG0008756	Stapi.2738s0002	Sdiv_ptg000022l_0890-R
OG0008757	Stapi.2418s0003	Sdiv_ptg000022l_0889-R
OG0008758	Stapi.2418s0004	Sdiv_ptg000008l_0755-R, Sdiv_ptg000022l_0888-R
OG0008759	Stapi.1376s0004	Sdiv_ptg000022l_0885-R
OG0008761	Stapi.0684s0022	Sdiv_ptg000022l_0881-R, Sdiv_ptg000008l_0761-R
OG0008762	Stapi.0684s0020	Sdiv_ptg000008l_0762-R, Sdiv_ptg000022l_0880-R
OG0008763	Stapi.1180s0007, Stapi.0684s0016	Sdiv_ptg000022l_0875-R
OG0008764	Stapi.3039s0005	Sdiv_ptg000015l_0171-R
OG0008765	Stapi.0684s0006	Sdiv_ptg000022l_0868-R
OG0008766	Stapi.0684s0005, Stapi.0684s0004	Sdiv_ptg000008l_0774-R
OG0008767	Stapi.2080s0003	Sdiv_ptg000008l_0776-R
OG0008769	Stapi.1812s0005	Sdiv_ptg000022l_0861-R
OG0008770	Stapi.0115s0023	Sdiv_ptg000008l_0787-R
OG0008771	Stapi.0115s0025	Sdiv_ptg000008l_0788-R
OG0008772	Stapi.2394s0005	Sdiv_ptg000022l_0853-R
OG0008773	Stapi.0381s0008	Sdiv_ptg000022l_0848-R, Sdiv_ptg000022l_0847-R, Sdiv_ptg000022l_0849-R
OG0008774	Stapi.0291s0028	Sdiv_ptg000022l_0788-R
OG0008775	Stapi.0405s0010	Sdiv_ptg000022l_0792-R, Sdiv_ptg000008l_0802-R
OG0008776	Stapi.4377s0001	Sdiv_ptg000022l_0795-R
OG0008777	Stapi.0364s0033	Sdiv_ptg000022l_0797-R
OG0008778	Stapi.0364s0028	Sdiv_ptg000022l_0800-R
OG0008779	Stapi.8014s0002, Stapi.0364s0027	Sdiv_ptg000022l_0801-R
OG0008780	Stapi.2013s0001, Stapi.0364s0025	Sdiv_ptg000022l_0804-R
OG0008781	Stapi.6991s0001	Sdiv_ptg000008l_0813-R
OG0008781	Stapi.0364s0008	Sdiv_ptg000022l_0835-R
OG0008782	Stapi.0364s0005	Sdiv_ptg000022l_0834-R, Sdiv_ptg000008l_0814-R
OG0008783	Stapi.1215s0009	Sdiv_ptg000022l_0832-R
OG0008784	Stapi.1215s0006	Sdiv_ptg000022l_0830-R
OG0008785	Stapi.1215s0004	Sdiv_ptg000008l_0818-R, Sdiv_ptg000022l_0827-R
OG0008786	Stapi.2190s0004	Sdiv_ptg000008l_0822-R
OG0008787	Stapi.0883s0009	Sdiv_ptg000022l_0820-R
OG0008788	Stapi.0883s0007	Sdiv_ptg000022l_0818-R
OG0008789	Stapi.0798s0006	Sdiv_ptg000022l_0810-R
OG0008790	Stapi.1192s0009	Sdiv_ptg000008l_0836-R
OG0008791	Stapi.0291s0008, Stapi.19991s0001	Sdiv_ptg000022l_0781-R
OG0008792	Stapi.8512s0001, Stapi.0235s0020	Sdiv_ptg000008l_0854-R
OG0008793	Stapi.0235s0018	Sdiv_ptg000022l_0775-R
OG0008794	Stapi.1185s0005	Sdiv_ptg000008l_0856-R
OG0008794	Stapi.0235s0015	Sdiv_ptg000022l_0773-R
OG0008795	Stapi.0235s0007, Stapi.5412s0001, Stapi.3827s0006	Sdiv_ptg000008l_0859-R
OG0008796	Stapi.1462s0004	Sdiv_ptg000022l_0940-R
OG0008797	Stapi.0938s0012, Stapi.2211s0003	Sdiv_ptg000022l_0751-R
OG0008798	Stapi.0731s0007, Stapi.2211s0001, Stapi.2104s0015	Sdiv_ptg000022l_0750-R
OG0008799	Stapi.1419s0005	Sdiv_ptg000008l_1005-R
OG0008800	Stapi.3173s0004	Sdiv_ptg000022l_1092-R
OG0008800	Stapi.15449s0001, Stapi.14363s0003	Sdiv_ptg000008l_1015-R
OG0008801	Stapi.25600s0001, Stapi.26021s0001, Stapi.7920s0003, Stapi.2548s0005	Sdiv_ptg000008l_1054-R
OG0008802	Stapi.1425s0004	Sdiv_ptg000022l_1147-R
OG0008802	Stapi.1576s0008	Sdiv_ptg000008l_1067-R
OG0008803	Stapi.8132s0001	Sdiv_ptg000022l_1186-R, Sdiv_ptg000008l_1100-R
OG0008804	Stapi.11715s0001, Stapi.2010s0005, Stapi.24119s0001	Sdiv_ptg000008l_1169-R
OG0008806	Stapi.10355s0001, Stapi.5831s0004	Sdiv_ptg000005l_1857-R
OG0008807	Stapi.10355s0002	Sdiv_ptg000004l_2170-R, Sdiv_ptg000005l_1856-R
OG0008808	Stapi.10355s0003	Sdiv_ptg000004l_2169-R
OG0008809	Stapi.5831s0006	Sdiv_ptg000004l_2165-R, Sdiv_ptg000005l_1851-R
OG0008810	Stapi.5789s0001	Sdiv_ptg000004l_2162-R
OG0008811	Stapi.13493s0002	Sdiv_ptg000004l_2161-R
OG0008812	Stapi.13493s0001	Sdiv_ptg000004l_2160-R, Sdiv_ptg000005l_1846-R
OG0008813	Stapi.0466s0014	Sdiv_ptg000005l_1840-R
OG0008814	Stapi.5003s0004	Sdiv_ptg000004l_2154-R, Sdiv_ptg000005l_1838-R
OG0008815	Stapi.5003s0003	Sdiv_ptg000004l_2153-R
OG0008816	Stapi.5003s0002	Sdiv_ptg000005l_1836-R
OG0008817	Stapi.16540s0001	Sdiv_ptg000004l_2149-R, Sdiv_ptg000005l_1830-R
OG0008818	Stapi.5917s0001	Sdiv_ptg000005l_1823-R
OG0008819	Stapi.14299s0001	Sdiv_ptg000005l_1817-R, Sdiv_ptg000004l_2136-R
OG0008820	Stapi.5620s0001	Sdiv_ptg000005l_1814-R, Sdiv_ptg000004l_2134-R
OG0008822	Stapi.8859s0001	Sdiv_ptg000004l_2131-R, Sdiv_ptg000005l_1811-R
OG0008823	Stapi.14078s0001	Sdiv_ptg000005l_1807-R, Sdiv_ptg000004l_2127-R
OG0008824	Stapi.3444s0002	Sdiv_ptg000005l_1804-R, Sdiv_ptg000004l_2124-R
OG0008826	Stapi.5484s0004, Stapi.3420s0002	Sdiv_ptg000005l_1779-R
OG0008827	Stapi.5484s0006	Sdiv_ptg000005l_1775-R
OG0008828	Stapi.5484s0009	Sdiv_ptg000005l_1774-R
OG0008830	Stapi.5080s0001	Sdiv_ptg000004l_2092-R, Sdiv_ptg000005l_1768-R
OG0008832	Stapi.13135s0001	Sdiv_ptg000004l_2071-R, Sdiv_ptg000005l_1759-R
OG0008834	Stapi.7962s0001	Sdiv_ptg000004l_2068-R
OG0008835	Stapi.2219s0003	Sdiv_ptg000004l_2065-R, Sdiv_ptg000005l_1752-R
OG0008836	Stapi.7897s0003	Sdiv_ptg000004l_2060-R, Sdiv_ptg000005l_1747-R
OG0008837	Stapi.5216s0004	Sdiv_ptg000005l_1742-R, Sdiv_ptg000004l_2051-R
OG0008838	Stapi.0550s0015	Sdiv_ptg000004l_2040-R, Sdiv_ptg000005l_1730-R
OG0008839	Stapi.0550s0011	Sdiv_ptg000005l_1724-R
OG0008840	Stapi.0550s0007	Sdiv_ptg000005l_1721-R, Sdiv_ptg000004l_2031-R
OG0008841	Stapi.11144s0001, Stapi.0550s0006	Sdiv_ptg000004l_2030-R
OG0008842	Stapi.0550s0004	Sdiv_ptg000005l_1718-R
OG0008843	Stapi.2879s0005	Sdiv_ptg000005l_1713-R, Sdiv_ptg000004l_2025-R
OG0008844	Stapi.2879s0003	Sdiv_ptg000004l_2024-R, Sdiv_ptg000005l_1712-R
OG0008845	Stapi.8100s0002, Stapi.2879s0002	Sdiv_ptg000005l_1706-R
OG0008846	Stapi.2879s0001	Sdiv_ptg000005l_1703-R
OG0008848	Stapi.4761s0007	Sdiv_ptg000004l_2012-R, Sdiv_ptg000005l_1700-R
OG0008849	Stapi.5686s0003, Stapi.4761s0001	Sdiv_ptg000004l_2010-R
OG0008850	Stapi.2776s0005	Sdiv_ptg000005l_1695-R
OG0008851	Stapi.2776s0001	Sdiv_ptg000005l_1694-R
OG0008852	Stapi.1382s0013	Sdiv_ptg000004l_2001-R
OG0008853	Stapi.1382s0009	Sdiv_ptg000005l_1687-R, Sdiv_ptg000004l_1999-R
OG0008854	Stapi.1382s0008	Sdiv_ptg000004l_1998-R, Sdiv_ptg000005l_1686-R
OG0008855	Stapi.6773s0003	Sdiv_ptg000004l_1995-R, Sdiv_ptg000005l_1683-R
OG0008856	Stapi.1382s0006, Stapi.6773s0004	Sdiv_ptg000005l_1682-R
OG0008857	Stapi.10249s0001	Sdiv_ptg000004l_1978-R
OG0008858	Stapi.1649s0002	Sdiv_ptg000004l_1969-R, Sdiv_ptg000005l_1660-R
OG0008859	Stapi.2674s0003	Sdiv_ptg000004l_1968-R
OG0008862	Stapi.4685s0003	Sdiv_ptg000004l_1959-R, Sdiv_ptg000005l_1650-R
OG0008863	Stapi.4685s0004	Sdiv_ptg000005l_1649-R, Sdiv_ptg000004l_1958-R
OG0008864	Stapi.2419s0006	Sdiv_ptg000004l_1955-R
OG0008865	Stapi.2567s0007	Sdiv_ptg000004l_1951-R, Sdiv_ptg000005l_1641-R
OG0008867	Stapi.8557s0002	Sdiv_ptg000005l_1635-R
OG0008868	Stapi.5971s0002	Sdiv_ptg000005l_1627-R, Sdiv_ptg000004l_1933-R
OG0008869	Stapi.11741s0001	Sdiv_ptg000004l_1929-R
OG0008870	Stapi.4042s0002	Sdiv_ptg000004l_1923-R
OG0008871	Stapi.4042s0003	Sdiv_ptg000005l_1616-R
OG0008872	Stapi.5817s0001	Sdiv_ptg000004l_1920-R, Sdiv_ptg000005l_1615-R
OG0008874	Stapi.5921s0004	Sdiv_ptg000005l_1610-R
OG0008875	Stapi.3988s0001	Sdiv_ptg000005l_1608-R
OG0008876	Stapi.1466s0003, Stapi.1466s0004	Sdiv_ptg000005l_1605-R
OG0008877	Stapi.0172s0028, Stapi.1109s0006	Sdiv_ptg000004l_1906-R
OG0008878	Stapi.0172s0029	Sdiv_ptg000005l_1601-R
OG0008879	Stapi.0172s0031	Sdiv_ptg000005l_1598-R
OG0008880	Stapi.5683s0003	Sdiv_ptg000004l_1899-R
OG0008881	Stapi.0586s0001	Sdiv_ptg000005l_1591-R, Sdiv_ptg000004l_1894-R
OG0008882	Stapi.3989s0004	Sdiv_ptg000005l_1588-R
OG0008883	Stapi.13360s0002	Sdiv_ptg000004l_1886-R
OG0008884	Stapi.3540s0004	Sdiv_ptg000004l_1880-R
OG0008885	Stapi.22177s0001	Sdiv_ptg000005l_1577-R, Sdiv_ptg000004l_1879-R
OG0008886	Stapi.0617s0014	Sdiv_ptg000005l_1575-R, Sdiv_ptg000004l_1877-R
OG0008887	Stapi.7124s0002	Sdiv_ptg000004l_1876-R
OG0008888	Stapi.16588s0002	Sdiv_ptg000004l_1875-R, Sdiv_ptg000005l_1573-R
OG0008889	Stapi.7720s0003	Sdiv_ptg000004l_1873-R, Sdiv_ptg000005l_1571-R
OG0008890	Stapi.1895s0009	Sdiv_ptg000005l_1569-R
OG0008891	Stapi.1895s0004	Sdiv_ptg000004l_1866-R
OG0008892	Stapi.0253s0014	Sdiv_ptg000004l_1858-R
OG0008893	Stapi.0253s0009	Sdiv_ptg000004l_1856-R
OG0008894	Stapi.1285s0005	Sdiv_ptg000004l_1852-R
OG0008896	Stapi.3780s0001	Sdiv_ptg000005l_1552-R
OG0008897	Stapi.3780s0006	Sdiv_ptg000004l_1844-R, Sdiv_ptg000005l_1549-R
OG0008898	Stapi.7224s0003, Stapi.9738s0001	Sdiv_ptg000005l_1544-R
OG0008899	Stapi.7224s0002	Sdiv_ptg000004l_1838-R
OG0008900	Stapi.6458s0001	Sdiv_ptg000004l_1837-R
OG0008901	Stapi.6458s0004	Sdiv_ptg000004l_1831-R
OG0008902	Stapi.6143s0003	Sdiv_ptg000004l_1830-R, Sdiv_ptg000005l_1537-R
OG0008903	Stapi.8179s0002	Sdiv_ptg000005l_1534-R
OG0008904	Stapi.18544s0001	Sdiv_ptg000004l_1825-R, Sdiv_ptg000005l_1532-R
OG0008905	Stapi.9849s0001	Sdiv_ptg000004l_1822-R
OG0008906	Stapi.7189s0004	Sdiv_ptg000005l_1527-R
OG0008907	Stapi.8460s0001	Sdiv_ptg000004l_1817-R
OG0008908	Stapi.6524s0001	Sdiv_ptg000005l_1519-R
OG0008909	Stapi.5554s0004	Sdiv_ptg000004l_1808-R, Sdiv_ptg000005l_1516-R
OG0008910	Stapi.5554s0001	Sdiv_ptg000004l_1804-R, Sdiv_ptg000005l_1513-R
OG0008911	Stapi.11316s0002	Sdiv_ptg000004l_1800-R
OG0008912	Stapi.7144s0002, Stapi.11316s0003	Sdiv_ptg000004l_1799-R
OG0008913	Stapi.11316s0004	Sdiv_ptg000004l_1798-R
OG0008914	Stapi.10600s0001	Sdiv_ptg000005l_1500-R
OG0008917	Stapi.5545s0002	Sdiv_ptg000012l_2003-R
OG0008918	Stapi.1758s0006	Sdiv_ptg000012l_1999-R
OG0008919	Stapi.0333s0002	Sdiv_ptg000012l_1996-R
OG0008920	Stapi.3228s0002	Sdiv_ptg000004l_1107-R
OG0008921	Stapi.1806s0006	Sdiv_ptg000007l_0344-R
OG0008922	Stapi.0161s0029, Stapi.1076s0005	Sdiv_ptg000012l_1981-R
OG0008923	Stapi.6519s0005, Stapi.0602s0010	Sdiv_ptg000007l_0358-R
OG0008924	Stapi.11917s0001	Sdiv_ptg000007l_0042-R
OG0008925	Stapi.2654s0002	Sdiv_ptg000012l_1962-R
OG0008926	Stapi.0026s0015, Stapi.6541s0001	Sdiv_ptg000012l_1957-R
OG0008927	Stapi.1283s0007	Sdiv_ptg000012l_1954-R
OG0008928	Stapi.0120s0016	Sdiv_ptg000007l_0384-R, Sdiv_ptg000012l_1947-R
OG0008929	Stapi.3673s0003	Sdiv_ptg000012l_1945-R
OG0008930	Stapi.0021s0040	Sdiv_ptg000007l_0392-R
OG0008931	Stapi.0076s0018	Sdiv_ptg000012l_1930-R
OG0008932	Stapi.0022s0034	Sdiv_ptg000012l_1926-R, Sdiv_ptg000007l_0409-R
OG0008934	Stapi.0090s0021	Sdiv_ptg000012l_1918-R
OG0008937	Stapi.0056s0030	Sdiv_ptg000012l_1813-R
OG0008938	Stapi.0019s0055	Sdiv_ptg000007l_0487-R
OG0008941	Stapi.0052s0049	Sdiv_ptg000012l_1886-R
OG0008942	Stapi.0421s0012	Sdiv_ptg000271l_0001-R, Sdiv_ptg000089l_0002-R, Sdiv_ptg000050l_0001-R, Sdiv_ptg000494l_0005-R
OG0008943	Stapi.0421s0001	Sdiv_ptg000089l_0054-R, Sdiv_ptg000129l_0007-R, Sdiv_ptg000089l_0011-R, Sdiv_ptg000839c_0008-R
OG0008944	Stapi.0421s0003	Sdiv_ptg000089l_0056-R, Sdiv_ptg000129l_0005-R, Sdiv_ptg000839c_0006-R, Sdiv_ptg000089l_0013-R
OG0008947	Stapi.0136s0014	Sdiv_ptg000004l_0363-R
OG0008948	Stapi.0033s0025	Sdiv_ptg000004l_0383-R
OG0008949	Stapi.1389s0004	Sdiv_ptg000005l_0113-R
OG0008949	Stapi.0732s0012, Stapi.1831s0004, Stapi.10390s0001	Sdiv_ptg000012l_1858-R
OG0008951	Stapi.4431s0005, Stapi.0114s0008	Sdiv_ptg000005l_0137-R
OG0008953	Stapi.0256s0012	Sdiv_ptg000004l_0415-R
OG0008954	Stapi.0356s0025	Sdiv_ptg000007l_1004-R, Sdiv_ptg000012l_1228-R
OG0008955	Stapi.3590s0007	Sdiv_ptg000012l_1224-R
OG0008956	Stapi.4192s0002	Sdiv_ptg000012l_1219-R, Sdiv_ptg000007l_1014-R
OG0008957	Stapi.12881s0001	Sdiv_ptg000012l_1211-R
OG0008959	Stapi.4025s0003	Sdiv_ptg000007l_1022-R
OG0008960	Stapi.0551s0003	Sdiv_ptg000012l_1205-R, Sdiv_ptg000007l_1026-R
OG0008961	Stapi.0551s0007, Stapi.3071s0002	Sdiv_ptg000012l_1202-R
OG0008962	Stapi.1246s0011	Sdiv_ptg000012l_1194-R
OG0008963	Stapi.1246s0008	Sdiv_ptg000012l_1192-R
OG0008964	Stapi.0280s0004	Sdiv_ptg000007l_1080-R
OG0008964	Stapi.1682s0006	Sdiv_ptg000012l_1151-R
OG0008965	Stapi.9724s0001, Stapi.2239s0002	Sdiv_ptg000007l_1185-R, Sdiv_ptg000012l_1031-R
OG0008966	Stapi.5691s0004	Sdiv_ptg000007l_1200-R
OG0008966	Stapi.4956s0002	Sdiv_ptg000012l_1018-R
OG0008968	Stapi.2357s0006, Stapi.0341s0001, Stapi.5541s0002	Sdiv_ptg000007l_1368-R
OG0008969	Stapi.2697s0008, Stapi.4044s0003	Sdiv_ptg000012l_0837-R, Sdiv_ptg000007l_1378-R
OG0008970	Stapi.2123s0003, Stapi.4460s0002, Stapi.2472s0006	Sdiv_ptg000007l_1472-R
OG0008971	Stapi.0579s0007	Sdiv_ptg000012l_0650-R
OG0008972	Stapi.3372s0002	Sdiv_ptg000012l_0585-R
OG0008973	Stapi.3954s0004, Stapi.24568s0001, Stapi.10172s0001	Sdiv_ptg000007l_1621-R
OG0008974	Stapi.2134s0005	Sdiv_ptg000007l_1631-R
OG0008976	Stapi.0015s0015	Sdiv_ptg000004l_0333-R
OG0008977	Stapi.4875s0002	Sdiv_ptg000004l_0324-R, Sdiv_ptg000005l_0061-R
OG0008978	Stapi.2838s0003	Sdiv_ptg000005l_0052-R, Sdiv_ptg000004l_0312-R
OG0008979	Stapi.4618s0001	Sdiv_ptg000004l_0313-R
OG0008980	Stapi.13776s0001	Sdiv_ptg000022l_0647-R
OG0008981	Stapi.0824s0007	Sdiv_ptg000022l_0643-R, Sdiv_ptg000008l_0611-R
OG0008982	Stapi.8566s0002, Stapi.0824s0002	Sdiv_ptg000008l_0607-R
OG0008985	Stapi.0071s0038	Sdiv_ptg000013l_0484-R, Sdiv_ptg000001l_0518-R
OG0008986	Stapi.0219s0009	Sdiv_ptg000013l_0475-R, Sdiv_ptg000001l_0507-R
OG0008987	Stapi.0219s0010	Sdiv_ptg000001l_0506-R
