og,gene_1,gene_2,C_amplexicaulis,E_salsugineum,S_diversifolius,S_parvula,retained.both,retained.S_div,retained.C_amp,retained.neither,other
10380,Sdiv_ptg000015l_0537-R,Sdiv_ptg000002l_1618-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10381,Sdiv_ptg000015l_0538-R,Sdiv_ptg000002l_1617-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10382,Sdiv_ptg000015l_0539-R,Sdiv_ptg000002l_1616-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10383,Sdiv_ptg000015l_0540-R,Sdiv_ptg000002l_1615-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10384,Sdiv_ptg000015l_0542-R,Sdiv_ptg000002l_1614-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10385,Sdiv_ptg000015l_0543-R,Sdiv_ptg000002l_1613-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10386,Sdiv_ptg000015l_0544-R,Sdiv_ptg000002l_1611-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10387,Sdiv_ptg000015l_0545-R,Sdiv_ptg000002l_1610-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10388,Sdiv_ptg000002l_0687-R,Sdiv_ptg000015l_1439-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10389,Sdiv_ptg000015l_0547-R,Sdiv_ptg000002l_1609-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10390,Sdiv_ptg000015l_0548-R,Sdiv_ptg000002l_1608-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10391,Sdiv_ptg000015l_0550-R,Sdiv_ptg000002l_1606-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10392,Sdiv_ptg000015l_0551-R,Sdiv_ptg000002l_1605-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10393,Sdiv_ptg000015l_0553-R,Sdiv_ptg000002l_1604-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10394,Sdiv_ptg000015l_0554-R,Sdiv_ptg000002l_1603-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10395,Sdiv_ptg000015l_0555-R,Sdiv_ptg000002l_1602-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10396,Sdiv_ptg000002l_0688-R,Sdiv_ptg000015l_1438-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10397,Sdiv_ptg000015l_0556-R,Sdiv_ptg000002l_1601-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10398,Sdiv_ptg000015l_0557-R,Sdiv_ptg000002l_1600-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10399,Sdiv_ptg000015l_0558-R,Sdiv_ptg000002l_1599-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10400,Sdiv_ptg000015l_0559-R,Sdiv_ptg000002l_1598-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10401,Sdiv_ptg000015l_0560-R,Sdiv_ptg000002l_1597-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10402,Sdiv_ptg000015l_0561-R,Sdiv_ptg000002l_1596-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10403,Sdiv_ptg000015l_0564-R,Sdiv_ptg000002l_1595-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10404,Sdiv_ptg000015l_0565-R,Sdiv_ptg000002l_1594-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10405,Sdiv_ptg000002l_0689-R,Sdiv_ptg000015l_1437-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10406,Sdiv_ptg000015l_0567-R,Sdiv_ptg000002l_1591-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10407,Sdiv_ptg000015l_0569-R,Sdiv_ptg000002l_1590-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10408,Sdiv_ptg000015l_0570-R,Sdiv_ptg000002l_1589-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10409,Sdiv_ptg000015l_0572-R,Sdiv_ptg000002l_1588-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10410,Sdiv_ptg000015l_0573-R,Sdiv_ptg000002l_1587-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10411,Sdiv_ptg000015l_0574-R,Sdiv_ptg000002l_1586-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10412,Sdiv_ptg000015l_0575-R,Sdiv_ptg000002l_1584-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10413,Sdiv_ptg000002l_0690-R,Sdiv_ptg000015l_1436-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10414,Sdiv_ptg000015l_0576-R,Sdiv_ptg000002l_1583-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10415,Sdiv_ptg000015l_0577-R,Sdiv_ptg000002l_1582-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10416,Sdiv_ptg000015l_0578-R,Sdiv_ptg000002l_1581-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10417,Sdiv_ptg000015l_0580-R,Sdiv_ptg000002l_1579-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10418,Sdiv_ptg000015l_0583-R,Sdiv_ptg000002l_1576-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10419,Sdiv_ptg000015l_0585-R,Sdiv_ptg000002l_1572-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10420,Sdiv_ptg000015l_0587-R,Sdiv_ptg000002l_1569-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10421,Sdiv_ptg000015l_0590-R,Sdiv_ptg000002l_1568-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10422,Sdiv_ptg000015l_0591-R,Sdiv_ptg000002l_1565-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10423,Sdiv_ptg000015l_0592-R,Sdiv_ptg000002l_1564-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10424,Sdiv_ptg000015l_0595-R,Sdiv_ptg000002l_1561-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10425,Sdiv_ptg000002l_0692-R,Sdiv_ptg000015l_1432-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10426,Sdiv_ptg000015l_0597-R,Sdiv_ptg000002l_1560-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10427,Sdiv_ptg000015l_0598-R,Sdiv_ptg000002l_1559-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10428,Sdiv_ptg000015l_0599-R,Sdiv_ptg000002l_1558-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10429,Sdiv_ptg000015l_0600-R,Sdiv_ptg000002l_1557-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10430,Sdiv_ptg000015l_0601-R,Sdiv_ptg000002l_1556-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10431,Sdiv_ptg000015l_0602-R,Sdiv_ptg000002l_1554-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10432,Sdiv_ptg000015l_0603-R,Sdiv_ptg000002l_1552-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10433,Sdiv_ptg000015l_0604-R,Sdiv_ptg000002l_1553-R,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE
10434,Sdiv_ptg000015l_0606-R,Sdiv_ptg000002l_1551-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10435,Sdiv_ptg000015l_0608-R,Sdiv_ptg000002l_1550-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10436,Sdiv_ptg000015l_0609-R,Sdiv_ptg000002l_1549-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10437,Sdiv_ptg000015l_0610-R,Sdiv_ptg000002l_1547-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10438,Sdiv_ptg000015l_0614-R,Sdiv_ptg000002l_1544-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10439,Sdiv_ptg000002l_0694-R,Sdiv_ptg000015l_1433-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10440,Sdiv_ptg000015l_0617-R,Sdiv_ptg000002l_1539-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10441,Sdiv_ptg000015l_0618-R,Sdiv_ptg000002l_1538-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10442,Sdiv_ptg000015l_0619-R,Sdiv_ptg000002l_1537-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10443,Sdiv_ptg000015l_0620-R,Sdiv_ptg000002l_1536-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10444,Sdiv_ptg000015l_0621-R,Sdiv_ptg000002l_1535-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10445,Sdiv_ptg000015l_0622-R,Sdiv_ptg000002l_1534-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10446,Sdiv_ptg000015l_0623-R,Sdiv_ptg000002l_1533-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10447,Sdiv_ptg000015l_0624-R,Sdiv_ptg000002l_1532-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10448,Sdiv_ptg000015l_0625-R,Sdiv_ptg000002l_1530-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10449,Sdiv_ptg000015l_0628-R,Sdiv_ptg000002l_1528-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10450,Sdiv_ptg000015l_0629-R,Sdiv_ptg000002l_1527-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10451,Sdiv_ptg000002l_1525-R,Sdiv_ptg000015l_0631-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10452,Sdiv_ptg000015l_0632-R,Sdiv_ptg000002l_1524-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10453,Sdiv_ptg000015l_0633-R,Sdiv_ptg000002l_1523-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10454,Sdiv_ptg000015l_0634-R,Sdiv_ptg000002l_1522-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10455,Sdiv_ptg000002l_0696-R,Sdiv_ptg000015l_1431-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10456,Sdiv_ptg000015l_0636-R,Sdiv_ptg000002l_1519-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10457,Sdiv_ptg000015l_0637-R,Sdiv_ptg000002l_1516-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10458,Sdiv_ptg000015l_0638-R,Sdiv_ptg000002l_1515-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10459,Sdiv_ptg000015l_0639-R,Sdiv_ptg000002l_1514-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10460,Sdiv_ptg000015l_0640-R,Sdiv_ptg000002l_1513-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10461,Sdiv_ptg000015l_0641-R,Sdiv_ptg000002l_1511-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10462,Sdiv_ptg000015l_0642-R,Sdiv_ptg000002l_1509-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10463,Sdiv_ptg000015l_0643-R,Sdiv_ptg000002l_1508-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10464,Sdiv_ptg000015l_0644-R,Sdiv_ptg000002l_1507-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10465,Sdiv_ptg000015l_0645-R,Sdiv_ptg000002l_1506-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10466,Sdiv_ptg000002l_0697-R,Sdiv_ptg000015l_1430-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10467,Sdiv_ptg000015l_0646-R,Sdiv_ptg000002l_1505-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10468,Sdiv_ptg000015l_0648-R,Sdiv_ptg000002l_1504-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10469,Sdiv_ptg000015l_0653-R,Sdiv_ptg000002l_1502-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10470,Sdiv_ptg000015l_0654-R,Sdiv_ptg000002l_1501-R,1,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10471,Sdiv_ptg000015l_0655-R,Sdiv_ptg000002l_1498-R,2,1,2,2,FALSE,FALSE,FALSE,FALSE,TRUE
10472,Sdiv_ptg000015l_0656-R,Sdiv_ptg000002l_1496-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10473,Sdiv_ptg000015l_0657-R,Sdiv_ptg000002l_1495-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10474,Sdiv_ptg000015l_0658-R,Sdiv_ptg000002l_1494-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10475,Sdiv_ptg000015l_0659-R,Sdiv_ptg000002l_1491-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10476,Sdiv_ptg000015l_0660-R,Sdiv_ptg000002l_1489-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10477,Sdiv_ptg000015l_0661-R,Sdiv_ptg000002l_1490-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10478,Sdiv_ptg000015l_0662-R,Sdiv_ptg000002l_1488-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10479,Sdiv_ptg000015l_0663-R,Sdiv_ptg000002l_1487-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10480,Sdiv_ptg000015l_0664-R,Sdiv_ptg000002l_1486-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10481,Sdiv_ptg000015l_0665-R,Sdiv_ptg000002l_1485-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10482,Sdiv_ptg000015l_0666-R,Sdiv_ptg000002l_1484-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10483,Sdiv_ptg000015l_0667-R,Sdiv_ptg000002l_1481-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10484,Sdiv_ptg000015l_0668-R,Sdiv_ptg000002l_1480-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10485,Sdiv_ptg000015l_0673-R,Sdiv_ptg000002l_1479-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10486,Sdiv_ptg000015l_0674-R,Sdiv_ptg000002l_1478-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10487,Sdiv_ptg000015l_0675-R,Sdiv_ptg000002l_1474-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10488,Sdiv_ptg000015l_0677-R,Sdiv_ptg000002l_1472-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10489,Sdiv_ptg000015l_0679-R,Sdiv_ptg000002l_1471-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10490,Sdiv_ptg000015l_0681-R,Sdiv_ptg000002l_1469-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10491,Sdiv_ptg000015l_0682-R,Sdiv_ptg000002l_1468-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10492,Sdiv_ptg000015l_0683-R,Sdiv_ptg000002l_1467-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10493,Sdiv_ptg000015l_0685-R,Sdiv_ptg000002l_1466-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10494,Sdiv_ptg000002l_0701-R,Sdiv_ptg000015l_1429-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10495,Sdiv_ptg000015l_0686-R,Sdiv_ptg000002l_1464-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10496,Sdiv_ptg000015l_0687-R,Sdiv_ptg000002l_1483-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10497,Sdiv_ptg000015l_0688-R,Sdiv_ptg000002l_1462-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10498,Sdiv_ptg000015l_0689-R,Sdiv_ptg000002l_1461-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10499,Sdiv_ptg000015l_0690-R,Sdiv_ptg000002l_1459-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10500,Sdiv_ptg000015l_0691-R,Sdiv_ptg000002l_1458-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10501,Sdiv_ptg000015l_0692-R,Sdiv_ptg000002l_1457-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10502,Sdiv_ptg000015l_0694-R,Sdiv_ptg000002l_1456-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10503,Sdiv_ptg000002l_0702-R,Sdiv_ptg000015l_1428-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10504,Sdiv_ptg000015l_0696-R,Sdiv_ptg000002l_1455-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10505,Sdiv_ptg000015l_0697-R,Sdiv_ptg000002l_1454-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10506,Sdiv_ptg000015l_0698-R,Sdiv_ptg000002l_1452-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10507,Sdiv_ptg000015l_0699-R,Sdiv_ptg000002l_1450-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10508,Sdiv_ptg000015l_0700-R,Sdiv_ptg000002l_1448-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10509,Sdiv_ptg000002l_1447-R,Sdiv_ptg000015l_0701-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10510,Sdiv_ptg000015l_0702-R,Sdiv_ptg000002l_1445-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10511,Sdiv_ptg000015l_0703-R,Sdiv_ptg000002l_1444-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10512,Sdiv_ptg000015l_0704-R,Sdiv_ptg000002l_1443-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10513,Sdiv_ptg000015l_0705-R,Sdiv_ptg000002l_1442-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10514,Sdiv_ptg000015l_0706-R,Sdiv_ptg000002l_1441-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10515,Sdiv_ptg000015l_0707-R,Sdiv_ptg000002l_1440-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10516,Sdiv_ptg000015l_0708-R,Sdiv_ptg000002l_1439-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10517,Sdiv_ptg000015l_0709-R,Sdiv_ptg000002l_1436-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10518,Sdiv_ptg000015l_0710-R,Sdiv_ptg000002l_1435-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10519,Sdiv_ptg000015l_0711-R,Sdiv_ptg000002l_1434-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10520,Sdiv_ptg000015l_0715-R,Sdiv_ptg000002l_1433-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10521,Sdiv_ptg000015l_0718-R,Sdiv_ptg000002l_1430-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10522,Sdiv_ptg000015l_0719-R,Sdiv_ptg000002l_1429-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10523,Sdiv_ptg000015l_0720-R,Sdiv_ptg000002l_1428-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10524,Sdiv_ptg000015l_0722-R,Sdiv_ptg000002l_1427-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10525,Sdiv_ptg000015l_0723-R,Sdiv_ptg000002l_1426-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10526,Sdiv_ptg000015l_0740-R,Sdiv_ptg000002l_1406-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10527,Sdiv_ptg000002l_0705-R,Sdiv_ptg000015l_1427-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10528,Sdiv_ptg000015l_0727-R,Sdiv_ptg000002l_1424-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10529,Sdiv_ptg000015l_0728-R,Sdiv_ptg000002l_1423-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10530,Sdiv_ptg000015l_0729-R,Sdiv_ptg000002l_1422-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10531,Sdiv_ptg000015l_0730-R,Sdiv_ptg000002l_1421-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10532,Sdiv_ptg000015l_0732-R,Sdiv_ptg000002l_1417-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10533,Sdiv_ptg000015l_0733-R,Sdiv_ptg000002l_1414-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10534,Sdiv_ptg000015l_0734-R,Sdiv_ptg000002l_1413-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10535,Sdiv_ptg000015l_0735-R,Sdiv_ptg000002l_1412-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10536,Sdiv_ptg000002l_0706-R,Sdiv_ptg000015l_1426-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10537,Sdiv_ptg000015l_0736-R,Sdiv_ptg000002l_1411-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10538,Sdiv_ptg000015l_0737-R,Sdiv_ptg000002l_1409-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10539,Sdiv_ptg000015l_0738-R,Sdiv_ptg000002l_1408-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10540,Sdiv_ptg000015l_0739-R,Sdiv_ptg000002l_1407-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10541,Sdiv_ptg000015l_0742-R,Sdiv_ptg000002l_1405-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10542,Sdiv_ptg000015l_0746-R,Sdiv_ptg000002l_1404-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10543,Sdiv_ptg000015l_0747-R,Sdiv_ptg000002l_1403-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10544,Sdiv_ptg000015l_0748-R,Sdiv_ptg000002l_1402-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10545,Sdiv_ptg000015l_0749-R,Sdiv_ptg000002l_1400-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10546,Sdiv_ptg000015l_0750-R,Sdiv_ptg000002l_1399-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10547,Sdiv_ptg000015l_0751-R,Sdiv_ptg000002l_1397-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10548,Sdiv_ptg000015l_0753-R,Sdiv_ptg000002l_1396-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10549,Sdiv_ptg000015l_0754-R,Sdiv_ptg000002l_1395-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10550,Sdiv_ptg000015l_0755-R,Sdiv_ptg000002l_1394-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10551,Sdiv_ptg000002l_0708-R,Sdiv_ptg000015l_1423-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10552,Sdiv_ptg000015l_0756-R,Sdiv_ptg000002l_1393-R,2,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10553,Sdiv_ptg000015l_0757-R,Sdiv_ptg000002l_1392-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10554,Sdiv_ptg000015l_0760-R,Sdiv_ptg000002l_1391-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10555,Sdiv_ptg000015l_0761-R,Sdiv_ptg000002l_1389-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10556,Sdiv_ptg000015l_0762-R,Sdiv_ptg000002l_1388-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10557,Sdiv_ptg000015l_0763-R,Sdiv_ptg000002l_1386-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10558,Sdiv_ptg000015l_0764-R,Sdiv_ptg000002l_1383-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10559,Sdiv_ptg000015l_0765-R,Sdiv_ptg000002l_1382-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10560,Sdiv_ptg000015l_0766-R,Sdiv_ptg000002l_1380-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10561,Sdiv_ptg000015l_0767-R,Sdiv_ptg000002l_1379-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10562,Sdiv_ptg000015l_0768-R,Sdiv_ptg000002l_1377-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10563,Sdiv_ptg000015l_0771-R,Sdiv_ptg000002l_1375-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10564,Sdiv_ptg000015l_0772-R,Sdiv_ptg000002l_1374-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10565,Sdiv_ptg000015l_0773-R,Sdiv_ptg000002l_1373-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10566,Sdiv_ptg000015l_0774-R,Sdiv_ptg000002l_1371-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10567,Sdiv_ptg000015l_0775-R,Sdiv_ptg000002l_1370-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10568,Sdiv_ptg000002l_0710-R,Sdiv_ptg000015l_1422-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
10569,Sdiv_ptg000015l_0777-R,Sdiv_ptg000002l_1368-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10570,Sdiv_ptg000015l_0778-R,Sdiv_ptg000002l_1367-R,2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
10571,Sdiv_ptg000015l_0779-R,Sdiv_ptg000002l_1366-R,1,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
10572,Sdiv_ptg000015l_0780-R,Sdiv_ptg000002l_1365-R,2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
