Desc	Orthogroup	Aal	Aar	Aly	Ath	Boh	Cam	Chi	Dni	Esy	Rsq	Spi	Streptanthus	Tar	Tpa
(null)	OG0013782	1	1	1	1	1	1	3	1	0	0	1	3	0	1
(null)	OG0013783	1	1	1	1	3	2	1	1	2	0	0	0	1	1
(null)	OG0013784	1	1	0	1	1	1	1	3	1	0	2	2	0	1
(null)	OG0013785	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013786	1	1	1	1	1	2	1	0	0	1	2	2	1	1
(null)	OG0013787	1	0	1	1	1	2	1	1	2	1	1	1	1	1
(null)	OG0013788	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013789	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013790	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013791	1	1	1	1	1	1	1	0	1	1	2	2	1	1
(null)	OG0013792	1	1	1	1	1	2	1	0	2	0	1	2	1	1
(null)	OG0013793	1	1	1	1	2	2	1	0	1	1	0	2	1	1
(null)	OG0013794	1	1	1	1	2	2	1	1	1	1	1	0	1	1
(null)	OG0013795	1	1	1	1	2	1	1	0	1	1	2	2	0	1
(null)	OG0013796	1	1	1	1	2	2	1	3	0	1	0	0	1	1
(null)	OG0013797	1	1	1	1	2	2	1	1	1	0	2	0	1	1
(null)	OG0013798	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013799	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0013800	1	1	1	1	1	2	1	1	0	1	2	1	1	1
(null)	OG0013801	1	1	1	1	2	1	1	0	1	1	2	1	1	1
(null)	OG0013802	1	1	1	1	1	2	1	0	1	1	1	1	1	2
(null)	OG0013803	1	1	2	1	1	2	1	0	1	1	0	2	1	1
(null)	OG0013804	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013805	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013806	1	1	1	1	1	2	1	0	2	1	1	1	1	1
(null)	OG0013807	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013808	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0013809	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013810	1	1	1	1	2	2	1	1	1	1	1	0	1	1
(null)	OG0013811	1	0	1	2	2	1	1	0	2	2	1	0	1	1
(null)	OG0013812	1	1	1	1	1	3	1	0	1	1	1	1	1	1
(null)	OG0013813	1	1	1	1	2	1	1	1	1	1	1	0	2	1
(null)	OG0013814	1	2	1	1	1	2	1	1	1	0	1	1	1	1
(null)	OG0013815	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013816	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013817	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013818	1	1	1	1	1	2	1	0	1	1	0	1	1	3
(null)	OG0013819	1	2	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0013820	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013821	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013822	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013823	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0013824	1	1	1	1	1	2	2	0	1	1	1	1	1	1
(null)	OG0013825	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013826	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013827	1	1	1	1	1	2	1	0	1	1	1	1	2	1
(null)	OG0013828	1	1	1	1	2	2	1	0	1	1	0	2	1	1
(null)	OG0013829	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013830	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013831	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013832	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013833	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0013834	1	1	1	1	1	2	1	1	1	2	0	1	1	1
(null)	OG0013835	1	0	1	1	1	2	1	2	1	1	1	1	1	1
(null)	OG0013836	1	1	1	1	1	1	1	0	1	1	3	1	1	1
(null)	OG0013837	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0013838	1	1	2	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013839	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013840	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013841	1	1	1	1	1	2	1	0	0	1	2	2	1	1
(null)	OG0013842	1	1	1	1	2	2	1	1	1	1	0	1	1	1
(null)	OG0013843	1	1	1	1	1	2	1	0	2	1	0	2	1	1
(null)	OG0013844	1	1	1	1	2	1	1	0	1	2	1	1	1	1
(null)	OG0013845	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013846	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0013847	1	1	1	1	1	2	1	1	0	1	1	2	1	1
(null)	OG0013848	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013849	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013850	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013851	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013852	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013853	1	1	1	1	2	1	1	0	1	1	1	2	1	1
(null)	OG0013854	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013855	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0013856	1	0	1	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0013857	1	1	1	1	2	2	0	1	1	0	2	1	1	1
(null)	OG0013858	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013859	1	2	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0013860	1	1	1	1	2	2	1	1	1	1	0	1	1	1
(null)	OG0013861	1	1	1	1	1	2	1	1	1	1	2	0	1	1
(null)	OG0013862	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013863	1	2	1	1	1	2	1	1	1	0	2	0	1	1
(null)	OG0013864	1	1	1	1	1	2	1	1	1	0	3	0	1	1
(null)	OG0013865	1	0	1	1	2	2	1	1	1	1	0	2	1	1
(null)	OG0013866	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013867	1	1	1	1	2	2	1	1	1	1	1	0	1	1
(null)	OG0013868	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013869	1	1	1	1	2	1	1	0	1	2	1	1	1	1
(null)	OG0013870	1	1	1	1	1	2	1	1	2	1	0	1	1	1
(null)	OG0013871	1	1	1	1	1	2	2	0	1	1	1	1	1	1
(null)	OG0013872	1	1	1	1	0	2	1	1	1	1	1	2	1	1
(null)	OG0013873	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013874	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0013875	1	1	1	1	1	1	1	0	1	1	2	2	1	1
(null)	OG0013876	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0013877	1	2	1	1	1	2	1	1	1	0	1	1	1	1
(null)	OG0013878	1	1	1	1	2	2	1	1	1	2	0	0	1	1
(null)	OG0013879	1	1	1	1	2	2	2	0	1	1	0	1	1	1
(null)	OG0013880	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013881	1	1	1	1	2	1	1	1	1	2	1	1	1	0
(null)	OG0013882	1	1	1	1	1	2	1	0	1	2	2	1	1	0
(null)	OG0013883	1	1	1	1	1	2	1	2	1	0	1	1	1	1
(null)	OG0013884	1	1	1	1	1	2	1	1	0	1	1	2	1	1
(null)	OG0013885	1	1	1	1	2	2	1	0	1	1	0	2	1	1
(null)	OG0013886	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013887	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0013888	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013889	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013890	1	1	1	1	1	1	1	1	0	0	3	0	3	1
(null)	OG0013891	1	1	1	1	1	2	2	1	1	0	1	1	1	1
(null)	OG0013892	1	0	1	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0013893	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013894	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013895	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013896	1	0	1	1	1	1	1	1	1	1	2	2	1	1
(null)	OG0013897	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013898	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013899	1	1	1	1	1	2	1	0	1	2	0	2	1	1
(null)	OG0013900	1	1	0	0	1	2	1	0	3	1	1	1	2	1
(null)	OG0013901	1	1	1	1	1	2	0	1	1	1	2	1	1	1
(null)	OG0013902	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0013903	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013904	1	2	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0013905	1	0	1	1	2	1	1	2	1	1	1	1	1	1
(null)	OG0013906	1	1	1	1	2	1	1	0	2	1	1	1	1	1
(null)	OG0013907	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013908	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013909	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013910	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013911	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013912	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013913	1	1	1	1	2	1	1	0	1	1	1	2	1	1
(null)	OG0013914	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0013915	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013916	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013917	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0013918	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013919	1	1	1	1	1	2	1	0	1	2	1	1	1	1
(null)	OG0013920	1	1	0	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0013921	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0013922	1	1	1	1	2	2	1	2	1	0	1	0	1	1
(null)	OG0013923	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0013924	1	1	1	1	1	2	1	0	1	2	1	1	1	1
(null)	OG0013925	1	2	1	1	1	1	1	1	1	1	2	0	1	1
(null)	OG0013926	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0013927	1	1	1	1	1	2	1	1	0	2	1	1	1	1
(null)	OG0013928	1	0	1	1	2	2	1	1	0	2	0	2	1	1
(null)	OG0013929	2	1	1	1	2	1	1	0	1	2	0	1	1	1
(null)	OG0013930	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013931	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013932	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013933	2	1	1	1	1	2	1	0	0	1	1	2	1	1
(null)	OG0013934	1	1	1	1	1	2	1	2	1	1	0	1	1	1
(null)	OG0013935	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013936	1	1	1	1	1	2	1	0	1	2	0	2	1	1
(null)	OG0013937	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0013938	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013939	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013940	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013941	1	1	1	1	1	2	1	2	1	0	1	2	0	1
(null)	OG0013942	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013943	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013944	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013945	1	1	1	1	2	1	1	1	1	2	0	1	1	1
(null)	OG0013946	1	1	1	1	1	2	1	0	2	1	0	2	1	1
(null)	OG0013947	1	1	1	1	3	2	1	1	1	0	1	0	1	1
(null)	OG0013948	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013949	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013950	1	1	1	1	3	1	1	0	1	1	1	1	1	1
(null)	OG0013951	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0013952	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013953	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013954	1	2	1	1	1	1	1	0	1	2	1	1	1	1
(null)	OG0013955	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013956	1	1	1	1	1	2	1	0	1	2	1	1	1	1
(null)	OG0013957	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0013958	1	1	1	1	1	2	1	0	1	0	2	2	1	1
(null)	OG0013959	1	1	1	1	0	2	1	0	1	2	1	2	1	1
(null)	OG0013960	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0013961	1	1	1	1	0	2	2	1	1	1	2	0	1	1
(null)	OG0013962	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013963	1	1	1	1	1	2	1	2	1	1	0	1	1	1
(null)	OG0013964	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013965	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013966	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013967	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013968	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013969	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013970	1	1	1	1	1	2	1	1	2	1	0	1	1	1
(null)	OG0013971	1	1	1	1	2	2	1	1	1	0	2	0	1	1
(null)	OG0013972	1	1	1	1	0	2	1	1	1	1	1	2	1	1
(null)	OG0013973	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0013974	1	1	1	1	1	2	1	0	1	2	0	2	1	1
(null)	OG0013975	1	0	1	1	1	2	1	1	1	1	2	1	1	1
(null)	OG0013976	2	1	1	1	1	1	1	0	1	1	2	1	1	1
(null)	OG0013977	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013978	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0013979	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013980	1	1	1	1	1	2	1	1	1	0	2	1	1	1
(null)	OG0013981	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013982	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013983	1	1	1	1	1	2	1	1	0	0	3	0	1	2
(null)	OG0013984	1	1	1	1	1	1	3	0	1	2	0	1	1	1
(null)	OG0013985	1	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0013986	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013987	1	1	2	1	1	2	1	0	2	2	0	1	1	0
(null)	OG0013988	1	1	1	1	1	1	1	0	1	2	2	1	1	1
(null)	OG0013989	1	1	1	1	2	1	1	0	2	1	1	1	1	1
(null)	OG0013990	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013991	1	0	1	1	1	2	1	1	1	1	1	2	1	1
(null)	OG0013992	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013993	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013994	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0013995	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013996	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0013997	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0013998	1	0	1	1	2	1	1	1	1	2	1	1	1	1
(null)	OG0013999	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014000	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014001	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014002	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014003	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014004	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0014005	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014006	1	1	1	1	2	1	1	0	1	2	0	2	1	1
(null)	OG0014007	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014008	1	0	1	1	3	1	1	1	2	1	1	0	1	1
(null)	OG0014009	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0014010	1	1	1	1	2	2	1	0	1	0	1	2	1	1
(null)	OG0014011	1	1	1	1	2	2	1	1	1	1	1	0	1	1
(null)	OG0014012	1	1	1	1	2	1	1	0	1	3	0	1	1	1
(null)	OG0014013	1	0	1	1	2	2	1	1	1	1	1	1	1	1
(null)	OG0014014	1	1	1	1	1	2	1	0	1	2	0	2	1	1
(null)	OG0014015	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014016	1	0	2	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014017	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014018	1	0	1	1	2	2	1	1	1	1	0	2	1	1
(null)	OG0014019	1	1	1	1	2	2	1	0	1	1	0	2	1	1
(null)	OG0014020	1	1	1	1	1	2	1	2	1	1	1	0	1	1
(null)	OG0014021	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014022	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014023	1	1	1	1	1	2	1	1	0	1	2	1	1	1
(null)	OG0014024	1	1	2	1	1	2	2	1	1	0	1	0	1	1
(null)	OG0014025	2	0	1	1	2	2	1	0	1	2	1	0	1	1
(null)	OG0014026	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014027	1	2	1	1	1	2	1	0	1	1	0	2	1	1
(null)	OG0014028	1	0	1	1	1	2	0	1	1	1	2	2	1	1
(null)	OG0014029	1	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0014030	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0014031	1	1	1	1	2	1	1	0	1	2	0	2	1	1
(null)	OG0014032	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014033	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014034	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0014035	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0014036	1	2	1	1	2	1	1	0	1	2	0	1	1	1
(null)	OG0014037	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0014038	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014039	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014040	1	1	1	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0014041	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014042	1	0	1	1	4	3	0	0	1	2	0	0	1	1
(null)	OG0014043	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014044	1	1	1	1	2	2	1	1	1	0	2	0	1	1
(null)	OG0014045	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014047	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0014048	1	1	2	1	1	2	1	0	1	1	2	1	0	1
(null)	OG0014049	1	1	1	1	2	1	1	0	2	1	1	1	1	1
(null)	OG0014050	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014051	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014052	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014053	1	2	1	1	1	2	1	1	1	0	2	0	1	1
(null)	OG0014054	1	1	1	1	1	1	1	0	1	1	2	2	1	1
(null)	OG0014055	1	1	1	1	1	2	1	1	1	2	0	1	1	1
(null)	OG0014056	1	1	1	1	1	2	1	1	1	0	2	1	1	1
(null)	OG0014057	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014058	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014059	1	0	1	1	2	2	2	1	1	1	1	0	1	1
(null)	OG0014060	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014061	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0014062	1	0	1	1	1	1	1	0	1	1	1	1	1	4
(null)	OG0014063	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014064	1	0	1	1	2	2	1	0	1	2	1	1	1	1
(null)	OG0014065	1	1	1	1	2	2	1	1	1	0	2	0	1	1
(null)	OG0014066	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014067	1	1	1	1	1	1	1	1	1	2	0	2	1	1
(null)	OG0014068	1	0	1	1	1	2	1	2	1	1	1	1	1	1
(null)	OG0014069	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014070	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0014071	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0014072	1	1	1	1	1	1	1	0	1	2	2	1	1	1
(null)	OG0014073	1	1	1	1	2	1	1	1	1	1	0	2	1	1
(null)	OG0014074	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014075	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0014076	1	1	1	1	1	1	3	0	1	1	1	1	1	1
(null)	OG0014077	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014078	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014079	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0014080	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014081	1	1	1	1	1	2	1	0	1	2	1	1	1	1
(null)	OG0014082	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014083	1	1	1	1	2	2	1	1	0	1	1	1	1	1
(null)	OG0014084	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0014085	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0014086	1	0	1	1	1	2	1	1	1	0	2	2	1	1
(null)	OG0014087	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014088	1	1	1	1	0	2	1	1	1	1	1	2	1	1
(null)	OG0014089	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0014090	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0014091	1	0	1	1	1	1	1	1	1	2	1	2	1	1
(null)	OG0014092	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014093	2	1	0	0	1	2	1	0	1	0	2	2	1	2
(null)	OG0014094	1	0	1	1	3	1	1	0	1	2	1	1	1	1
(null)	OG0014095	1	1	1	1	2	2	0	0	0	1	2	2	1	1
(null)	OG0014096	1	0	2	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014097	1	1	1	1	1	2	1	0	1	2	0	2	1	1
(null)	OG0014098	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014099	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014100	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014101	1	1	1	1	1	2	1	1	1	2	0	1	1	1
(null)	OG0014102	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014103	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0014104	1	0	1	1	0	2	0	1	1	1	4	1	1	1
(null)	OG0014105	1	1	1	1	1	2	1	1	1	0	2	1	1	1
(null)	OG0014106	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014107	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0014108	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0014109	2	1	1	1	1	2	1	1	1	0	0	2	1	1
(null)	OG0014110	1	1	1	1	2	1	1	0	1	2	1	1	1	1
(null)	OG0014111	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014112	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014113	1	1	1	1	1	2	1	1	1	0	2	1	1	1
(null)	OG0014114	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014115	1	1	1	1	1	2	1	0	2	1	0	2	1	1
(null)	OG0014116	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014117	1	1	1	1	2	2	1	1	1	0	1	1	1	1
(null)	OG0014118	1	1	1	1	2	1	1	0	1	2	1	1	1	1
(null)	OG0014119	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0014120	1	0	1	1	2	2	1	0	1	2	2	0	1	1
(null)	OG0014121	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014122	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014123	1	1	1	1	1	1	1	0	2	1	2	1	1	1
(null)	OG0014124	1	1	1	1	2	2	1	0	1	2	0	1	1	1
(null)	OG0014125	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0014126	1	1	1	1	2	2	1	0	1	1	1	1	1	1
(null)	OG0014127	1	1	1	1	1	2	1	1	1	1	0	2	1	1
(null)	OG0014128	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014129	1	1	1	1	2	2	1	0	1	1	0	2	1	1
(null)	OG0014130	1	1	1	1	1	2	1	1	0	1	1	2	1	1
(null)	OG0014131	1	1	1	1	1	1	2	1	0	1	2	1	1	1
(null)	OG0014132	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014133	1	1	1	1	1	2	1	0	1	1	1	2	1	1
(null)	OG0014134	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0014135	1	1	1	1	1	2	1	1	1	0	3	0	1	1
(null)	OG0014136	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0014137	1	1	1	1	1	2	1	1	0	1	1	2	1	1
(null)	OG0014138	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014139	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014140	1	1	1	1	2	2	1	1	1	0	2	0	1	1
(null)	OG0014141	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014142	1	1	1	1	2	1	1	0	1	2	1	1	1	1
(null)	OG0014143	1	1	1	1	1	2	1	0	1	1	2	1	1	1
(null)	OG0014144	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014145	2	1	1	1	1	2	1	0	1	1	1	1	1	1
(null)	OG0014146	1	1	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0014147	1	1	1	1	1	2	1	1	1	0	1	2	1	1
(null)	OG0014148	1	0	1	1	2	1	1	1	1	2	0	2	1	1
